step,bear_target,bear_other,w_cmd,on_target
1,16.2,-16.0,0.028,0
2,16.2,-16.0,0.003,0
3,16.2,-17.0,0.003,1
4,16.2,-17.9,0.035,1
5,16.2,-18.8,0.062,1
6,16.2,-19.8,0.047,1
7,16.1,-20.7,0.043,1
8,16.1,-21.6,0.024,1
9,16.2,-22.4,0.024,1
10,16.9,-23.4,0.144,1
11,17.4,-24.0,0.155,1
12,17.8,-24.8,0.156,1
13,18.3,-25.5,0.099,1
14,18.6,-26.2,0.050,1
15,18.8,-26.8,0.064,1
16,19.1,-27.3,0.008,1
17,19.3,-27.7,-0.043,1
18,19.4,-28.0,-0.106,1
19,19.4,-28.2,-0.074,1
20,19.4,-28.3,-0.043,1
21,19.3,-28.3,-0.080,1
22,19.1,-28.4,-0.017,1
23,19.1,-28.6,0.016,1
24,19.0,-28.8,0.059,1
25,18.9,-29.2,0.020,1
26,18.9,-29.5,-0.020,1
27,18.9,-29.9,-0.036,1
28,18.9,-30.3,-0.003,1
29,19.0,-30.8,0.105,1
30,19.0,-31.3,0.080,1
31,19.1,-31.9,0.088,1
32,19.1,-32.5,0.098,1
33,19.2,-33.2,0.119,1
34,19.3,-33.8,0.081,1
35,19.4,-34.6,0.118,1
36,19.5,-35.4,0.156,1
37,19.6,-35.8,0.142,1
38,19.7,-36.0,0.171,1
39,19.9,-36.3,0.261,1
40,20.1,-36.5,0.289,1
41,20.2,-36.8,0.192,1
42,20.5,-37.1,0.174,1
43,20.7,-37.3,0.222,1
44,21.0,-37.4,0.219,1
45,21.3,-37.6,0.218,1
46,21.6,-37.7,0.252,1
47,21.9,-37.9,0.206,1
48,22.0,-38.0,0.195,1
49,22.0,-38.0,0.075,1
50,22.0,-38.1,0.185,1
51,22.0,-37.8,0.229,1
52,22.1,-37.7,0.349,1
53,22.4,-37.5,0.282,1
54,22.5,-37.5,0.192,1
55,22.4,-37.6,0.156,1
56,22.4,-37.6,0.087,1
57,22.4,-37.5,0.131,1
58,22.4,-37.5,0.160,1
59,22.3,-37.5,0.280,1
60,22.2,-37.4,0.257,1
61,22.1,-37.6,0.213,1
62,22.2,-37.8,0.154,1
63,22.2,-37.9,0.090,1
64,22.2,-37.9,0.113,1
65,22.2,-37.9,0.217,1
66,22.1,-37.9,0.200,1
67,22.1,-38.0,0.254,1
68,22.0,-38.0,0.232,1
69,22.0,-38.0,0.112,1
70,22.0,-37.6,0.137,1
71,21.8,-37.7,0.113,1
72,21.3,-37.7,0.233,1
73,21.2,-37.7,0.151,1
74,21.1,-37.8,0.125,1
75,21.1,-37.8,0.133,1
76,21.1,-37.8,0.178,1
77,21.0,-37.8,0.126,1
78,21.0,-38.2,0.075,1
79,21.0,-38.6,0.195,1
80,20.9,-38.6,0.315,1
81,20.9,-38.6,0.372,1
82,20.4,-38.7,0.381,1
83,20.0,-38.9,0.437,1
84,19.8,-39.6,0.416,1
85,19.6,-40.4,0.402,1
86,19.5,-40.5,0.337,1
87,19.4,-40.6,0.316,1
88,19.2,-40.6,0.328,1
89,19.1,-40.8,0.208,1
90,18.8,-40.9,0.280,1
91,18.2,-41.4,0.318,1
92,17.7,-42.1,0.387,1
93,17.4,-42.6,0.358,1
94,17.3,-42.7,0.317,1
95,17.2,-42.8,0.335,1
96,17.1,-42.8,0.273,1
97,17.0,-42.9,0.268,1
98,17.0,-43.0,0.228,1
99,16.9,-43.0,0.201,1
100,16.9,-43.1,0.223,1
101,16.8,-43.1,0.258,1
102,16.7,-43.1,0.232,1
103,16.4,-43.2,0.122,1
104,16.3,-43.3,0.112,1
105,16.3,-43.3,0.116,1
106,16.3,-43.3,0.170,1
107,16.2,-43.3,0.202,1
108,16.2,-43.4,0.162,1
109,16.0,-43.4,0.209,1
110,15.9,-43.5,0.206,1
111,15.8,-43.8,0.225,1
112,15.4,-43.8,0.258,1
113,14.6,-44.3,0.138,1
114,14.1,-45.3,0.095,1
115,13.7,-46.1,0.165,1
116,13.7,-46.3,0.235,1
117,13.6,-46.4,0.238,1
118,13.0,-46.8,0.331,1
119,12.7,-47.2,0.451,1
120,12.6,-47.3,0.331,1
121,12.3,-47.4,0.312,1
122,11.5,-47.9,0.281,1
123,10.4,-48.9,0.262,1
124,10.1,-49.4,0.283,1
125,10.0,-49.4,0.368,1
126,9.9,-49.5,0.355,1
127,9.8,-49.6,0.235,1
128,9.7,-49.7,0.223,1
129,9.7,-49.7,0.103,1
130,9.7,-49.7,0.032,1
131,9.6,-49.7,0.152,1
132,9.6,-49.7,0.106,1
133,9.6,-49.8,-0.014,1
134,9.6,-49.8,0.106,1
135,7.8,-48.9,0.043,1
136,5.2,-48.9,0.007,1
137,2.6,-48.9,0.027,1
138,0.1,-48.9,0.028,1
139,-2.1,-48.9,-0.026,1
140,-4.0,-48.9,0.028,1
141,-5.7,-48.9,0.039,1
142,-7.1,-48.9,-0.081,1
143,-8.1,-48.9,-0.201,1
144,-9.1,-49.3,-0.213,1
145,-10.0,-50.4,-0.172,1
146,-10.9,-50.8,-0.226,1
147,-11.8,-50.8,-0.233,1
148,-12.6,-50.7,-0.202,1
149,-13.6,-50.7,-0.317,1
150,-14.3,-50.7,-0.303,1
151,-15.0,-50.6,-0.252,1
152,-15.8,-50.5,-0.269,1
153,-16.6,-50.5,-0.223,1
