step,bear_target,bear_other,w_cmd,on_target
1,-16.1,16.1,0.074,1
2,-16.3,16.1,0.121,0
3,-17.1,16.0,0.123,0
4,-17.9,15.9,0.033,0
5,-18.6,15.5,0.017,0
6,-19.3,15.1,-0.031,0
7,-19.9,14.7,-0.003,0
8,-20.5,14.3,-0.047,0
9,-21.0,14.1,-0.022,0
10,-21.5,13.9,0.039,0
11,-22.0,13.8,0.016,0
12,-22.5,13.7,-0.079,0
13,-22.9,13.7,-0.075,0
14,-23.2,13.9,-0.116,0
15,-23.5,14.1,-0.105,0
16,-23.8,14.4,-0.074,0
17,-24.1,14.7,-0.093,0
18,-24.4,15.0,-0.150,0
19,-24.6,15.3,-0.206,0
20,-24.9,15.7,-0.098,0
21,-25.1,16.1,0.011,0
22,-25.3,16.5,-0.023,0
23,-25.7,16.8,-0.099,0
24,-26.1,17.1,-0.219,0
25,-26.4,17.4,-0.339,0
26,-26.5,18.0,-0.401,0
27,-26.5,18.6,-0.328,0
28,-26.4,19.5,-0.276,0
29,-26.2,20.4,-0.259,0
30,-26.2,21.3,-0.165,0
31,-26.3,22.3,-0.045,0
32,-26.5,23.1,-0.067,0
33,-26.8,23.7,-0.092,0
34,-27.1,24.4,0.002,0
35,-27.4,25.2,0.083,0
36,-27.8,26.0,0.096,0
37,-28.2,26.7,0.064,0
38,-28.8,27.4,0.010,0
39,-29.2,28.3,0.130,0
40,-29.5,29.2,0.250,0
41,-30.0,30.1,0.370,1
42,-30.6,30.8,0.490,1
43,-31.3,31.5,0.370,1
44,-32.0,32.2,0.308,1
45,-32.4,32.9,0.301,1
46,-32.8,33.7,0.191,1
47,-33.0,34.5,0.311,1
48,-33.1,35.4,0.431,1
49,-33.0,36.2,0.311,1
50,-33.0,37.0,0.191,1
51,-32.6,38.0,0.071,1
52,-31.9,39.1,-0.049,1
53,-31.0,40.3,-0.169,1
54,-29.9,41.6,-0.116,1
55,-28.7,42.9,-0.176,1
56,-27.4,44.3,-0.056,1
57,-26.0,45.6,-0.092,1
58,-24.6,47.0,0.028,1
59,-23.2,48.3,-0.092,1
60,-21.9,49.6,-0.212,1
61,-20.4,50.9,-0.332,1
62,-18.9,52.4,-0.393,1
63,-17.3,54.0,-0.388,1
64,-15.4,55.7,-0.399,1
65,-13.5,57.5,-0.322,1
66,-11.6,59.3,-0.261,1
67,-9.7,61.1,-0.173,1
68,-8.0,62.8,-0.114,1
69,-6.3,64.4,0.006,1
70,-4.8,65.9,-0.018,1
71,-3.4,67.2,-0.135,1
72,-2.0,68.6,-0.081,1
73,-0.6,70.1,-0.055,1
74,0.8,71.5,0.035,1
75,2.2,72.9,0.155,1
76,3.4,74.2,0.275,1
77,4.7,75.4,0.395,1
78,5.7,76.5,0.515,1
79,6.5,77.4,0.395,1
80,7.3,78.3,0.305,1
81,8.1,79.3,0.343,1
82,9.1,80.4,0.369,1
83,10.0,81.4,0.325,1
84,11.1,82.6,0.282,1
85,12.1,83.8,0.372,1
86,13.1,84.9,0.332,1
87,14.0,86.0,0.296,1
88,14.9,87.1,0.416,1
89,15.9,88.3,0.356,1
90,16.8,89.3,0.369,1
91,17.7,90.4,0.377,1
92,18.6,91.6,0.359,1
93,19.5,92.7,0.446,1
94,20.5,93.9,0.379,1
95,21.3,95.0,0.410,1
96,22.3,96.2,0.384,1
97,23.2,97.4,0.429,1
98,24.1,98.6,0.410,1
99,25.0,98.8,0.530,1
100,26.0,98.7,0.410,1
101,26.9,98.4,0.290,1
102,27.8,98.2,0.254,1
103,28.9,98.1,0.312,1
104,30.0,98.0,0.279,1
105,31.0,97.9,0.232,1
106,32.1,97.9,0.308,1
107,33.2,97.8,0.346,1
108,34.2,97.7,0.410,1
109,35.2,97.6,0.530,1
110,36.1,97.5,0.600,1
111,37.0,97.3,0.600,1
112,37.6,97.0,0.592,1
113,38.3,96.6,0.580,1
114,38.9,96.2,0.600,1
115,39.6,95.9,0.600,1
116,40.2,95.6,0.525,1
117,40.8,95.4,0.600,1
118,41.5,95.2,0.497,1
119,42.1,95.0,0.377,1
120,42.8,94.9,0.257,1
121,43.5,94.8,0.137,1
122,44.3,94.8,0.017,1
123,45.1,94.8,-0.103,1
124,45.9,94.8,-0.223,1
125,46.7,94.8,-0.343,1
126,47.5,94.7,-0.463,1
127,48.4,94.8,-0.583,1
128,49.2,94.9,-0.600,1
129,50.1,95.1,-0.600,1
130,51.0,95.3,-0.600,1
131,52.0,95.6,-0.600,1
132,52.8,95.8,-0.480,1
133,53.7,95.9,-0.360,1
134,54.4,96.0,-0.240,1
135,55.2,96.1,-0.120,1
136,55.9,96.1,0.000,1
137,56.6,96.1,0.120,1
138,57.2,96.0,0.240,1
139,57.8,95.9,0.120,1
140,58.4,95.8,0.000,1
141,59.1,95.8,-0.120,1
142,59.8,95.9,-0.240,1
143,60.4,95.9,-0.360,1
144,61.1,95.9,-0.480,1
145,61.9,96.1,-0.600,1
146,62.7,96.3,-0.600,1
147,63.5,96.5,-0.600,1
148,64.4,96.7,-0.600,1
149,65.2,96.9,-0.600,1
150,66.2,97.2,-0.600,1
151,67.2,97.5,-0.600,1
152,68.2,97.8,-0.600,1
153,69.3,98.1,-0.600,1
154,70.5,98.5,-0.600,1
155,71.6,99.0,-0.600,1
156,72.9,99.5,-0.600,1
157,74.1,100.0,-0.600,1
158,75.5,100.6,-0.600,1
159,76.9,101.2,-0.600,1
160,78.3,101.9,-0.600,1
161,79.8,102.7,-0.600,1
162,81.4,103.5,-0.600,1
163,83.2,104.5,-0.600,1
164,85.0,105.6,-0.600,1
165,86.9,106.6,-0.600,1
166,88.8,107.8,-0.600,1
167,90.7,109.0,-0.600,1
168,92.8,110.2,-0.600,1
169,95.0,111.6,-0.600,1
170,97.2,113.2,-0.600,1
171,99.5,114.6,-0.600,1
172,101.6,116.0,-0.600,1
173,103.6,117.3,-0.600,1
174,105.5,118.5,-0.600,1
175,107.5,119.7,-0.600,1
176,109.2,120.6,-0.600,1
177,111.1,121.8,-0.600,1
178,113.0,123.1,-0.600,1
179,114.9,124.4,-0.600,1
180,117.1,125.8,-0.600,1
181,119.1,127.3,-0.600,1
182,120.9,128.4,-0.600,1
183,122.7,129.6,-0.600,1
184,124.5,130.6,-0.600,1
185,126.1,131.5,-0.600,1
186,127.5,132.2,-0.600,1
187,129.0,133.1,-0.600,1
188,130.8,134.3,-0.600,1
189,132.8,135.6,-0.600,1
190,135.0,137.1,-0.600,1
191,137.6,139.0,-0.600,1
192,140.3,141.1,-0.600,1
193,142.9,142.9,-0.600,1
194,145.3,144.8,-0.600,0
195,147.6,146.4,-0.600,0
196,149.8,147.9,-0.600,0
197,152.0,149.5,-0.600,0
198,154.4,151.2,-0.600,0
199,156.4,152.7,-0.600,0
200,158.5,153.9,-0.600,0
201,160.6,155.4,-0.600,0
202,162.9,157.0,-0.600,0
203,165.1,158.6,-0.600,0
204,167.1,159.9,-0.600,0
205,169.1,161.2,-0.600,0
206,170.9,162.3,-0.600,0
207,172.5,163.3,-0.600,0
208,174.1,164.2,-0.600,0
209,175.7,165.2,-0.600,0
210,177.7,166.4,-0.600,0
211,180.0,167.8,-0.600,0
212,-178.4,168.9,-0.600,0
213,-176.3,170.2,-0.600,0
214,-174.4,171.5,-0.600,0
215,-172.2,173.0,-0.600,1
216,-170.1,174.4,-0.600,1
217,-167.9,175.9,-0.600,1
218,-165.9,177.2,-0.600,1
219,-164.0,178.4,-0.600,1
220,-162.3,179.6,-0.600,1
221,-160.5,-179.3,-0.600,1
222,-158.7,-178.3,-0.600,1
223,-156.9,-177.1,-0.600,1
224,-155.0,-175.9,-0.600,1
225,-153.2,-174.7,-0.600,1
226,-151.5,-173.8,-0.600,1
227,-149.9,-172.8,-0.600,1
228,-148.1,-171.7,-0.600,1
229,-146.3,-170.7,-0.600,1
230,-144.6,-169.7,-0.600,1
231,-143.0,-168.8,-0.600,1
232,-141.4,-167.9,-0.600,1
233,-139.8,-167.0,-0.600,1
234,-138.1,-165.9,-0.600,1
235,-136.3,-164.8,-0.600,1
236,-134.4,-163.5,-0.600,1
237,-132.5,-162.3,-0.600,1
238,-130.5,-160.7,-0.600,1
239,-128.7,-159.5,-0.600,1
240,-126.9,-158.3,-0.600,1
241,-125.8,-157.3,-0.600,1
242,-124.6,-156.0,-0.600,1
243,-123.2,-154.7,-0.600,1
244,-121.8,-153.2,-0.600,1
245,-120.5,-151.9,-0.600,1
246,-119.4,-150.8,-0.600,1
247,-118.3,-149.7,-0.600,1
248,-117.4,-148.7,-0.600,1
249,-116.3,-147.6,-0.600,1
250,-115.2,-146.2,-0.600,1
251,-113.1,-145.2,-0.600,1
252,-111.1,-144.0,-0.600,1
253,-109.2,-143.0,-0.600,1
254,-107.2,-141.9,-0.600,1
255,-105.3,-140.8,-0.600,1
256,-103.4,-139.7,-0.600,1
257,-101.5,-138.2,-0.600,1
258,-99.5,-136.7,-0.600,1
259,-97.7,-135.5,-0.600,1
260,-95.3,-133.8,-0.600,1
261,-93.5,-132.7,-0.600,1
262,-91.4,-131.5,-0.600,1
263,-89.3,-130.2,-0.600,1
264,-86.8,-128.5,-0.600,1
265,-83.8,-126.5,-0.600,1
266,-80.6,-124.2,-0.600,1
267,-76.9,-121.8,-0.600,1
268,-74.2,-120.0,-0.600,1
269,-70.8,-117.8,-0.600,1
270,-67.5,-115.7,-0.600,1
271,-64.2,-113.6,-0.600,1
272,-61.6,-112.3,-0.600,1
273,-58.9,-111.0,-0.600,1
274,-56.9,-110.3,-0.600,1
275,-54.8,-109.5,-0.600,1
276,-52.4,-108.6,-0.600,1
277,-50.1,-107.6,-0.600,1
278,-47.2,-106.0,-0.600,1
279,-43.8,-104.2,-0.600,1
280,-40.2,-102.0,-0.600,1
281,-36.4,-99.8,-0.600,1
282,-32.6,-97.5,-0.600,1
283,-28.8,-95.3,-0.600,1
284,-24.9,-93.1,-0.600,1
285,-21.1,-90.9,-0.600,1
286,-17.2,-88.7,-0.600,1
287,-13.3,-86.7,-0.600,1
288,-9.5,-84.6,-0.600,1
289,-5.6,-82.5,-0.480,1
290,-2.2,-81.0,-0.360,1
291,0.9,-79.7,-0.240,1
292,3.9,-78.6,-0.120,1
293,6.7,-77.7,-0.139,1
294,9.1,-77.2,-0.163,1
295,11.5,-76.8,-0.179,1
296,13.9,-76.2,-0.074,1
297,16.2,-75.8,0.007,1
298,18.4,-75.5,0.040,1
299,20.4,-75.5,0.160,1
300,22.3,-75.5,0.280,1
301,24.0,-75.8,0.400,1
302,25.4,-76.2,0.520,1
303,26.5,-77.1,0.600,1
304,27.1,-78.4,0.600,1
305,27.3,-80.2,0.600,1
306,27.4,-82.0,0.600,1
307,27.8,-83.9,0.580,1
308,28.4,-84.8,0.525,1
309,29.1,-86.0,0.600,1
310,29.7,-87.3,0.600,1
311,30.3,-88.5,0.600,1
312,31.0,-89.6,0.600,1
313,31.8,-90.7,0.600,1
314,32.5,-91.6,0.600,1
315,33.2,-92.7,0.600,1
316,33.9,-93.8,0.600,1
317,34.7,-94.7,0.600,1
