step,bear_target,bear_other,w_cmd,on_target
1,14.7,-18.5,-0.120,1
2,14.3,-19.2,-0.240,1
3,13.9,-19.7,-0.329,1
4,13.9,-20.1,-0.318,1
5,14.1,-20.1,-0.204,1
6,14.6,-20.0,-0.226,1
7,15.0,-19.9,-0.178,1
8,15.6,-19.8,-0.210,1
9,16.1,-19.8,-0.310,1
10,16.8,-19.7,-0.190,1
11,17.4,-19.7,-0.111,1
12,17.9,-19.7,-0.135,1
13,18.4,-19.9,-0.127,1
14,18.8,-20.1,-0.169,1
15,19.3,-20.2,-0.159,1
16,19.8,-20.4,-0.135,1
17,20.2,-20.6,-0.099,1
18,20.6,-20.9,-0.132,1
19,21.0,-21.2,-0.012,1
20,21.5,-21.5,0.099,1
21,21.9,-22.0,0.080,1
22,22.2,-22.7,0.099,1
23,22.6,-23.4,0.049,1
24,23.1,-24.1,0.098,1
25,23.6,-24.8,0.041,1
26,24.2,-25.5,0.036,1
27,24.9,-26.2,-0.007,1
28,25.8,-26.8,0.001,1
29,26.7,-27.5,-0.051,1
30,27.6,-28.3,0.065,1
31,28.7,-29.0,0.063,1
32,29.7,-29.9,0.122,1
33,30.7,-30.8,0.011,1
34,31.7,-31.8,0.054,1
35,32.9,-32.8,0.147,0
36,34.1,-33.8,0.202,0
37,35.1,-35.0,0.218,0
38,36.1,-36.3,0.190,1
39,37.1,-37.6,0.310,1
40,38.1,-39.0,0.430,1
41,39.0,-40.6,0.550,1
42,39.5,-42.5,0.600,1
43,39.9,-44.6,0.600,1
44,40.4,-46.7,0.600,1
45,40.5,-49.3,0.600,1
46,40.4,-52.0,0.600,1
47,40.2,-54.8,0.600,1
48,40.0,-57.7,0.560,1
49,39.9,-60.5,0.600,1
50,40.0,-63.1,0.600,1
51,40.5,-65.3,0.600,1
52,41.2,-67.3,0.600,1
53,42.0,-69.1,0.600,1
54,42.7,-71.1,0.600,1
55,43.7,-72.8,0.600,1
56,44.7,-74.4,0.600,1
57,45.8,-75.9,0.600,1
58,46.8,-77.6,0.600,1
59,47.6,-79.4,0.600,1
60,48.4,-81.3,0.600,1
61,49.3,-83.0,0.600,1
62,50.3,-84.6,0.600,1
63,51.3,-86.2,0.600,1
64,52.2,-87.9,0.600,1
65,53.2,-89.5,0.600,1
66,54.2,-91.0,0.600,1
67,55.3,-92.6,0.600,1
68,56.3,-94.1,0.600,1
69,57.3,-95.6,0.600,1
