step,bear_target,bear_other,w_cmd,on_target
1,16.2,-20.5,0.081,1
2,16.2,-21.4,0.056,1
3,16.2,-22.3,0.049,1
4,16.8,-23.1,0.133,1
5,17.3,-24.1,0.139,1
6,17.8,-24.7,0.087,1
7,18.1,-25.5,0.169,1
8,18.5,-26.2,0.135,1
9,18.7,-26.8,0.015,1
10,18.9,-27.4,-0.105,1
11,19.1,-27.9,-0.225,1
12,19.3,-28.1,-0.197,1
13,19.5,-28.1,-0.223,1
14,19.7,-28.0,-0.153,1
15,19.8,-27.9,-0.033,1
16,19.8,-27.9,0.045,1
17,19.7,-28.0,0.041,1
18,19.6,-28.3,0.037,1
19,19.5,-28.6,0.157,1
20,19.5,-28.9,0.196,1
21,19.4,-29.4,0.086,1
22,19.3,-29.9,0.046,1
23,19.2,-30.5,0.034,1
24,19.3,-31.0,-0.001,1
25,19.3,-31.6,-0.012,1
26,19.4,-32.1,0.046,1
27,19.5,-32.8,0.087,1
28,19.6,-33.5,0.105,1
29,19.7,-34.2,0.225,1
30,19.7,-35.1,0.218,1
31,19.7,-35.6,0.135,1
32,19.7,-36.1,0.196,1
33,19.8,-36.5,0.076,1
34,19.9,-36.8,0.085,1
35,20.0,-37.1,0.026,1
36,20.2,-37.2,0.073,1
37,20.5,-37.4,0.025,1
38,20.7,-37.6,0.109,1
39,21.0,-37.8,0.229,1
40,21.3,-38.0,0.349,1
41,21.6,-38.2,0.392,1
42,21.5,-38.6,0.457,1
43,21.1,-39.0,0.458,1
44,20.5,-39.5,0.438,1
45,19.7,-40.1,0.379,1
46,19.0,-40.6,0.373,1
47,18.5,-41.3,0.312,1
48,18.0,-42.0,0.255,1
49,17.3,-42.7,0.210,1
50,16.6,-43.4,0.239,1
51,16.1,-43.9,0.192,1
52,15.7,-44.1,0.125,1
53,15.5,-44.4,0.117,1
54,15.4,-44.6,0.180,1
55,15.2,-44.7,0.119,1
56,15.0,-44.9,0.160,1
57,14.8,-45.0,0.198,1
58,14.6,-45.2,0.318,1
59,14.5,-45.5,0.399,1
60,14.2,-45.7,0.403,1
61,13.7,-46.3,0.307,1
62,12.8,-47.1,0.288,1
63,11.8,-48.1,0.245,1
64,10.8,-49.2,0.202,1
65,10.0,-49.9,0.167,1
66,9.4,-50.4,0.232,1
67,8.7,-51.1,0.175,1
68,8.0,-51.9,0.183,1
69,7.6,-52.3,0.303,1
70,7.4,-52.6,0.298,1
71,7.1,-52.8,0.195,1
72,6.8,-53.2,0.097,1
73,6.5,-53.4,0.116,1
74,6.3,-53.6,0.089,1
75,6.1,-53.8,0.112,1
76,6.0,-53.9,0.052,1
77,5.6,-54.1,-0.028,1
78,5.3,-54.4,0.022,1
79,5.1,-54.5,-0.035,1
80,5.1,-54.6,0.033,1
81,5.1,-54.8,0.119,1
82,4.9,-54.8,0.115,1
83,4.3,-54.9,0.140,1
84,3.8,-55.3,0.161,1
85,3.2,-56.2,0.180,1
86,2.7,-57.3,0.060,1
87,2.3,-57.7,0.080,1
88,2.0,-58.0,0.082,1
89,1.8,-58.1,-0.019,1
90,1.7,-58.2,-0.010,1
91,1.7,-58.3,-0.013,1
92,1.5,-58.3,0.073,1
93,1.5,-58.3,0.092,1
94,1.4,-58.4,0.130,1
95,1.3,-58.5,0.118,1
96,1.2,-58.6,0.129,1
97,0.4,-58.9,0.113,1
98,0.1,-59.0,0.110,1
99,-0.1,-59.5,0.008,1
100,-1.2,-60.4,0.008,1
101,-2.1,-61.5,0.008,1
102,-2.6,-62.4,0.006,1
103,-2.8,-62.9,0.036,1
104,-2.8,-62.8,0.057,1
105,-2.9,-62.9,0.160,1
106,-2.9,-62.9,0.106,1
107,-3.1,-63.1,0.226,1
108,-3.3,-63.3,0.346,1
109,-3.7,-63.6,0.226,1
110,-4.2,-64.1,0.106,1
111,-5.9,-64.5,-0.014,1
112,-6.2,-64.6,-0.134,1
113,-6.1,-64.6,-0.014,1
114,-6.0,-64.5,-0.011,1
115,-5.9,-64.7,0.109,1
116,-5.9,-65.1,0.014,1
117,-6.4,-65.4,0.020,1
118,-6.9,-65.7,0.140,1
119,-6.9,-65.7,0.020,1
120,-7.0,-65.8,-0.100,1
121,-7.1,-65.9,-0.215,1
122,-7.0,-65.8,-0.335,1
123,-6.7,-65.6,-0.337,1
124,-6.2,-65.1,-0.220,1
125,-5.6,-64.5,-0.326,1
126,-5.0,-63.9,-0.206,1
127,-5.2,-63.4,-0.089,1
128,-7.3,-62.9,0.009,1
129,-9.7,-62.6,-0.111,1
130,-12.1,-62.6,-0.160,1
131,-14.3,-62.6,-0.280,1
132,-16.1,-62.4,-0.400,1
133,-17.5,-62.0,-0.518,1
134,-18.3,-61.4,-0.493,1
135,-18.6,-60.6,-0.491,1
136,-18.7,-60.3,-0.483,1
137,-18.7,-60.5,-0.487,1
138,-19.1,-60.5,-0.506,1
139,-19.5,-60.0,-0.499,1
140,-20.0,-59.6,-0.543,1
