step,bear_target,bear_other,w_cmd,on_target
1,-16.0,14.8,-0.049,0
2,-15.3,14.0,-0.045,0
3,-14.6,13.3,0.075,0
4,-14.0,12.6,0.084,0
5,-13.7,12.2,0.152,0
6,-13.7,12.1,0.058,0
7,-13.8,12.0,0.058,0
8,-13.9,12.0,0.071,0
9,-13.9,11.9,-0.049,0
10,-14.0,11.9,0.071,0
11,-14.0,11.9,0.153,0
12,-14.0,11.9,0.047,0
13,-14.1,11.8,0.035,0
14,-14.1,11.8,0.036,0
15,-14.3,12.2,0.045,0
16,-14.6,12.5,0.028,0
17,-14.8,12.6,0.146,0
18,-14.9,12.6,0.161,0
19,-15.0,12.6,0.041,0
20,-15.0,12.6,0.085,0
21,-15.3,12.8,0.074,0
22,-15.6,13.1,0.040,0
23,-15.8,13.2,0.057,0
24,-15.8,13.2,0.110,0
25,-15.8,13.2,0.003,0
26,-16.1,13.5,-0.069,0
27,-16.3,13.8,-0.116,0
28,-16.4,13.9,-0.077,0
29,-16.3,14.0,0.043,0
30,-16.3,14.4,0.110,0
31,-16.6,14.7,0.041,0
32,-16.7,14.7,-0.036,0
33,-16.8,15.0,0.016,0
34,-17.0,15.2,-0.008,0
35,-17.1,15.5,-0.055,0
36,-17.2,15.8,-0.021,0
37,-17.2,16.1,0.059,0
38,-17.4,16.7,0.132,0
39,-17.6,17.2,0.252,0
40,-17.8,17.4,0.180,0
41,-18.3,17.8,0.168,0
42,-18.8,18.1,0.116,0
43,-19.1,18.1,0.108,0
44,-19.2,18.1,0.116,0
45,-19.8,18.5,0.140,0
46,-20.5,18.8,0.167,0
47,-21.3,19.0,0.181,0
48,-22.2,19.0,0.206,0
49,-23.3,18.7,0.326,0
50,-24.6,18.3,0.344,0
51,-26.2,17.5,0.300,0
52,-27.6,16.7,0.270,0
53,-29.2,15.8,0.230,0
54,-30.8,14.5,0.198,0
55,-32.5,13.2,0.191,0
56,-34.1,11.9,0.108,0
57,-35.7,10.4,0.154,0
58,-37.3,9.1,0.202,0
59,-38.9,7.4,0.109,0
60,-40.6,6.2,0.169,0
61,-42.1,4.8,0.213,0
62,-43.7,2.9,0.169,0
63,-45.3,1.4,0.049,0
64,-46.9,-0.2,0.033,0
65,-48.4,-1.8,-0.054,0
66,-49.9,-3.3,-0.118,0
67,-51.4,-4.5,-0.153,0
68,-52.9,-5.6,-0.083,0
69,-54.4,-6.8,-0.203,0
70,-55.9,-7.9,-0.323,0
71,-57.4,-9.0,-0.335,0
72,-58.8,-9.6,-0.284,0
73,-60.0,-10.6,-0.262,0
74,-61.4,-11.5,-0.246,0
75,-62.8,-12.1,-0.303,0
76,-64.2,-13.2,-0.250,0
77,-65.5,-13.7,-0.370,0
78,-66.9,-14.7,-0.490,0
79,-68.2,-15.2,-0.370,0
80,-69.5,-16.0,-0.332,0
81,-70.6,-16.4,-0.440,0
82,-71.8,-16.7,-0.396,0
83,-72.9,-17.4,-0.364,0
84,-73.9,-17.6,-0.383,0
85,-75.1,-18.4,-0.503,0
86,-76.3,-18.7,-0.570,0
87,-77.2,-18.7,-0.600,0
88,-77.9,-19.0,-0.600,0
89,-78.6,-18.7,-0.480,0
90,-77.6,-17.6,-0.501,0
91,-76.2,-16.3,-0.485,0
92,-74.9,-15.0,-0.554,0
93,-73.7,-13.9,-0.600,0
94,-72.5,-12.7,-0.600,0
95,-71.0,-11.4,-0.600,0
96,-69.5,-9.9,-0.600,0
97,-67.9,-8.4,-0.600,0
98,-66.3,-6.9,-0.600,0
99,-64.7,-5.3,-0.480,0
100,-63.0,-3.8,-0.360,0
101,-61.4,-2.3,-0.240,0
102,-60.2,-1.2,-0.235,0
103,-59.5,-0.7,-0.134,0
104,-59.0,-0.3,-0.174,0
105,-58.7,-0.0,-0.200,0
106,-58.3,0.1,-0.320,0
107,-58.0,0.6,-0.440,0
108,-57.6,1.3,-0.406,0
109,-57.4,2.2,-0.286,0
110,-57.1,3.0,-0.166,0
111,-56.5,3.6,-0.046,0
112,-56.2,3.9,0.074,0
113,-56.2,3.9,0.194,0
114,-56.2,3.8,0.265,0
115,-56.5,3.6,0.218,0
116,-56.9,3.3,0.284,0
117,-57.1,3.0,0.350,0
118,-57.5,2.7,0.384,0
119,-57.9,2.3,0.264,0
120,-58.4,1.8,0.144,0
121,-58.8,1.0,0.024,0
122,-59.1,0.8,-0.016,0
123,-59.0,0.8,-0.120,0
124,-59.0,0.8,-0.133,0
125,-58.9,0.9,-0.185,0
126,-58.5,1.1,-0.305,0
127,-58.2,1.4,-0.273,0
128,-57.7,1.9,-0.370,0
129,-57.2,2.3,-0.250,0
130,-56.6,2.6,-0.130,0
131,-56.1,3.0,-0.010,0
132,-55.8,3.3,0.110,0
133,-55.5,3.2,0.202,0
134,-55.2,3.1,0.201,0
135,-55.2,2.5,0.194,0
136,-55.5,2.1,0.127,0
137,-56.2,2.0,0.110,0
138,-57.0,2.4,0.118,0
139,-57.4,2.7,0.055,0
140,-57.5,2.6,-0.065,0
141,-57.6,2.6,-0.033,0
142,-57.5,2.7,-0.107,0
143,-57.5,2.7,-0.110,0
144,-57.3,2.8,-0.215,0
145,-57.2,3.0,-0.185,0
146,-57.0,3.1,-0.182,0
147,-56.6,3.5,-0.194,0
148,-56.3,3.7,-0.181,0
149,-56.0,4.1,-0.061,0
150,-55.7,4.4,0.026,0
151,-55.5,4.5,0.047,0
152,-55.6,4.4,0.139,0
