step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,16.6,-15.6,-0.087,0,0.856,4.690,4.690,0
2,16.5,-16.0,-0.041,0,0.811,4.689,4.688,0
3,15.4,-17.6,-0.023,1,0.849,4.660,4.674,0
4,12.8,-20.5,0.003,1,0.847,4.595,4.642,0
5,10.0,-23.7,-0.008,1,0.747,4.514,4.596,0
6,7.6,-26.6,0.004,1,0.803,4.418,4.536,0
7,7.9,-27.0,0.010,1,0.713,4.307,4.460,0
8,9.1,-26.6,-0.020,1,0.751,4.179,4.368,0
9,8.8,-27.8,-0.140,1,0.935,4.065,4.279,0
10,9.9,-27.7,-0.260,1,0.759,3.932,4.176,0
11,10.9,-27.9,-0.380,1,0.699,3.798,4.070,0
12,12.2,-27.8,-0.470,1,0.690,3.660,3.958,0
13,13.5,-27.9,-0.476,1,0.506,3.527,3.849,0
14,15.0,-27.8,-0.458,1,0.396,3.397,3.743,0
15,16.7,-27.6,-0.466,1,0.354,3.278,3.646,0
16,18.4,-27.3,-0.436,1,0.365,3.171,3.561,0
17,19.9,-27.2,-0.414,1,0.326,3.071,3.483,0
18,21.7,-26.9,-0.339,1,0.313,2.974,3.407,0
19,23.3,-26.7,-0.219,1,0.339,2.881,3.335,0
20,24.9,-26.6,-0.099,1,0.351,2.790,3.265,0
21,26.5,-26.6,0.021,1,0.364,2.698,3.195,0
22,28.0,-26.8,0.141,0,0.411,2.606,3.124,0
23,29.5,-27.2,0.261,0,0.369,2.513,3.053,0
24,31.2,-27.7,0.381,0,0.327,2.422,2.980,0
25,32.9,-28.5,0.361,0,0.287,2.335,2.910,0
26,34.6,-29.4,0.411,0,0.271,2.257,2.845,0
27,36.3,-30.5,0.531,0,0.328,2.186,2.783,0
28,38.0,-31.7,0.600,0,0.296,2.121,2.725,0
29,39.7,-33.3,0.480,0,0.303,2.060,2.666,0
30,41.3,-35.1,0.360,0,0.250,2.004,2.609,0
31,43.2,-36.9,0.240,0,0.279,1.955,2.555,0
32,45.1,-38.9,0.360,0,0.294,1.912,2.507,0
33,47.2,-40.9,0.480,0,0.283,1.875,2.463,0
34,49.2,-43.2,0.600,0,0.267,1.842,2.423,0
35,51.2,-45.7,0.600,0,0.266,1.814,2.388,0
36,53.1,-48.4,0.600,0,0.266,1.792,2.358,0
37,54.9,-51.2,0.600,0,0.273,1.775,2.332,0
38,56.7,-54.2,0.600,0,0.270,1.762,2.311,0
