step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,-8.9,15.3,-0.041,1,0.932,4.702,4.662,0
2,-8.1,14.4,-0.067,1,0.905,4.671,4.614,0
3,-7.7,13.3,-0.186,1,0.738,4.625,4.549,0
4,-7.7,11.9,-0.127,1,0.678,4.558,4.463,0
5,-8.1,10.3,-0.158,1,0.594,4.467,4.353,0
6,-8.5,8.8,-0.195,1,0.461,4.358,4.224,0
7,-9.2,7.1,-0.167,0,0.429,4.248,4.092,0
8,-9.9,6.2,-0.130,0,0.421,4.146,4.051,0
9,-10.2,5.5,-0.220,0,0.778,4.044,4.011,0
10,-10.5,5.0,-0.144,0,0.718,3.942,3.973,0
11,-11.0,4.5,-0.209,0,0.699,3.832,3.930,0
12,-11.6,3.9,-0.188,0,0.705,3.706,3.871,0
13,-12.5,3.2,-0.145,0,0.597,3.574,3.807,0
14,-13.6,2.5,-0.156,0,0.571,3.444,3.745,0
15,-14.5,2.0,-0.184,0,0.629,3.314,3.682,0
16,-15.3,2.0,-0.111,0,0.684,3.189,3.571,0
17,-16.1,2.5,-0.114,0,0.547,3.062,3.435,0
18,-16.7,3.3,-0.044,0,0.457,2.931,3.302,0
19,-17.1,4.5,0.076,0,0.285,2.806,3.181,0
20,-17.6,5.7,0.196,0,0.290,2.690,3.079,0
21,-17.7,7.3,0.076,0,0.272,2.581,2.993,0
22,-17.8,9.0,0.015,0,0.214,2.482,2.928,0
23,-17.6,10.9,0.002,0,0.168,2.388,2.878,0
24,-17.2,12.7,0.114,0,0.174,2.301,2.838,0
25,-16.8,14.6,-0.006,0,0.150,2.218,2.800,0
26,-16.2,16.4,0.019,1,0.163,2.139,2.761,0
27,-15.4,18.3,0.090,1,0.197,2.062,2.723,0
28,-14.6,20.2,0.210,1,0.286,1.988,2.685,0
29,-13.6,22.1,0.330,1,-0.260,1.912,2.645,0
30,-13.7,24.0,0.304,1,-0.237,1.879,2.599,0
31,-13.9,26.0,0.301,1,-0.247,1.857,2.554,0
32,-14.1,27.9,0.244,1,-0.243,1.848,2.520,0
33,-14.0,29.7,0.333,1,-0.224,1.856,2.499,0
34,-13.8,31.4,0.453,1,0.337,1.875,2.486,0
35,-13.6,33.1,0.573,1,0.339,1.894,2.470,0
36,-13.7,34.7,0.600,1,0.338,1.903,2.444,0
37,-14.3,36.1,0.600,1,0.333,1.896,2.397,0
38,-13.2,37.4,0.600,1,0.344,1.870,2.333,0
39,-12.4,38.5,0.480,1,-0.022,1.846,2.258,0
40,-11.8,39.5,0.360,1,0.043,1.830,2.179,0
41,-11.1,40.9,0.375,1,0.284,1.826,2.110,0
42,-9.9,42.7,0.495,1,0.352,1.844,2.058,0
43,-9.1,44.5,0.600,1,0.321,1.868,2.012,0
44,-9.1,46.1,0.600,1,0.314,1.887,1.967,0
45,-9.5,47.8,0.600,1,0.313,1.911,1.928,0
46,-10.1,49.5,0.600,1,0.305,1.940,1.898,0
47,-10.8,51.3,0.600,1,0.316,1.970,1.876,0
48,-11.5,53.0,0.600,1,0.318,1.998,1.861,0
49,-12.1,54.7,0.480,1,0.116,2.022,1.852,0
50,-12.7,56.4,0.360,1,0.100,2.041,1.848,0
51,-13.0,58.2,0.240,1,0.220,2.061,1.852,0
52,-12.5,60.3,0.120,1,0.209,2.089,1.866,0
53,-11.9,62.5,0.000,1,0.079,2.110,1.881,0
54,-11.2,64.7,0.108,1,-0.149,2.129,1.899,0
55,-10.1,67.0,0.131,1,-0.047,2.152,1.923,0
56,-8.5,69.5,0.251,1,0.345,2.182,1.951,0
57,-6.7,72.0,0.371,1,0.309,2.215,1.979,0
58,-5.6,74.2,0.491,1,0.300,2.241,1.999,0
59,-5.1,76.2,0.371,1,-0.031,2.254,2.010,0
60,-5.1,78.0,0.251,1,0.017,2.263,2.017,0
61,-4.9,79.9,0.131,1,-0.062,2.276,2.020,0
62,-4.0,82.0,0.011,1,-0.020,2.306,2.023,0
63,-2.5,84.5,-0.073,1,0.036,2.348,2.021,0
64,-1.1,87.1,-0.007,1,0.273,2.390,2.020,0
65,0.1,89.5,0.032,1,-0.145,2.431,2.022,0
66,0.9,91.9,0.032,1,-0.085,2.464,2.028,0
67,1.7,94.1,0.011,1,-0.064,2.500,2.038,0
68,3.0,96.6,0.060,1,-0.018,2.549,2.052,0
69,4.3,99.0,0.180,1,0.279,2.601,2.069,0
70,5.5,101.4,0.300,1,0.286,2.651,2.089,0
71,6.5,103.7,0.230,1,0.218,2.699,2.114,0
72,6.6,105.6,0.206,1,0.247,2.719,2.145,0
73,5.5,107.2,0.257,1,0.238,2.700,2.182,0
74,4.5,108.8,0.204,1,0.225,2.677,2.224,0
75,3.5,110.2,0.274,1,0.190,2.655,2.271,0
76,2.6,111.7,0.283,1,0.168,2.634,2.320,0
77,1.7,113.0,0.250,1,0.113,2.615,2.373,0
78,0.9,114.3,0.177,1,0.048,2.599,2.427,0
79,0.4,115.7,0.297,1,0.316,2.587,2.483,0
80,0.0,117.1,0.417,1,0.305,2.581,2.538,0
81,-0.5,118.3,0.328,1,0.279,2.572,2.597,0
82,-1.6,119.0,0.245,1,0.242,2.550,2.665,0
83,-2.8,119.7,0.218,1,0.218,2.525,2.736,0
84,-3.9,120.4,0.182,1,0.260,2.501,2.809,0
85,-4.8,121.0,0.154,1,0.263,2.479,2.883,0
86,-5.9,121.6,0.181,1,0.245,2.456,2.960,0
87,-6.8,122.2,0.166,1,0.156,2.432,3.038,0
88,-7.7,122.8,0.286,1,-0.057,2.410,3.118,0
89,-8.3,123.4,0.166,1,0.116,2.393,3.195,0
90,-8.6,124.2,0.126,1,0.127,2.389,3.268,0
91,-8.8,124.9,0.165,1,0.157,2.387,3.339,0
92,-9.4,125.3,0.144,1,0.184,2.378,3.416,0
93,-8.7,125.8,0.129,1,0.151,2.347,3.496,0
94,-7.7,126.2,0.249,1,0.252,2.306,3.578,0
95,-6.8,126.6,0.260,1,-0.281,2.260,3.660,0
96,-6.1,126.7,0.275,1,-0.201,2.204,3.747,0
97,-5.2,127.0,0.212,1,-0.198,2.151,3.830,0
98,-3.7,127.7,0.315,1,-0.270,2.110,3.904,0
99,-1.9,128.6,0.195,1,0.092,2.076,3.970,0
100,0.1,129.7,0.092,1,0.078,2.046,4.033,0
101,2.2,130.8,0.021,1,0.161,2.016,4.098,0
102,3.9,131.6,0.041,1,0.129,1.975,4.172,0
103,5.1,131.8,0.046,1,0.126,1.924,4.255,0
104,6.3,131.9,0.076,1,0.081,1.874,4.340,0
105,7.6,131.9,0.124,1,0.048,1.830,4.425,0
106,9.1,132.0,0.125,1,0.063,1.793,4.509,0
107,10.9,132.2,0.127,1,0.082,1.763,4.591,0
108,12.8,132.5,0.247,1,0.066,1.738,4.673,0
109,14.8,132.7,0.367,1,-0.086,1.717,4.755,0
110,16.8,132.8,0.430,1,-0.023,1.698,4.838,0
111,18.9,133.1,0.358,1,0.030,1.685,4.920,0
112,21.2,133.3,0.434,1,0.243,1.677,5.001,0
113,23.3,133.5,0.519,1,0.188,1.669,5.084,0
114,24.9,133.1,0.399,1,0.230,1.657,5.172,0
115,26.3,132.3,0.438,1,0.151,1.643,5.265,0
116,27.7,131.4,0.457,1,-0.175,1.631,5.360,0
117,29.2,130.7,0.577,1,0.244,1.626,5.452,0
118,31.2,130.6,0.562,1,0.215,1.633,5.537,0
119,33.0,130.2,0.600,1,0.301,1.639,5.625,0
120,34.2,129.2,0.600,1,0.293,1.639,5.719,0
121,35.1,127.8,0.600,1,0.290,1.638,5.816,0
122,35.8,126.1,0.600,1,0.282,1.637,5.915,0
123,36.5,124.5,0.600,1,0.289,1.639,6.014,0
124,37.0,122.7,0.600,1,0.292,1.643,6.113,0
125,37.6,120.9,0.600,1,0.298,1.649,6.211,0
126,38.1,119.1,0.600,1,0.298,1.657,6.309,0
127,38.6,117.4,0.600,1,0.297,1.666,6.407,0
128,39.1,115.6,0.600,1,0.291,1.678,6.504,0
129,39.4,113.8,0.600,1,0.294,1.691,6.600,0
130,39.7,111.9,0.600,1,0.304,1.706,6.696,0
131,40.0,110.1,0.600,1,0.309,1.722,6.790,0
132,40.3,108.2,0.600,1,0.310,1.735,6.885,0
133,40.6,106.3,0.600,1,0.312,1.743,6.978,0
134,41.0,104.3,0.600,1,0.306,1.748,7.043,0
135,41.5,102.3,0.600,1,0.300,1.749,7.050,0
136,42.1,100.3,0.600,1,0.311,1.747,7.056,0
137,42.8,98.4,0.600,1,0.305,1.742,7.061,0
138,43.5,96.4,0.600,1,0.310,1.733,7.064,0
139,44.2,94.5,0.600,1,0.301,1.723,7.067,0
140,45.0,92.5,0.600,1,0.305,1.707,7.069,0
141,45.8,90.6,0.600,1,0.308,1.693,7.069,0
142,46.8,88.7,0.600,1,0.339,1.683,7.069,0
143,47.7,86.9,0.600,1,0.336,1.678,7.068,0
144,49.8,86.3,0.600,1,0.328,1.681,7.066,0
145,51.0,84.9,0.600,1,0.328,1.687,7.065,0
146,52.1,83.3,0.600,1,0.321,1.693,7.062,0
147,53.1,81.6,0.600,1,0.324,1.701,7.058,0
148,54.0,79.8,0.600,1,0.391,1.712,7.052,0
149,54.8,78.0,0.600,1,0.339,1.726,7.046,0
150,55.5,76.0,0.600,1,0.327,1.741,7.038,0
151,56.2,74.2,0.600,1,0.319,1.760,7.028,0
152,57.0,72.5,0.600,1,0.342,1.784,7.019,0
153,57.8,71.2,0.600,1,0.638,1.814,7.011,0
154,59.0,70.3,0.600,1,0.356,1.846,7.001,0
155,60.0,69.3,0.600,1,0.364,1.881,6.992,0
156,60.7,68.0,0.600,1,0.369,1.915,6.980,0
157,61.2,66.4,0.600,1,0.352,1.949,6.966,0
158,61.5,64.8,0.600,1,0.337,1.986,6.951,0
159,61.7,63.3,0.600,1,0.447,2.024,6.935,0
160,61.7,61.6,0.600,0,0.441,2.065,6.920,0
161,61.6,59.8,0.600,0,0.497,2.105,6.902,0
162,61.4,58.0,0.600,0,0.480,2.145,6.881,0
