step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,-13.5,16.8,-0.120,1,0.946,4.592,4.662,0
2,-12.7,16.8,-0.240,1,0.927,4.551,4.662,0
3,-11.7,16.9,-0.259,1,0.918,4.494,4.640,0
4,-10.5,17.1,-0.240,1,0.913,4.416,4.588,0
5,-9.1,17.8,-0.243,1,0.924,4.314,4.516,0
6,-7.8,18.6,-0.235,1,0.910,4.188,4.415,0
7,-6.9,19.0,-0.164,1,0.878,4.043,4.291,0
8,-4.6,20.9,-0.116,1,0.852,3.907,4.171,0
9,-2.3,23.2,0.004,1,1.000,3.752,4.037,0
10,-0.8,24.8,-0.116,1,0.992,3.597,3.910,0
11,0.1,25.9,-0.190,1,0.962,3.439,3.781,0
12,0.6,26.9,-0.250,1,0.838,3.272,3.645,0
13,1.4,28.2,-0.250,1,0.801,3.103,3.508,0
14,2.6,29.7,-0.228,1,0.762,2.942,3.378,0
15,3.8,31.5,-0.174,1,0.724,2.788,3.258,0
16,5.3,33.5,-0.081,1,0.789,2.638,3.147,0
17,6.8,35.6,-0.033,1,0.894,2.492,3.043,0
18,8.5,37.8,-0.042,1,0.748,2.347,2.943,0
19,10.6,40.3,0.078,1,0.283,2.203,2.846,0
20,13.1,42.9,0.198,1,0.253,2.069,2.761,0
21,15.8,45.4,0.318,1,0.243,1.953,2.693,0
22,18.6,47.8,0.393,1,0.246,1.863,2.643,0
23,21.4,49.6,0.428,1,0.280,1.801,2.609,0
24,24.0,51.2,0.384,1,0.265,1.760,2.585,0
25,26.8,52.7,0.397,1,0.258,1.732,2.565,0
26,29.5,54.0,0.380,1,0.161,1.711,2.550,0
27,31.7,55.4,0.389,1,0.150,1.695,2.539,0
28,33.2,56.8,0.425,1,0.174,1.684,2.533,0
29,34.4,58.0,0.545,1,0.059,1.676,2.530,0
30,35.7,59.2,0.600,1,-0.374,1.669,2.527,0
31,37.0,60.3,0.600,1,0.109,1.666,2.528,0
32,38.1,61.4,0.565,1,0.166,1.674,2.535,0
33,39.1,62.3,0.493,1,0.126,1.682,2.543,0
34,40.0,63.2,0.513,1,0.159,1.682,2.546,0
35,41.0,64.0,0.523,1,0.192,1.682,2.549,0
36,42.3,64.8,0.403,1,0.028,1.685,2.553,0
37,43.0,65.5,0.380,1,0.279,1.684,2.557,0
38,44.0,66.4,0.412,1,0.257,1.689,2.565,0
39,44.4,67.2,0.532,1,-0.203,1.687,2.571,0
40,43.9,67.8,0.600,1,-0.394,1.670,2.575,0
41,43.4,68.3,0.600,1,-0.387,1.655,2.578,0
42,42.9,69.1,0.600,1,-0.442,1.650,2.585,0
43,42.9,70.3,0.600,1,-0.433,1.658,2.597,0
44,42.8,71.5,0.600,1,-0.409,1.673,2.610,0
45,42.9,72.8,0.543,1,-0.440,1.689,2.620,0
46,43.0,74.2,0.475,1,-0.442,1.703,2.628,0
47,42.9,75.3,0.404,1,-0.432,1.715,2.632,0
48,41.5,75.2,0.284,1,-0.430,1.726,2.634,0
49,40.0,74.3,0.216,1,-0.607,1.720,2.635,0
50,39.3,72.9,0.336,1,-0.593,1.677,2.636,0
51,38.0,71.0,0.456,1,-0.529,1.632,2.639,0
52,36.1,68.7,0.576,1,-0.511,1.585,2.643,0
53,32.8,66.2,0.600,1,-0.496,1.582,2.648,0
54,28.9,63.5,0.572,1,-0.475,1.603,2.653,0
55,25.1,60.7,0.517,1,-0.478,1.625,2.658,0
56,21.4,58.1,0.397,1,-0.464,1.649,2.662,0
57,19.1,55.7,0.327,1,-0.469,1.652,2.667,0
58,18.3,53.4,0.207,1,-0.494,1.643,2.674,0
59,15.7,51.5,0.327,1,-0.371,1.661,2.682,0
60,15.4,49.7,0.369,1,-0.356,1.646,2.690,0
61,14.9,48.1,0.392,1,-0.344,1.625,2.701,0
62,14.5,46.4,0.398,1,-0.340,1.602,2.713,0
63,11.9,44.8,0.379,1,-0.328,1.628,2.727,0
64,9.8,43.2,0.356,1,-0.318,1.648,2.739,0
65,9.7,41.7,0.378,1,-0.279,1.633,2.753,0
66,9.5,40.3,0.348,1,-0.258,1.613,2.768,0
67,9.4,39.0,0.280,1,-0.295,1.587,2.782,0
68,9.3,37.8,0.214,1,-0.283,1.557,2.797,0
69,9.2,36.8,0.334,1,-0.363,1.523,2.811,0
70,9.1,35.9,0.454,1,-0.360,1.486,2.826,0
71,8.9,34.9,0.574,1,-0.349,1.445,2.840,0
72,8.3,33.7,0.471,1,-0.078,1.404,2.853,0
73,7.7,32.3,0.460,1,0.096,1.366,2.865,0
74,7.8,31.2,0.482,1,-0.146,1.324,2.870,0
75,9.0,31.1,0.518,1,-0.339,1.274,2.864,0
76,10.8,31.4,0.507,1,-0.328,1.227,2.857,0
77,11.6,30.8,0.593,1,-0.325,1.202,2.858,0
78,10.8,29.6,0.600,1,-0.331,1.201,2.865,0
79,9.6,27.9,0.600,1,0.316,1.205,2.875,0
80,8.9,26.1,0.600,1,0.286,1.205,2.887,0
81,8.2,24.3,0.600,1,0.304,1.203,2.896,0
82,7.7,23.2,0.600,1,0.311,1.199,2.896,0
83,6.5,23.0,0.600,1,0.339,1.196,2.882,0
84,5.7,23.4,0.600,1,0.327,1.181,2.857,0
85,4.6,23.4,0.600,1,0.324,1.163,2.828,0
86,2.4,22.4,0.600,1,0.316,1.143,2.800,0
87,-1.1,20.2,0.600,1,0.307,1.121,2.770,0
88,-5.1,17.5,0.600,1,0.340,1.098,2.737,0
89,-9.1,15.0,0.600,1,0.332,1.073,2.704,0
90,-13.4,12.3,0.600,0,0.319,1.046,2.667,0
91,-17.8,9.7,0.600,0,0.362,1.018,2.630,0
92,-22.0,7.4,0.600,0,0.000,0.990,2.592,1
93,-26.3,5.1,0.600,0,0.000,0.961,2.551,1
94,-30.0,3.4,0.600,0,0.000,0.940,2.518,1
95,-30.4,3.1,0.566,0,0.000,0.961,2.499,1
96,-28.9,3.5,0.446,0,0.460,1.021,2.489,0
97,-28.0,4.0,0.424,0,0.401,1.088,2.484,0
98,-28.5,3.8,0.405,0,0.401,1.152,2.474,0
99,-31.0,2.4,0.525,0,0.305,1.207,2.455,0
100,-35.0,0.4,0.600,0,0.312,1.206,2.428,0
101,-39.0,-1.6,0.600,0,0.297,1.204,2.399,0
102,-42.7,-3.4,0.600,0,0.306,1.206,2.374,0
103,-46.2,-4.8,0.600,0,0.296,1.198,2.349,0
104,-48.7,-6.2,0.600,0,-0.352,1.253,2.324,0
105,-51.4,-7.5,0.600,0,0.297,1.311,2.301,0
106,-53.2,-8.2,0.600,0,-0.316,1.374,2.284,0
107,-55.1,-8.9,0.600,0,0.303,1.437,2.261,0
108,-56.6,-9.5,0.600,0,0.311,1.501,2.236,0
109,-58.5,-10.3,0.480,0,0.124,1.563,2.204,0
110,-60.9,-11.6,0.600,0,0.307,1.622,2.160,0
111,-63.1,-12.8,0.600,0,-0.372,1.682,2.114,0
112,-65.2,-13.9,0.600,0,-0.286,1.741,2.070,0
113,-66.6,-14.6,0.480,0,-0.144,1.804,2.036,0
114,-66.2,-13.8,0.360,0,-0.297,1.870,2.018,0
115,-64.4,-11.8,0.480,0,0.307,1.940,2.012,0
116,-61.8,-9.2,0.541,0,0.273,2.012,2.015,0
117,-59.8,-7.1,0.600,0,0.299,2.081,2.013,0
118,-59.3,-6.3,0.480,0,-0.278,2.140,1.999,0
119,-60.7,-7.1,0.600,0,-0.224,2.192,1.974,0
120,-61.8,-7.7,0.600,0,0.103,2.242,1.953,0
121,-61.5,-7.1,0.600,0,-0.016,2.295,1.944,0
122,-61.2,-6.5,0.600,0,0.286,2.344,1.934,0
123,-60.9,-5.9,0.600,0,0.277,2.392,1.926,0
124,-61.4,-6.0,0.480,0,-0.025,2.433,1.913,0
125,-63.0,-7.1,0.360,0,0.157,2.469,1.893,0
126,-64.1,-7.8,0.240,0,0.154,2.504,1.879,0
127,-64.6,-7.9,0.120,0,0.128,2.538,1.868,0
128,-64.8,-7.8,0.000,0,0.086,2.569,1.858,0
129,-64.6,-7.3,0.120,0,0.230,2.600,1.852,0
130,-64.0,-6.4,0.240,0,0.232,2.630,1.850,0
131,-63.7,-5.8,0.360,0,0.306,2.656,1.845,0
132,-64.4,-6.0,0.480,0,0.291,2.677,1.833,0
133,-65.6,-6.7,0.600,0,0.293,2.693,1.815,0
134,-67.0,-7.5,0.600,0,0.292,2.708,1.797,0
135,-68.5,-8.4,0.600,0,0.287,2.720,1.779,0
136,-69.8,-9.2,0.600,0,0.296,2.732,1.763,0
