step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,-14.8,17.8,0.044,1,0.967,4.671,4.673,0
2,-15.5,17.6,0.012,1,0.968,4.664,4.651,0
3,-15.8,17.5,-0.033,1,0.987,4.644,4.597,0
4,-15.5,18.1,-0.091,1,0.997,4.605,4.525,0
5,-14.9,19.2,-0.099,1,0.948,4.542,4.432,0
6,-14.2,20.7,-0.117,1,0.953,4.454,4.315,0
7,-13.9,22.0,-0.145,1,0.938,4.343,4.179,0
8,-13.8,23.1,-0.147,1,0.742,4.227,4.040,0
9,-13.3,24.9,-0.027,1,0.972,4.100,3.892,0
10,-13.7,25.7,0.048,1,0.996,3.979,3.756,0
11,-14.1,26.7,0.007,1,0.967,3.854,3.619,0
12,-14.9,27.7,-0.050,1,0.966,3.719,3.475,0
13,-15.7,28.8,-0.059,1,0.943,3.583,3.330,0
14,-16.5,30.1,0.061,1,0.775,3.444,3.183,0
15,-17.6,31.3,-0.038,1,0.888,3.310,3.040,0
16,-18.8,32.5,-0.035,1,0.899,3.184,2.906,0
17,-19.9,34.0,-0.019,1,0.813,3.059,2.772,0
18,-21.0,35.6,-0.087,1,0.711,2.934,2.639,0
19,-22.3,37.4,-0.207,1,0.407,2.815,2.512,0
20,-23.6,39.5,-0.327,1,0.335,2.705,2.397,0
21,-24.8,41.8,-0.447,1,0.372,2.604,2.294,0
22,-25.9,44.3,-0.541,1,0.339,2.520,2.211,0
23,-26.7,47.2,-0.567,1,0.326,2.451,2.143,0
24,-27.6,50.1,-0.600,1,0.308,2.392,2.087,0
25,-28.4,53.2,-0.600,1,0.309,2.340,2.038,0
26,-29.3,56.5,-0.600,1,0.272,2.295,1.997,0
27,-30.1,60.0,-0.600,1,0.220,2.254,1.964,0
28,-30.9,63.7,-0.600,1,-0.010,2.220,1.937,0
29,-31.5,67.4,-0.600,1,0.281,2.193,1.917,0
30,-32.2,70.7,-0.600,1,0.300,2.178,1.906,0
31,-33.2,73.5,-0.600,1,0.286,2.168,1.900,0
32,-34.1,77.0,-0.600,1,0.263,2.153,1.894,0
33,-34.7,81.0,-0.600,1,0.276,2.135,1.891,0
34,-35.1,85.3,-0.600,1,0.284,2.119,1.892,0
35,-35.5,89.6,-0.600,1,0.276,2.106,1.898,0
36,-35.8,94.1,-0.600,1,0.265,2.093,1.907,0
37,-36.0,98.7,-0.600,1,0.274,2.078,1.921,0
38,-36.2,103.2,-0.600,1,0.274,2.059,1.938,0
39,-36.4,107.7,-0.600,1,-0.356,2.035,1.959,0
40,-36.7,112.1,-0.600,1,-0.311,2.008,1.983,0
41,-36.9,116.5,-0.600,1,-0.372,1.979,2.008,0
42,-37.5,120.0,-0.600,1,0.283,1.960,2.030,0
43,-38.5,122.4,-0.600,1,-0.317,1.953,2.045,0
44,-39.8,124.5,-0.600,1,0.120,1.949,2.055,0
45,-41.1,126.5,-0.600,1,0.296,1.949,2.059,0
46,-42.6,128.5,-0.600,1,0.085,1.947,2.061,0
47,-43.3,131.7,-0.600,1,0.287,1.940,2.064,0
48,-43.6,135.3,-0.600,1,0.301,1.934,2.064,0
49,-43.7,139.5,-0.600,1,0.295,1.925,2.066,0
50,-43.2,144.3,-0.600,1,0.202,1.914,2.076,0
51,-42.7,149.2,-0.600,1,0.277,1.903,2.090,0
52,-42.3,153.8,-0.600,1,0.275,1.896,2.106,0
53,-42.1,158.3,-0.600,1,0.261,1.891,2.127,0
54,-41.8,162.8,-0.600,1,0.278,1.887,2.151,0
55,-41.5,167.2,-0.600,1,0.273,1.885,2.178,0
56,-41.2,171.6,-0.600,1,0.273,1.884,2.208,0
57,-40.9,175.7,-0.600,1,0.288,1.885,2.241,0
58,-40.7,179.8,-0.600,1,0.289,1.888,2.276,0
59,-40.5,-176.4,-0.600,1,0.314,1.892,2.314,0
60,-40.2,-172.5,-0.600,1,0.309,1.898,2.353,0
61,-40.1,-168.8,-0.600,1,0.299,1.905,2.396,0
62,-39.8,-165.2,-0.600,1,-0.330,1.913,2.439,0
63,-39.5,-161.6,-0.600,1,-0.336,1.924,2.483,0
64,-39.3,-158.4,-0.600,1,-0.387,1.942,2.520,0
65,-39.5,-155.7,-0.600,1,-0.350,1.973,2.544,0
66,-40.2,-153.8,-0.600,1,-0.346,2.017,2.557,0
67,-41.1,-152.2,-0.600,1,-0.377,2.066,2.565,0
68,-41.4,-150.1,-0.600,1,-0.428,2.117,2.574,0
69,-40.5,-146.9,-0.600,1,0.312,2.168,2.586,0
70,-38.5,-142.4,-0.600,1,0.295,2.221,2.599,0
71,-35.7,-137.4,-0.600,1,0.299,2.273,2.616,0
72,-33.9,-133.3,-0.600,1,0.297,2.320,2.640,0
73,-33.5,-130.6,-0.600,1,0.275,2.360,2.673,0
74,-33.7,-128.7,-0.600,1,-0.249,2.392,2.713,0
75,-33.3,-126.2,-0.600,1,-0.224,2.425,2.754,0
76,-32.0,-122.9,-0.600,1,-0.273,2.463,2.792,0
77,-30.7,-119.7,-0.600,1,-0.322,2.508,2.827,0
78,-29.4,-116.3,-0.600,1,-0.334,2.561,2.859,0
79,-27.5,-112.4,-0.489,1,0.327,2.619,2.890,0
80,-24.7,-107.7,-0.511,1,0.369,2.681,2.923,0
81,-21.8,-102.9,-0.582,1,0.388,2.741,2.959,0
82,-20.0,-99.3,-0.580,1,0.402,2.795,2.999,0
83,-19.3,-97.0,-0.578,1,0.398,2.839,3.041,0
84,-19.3,-95.6,-0.509,1,0.480,2.869,3.086,0
85,-18.4,-93.5,-0.510,1,0.496,2.893,3.131,0
86,-16.5,-90.5,-0.554,1,0.502,2.910,3.175,0
87,-14.0,-86.9,-0.479,1,0.618,2.921,3.218,0
88,-11.3,-83.4,-0.465,1,0.739,2.928,3.257,0
89,-8.8,-80.2,-0.345,1,0.793,2.926,3.293,0
90,-6.4,-77.3,-0.255,1,0.719,2.914,3.324,0
91,-4.3,-74.8,-0.272,1,0.700,2.895,3.350,0
92,-2.8,-72.9,-0.302,1,0.565,2.875,3.374,0
93,-1.6,-71.5,-0.290,1,0.597,2.857,3.395,0
94,-0.7,-70.1,-0.315,1,0.629,2.846,3.417,0
95,0.2,-68.8,-0.303,1,0.654,2.838,3.438,0
96,1.0,-67.6,-0.296,1,0.641,2.829,3.458,0
97,1.8,-66.5,-0.339,1,0.682,2.819,3.476,0
98,2.4,-65.4,-0.355,1,0.715,2.809,3.492,0
99,3.1,-64.5,-0.235,1,0.801,2.796,3.506,0
100,3.7,-63.6,-0.115,1,0.760,2.780,3.518,0
101,4.3,-63.0,-0.017,1,0.694,2.761,3.527,0
102,4.6,-62.5,-0.015,1,0.649,2.740,3.535,0
103,4.9,-62.0,-0.065,1,0.691,2.725,3.544,0
104,4.9,-61.8,-0.002,1,0.781,2.712,3.553,0
105,4.8,-61.7,0.071,1,0.773,2.698,3.562,0
106,4.4,-61.9,-0.034,1,0.855,2.679,3.568,0
107,3.9,-62.3,-0.043,1,0.882,2.659,3.574,0
108,3.2,-62.9,-0.029,1,0.887,2.632,3.577,0
109,2.5,-63.7,0.039,1,0.320,2.600,3.579,0
110,1.9,-64.3,0.023,1,0.350,2.568,3.581,0
111,1.5,-64.7,0.019,1,0.322,2.540,3.584,0
112,0.9,-65.0,-0.032,1,0.346,2.525,3.593,0
113,0.8,-64.6,-0.044,1,0.360,2.520,3.611,0
114,0.9,-64.3,-0.053,1,0.400,2.483,3.634,0
115,1.0,-63.9,-0.045,1,0.390,2.447,3.658,0
116,1.1,-63.5,-0.083,1,0.394,2.410,3.681,0
117,1.1,-63.3,-0.138,1,0.390,2.373,3.704,0
118,1.2,-62.9,-0.109,1,0.408,2.335,3.728,0
119,1.4,-62.4,0.011,1,0.228,2.297,3.750,0
120,1.6,-62.0,-0.000,1,0.271,2.258,3.773,0
121,2.0,-61.4,0.037,1,0.290,2.223,3.797,0
122,2.2,-60.8,0.014,1,0.329,2.193,3.824,0
123,2.4,-60.3,0.013,1,0.360,2.165,3.852,0
124,2.6,-60.2,0.057,1,0.348,2.134,3.850,0
125,2.9,-60.5,0.055,1,0.333,2.101,3.833,0
126,3.0,-60.7,0.033,1,0.341,2.079,3.817,0
127,2.5,-60.9,0.035,1,0.385,2.112,3.802,0
128,1.8,-61.1,0.064,1,0.403,2.141,3.786,0
129,1.0,-61.3,-0.056,1,0.248,2.164,3.768,0
130,0.2,-61.5,-0.142,1,0.178,2.184,3.750,0
131,-0.6,-61.7,-0.074,1,0.138,2.207,3.734,0
132,-1.4,-61.8,-0.075,1,0.136,2.244,3.723,0
133,-2.3,-61.9,-0.028,1,0.131,2.288,3.716,0
134,-3.1,-61.9,-0.075,1,0.131,2.335,3.710,0
135,-3.9,-62.0,-0.084,1,0.159,2.384,3.704,0
136,-4.7,-62.1,-0.110,1,0.182,2.432,3.698,0
