step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,17.8,-14.5,-0.120,0,0.827,4.670,4.669,0
2,17.2,-14.2,-0.155,0,0.847,4.622,4.654,0
3,17.0,-13.2,-0.137,0,0.937,4.553,4.599,0
4,17.6,-11.4,-0.186,0,0.909,4.464,4.524,0
5,18.9,-9.3,-0.199,0,0.896,4.352,4.427,0
6,20.7,-6.9,-0.195,0,0.855,4.217,4.306,0
7,22.3,-5.0,-0.192,0,0.816,4.065,4.168,0
8,23.9,-3.3,-0.173,0,0.818,3.918,4.037,0
9,27.2,-0.1,-0.053,0,0.842,3.759,3.899,0
10,29.6,1.9,0.067,0,0.867,3.602,3.751,0
11,31.4,3.1,0.187,0,0.832,3.448,3.607,0
12,32.7,3.4,0.307,0,0.846,3.291,3.458,0
13,34.2,3.6,0.427,0,0.846,3.137,3.310,0
14,35.4,3.4,0.389,0,0.849,2.983,3.161,0
15,36.3,2.8,0.399,0,0.745,2.831,3.011,0
16,37.1,1.9,0.352,0,0.690,2.680,2.862,0
17,38.1,1.0,0.375,0,0.657,2.536,2.720,0
18,39.3,0.1,0.356,0,0.472,2.402,2.584,0
19,40.5,-1.2,0.476,0,0.359,2.279,2.454,0
20,42.3,-2.5,0.596,0,0.325,2.171,2.336,0
21,44.2,-4.0,0.600,0,0.265,2.083,2.233,0
22,46.2,-5.9,0.600,0,-0.294,2.013,2.143,0
23,48.4,-7.9,0.600,0,-0.222,1.960,2.067,0
24,50.7,-9.8,0.600,0,-0.305,1.922,2.007,0
25,53.0,-11.5,0.559,0,-0.363,1.900,1.969,0
26,55.4,-12.7,0.589,0,-0.368,1.891,1.950,0
27,57.8,-13.8,0.469,0,-0.362,1.887,1.939,0
28,60.3,-14.7,0.504,0,-0.351,1.885,1.931,0
29,63.1,-15.4,0.384,0,0.383,1.882,1.922,0
30,66.0,-16.2,0.264,0,0.322,1.878,1.912,0
31,68.3,-17.9,0.144,0,0.311,1.872,1.897,0
32,70.4,-20.3,0.024,0,0.311,1.865,1.874,0
33,72.8,-22.8,-0.096,0,0.304,1.858,1.847,0
34,74.7,-26.1,-0.216,0,0.318,1.852,1.817,0
35,76.8,-29.6,-0.336,0,0.359,1.850,1.789,0
36,78.6,-33.6,-0.456,0,0.312,1.850,1.762,0
37,80.3,-37.9,-0.576,0,0.331,1.852,1.736,0
38,82.5,-41.9,-0.600,0,0.357,1.859,1.717,0
39,85.1,-45.6,-0.480,0,-0.398,1.868,1.701,0
40,88.1,-49.2,-0.360,0,-0.436,1.881,1.688,0
41,91.2,-52.4,-0.240,0,0.262,1.897,1.681,0
42,94.1,-55.2,-0.120,0,0.290,1.915,1.686,0
