step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,-13.9,18.6,0.016,1,0.910,4.668,4.667,0
2,-14.5,19.7,0.096,1,0.880,4.661,4.657,0
3,-14.6,21.2,0.063,1,0.840,4.642,4.633,0
4,-14.3,23.2,0.084,1,0.810,4.605,4.590,0
5,-13.7,25.7,0.028,1,0.824,4.545,4.522,0
6,-13.1,28.4,0.066,1,0.802,4.461,4.432,0
7,-12.8,30.8,0.086,1,0.749,4.361,4.325,0
8,-12.8,33.0,0.153,1,0.692,4.257,4.215,0
9,-12.6,35.4,0.033,1,0.942,4.152,4.101,0
10,-12.7,37.3,-0.087,1,0.943,4.046,3.988,0
11,-13.4,38.7,-0.175,1,0.842,3.935,3.871,0
12,-13.9,40.5,-0.259,1,0.828,3.810,3.741,0
13,-14.4,42.2,-0.281,1,0.767,3.685,3.610,0
14,-14.8,44.3,-0.305,1,0.659,3.563,3.484,0
15,-14.9,46.7,-0.249,1,0.605,3.445,3.365,0
16,-14.8,49.4,-0.267,1,0.572,3.335,3.256,0
17,-14.8,51.9,-0.310,1,0.506,3.232,3.154,0
18,-14.9,54.5,-0.335,1,0.457,3.134,3.060,0
19,-15.0,57.2,-0.402,1,0.632,3.042,2.972,0
20,-15.0,59.9,-0.396,1,0.743,2.956,2.892,0
21,-15.1,62.8,-0.410,1,0.621,2.867,2.814,0
22,-15.1,66.2,-0.393,1,0.623,2.767,2.736,0
23,-14.9,70.1,-0.309,1,0.559,2.666,2.664,0
24,-14.8,74.0,-0.333,1,0.425,2.567,2.599,0
25,-14.8,78.0,-0.225,1,0.335,2.476,2.545,0
26,-14.8,82.0,-0.213,1,0.326,2.399,2.504,0
27,-15.1,85.6,-0.246,1,0.340,2.334,2.473,0
28,-15.6,89.1,-0.318,1,0.325,2.278,2.449,0
29,-16.2,92.6,-0.438,1,0.251,2.226,2.432,0
30,-16.8,96.1,-0.353,1,0.203,2.178,2.421,0
31,-17.5,99.5,-0.421,1,0.212,2.137,2.408,0
32,-18.4,102.7,-0.353,1,0.136,2.105,2.391,0
33,-19.2,105.8,-0.403,1,0.218,2.078,2.376,0
34,-20.1,108.8,-0.434,1,0.224,2.056,2.365,0
35,-21.1,111.8,-0.437,1,0.224,2.035,2.358,0
36,-21.9,115.1,-0.528,1,0.277,2.014,2.356,0
37,-22.6,118.5,-0.585,1,0.274,1.993,2.360,0
38,-23.3,121.5,-0.587,1,-0.079,1.972,2.370,0
39,-24.0,123.1,-0.600,1,0.203,1.953,2.384,0
40,-24.7,124.5,-0.600,1,0.293,1.944,2.394,0
41,-25.7,125.3,-0.600,1,0.289,1.943,2.399,0
42,-26.4,126.6,-0.600,1,0.302,1.935,2.410,0
43,-26.8,128.6,-0.583,1,0.280,1.922,2.425,0
44,-27.1,130.6,-0.600,1,0.278,1.910,2.443,0
