step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,-11.8,10.3,0.091,0,0.790,4.159,4.117,0
2,-11.9,10.2,0.067,0,0.954,4.082,4.057,0
3,-11.9,10.4,0.074,0,0.927,3.997,3.989,0
4,-12.2,10.7,0.093,0,0.911,3.898,3.905,0
5,-12.8,10.9,0.102,0,0.803,3.783,3.804,0
6,-13.4,11.5,0.084,0,0.652,3.656,3.689,0
7,-13.8,12.7,0.066,0,0.638,3.525,3.569,0
8,-14.2,14.1,0.076,0,0.675,3.403,3.451,0
9,-14.9,15.2,-0.044,1,0.242,3.283,3.333,0
10,-15.7,16.1,-0.164,1,0.248,3.161,3.214,0
11,-16.7,17.0,-0.218,1,0.397,3.043,3.098,0
12,-17.2,18.2,-0.338,1,0.295,2.934,2.993,0
13,-18.0,19.2,-0.420,1,0.287,2.833,2.896,0
14,-18.6,20.2,-0.485,1,0.312,2.740,2.808,0
15,-19.2,21.1,-0.600,1,0.333,2.649,2.722,0
16,-19.8,22.2,-0.568,1,0.324,2.558,2.636,0
17,-20.4,23.4,-0.549,1,0.377,2.465,2.548,0
18,-20.8,24.8,-0.429,1,0.550,2.372,2.459,0
19,-21.3,26.4,-0.309,1,0.301,2.275,2.368,0
20,-21.7,28.3,-0.189,1,0.350,2.171,2.269,0
21,-22.2,30.4,-0.069,1,0.377,2.065,2.170,0
22,-22.9,32.3,0.051,1,0.364,1.968,2.077,0
23,-24.0,34.0,0.171,1,0.360,1.873,1.987,0
24,-23.8,35.6,0.291,1,0.328,1.841,1.900,0
25,-23.7,37.1,0.411,1,0.322,1.809,1.834,0
26,-23.7,38.1,0.341,1,0.286,1.780,1.808,0
27,-24.1,38.8,0.318,1,0.287,1.751,1.783,0
28,-24.4,39.4,0.238,1,0.299,1.725,1.761,0
29,-24.8,40.0,0.358,1,-0.418,1.700,1.740,0
30,-25.3,40.5,0.238,1,0.308,1.649,1.719,0
31,-25.7,41.0,0.118,1,0.316,1.562,1.699,0
32,-25.9,41.1,-0.002,1,0.075,1.462,1.660,0
33,-25.8,40.5,-0.122,1,0.233,1.362,1.586,0
34,-25.1,40.1,-0.242,1,0.237,1.271,1.537,0
35,-23.8,40.5,-0.362,1,0.299,1.186,1.521,0
36,-22.0,41.0,-0.443,1,0.301,1.104,1.504,0
37,-19.5,41.7,-0.447,1,0.309,1.024,1.484,0
38,-16.4,42.5,-0.477,1,0.000,0.952,1.463,1
39,-12.4,43.4,-0.574,1,-0.605,0.889,1.442,0
40,-7.4,44.4,-0.454,1,-0.520,0.849,1.389,0
41,-1.9,45.3,-0.334,1,-0.516,0.839,1.328,0
42,3.3,45.6,-0.260,1,-0.513,0.860,1.281,0
43,3.6,45.5,-0.247,1,-0.525,0.887,1.242,0
44,2.8,45.2,-0.191,1,-0.549,0.912,1.208,0
45,1.7,44.9,-0.304,1,-0.538,0.938,1.177,0
46,0.6,45.0,-0.184,1,-0.502,0.963,1.150,0
47,-0.4,45.4,-0.064,1,-0.491,0.986,1.127,0
48,-1.1,46.6,0.056,1,-0.479,1.005,1.108,0
49,-1.4,48.3,0.176,1,-0.370,1.025,1.093,0
50,-1.0,50.8,0.296,1,-0.387,1.042,1.077,0
51,-0.7,53.2,0.372,1,-0.434,1.059,1.062,0
52,-0.5,55.5,0.338,1,-0.507,1.077,1.047,0
53,-0.4,57.8,0.218,1,-0.540,1.097,1.035,0
54,0.2,57.8,0.098,1,-0.534,1.119,1.042,0
55,1.0,58.0,-0.021,1,-0.511,1.144,1.050,0
56,1.9,58.2,-0.085,1,-0.521,1.170,1.059,0
57,2.9,58.8,-0.205,1,-0.501,1.198,1.061,0
58,4.0,59.1,-0.128,1,-0.596,1.226,1.069,0
59,5.1,59.4,-0.038,1,-0.436,1.254,1.076,0
60,6.2,60.0,0.082,1,-0.428,1.269,1.075,0
61,6.6,61.2,-0.038,1,-0.412,1.221,1.058,0
62,6.5,62.4,0.002,1,-0.417,1.176,1.042,0
63,5.8,62.8,0.045,1,-0.450,1.133,1.040,0
64,4.6,62.8,0.013,1,-0.443,1.095,1.045,0
65,2.9,62.7,0.133,1,-0.452,1.065,1.049,0
66,2.3,62.3,0.061,1,-0.433,1.066,1.062,0
67,2.1,61.8,0.181,1,-0.435,1.076,1.075,0
68,1.4,61.4,0.061,1,-0.122,1.077,1.079,0
69,1.0,60.9,0.051,1,-0.467,1.086,1.082,0
70,0.5,60.5,-0.069,1,-0.486,1.087,1.091,0
71,-0.0,60.1,0.051,1,-0.538,1.084,1.089,0
72,-0.3,59.6,0.091,1,-0.527,1.090,1.091,0
73,-1.1,58.7,0.078,1,-0.518,1.088,1.086,0
74,-1.8,58.0,-0.042,1,-0.521,1.089,1.090,0
75,-2.7,57.1,-0.162,1,-0.501,1.091,1.096,0
76,-3.5,56.2,-0.282,1,-0.446,1.093,1.092,0
77,-4.2,55.5,-0.185,1,-0.035,1.096,1.099,0
78,-5.4,54.7,-0.246,1,-0.240,1.092,1.096,0
79,-5.3,54.4,-0.155,1,-0.473,1.104,1.108,0
80,-5.6,53.8,-0.172,1,-0.468,1.106,1.100,0
81,-5.7,53.9,-0.292,1,-0.464,1.108,1.111,0
82,-6.3,53.4,-0.172,1,-0.425,1.104,1.105,0
83,-7.5,52.5,-0.292,1,-0.474,1.097,1.098,0
84,-7.9,51.8,-0.412,1,-0.495,1.103,1.107,0
85,-8.9,50.8,-0.532,1,-0.486,1.095,1.091,0
86,-9.7,50.2,-0.600,1,-0.504,1.092,1.097,0
87,-10.1,49.2,-0.600,1,-0.476,1.094,1.088,0
88,-11.4,48.7,-0.600,1,-0.457,1.085,1.090,0
89,-10.9,48.8,-0.480,1,-0.444,1.100,1.110,0
90,-10.2,49.1,-0.360,1,-0.428,1.115,1.129,0
91,-10.0,49.3,-0.240,1,-0.449,1.123,1.145,0
92,-10.8,48.4,-0.160,1,-0.472,1.128,1.153,0
93,-10.7,48.3,-0.267,1,-0.512,1.135,1.164,0
94,-11.3,47.9,-0.240,1,-0.491,1.132,1.173,0
95,-11.3,47.4,-0.322,1,-0.497,1.141,1.186,0
96,-11.3,47.2,-0.298,1,-0.509,1.146,1.203,0
97,-11.5,46.0,-0.263,1,-0.478,1.144,1.224,0
98,-12.5,43.2,-0.383,1,-0.450,1.126,1.255,0
99,-13.7,40.8,-0.272,1,-0.397,1.113,1.297,0
100,-13.9,38.8,-0.320,1,-0.412,1.119,1.348,0
101,-14.0,37.2,-0.440,1,0.272,1.125,1.408,0
102,-13.6,36.0,-0.396,1,-0.385,1.139,1.474,0
103,-12.9,35.2,-0.433,1,-0.377,1.151,1.539,0
104,-12.1,34.8,-0.468,1,-0.379,1.165,1.611,0
105,-10.4,34.9,-0.375,1,-0.402,1.191,1.689,0
106,-8.9,35.2,-0.408,1,-0.374,1.218,1.768,0
107,-8.7,34.2,-0.503,1,-0.366,1.239,1.843,0
108,-8.7,33.2,-0.548,1,-0.372,1.256,1.913,0
109,-7.7,33.2,-0.428,1,-0.005,1.273,1.984,0
110,-6.4,33.3,-0.548,1,0.309,1.297,2.059,0
111,-5.1,33.5,-0.600,1,0.297,1.318,2.130,0
112,-4.4,33.3,-0.600,1,0.280,1.327,2.191,0
113,-4.4,32.6,-0.480,1,0.289,1.320,2.237,0
114,-4.3,32.2,-0.379,1,0.269,1.304,2.274,0
115,-4.8,31.2,-0.367,1,0.256,1.286,2.309,0
116,-4.3,29.8,-0.487,1,0.243,1.212,2.343,0
117,-2.9,28.5,-0.467,1,0.211,1.134,2.379,0
118,-0.2,27.8,-0.506,1,0.200,1.065,2.415,0
119,3.9,27.8,-0.386,1,0.282,1.008,2.453,0
120,9.1,28.2,-0.266,1,0.000,0.961,2.489,1
121,15.3,29.0,-0.146,1,0.000,0.925,2.522,1
122,21.8,29.7,-0.026,1,0.000,0.904,2.556,1
