step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,-13.9,18.2,0.120,1,0.516,4.699,4.699,0
2,-14.4,18.4,0.178,1,0.519,4.697,4.697,0
3,-16.3,18.4,0.088,1,0.333,4.682,4.680,0
4,-19.1,17.6,-0.001,0,0.898,4.649,4.644,0
5,-22.2,16.4,0.110,0,0.576,4.610,4.600,0
6,-24.4,16.1,0.230,0,0.430,4.561,4.544,0
7,-24.9,17.7,0.350,0,0.181,4.499,4.473,0
8,-24.3,20.3,0.470,0,0.338,4.430,4.395,0
9,-24.0,22.5,0.350,0,0.443,4.363,4.318,0
10,-24.1,24.1,0.230,0,0.776,4.292,4.237,0
11,-24.9,25.1,0.110,1,0.717,4.214,4.147,0
12,-26.0,25.8,-0.010,0,0.610,4.125,4.046,0
13,-26.0,27.6,-0.130,1,0.712,4.033,3.932,0
14,-26.5,29.0,-0.250,1,0.382,3.932,3.812,0
15,-27.2,30.4,-0.370,1,0.573,3.823,3.682,0
16,-27.8,32.0,-0.476,1,0.603,3.720,3.558,0
17,-28.3,33.7,-0.500,1,0.453,3.621,3.439,0
18,-28.7,35.7,-0.422,1,0.328,3.522,3.321,0
19,-29.0,37.8,-0.302,1,0.279,3.431,3.212,0
20,-29.3,39.9,-0.182,1,0.278,3.351,3.113,0
21,-29.8,41.8,-0.106,1,0.252,3.277,3.021,0
22,-30.4,43.6,-0.056,1,-0.026,3.207,2.933,0
23,-31.0,45.4,-0.047,1,0.032,3.142,2.850,0
24,-31.8,47.0,-0.070,1,0.125,3.086,2.775,0
25,-32.6,48.3,-0.095,1,0.238,3.037,2.707,0
26,-33.5,49.9,-0.187,1,0.249,2.987,2.638,0
27,-34.5,51.7,-0.287,1,0.251,2.931,2.565,0
28,-35.3,53.9,-0.349,1,0.229,2.873,2.497,0
29,-36.2,55.6,-0.469,1,0.290,2.816,2.458,0
30,-37.1,56.9,-0.589,1,0.291,2.761,2.434,0
31,-37.9,59.3,-0.600,1,0.288,2.705,2.391,0
32,-38.7,61.9,-0.600,1,0.285,2.650,2.355,0
33,-39.5,64.8,-0.600,1,0.276,2.595,2.327,0
34,-40.2,68.0,-0.600,1,0.277,2.545,2.306,0
35,-40.9,71.1,-0.600,1,0.271,2.499,2.290,0
36,-41.7,74.4,-0.600,1,0.271,2.459,2.278,0
37,-42.4,77.8,-0.600,1,0.265,2.424,2.271,0
38,-43.1,81.2,-0.600,1,0.260,2.393,2.263,0
39,-43.8,84.7,-0.600,1,0.312,2.364,2.254,0
40,-44.5,88.1,-0.600,1,0.311,2.331,2.242,0
41,-45.2,91.7,-0.600,1,0.299,2.294,2.230,0
42,-45.7,95.6,-0.600,1,0.298,2.259,2.221,0
43,-46.2,99.6,-0.600,1,0.302,2.226,2.217,0
44,-46.8,103.5,-0.600,1,0.329,2.195,2.217,0
45,-47.4,107.5,-0.600,1,0.305,2.167,2.221,0
46,-48.0,111.5,-0.600,1,0.307,2.141,2.231,0
47,-48.6,115.6,-0.600,1,0.296,2.118,2.245,0
48,-49.2,119.6,-0.600,1,0.296,2.099,2.262,0
49,-49.9,123.5,-0.600,1,0.304,2.083,2.284,0
50,-50.5,127.4,-0.600,1,0.307,2.070,2.309,0
51,-51.1,131.3,-0.600,1,0.299,2.060,2.338,0
52,-51.7,135.1,-0.600,1,0.325,2.053,2.371,0
53,-52.2,138.9,-0.600,1,0.295,2.049,2.407,0
54,-52.6,142.8,-0.600,1,0.310,2.048,2.447,0
55,-53.1,146.4,-0.600,1,0.300,2.050,2.489,0
56,-53.5,150.1,-0.600,1,0.276,2.054,2.535,0
57,-53.8,153.8,-0.600,1,0.296,2.061,2.582,0
58,-54.0,157.3,-0.600,1,0.300,2.072,2.631,0
59,-54.2,160.7,-0.600,1,0.303,2.084,2.682,0
60,-54.4,164.1,-0.600,1,0.310,2.099,2.736,0
61,-54.5,167.5,-0.600,1,0.286,2.116,2.792,0
62,-54.5,170.9,-0.600,1,0.297,2.135,2.849,0
63,-54.4,174.1,-0.600,1,0.305,2.157,2.906,0
64,-54.3,177.2,-0.600,1,0.314,2.180,2.965,0
65,-54.2,-179.7,-0.600,1,0.318,2.205,3.025,0
66,-53.8,-176.5,-0.600,1,0.287,2.231,3.087,0
67,-53.4,-173.3,-0.600,1,0.305,2.258,3.149,0
68,-52.9,-170.3,-0.600,1,0.365,2.287,3.211,0
69,-52.4,-167.3,-0.600,1,0.301,2.317,3.274,0
70,-51.8,-164.3,-0.600,1,0.316,2.346,3.341,0
71,-51.1,-161.3,-0.600,1,0.302,2.376,3.407,0
72,-50.3,-158.3,-0.600,1,0.404,2.408,3.473,0
73,-49.5,-155.5,-0.600,1,0.665,2.441,3.537,0
74,-48.8,-152.8,-0.600,1,0.664,2.472,3.605,0
75,-47.9,-149.8,-0.600,1,0.750,2.495,3.683,0
76,-46.9,-146.8,-0.600,1,0.517,2.511,3.771,0
77,-45.8,-143.7,-0.600,1,0.591,2.521,3.863,0
78,-44.7,-140.8,-0.600,1,0.571,2.534,3.951,0
79,-43.7,-138.1,-0.600,1,0.299,2.550,4.034,0
80,-42.8,-135.6,-0.600,1,0.326,2.568,4.113,0
81,-41.9,-133.2,-0.600,1,0.297,2.590,4.186,0
82,-40.9,-130.8,-0.600,1,0.298,2.619,4.252,0
83,-40.0,-128.7,-0.600,1,0.317,2.655,4.311,0
84,-39.2,-126.7,-0.600,1,0.316,2.693,4.368,0
85,-38.5,-124.8,-0.600,1,0.306,2.731,4.424,0
86,-37.6,-122.9,-0.600,1,0.436,2.769,4.480,0
87,-36.6,-120.8,-0.600,1,0.698,2.807,4.535,0
88,-35.6,-118.9,-0.600,1,0.750,2.840,4.592,0
89,-34.5,-116.8,-0.600,1,0.295,2.863,4.654,0
90,-33.3,-114.6,-0.600,1,0.289,2.873,4.720,0
91,-31.9,-112.5,-0.600,1,0.297,2.879,4.786,0
92,-30.6,-110.3,-0.600,1,-0.329,2.895,4.845,0
93,-29.3,-108.3,-0.600,1,0.321,2.925,4.897,0
94,-28.3,-106.5,-0.600,1,0.311,2.968,4.943,0
95,-27.3,-104.9,-0.600,1,0.339,3.012,4.988,0
96,-26.1,-102.9,-0.525,1,0.333,3.051,5.034,0
97,-24.8,-101.0,-0.405,1,0.360,3.089,5.080,0
98,-23.5,-99.1,-0.285,1,0.324,3.125,5.125,0
99,-22.2,-97.3,-0.405,1,0.893,3.160,5.169,0
100,-21.1,-95.7,-0.525,1,0.858,3.196,5.212,0
101,-20.0,-94.0,-0.538,1,0.837,3.229,5.254,0
102,-18.5,-92.1,-0.466,1,0.965,3.248,5.297,0
103,-16.7,-90.0,-0.381,1,0.757,3.250,5.338,0
104,-14.8,-88.1,-0.318,1,0.868,3.235,5.375,0
105,-13.1,-86.2,-0.247,1,0.665,3.217,5.410,0
106,-11.6,-84.8,-0.295,1,0.580,3.200,5.442,0
107,-10.3,-83.4,-0.262,1,0.539,3.190,5.472,0
108,-9.2,-82.2,-0.259,1,0.594,3.193,5.502,0
109,-8.3,-81.1,-0.340,1,0.762,3.202,5.532,0
110,-7.4,-80.1,-0.342,1,0.882,3.210,5.561,0
111,-6.8,-79.4,-0.322,1,0.874,3.215,5.588,0
112,-6.1,-78.7,-0.325,1,0.837,3.205,5.611,0
113,-5.3,-78.1,-0.261,1,0.787,3.188,5.632,0
114,-4.4,-77.3,-0.212,1,0.648,3.171,5.651,0
115,-3.7,-76.7,-0.204,1,0.534,3.158,5.670,0
116,-2.6,-75.8,-0.261,1,0.744,3.154,5.691,0
117,-1.8,-74.9,-0.225,1,0.522,3.160,5.712,0
118,-0.9,-74.0,-0.262,1,0.487,3.162,5.732,0
119,0.0,-73.1,-0.146,1,0.884,3.168,5.751,0
120,0.9,-72.3,-0.026,1,0.880,3.150,5.772,0
121,1.7,-71.6,0.041,1,0.806,3.097,5.792,0
122,2.3,-71.1,0.078,1,0.825,3.031,5.807,0
123,3.0,-70.8,0.051,1,0.795,2.955,5.818,0
124,3.3,-70.7,0.064,1,0.781,2.876,5.828,0
125,3.8,-70.7,0.087,1,0.533,2.797,5.838,0
126,4.3,-70.5,0.086,1,0.420,2.721,5.848,0
127,4.8,-70.3,0.119,1,0.326,2.654,5.861,0
128,5.1,-70.0,0.083,1,0.295,2.604,5.879,0
129,5.3,-69.7,0.203,1,0.350,2.568,5.902,0
130,5.5,-69.4,0.250,1,0.167,2.537,5.927,0
131,5.6,-69.2,0.263,1,0.291,2.507,5.952,0
132,5.6,-69.1,0.143,1,0.267,2.483,5.979,0
133,5.5,-69.0,0.181,1,0.183,2.458,6.006,0
134,5.4,-68.9,0.061,1,0.197,2.434,6.034,0
135,5.4,-68.6,-0.013,1,0.235,2.414,6.063,0
136,5.4,-68.4,-0.049,1,0.247,2.395,6.093,0
137,5.4,-68.2,-0.113,1,0.253,2.374,6.122,0
138,5.4,-68.0,-0.185,1,0.270,2.352,6.151,0
139,5.0,-67.8,-0.123,1,0.141,2.348,6.179,0
140,3.5,-67.6,-0.092,1,0.189,2.375,6.208,0
141,1.9,-67.4,-0.043,1,0.197,2.401,6.237,0
142,0.3,-67.1,0.034,1,0.200,2.424,6.268,0
143,-1.5,-66.9,0.096,1,0.204,2.443,6.299,0
144,-3.3,-66.7,0.027,1,0.180,2.456,6.330,0
145,-5.2,-66.5,-0.003,1,0.171,2.463,6.361,0
146,-7.1,-66.3,0.046,1,0.158,2.466,6.393,0
147,-9.0,-66.1,-0.009,1,0.145,2.465,6.426,0
148,-11.1,-65.9,-0.004,1,0.148,2.459,6.459,0
149,-13.1,-65.7,-0.124,1,0.301,2.449,6.493,0
150,-15.1,-65.5,-0.244,1,0.303,2.432,6.527,0
151,-17.2,-65.3,-0.364,1,0.260,2.405,6.558,0
152,-19.4,-65.2,-0.324,1,-0.009,2.367,6.588,0
153,-21.6,-65.0,-0.277,1,0.040,2.330,6.618,0
154,-23.6,-64.7,-0.237,1,0.131,2.305,6.652,0
155,-25.6,-64.3,-0.257,1,0.265,2.289,6.690,0
156,-27.7,-63.9,-0.254,1,0.294,2.273,6.726,0
157,-29.8,-63.6,-0.294,1,0.269,2.253,6.758,0
158,-32.1,-63.3,-0.302,1,0.266,2.231,6.788,0
159,-34.2,-62.8,-0.422,1,0.308,2.214,6.817,0
160,-36.5,-62.5,-0.542,1,0.286,2.200,6.847,0
161,-38.8,-62.0,-0.600,1,0.283,2.189,6.876,0
162,-40.9,-61.5,-0.600,1,0.285,2.183,6.905,0
163,-42.9,-60.7,-0.600,1,0.273,2.180,6.933,0
164,-44.8,-60.0,-0.600,1,0.269,2.182,6.955,0
165,-46.4,-59.4,-0.600,1,0.260,2.188,6.942,0
166,-48.1,-58.7,-0.600,1,0.256,2.198,6.928,0
167,-49.5,-57.9,-0.600,1,0.265,2.212,6.915,0
168,-50.9,-57.1,-0.600,1,0.250,2.230,6.901,0
169,-52.1,-56.1,-0.600,1,0.281,2.252,6.888,0
170,-53.2,-55.2,-0.600,1,0.295,2.277,6.874,0
171,-54.3,-54.2,-0.600,0,0.301,2.305,6.859,0
172,-55.3,-53.1,-0.600,0,0.294,2.334,6.843,0
173,-56.0,-51.9,-0.600,0,0.296,2.366,6.825,0
174,-56.7,-50.7,-0.600,0,0.293,2.400,6.807,0
175,-57.2,-49.3,-0.600,0,0.290,2.437,6.789,0
176,-57.6,-47.9,-0.600,0,0.293,2.476,6.770,0
177,-57.8,-46.5,-0.600,0,0.290,2.517,6.750,0
178,-57.9,-45.0,-0.600,0,0.294,2.560,6.730,0
179,-57.9,-43.4,-0.600,0,0.301,2.604,6.710,0
180,-57.8,-41.7,-0.600,0,0.314,2.650,6.688,0
181,-57.5,-39.9,-0.600,0,0.306,2.697,6.639,0
182,-57.2,-37.8,-0.600,0,0.318,2.745,6.558,0
183,-56.7,-35.8,-0.600,0,0.319,2.794,6.474,0
184,-56.1,-33.6,-0.600,0,0.319,2.844,6.386,0
185,-55.4,-31.6,-0.600,0,0.341,2.894,6.294,0
186,-54.9,-29.8,-0.600,0,0.321,2.945,6.200,0
187,-55.3,-29.1,-0.600,0,0.325,3.001,6.111,0
188,-55.2,-28.0,-0.600,0,0.330,3.057,6.021,0
189,-54.8,-26.7,-0.600,0,0.750,3.111,5.927,0
190,-54.3,-25.4,-0.600,0,0.750,3.165,5.833,0
191,-53.7,-24.0,-0.600,0,0.634,3.216,5.738,0
192,-53.0,-22.5,-0.600,0,0.456,3.260,5.632,0
193,-51.9,-20.6,-0.600,0,0.449,3.299,5.518,0
194,-50.8,-18.8,-0.600,0,0.407,3.340,5.408,0
195,-49.6,-17.1,-0.600,0,0.389,3.386,5.305,0
196,-48.7,-15.6,-0.503,0,0.895,3.435,5.206,0
197,-49.0,-15.5,-0.383,0,1.000,3.481,5.110,0
198,-48.6,-14.9,-0.350,0,1.000,3.539,5.024,0
199,-47.8,-13.8,-0.470,0,0.287,3.591,4.930,0
200,-47.8,-13.4,-0.590,0,0.331,3.633,4.824,0
201,-47.9,-13.0,-0.600,0,0.750,3.668,4.705,0
