step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,18.1,-6.1,0.038,0,0.814,4.670,5.027,0
2,18.1,-5.5,-0.061,0,0.843,4.663,5.054,0
3,18.3,-4.4,-0.067,0,0.857,4.614,5.076,0
4,19.1,-2.7,-0.087,0,0.824,4.548,5.086,0
5,20.5,-0.7,-0.093,0,0.782,4.461,5.079,0
6,22.4,1.7,-0.060,0,0.711,4.354,5.054,0
7,24.1,3.7,-0.054,0,0.526,4.242,5.026,0
8,26.0,6.0,-0.117,0,0.411,4.126,4.994,0
9,27.6,8.1,0.003,0,0.928,4.021,4.974,0
10,29.0,10.0,0.123,0,0.852,3.924,4.962,0
11,29.6,11.1,0.243,0,0.838,3.837,4.961,0
12,29.7,11.7,0.260,0,0.826,3.742,4.950,0
13,29.6,12.1,0.297,0,0.799,3.629,4.920,0
14,29.6,12.4,0.288,0,0.792,3.510,4.881,0
15,29.4,12.6,0.285,0,0.797,3.389,4.840,0
16,29.1,12.8,0.271,0,0.802,3.268,4.798,0
17,28.9,13.0,0.192,0,0.741,3.146,4.754,0
18,28.6,13.0,0.185,0,0.636,3.025,4.710,0
19,28.1,13.1,0.305,0,0.361,2.906,4.668,0
20,27.7,13.2,0.311,0,0.380,2.794,4.631,0
21,27.4,13.5,0.425,0,0.404,2.688,4.600,0
22,27.1,13.8,0.377,0,0.426,2.593,4.577,0
23,26.4,14.0,0.434,0,0.504,2.504,4.555,0
24,25.4,14.0,0.469,0,0.477,2.417,4.528,0
25,24.2,13.9,0.448,0,0.508,2.328,4.492,0
26,22.8,13.8,0.328,0,0.405,2.242,4.450,0
27,21.0,13.5,0.304,0,0.450,2.158,4.405,0
28,19.3,13.4,0.184,0,0.519,2.083,4.366,0
29,17.4,13.3,0.110,0,0.219,2.010,4.327,0
30,15.5,13.3,-0.010,0,0.298,1.937,4.284,0
31,13.5,13.4,-0.055,0,0.290,1.871,4.245,0
32,11.7,13.8,0.065,1,0.276,1.821,4.218,0
33,9.8,14.3,0.185,1,0.303,1.778,4.195,0
34,7.8,14.9,0.065,1,0.281,1.741,4.176,0
35,5.6,15.3,-0.055,1,0.197,1.707,4.158,0
36,3.5,15.8,-0.175,1,-0.349,1.678,4.141,0
37,1.4,16.5,-0.295,1,0.356,1.658,4.131,0
38,-0.5,17.3,-0.415,1,0.324,1.650,4.132,0
