step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,18.4,-15.1,0.120,0,0.793,4.607,4.606,0
2,19.5,-15.9,0.233,0,0.804,4.597,4.598,0
3,20.6,-16.7,0.231,0,0.738,4.571,4.575,0
4,21.8,-17.5,0.241,0,0.686,4.524,4.531,0
5,23.0,-18.5,0.188,0,0.607,4.452,4.464,0
6,23.8,-19.9,0.125,0,0.644,4.363,4.380,0
7,24.8,-21.2,0.085,0,0.616,4.267,4.289,0
8,25.7,-22.7,0.068,0,0.588,4.164,4.194,0
9,26.6,-24.1,-0.052,0,0.719,4.056,4.094,0
10,27.4,-25.4,0.068,0,0.668,3.945,3.993,0
11,27.9,-27.1,-0.008,0,0.504,3.831,3.890,0
12,28.5,-28.7,0.011,1,0.460,3.708,3.783,0
13,29.2,-30.2,0.042,1,0.408,3.589,3.684,0
14,29.9,-31.5,0.052,1,0.394,3.476,3.594,0
15,30.7,-32.9,-0.040,1,0.358,3.369,3.509,0
16,31.6,-34.2,-0.038,1,0.336,3.265,3.428,0
17,32.5,-35.5,-0.020,1,0.336,3.166,3.352,0
18,33.6,-36.8,0.022,1,0.325,3.070,3.279,0
19,34.7,-38.1,0.142,1,0.358,2.976,3.207,0
20,35.9,-39.5,0.262,1,0.359,2.883,3.138,0
21,37.1,-41.0,0.382,1,0.323,2.792,3.070,0
22,38.3,-42.7,0.502,1,0.294,2.702,3.002,0
23,39.6,-44.5,0.600,1,0.308,2.615,2.937,0
24,40.9,-46.4,0.600,1,0.307,2.532,2.876,0
25,42.2,-48.5,0.600,1,0.303,2.456,2.816,0
26,43.6,-50.8,0.600,1,0.298,2.387,2.759,0
27,45.1,-53.3,0.600,1,0.282,2.323,2.705,0
28,45.6,-56.2,0.600,1,0.299,2.275,2.654,0
29,45.2,-59.1,0.600,1,0.265,2.251,2.607,0
30,45.9,-62.1,0.600,1,0.297,2.207,2.563,0
31,46.6,-65.5,0.600,1,0.300,2.172,2.525,0
32,47.3,-68.9,0.600,1,0.304,2.145,2.493,0
33,47.9,-72.6,0.600,1,0.294,2.127,2.467,0
34,48.4,-76.5,0.600,1,0.201,2.111,2.445,0
35,49.0,-80.2,0.600,1,0.285,2.093,2.422,0
36,49.8,-83.7,0.507,1,0.170,2.074,2.401,0
37,50.4,-87.5,0.555,1,0.192,2.050,2.384,0
38,51.2,-90.8,0.485,1,0.166,2.027,2.370,0
39,52.0,-94.1,0.600,1,0.427,2.006,2.361,0
40,53.0,-97.2,0.600,1,0.358,1.989,2.354,0
41,53.8,-100.7,0.600,1,0.346,1.971,2.351,0
42,54.4,-104.9,0.600,1,0.331,1.951,2.354,0
43,54.8,-109.3,0.600,1,0.315,1.932,2.363,0
44,55.4,-113.6,0.600,1,0.303,1.917,2.376,0
