step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,12.7,-17.5,-0.019,1,0.893,4.602,4.673,0
2,11.8,-17.5,0.019,1,0.736,4.562,4.673,0
3,10.4,-18.2,-0.011,1,0.815,4.508,4.664,0
4,8.0,-19.6,0.008,1,0.829,4.433,4.602,0
5,4.9,-21.7,0.054,1,0.804,4.333,4.511,0
6,1.4,-24.5,0.035,1,0.773,4.212,4.401,0
7,-1.4,-26.7,0.051,1,0.645,4.082,4.285,0
8,-2.4,-27.4,0.051,1,0.628,3.947,4.172,0
9,-6.7,-31.3,0.058,1,0.870,3.825,4.056,0
10,-9.6,-34.1,-0.041,1,0.832,3.694,3.941,0
11,-11.5,-36.1,-0.093,1,0.698,3.560,3.828,0
12,-13.4,-38.4,-0.090,1,0.685,3.414,3.707,0
13,-14.9,-40.5,-0.117,1,0.636,3.272,3.591,0
14,-16.0,-42.4,-0.144,1,0.647,3.130,3.478,0
15,-16.6,-44.2,-0.075,1,0.438,2.996,3.372,0
16,-17.0,-45.8,-0.151,1,0.365,2.864,3.268,0
17,-17.0,-47.2,-0.155,1,0.330,2.746,3.172,0
18,-16.7,-48.5,-0.133,1,0.270,2.642,3.085,0
19,-16.0,-49.5,-0.253,1,0.342,2.548,3.004,0
20,-15.2,-50.4,-0.373,1,0.465,2.458,2.928,0
21,-14.6,-51.6,-0.493,1,0.371,2.365,2.851,0
22,-14.0,-52.9,-0.373,1,0.213,2.262,2.769,0
23,-13.1,-54.0,-0.253,1,0.277,2.160,2.690,0
24,-12.2,-55.0,-0.133,1,0.291,2.066,2.617,0
25,-11.2,-56.0,-0.013,1,0.320,1.972,2.547,0
26,-10.3,-57.4,0.107,1,0.313,1.877,2.480,0
27,-10.0,-59.0,0.227,1,0.302,1.813,2.416,0
28,-10.2,-60.8,0.347,1,0.293,1.784,2.356,0
29,-10.5,-62.8,0.227,1,0.154,1.755,2.302,0
30,-11.0,-65.1,0.107,1,0.100,1.727,2.254,0
31,-11.4,-67.3,-0.013,1,0.094,1.703,2.213,0
