step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,-17.3,13.6,-0.120,0,0.622,4.659,4.603,0
2,-16.6,12.8,-0.101,0,0.586,4.613,4.552,0
3,-16.5,11.6,-0.092,0,0.637,4.552,4.487,0
4,-17.1,9.9,-0.129,0,0.563,4.470,4.400,0
5,-18.4,7.7,-0.081,0,0.498,4.368,4.291,0
6,-19.6,5.7,-0.138,0,0.507,4.256,4.171,0
7,-20.7,4.1,-0.133,0,0.429,4.143,4.049,0
8,-21.7,2.7,-0.154,0,0.365,4.033,3.930,0
9,-22.5,1.6,-0.238,0,0.914,3.923,3.810,0
10,-23.4,0.7,-0.148,0,0.843,3.818,3.695,0
11,-24.4,-0.3,-0.074,0,0.807,3.711,3.577,0
12,-25.8,-1.3,-0.125,0,0.753,3.590,3.443,0
13,-27.5,-2.5,-0.151,0,0.748,3.455,3.293,0
14,-29.1,-3.6,-0.167,0,0.694,3.320,3.141,0
15,-30.6,-4.5,-0.165,0,0.753,3.186,2.989,0
16,-32.1,-5.4,-0.140,0,0.741,3.055,2.840,0
17,-33.3,-6.0,-0.205,0,0.419,2.924,2.688,0
18,-34.7,-6.6,-0.085,0,0.299,2.793,2.536,0
19,-35.7,-7.2,-0.205,0,0.286,2.672,2.396,0
20,-36.7,-8.0,-0.325,0,0.324,2.565,2.276,0
21,-37.5,-8.6,-0.445,0,0.206,2.482,2.195,0
22,-37.9,-8.6,-0.565,0,0.235,2.458,2.165,0
23,-37.7,-8.2,-0.600,0,0.274,2.438,2.140,0
24,-37.4,-7.7,-0.480,0,-0.300,2.419,2.116,0
25,-38.2,-7.6,-0.600,0,0.297,2.355,2.026,0
26,-38.7,-7.4,-0.480,0,0.226,2.310,1.957,0
27,-39.9,-7.8,-0.600,0,0.310,2.252,1.863,0
28,-41.3,-8.4,-0.600,0,0.302,2.200,1.770,0
29,-42.6,-9.2,-0.600,0,0.252,2.154,1.676,0
30,-44.0,-9.8,-0.600,0,0.308,2.118,1.598,0
31,-45.4,-11.2,-0.600,0,0.288,2.093,1.518,0
32,-46.6,-12.7,-0.600,0,0.314,2.078,1.446,0
33,-47.7,-14.0,-0.600,0,0.291,2.075,1.390,0
34,-48.5,-15.9,-0.480,0,0.387,2.080,1.338,0
35,-49.4,-17.6,-0.360,0,0.343,2.086,1.301,0
36,-50.4,-19.5,-0.240,0,0.339,2.091,1.268,0
37,-51.4,-21.6,-0.120,0,0.378,2.098,1.245,0
38,-52.6,-23.2,0.000,0,0.379,2.105,1.227,0
39,-54.0,-25.6,0.120,0,0.276,2.113,1.218,0
40,-55.6,-27.7,0.240,0,0.261,2.122,1.210,0
41,-57.3,-29.8,0.360,0,0.296,2.134,1.210,0
42,-59.2,-32.5,0.480,0,0.286,2.149,1.228,0
43,-61.4,-34.8,0.600,0,0.288,2.167,1.242,0
44,-63.8,-37.3,0.600,0,-0.196,2.185,1.260,0
45,-66.4,-38.7,0.600,0,0.312,2.203,1.248,0
46,-68.9,-40.8,0.600,0,0.305,2.224,1.263,0
47,-71.8,-43.3,0.600,0,0.294,2.244,1.277,0
48,-74.8,-46.4,0.600,0,0.296,2.262,1.298,0
49,-78.1,-49.3,0.600,0,0.275,2.280,1.311,0
50,-81.6,-52.4,0.600,0,0.292,2.300,1.325,0
51,-85.1,-55.5,0.600,0,0.293,2.320,1.341,0
52,-88.7,-58.8,0.600,0,0.300,2.342,1.358,0
53,-92.5,-61.9,0.600,0,0.308,2.364,1.366,0
54,-96.4,-64.4,0.600,0,0.313,2.385,1.353,0
55,-100.3,-67.1,0.600,0,0.307,2.404,1.340,0
56,-104.4,-69.9,0.600,0,0.311,2.422,1.329,0
57,-108.3,-72.7,0.600,0,0.305,2.439,1.320,0
58,-112.4,-75.8,0.600,0,0.307,2.456,1.311,0
59,-116.6,-78.9,0.600,0,0.296,2.471,1.305,0
60,-120.6,-82.0,0.600,0,0.294,2.486,1.300,0
61,-124.7,-85.1,0.600,0,0.294,2.500,1.296,0
62,-128.6,-88.1,0.600,0,0.294,2.513,1.294,0
63,-132.5,-91.1,0.600,0,0.313,2.525,1.294,0
64,-136.3,-96.4,0.600,0,0.313,2.535,1.298,0
65,-140.1,-102.9,0.600,0,0.309,2.550,1.305,0
66,-143.9,-109.4,0.600,0,0.314,2.569,1.313,0
67,-147.8,-116.0,0.600,0,0.311,2.592,1.322,0
68,-151.7,-122.5,0.600,0,0.321,2.620,1.333,0
69,-155.5,-129.0,0.600,0,0.318,2.649,1.346,0
70,-159.4,-135.5,0.600,0,0.309,2.682,1.359,0
71,-163.2,-141.8,0.600,0,0.299,2.714,1.372,0
72,-166.9,-147.7,0.600,0,0.302,2.746,1.384,0
73,-170.5,-153.6,0.600,0,0.295,2.776,1.394,0
74,-173.9,-159.1,0.600,0,0.302,2.804,1.402,0
75,-177.3,-164.6,0.600,0,0.303,2.831,1.408,0
76,179.3,-169.9,0.600,0,0.294,2.855,1.412,0
77,175.9,-175.1,0.600,0,0.305,2.876,1.420,0
78,172.7,179.7,0.600,1,0.298,2.893,1.433,0
79,169.4,174.6,0.600,1,0.356,2.908,1.450,0
80,166.1,169.7,0.600,1,0.364,2.921,1.471,0
81,162.8,164.7,0.600,1,0.383,2.932,1.498,0
82,159.4,159.7,0.600,1,0.339,2.943,1.529,0
83,157.2,155.0,0.600,0,0.350,2.972,1.563,0
84,155.2,150.4,0.600,0,0.331,3.003,1.600,0
85,153.3,146.0,0.600,0,0.330,3.034,1.639,0
86,151.4,141.8,0.600,0,0.321,3.062,1.681,0
87,149.5,137.7,0.600,0,0.327,3.090,1.726,0
88,147.8,133.8,0.600,0,0.318,3.117,1.773,0
89,145.9,130.0,0.600,0,0.304,3.143,1.823,0
90,144.1,126.3,0.600,0,0.306,3.169,1.876,0
91,142.2,122.7,0.600,0,0.310,3.193,1.930,0
92,140.4,119.2,0.600,0,0.308,3.216,1.987,0
93,138.6,115.9,0.600,0,0.302,3.238,2.047,0
94,136.7,112.7,0.600,0,0.306,3.261,2.108,0
95,135.0,109.6,0.600,0,0.318,3.245,2.171,0
96,133.5,106.5,0.600,0,0.314,3.195,2.232,0
97,132.1,103.5,0.600,0,0.287,3.146,2.294,0
98,131.0,100.6,0.600,0,0.320,3.101,2.356,0
99,130.0,97.8,0.600,0,0.339,3.059,2.420,0
100,129.1,95.1,0.600,0,0.347,3.022,2.486,0
101,128.1,92.4,0.600,0,0.337,2.990,2.555,0
102,127.2,89.9,0.600,0,0.337,2.956,2.628,0
103,126.3,87.6,0.600,0,0.335,2.918,2.703,0
104,125.3,85.6,0.600,0,0.321,2.876,2.779,0
105,125.0,84.4,0.600,0,0.328,2.828,2.857,0
106,124.3,83.0,0.600,0,0.322,2.776,2.935,0
107,123.9,82.2,0.600,0,0.329,2.722,3.012,0
108,123.1,81.3,0.600,0,0.332,2.677,3.089,0
109,121.9,80.4,0.600,0,0.455,2.668,3.163,0
110,120.6,79.5,0.600,0,0.487,2.673,3.235,0
111,119.1,78.3,0.600,0,0.418,2.691,3.305,0
112,117.4,77.0,0.600,0,0.380,2.700,3.374,0
113,115.9,75.8,0.600,0,0.355,2.706,3.442,0
114,114.7,74.8,0.600,0,0.342,2.709,3.511,0
115,113.5,73.9,0.600,0,0.332,2.711,3.581,0
116,112.2,72.9,0.600,0,0.324,2.713,3.650,0
117,110.8,71.7,0.600,0,0.313,2.715,3.720,0
118,109.3,70.6,0.600,0,0.314,2.717,3.789,0
119,108.1,69.3,0.600,0,0.325,2.727,3.858,0
120,106.8,68.1,0.600,0,0.309,2.736,3.926,0
121,105.5,66.8,0.600,0,0.301,2.745,3.994,0
122,104.1,65.3,0.600,0,0.313,2.753,4.062,0
123,103.0,64.1,0.600,0,0.318,2.759,4.130,0
124,102.0,63.1,0.600,0,0.338,2.765,4.199,0
125,100.8,61.8,0.600,0,0.336,2.770,4.267,0
126,99.4,60.3,0.600,0,0.327,2.776,4.332,0
127,98.4,59.2,0.600,0,0.445,2.780,4.398,0
128,97.9,58.5,0.600,0,0.685,2.784,4.465,0
129,97.0,57.4,0.600,0,0.371,2.787,4.530,0
130,95.8,55.8,0.600,0,0.331,2.793,4.584,0
