step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,-10.3,16.3,-0.120,1,0.820,4.601,4.673,0
2,-9.7,17.0,-0.240,1,0.725,4.568,4.665,0
3,-9.1,18.0,-0.312,1,0.608,4.521,4.640,0
4,-8.5,19.1,-0.339,1,0.771,4.453,4.592,0
5,-7.9,20.5,-0.384,1,0.763,4.363,4.520,0
6,-7.2,22.0,-0.264,1,0.731,4.251,4.426,0
7,-6.5,23.7,-0.159,1,0.926,4.131,4.321,0
8,-6.0,25.2,-0.110,1,0.855,4.011,4.217,0
9,-5.3,26.9,0.010,1,0.885,3.882,4.096,0
10,-4.6,28.6,0.130,1,0.863,3.748,3.968,0
11,-4.3,30.0,0.250,1,0.862,3.612,3.834,0
12,-4.0,31.4,0.266,1,0.836,3.473,3.696,0
13,-4.0,32.4,0.310,1,0.782,3.335,3.559,0
14,-4.2,33.5,0.190,1,0.830,3.198,3.426,0
15,-4.4,34.5,0.070,1,0.711,3.064,3.298,0
16,-4.6,35.7,0.064,1,0.624,2.930,3.171,0
17,-4.5,37.2,0.025,1,0.615,2.802,3.053,0
18,-4.3,38.8,-0.015,1,0.594,2.683,2.945,0
19,-4.1,40.5,0.105,1,0.314,2.568,2.843,0
20,-3.8,42.4,0.225,1,0.284,2.455,2.746,0
21,-3.3,44.5,0.345,1,0.256,2.347,2.656,0
22,-3.0,46.2,0.465,1,0.169,2.253,2.580,0
23,-2.7,47.8,0.585,1,-0.323,2.172,2.519,0
24,-2.4,49.4,0.600,1,0.341,2.100,2.470,0
25,-1.8,51.1,0.600,1,0.331,2.039,2.434,0
26,-2.1,52.6,0.600,1,0.296,2.020,2.403,0
27,-3.0,54.1,0.480,1,-0.021,1.996,2.369,0
28,-3.0,55.6,0.479,1,0.085,1.933,2.339,0
29,-2.3,57.2,0.359,1,0.038,1.879,2.321,0
30,-1.3,58.9,0.239,1,0.072,1.838,2.310,0
31,0.0,60.7,0.119,1,0.065,1.802,2.297,0
32,1.6,62.6,0.057,1,0.090,1.774,2.280,0
33,3.2,64.4,-0.007,1,0.052,1.754,2.258,0
34,4.9,66.4,0.034,1,0.112,1.742,2.238,0
35,6.7,68.4,0.103,1,0.104,1.740,2.222,0
36,8.4,70.3,0.101,1,0.097,1.743,2.209,0
37,10.0,72.4,0.076,1,0.121,1.754,2.198,0
38,11.5,74.4,0.114,1,0.195,1.767,2.191,0
39,13.0,76.4,0.234,1,0.236,1.780,2.188,0
40,14.3,78.4,0.354,1,0.283,1.787,2.187,0
41,15.5,80.3,0.328,1,-0.172,1.791,2.190,0
42,16.7,82.2,0.441,1,0.231,1.791,2.196,0
43,17.9,84.0,0.391,1,0.259,1.798,2.208,0
44,19.1,85.8,0.350,1,0.159,1.803,2.223,0
45,20.2,87.5,0.340,1,0.283,1.804,2.243,0
46,21.4,89.1,0.243,1,0.263,1.808,2.266,0
47,22.5,90.7,0.289,1,0.233,1.808,2.294,0
48,23.6,92.2,0.244,1,0.141,1.807,2.325,0
49,24.8,93.6,0.364,1,0.310,1.808,2.360,0
50,26.2,95.1,0.484,1,0.290,1.814,2.397,0
51,27.4,96.4,0.600,1,0.304,1.819,2.438,0
52,28.4,97.4,0.554,1,0.302,1.817,2.483,0
53,29.3,98.3,0.522,1,0.298,1.812,2.531,0
54,30.1,98.9,0.521,1,0.288,1.807,2.583,0
55,30.9,99.5,0.491,1,0.275,1.802,2.636,0
56,31.7,100.1,0.482,1,0.245,1.800,2.693,0
57,32.6,100.6,0.420,1,0.252,1.802,2.751,0
58,33.5,101.0,0.540,1,0.243,1.808,2.810,0
59,34.2,101.3,0.597,1,-0.001,1.816,2.872,0
60,34.9,101.5,0.600,1,0.024,1.827,2.935,0
61,35.7,101.7,0.600,1,0.245,1.844,2.998,0
62,36.7,102.2,0.600,1,0.209,1.871,3.061,0
63,37.5,102.5,0.600,1,0.273,1.895,3.126,0
64,37.9,102.4,0.600,1,0.269,1.916,3.193,0
65,38.1,102.0,0.480,1,-0.080,1.935,3.263,0
66,38.2,101.6,0.464,1,0.050,1.955,3.333,0
67,38.7,101.6,0.344,1,-0.308,1.983,3.402,0
68,39.5,101.9,0.321,1,-0.222,2.019,3.471,0
69,40.8,102.7,0.441,1,0.252,2.064,3.538,0
70,42.4,103.9,0.561,1,0.274,2.119,3.602,0
71,43.9,105.0,0.600,1,0.265,2.172,3.667,0
72,44.8,105.5,0.600,1,-0.124,2.216,3.736,0
73,44.6,104.9,0.515,1,-0.137,2.250,3.810,0
74,44.4,104.3,0.600,1,-0.273,2.287,3.883,0
75,45.3,104.8,0.600,1,-0.298,2.336,3.953,0
76,46.5,105.8,0.480,1,-0.232,2.393,4.020,0
77,47.9,106.9,0.360,1,-0.456,2.453,4.085,0
78,47.9,107.6,0.240,1,-0.466,2.463,4.152,0
79,47.9,108.1,0.360,1,0.323,2.473,4.219,0
80,47.3,108.1,0.480,1,0.296,2.483,4.286,0
81,45.6,106.9,0.600,1,0.292,2.491,4.354,0
82,43.9,105.7,0.600,1,0.274,2.495,4.424,0
83,43.7,104.7,0.600,1,0.313,2.531,4.497,0
84,43.6,103.7,0.600,1,0.302,2.557,4.573,0
85,42.8,101.9,0.600,1,0.281,2.574,4.649,0
86,41.1,99.2,0.600,1,0.302,2.586,4.726,0
87,38.9,95.9,0.600,1,0.269,2.591,4.802,0
88,36.7,92.6,0.504,1,-0.300,2.588,4.878,0
89,34.8,89.5,0.600,1,0.340,2.581,4.953,0
90,33.9,87.5,0.600,1,0.313,2.575,5.027,0
91,33.8,86.2,0.600,1,0.307,2.568,5.101,0
92,33.0,84.2,0.600,1,0.288,2.551,5.175,0
93,31.6,81.5,0.600,1,0.298,2.522,5.248,0
94,29.9,78.6,0.600,1,0.298,2.487,5.319,0
95,28.4,75.8,0.600,1,0.297,2.454,5.389,0
96,27.4,73.5,0.600,1,0.299,2.423,5.459,0
97,26.8,71.6,0.600,1,0.296,2.395,5.529,0
98,26.4,69.8,0.600,1,0.298,2.369,5.598,0
99,26.9,68.8,0.600,1,0.309,2.350,5.668,0
100,26.8,67.3,0.600,1,0.308,2.330,5.737,0
101,26.7,65.8,0.600,1,0.305,2.310,5.805,0
102,27.1,64.7,0.600,1,0.308,2.295,5.874,0
103,27.7,63.7,0.600,1,0.309,2.284,5.943,0
104,28.0,62.5,0.600,1,0.314,2.271,6.009,0
105,28.1,61.0,0.574,1,0.307,2.259,6.075,0
106,28.7,60.1,0.600,1,0.307,2.251,6.141,0
107,29.1,58.8,0.600,1,0.310,2.244,6.207,0
108,29.2,57.3,0.600,1,0.310,2.236,6.270,0
109,29.2,55.7,0.600,1,0.342,2.229,6.332,0
110,29.2,54.0,0.600,1,0.328,2.225,6.392,0
111,29.0,52.2,0.600,1,0.327,2.221,6.452,0
112,29.0,50.5,0.600,1,0.325,2.222,6.512,0
113,29.0,48.8,0.600,1,0.325,2.225,6.507,0
114,28.9,47.0,0.600,1,0.321,2.228,6.486,0
115,28.8,45.2,0.600,1,0.318,2.233,6.464,0
116,28.6,43.3,0.600,1,0.311,2.240,6.442,0
117,28.3,41.4,0.600,1,0.306,2.248,6.418,0
118,28.1,39.6,0.600,1,0.310,2.259,6.395,0
119,27.8,37.7,0.600,1,0.318,2.271,6.371,0
120,27.5,35.9,0.600,1,0.380,2.286,6.347,0
121,27.4,34.3,0.600,1,0.367,2.304,6.323,0
122,26.8,32.2,0.600,1,0.351,2.319,6.296,0
123,26.3,30.2,0.600,1,0.324,2.335,6.267,0
124,25.6,28.2,0.600,1,0.319,2.352,6.238,0
125,25.0,26.3,0.600,1,0.317,2.372,6.211,0
126,24.3,24.3,0.600,0,0.313,2.395,6.184,0
127,23.6,22.4,0.600,0,0.317,2.421,6.159,0
128,23.0,20.6,0.600,0,0.315,2.449,6.136,0
129,22.1,18.5,0.600,0,0.363,2.476,6.110,0
130,21.1,16.9,0.600,0,0.362,2.502,6.101,0
131,19.8,15.3,0.600,0,0.563,2.526,6.087,0
132,18.4,13.5,0.600,0,0.675,2.547,6.063,0
133,16.5,11.3,0.600,0,0.578,2.560,6.023,0
134,14.2,8.6,0.600,0,0.736,2.561,5.963,0
135,12.0,6.2,0.600,0,0.750,2.562,5.895,0
136,9.8,3.7,0.587,0,0.767,2.561,5.818,0
137,8.1,1.8,0.467,0,0.860,2.552,5.727,0
138,5.9,-0.6,0.347,0,0.855,2.539,5.624,0
139,3.9,-2.8,0.363,0,0.666,2.519,5.508,0
140,2.3,-4.6,0.343,1,0.762,2.497,5.383,0
141,0.9,-6.2,0.323,1,0.760,2.477,5.256,0
142,-0.3,-7.5,0.224,1,0.734,2.462,5.134,0
143,-1.3,-8.6,0.270,1,0.694,2.448,5.014,0
144,-2.1,-9.5,0.263,1,0.697,2.435,4.899,0
145,-2.6,-10.1,0.210,1,0.775,2.425,4.797,0
146,-2.8,-10.4,0.250,1,0.739,2.409,4.699,0
147,-3.0,-10.9,0.222,1,0.682,2.388,4.604,0
148,-3.4,-11.5,0.177,1,0.730,2.365,4.514,0
149,-3.5,-11.9,0.057,1,0.320,2.343,4.432,0
150,-3.5,-12.2,-0.001,1,0.392,2.319,4.353,0
151,-3.2,-12.3,0.091,1,0.431,2.297,4.281,0
152,-2.5,-11.9,0.032,1,0.422,2.289,4.225,0
153,-1.5,-11.2,0.072,1,0.422,2.288,4.179,0
154,-0.5,-10.6,0.046,1,0.397,2.290,4.138,0
155,0.5,-9.8,0.163,1,0.330,2.292,4.099,0
156,1.6,-9.1,0.229,1,0.287,2.297,4.064,0
157,2.9,-8.1,0.228,1,0.331,2.308,4.034,0
158,4.0,-7.3,0.291,1,0.324,2.322,4.009,0
159,5.1,-6.5,0.411,1,0.537,2.335,3.982,0
160,6.1,-5.7,0.508,0,0.526,2.349,3.956,0
161,7.0,-5.1,0.426,0,0.473,2.358,3.924,0
162,7.5,-4.8,0.423,0,0.455,2.358,3.883,0
163,8.1,-4.5,0.405,0,0.418,2.360,3.841,0
164,8.5,-4.4,0.341,0,0.425,2.362,3.800,0
165,8.9,-4.3,0.354,0,0.421,2.369,3.762,0
166,9.3,-4.1,0.336,0,0.394,2.376,3.721,0
167,9.6,-4.5,0.374,0,0.357,2.383,3.680,0
168,10.0,-5.5,0.437,0,0.273,2.394,3.642,0
169,10.3,-6.5,0.458,0,0.495,2.410,3.607,0
170,10.6,-7.4,0.514,0,0.450,2.433,3.578,0
171,10.8,-8.3,0.493,0,0.407,2.455,3.547,0
172,10.7,-9.6,0.423,0,0.393,2.471,3.507,0
173,10.5,-10.9,0.411,1,0.370,2.488,3.468,0
174,10.5,-12.0,0.488,1,0.377,2.511,3.432,0
175,10.2,-13.3,0.457,1,0.364,2.537,3.399,0
176,9.7,-14.7,0.494,1,0.350,2.565,3.366,0
177,9.0,-16.3,0.424,1,0.270,2.593,3.333,0
178,8.2,-17.8,0.407,1,0.213,2.623,3.301,0
179,7.6,-19.1,0.287,1,0.500,2.660,3.275,0
180,7.1,-20.1,0.167,1,0.506,2.702,3.179,0
181,6.5,-21.2,0.149,1,0.507,2.742,3.080,0
182,5.5,-23.0,0.107,1,0.535,2.771,2.971,0
183,4.2,-25.3,0.065,1,0.512,2.792,2.855,0
184,3.0,-27.7,0.065,1,0.487,2.810,2.739,0
185,1.9,-30.2,0.055,1,0.321,2.829,2.627,0
186,0.8,-32.5,0.038,1,0.335,2.850,2.518,0
187,-0.0,-34.3,0.048,1,0.325,2.880,2.414,0
188,-0.9,-35.9,0.054,1,0.225,2.914,2.314,0
189,-1.8,-37.3,0.130,1,0.636,2.950,2.214,0
190,-2.8,-38.4,0.046,1,0.570,2.991,2.119,0
191,-3.9,-39.3,-0.043,1,0.730,3.028,2.023,0
192,-5.3,-40.7,-0.084,1,0.639,3.049,1.929,0
193,-7.1,-42.7,-0.040,1,0.598,3.050,1.862,0
194,-8.9,-44.8,-0.057,1,0.584,3.044,1.805,0
195,-10.7,-46.8,-0.038,1,0.544,3.037,1.752,0
196,-12.4,-48.7,-0.007,1,0.590,3.029,1.703,0
197,-14.3,-50.3,-0.015,1,0.648,3.020,1.646,0
198,-16.4,-52.3,-0.052,1,0.666,3.003,1.600,0
199,-18.4,-54.4,-0.172,1,0.608,2.979,1.553,0
200,-20.6,-56.3,-0.292,1,0.595,2.948,1.499,0
201,-22.5,-58.2,-0.412,1,0.600,2.917,1.458,0
202,-24.2,-59.4,-0.456,1,0.559,2.891,1.413,0
203,-25.7,-60.8,-0.462,1,0.618,2.869,1.378,0
204,-26.9,-62.0,-0.456,1,0.601,2.851,1.345,0
205,-28.1,-62.7,-0.458,1,0.561,2.832,1.309,0
206,-29.1,-63.7,-0.458,1,0.536,2.817,1.279,0
207,-29.9,-64.0,-0.491,1,0.542,2.806,1.250,0
208,-30.5,-64.6,-0.520,1,0.555,2.799,1.225,0
209,-31.1,-65.2,-0.600,1,0.372,2.794,1.201,0
210,-31.5,-65.7,-0.600,1,0.398,2.790,1.177,0
211,-31.6,-66.5,-0.600,1,0.429,2.791,1.157,0
212,-31.7,-67.1,-0.600,1,0.435,2.801,1.140,0
213,-31.9,-67.7,-0.600,1,0.427,2.812,1.124,0
214,-32.0,-68.5,-0.600,1,0.422,2.823,1.108,0
215,-32.1,-69.2,-0.600,1,0.424,2.836,1.092,0
216,-32.0,-69.8,-0.600,1,0.367,2.851,1.078,0
217,-31.6,-70.1,-0.600,1,0.337,2.867,1.063,0
218,-31.2,-70.4,-0.600,1,0.343,2.886,1.051,0
219,-30.7,-70.6,-0.600,1,0.312,2.909,1.039,0
220,-29.5,-70.7,-0.600,1,0.354,2.888,1.027,0
221,-28.1,-69.6,-0.600,1,0.405,2.859,1.033,0
222,-26.7,-69.7,-0.600,1,0.360,2.828,1.021,0
223,-25.1,-69.8,-0.600,1,0.335,2.795,1.008,0
224,-23.4,-69.7,-0.600,1,0.000,2.763,0.996,1
225,-21.8,-69.6,-0.600,1,0.000,2.732,0.984,1
226,-20.2,-69.1,-0.600,1,0.000,2.710,0.975,1
227,-19.1,-68.6,-0.600,1,0.000,2.699,0.971,1
228,-18.6,-68.3,-0.600,1,0.000,2.694,0.969,1
229,-18.1,-68.0,-0.480,1,0.000,2.691,0.968,1
230,-17.6,-67.7,-0.480,1,0.000,2.687,0.967,1
231,-17.2,-67.4,-0.450,1,0.000,2.684,0.965,1
232,-16.9,-67.2,-0.391,1,0.000,2.682,0.964,1
233,-16.6,-67.1,-0.413,1,0.000,2.679,0.963,1
234,-16.4,-67.4,-0.362,1,0.000,2.678,0.990,1
235,-16.1,-68.7,-0.392,1,0.297,2.676,1.068,0
236,-15.7,-70.1,-0.368,1,0.282,2.673,1.143,0
237,-14.9,-71.5,-0.320,1,0.278,2.663,1.215,0
238,-13.4,-72.7,-0.333,1,0.258,2.645,1.280,0
239,-11.8,-73.9,-0.357,1,0.453,2.623,1.343,0
240,-10.1,-75.2,-0.362,1,0.439,2.600,1.404,0
241,-8.2,-76.4,-0.279,1,0.444,2.573,1.462,0
242,-6.0,-77.6,-0.293,1,0.447,2.537,1.515,0
243,-3.8,-79.0,-0.304,1,0.430,2.497,1.566,0
244,-1.7,-80.5,-0.297,1,0.418,2.455,1.616,0
245,0.3,-82.1,-0.269,1,0.367,2.414,1.664,0
246,2.2,-83.8,-0.193,1,0.331,2.373,1.711,0
247,3.9,-85.6,-0.073,1,0.261,2.337,1.756,0
248,5.4,-87.5,-0.050,1,0.269,2.303,1.800,0
249,6.6,-89.5,0.070,1,0.345,2.276,1.841,0
250,7.5,-91.7,0.190,1,0.314,2.250,1.880,0
251,8.3,-94.1,0.204,1,0.326,2.223,1.916,0
252,9.7,-96.7,0.183,1,0.312,2.197,1.950,0
253,12.2,-99.3,0.246,1,0.274,2.171,1.981,0
254,14.6,-102.0,0.200,1,0.247,2.142,2.011,0
255,17.1,-104.7,0.320,1,0.193,2.110,2.037,0
256,19.5,-107.4,0.269,1,0.198,2.077,2.060,0
257,21.7,-110.0,0.340,1,0.186,2.043,2.078,0
258,23.9,-112.7,0.351,1,0.192,2.007,2.092,0
259,26.1,-115.4,0.471,1,0.330,1.966,2.101,0
260,28.2,-118.1,0.591,1,0.314,1.923,2.107,0
261,30.3,-121.1,0.600,1,0.293,1.879,2.115,0
262,32.4,-124.5,0.600,1,0.280,1.837,2.132,0
263,34.5,-127.9,0.600,1,0.278,1.801,2.155,0
264,36.6,-131.3,0.501,1,0.294,1.771,2.182,0
265,38.7,-134.7,0.394,1,0.289,1.747,2.215,0
266,40.9,-138.0,0.376,1,0.250,1.728,2.253,0
267,43.1,-141.2,0.363,1,0.239,1.714,2.295,0
268,45.3,-144.3,0.373,1,0.215,1.706,2.340,0
269,47.4,-147.3,0.253,1,-0.340,1.703,2.388,0
270,49.5,-150.2,0.133,1,-0.460,1.706,2.437,0
271,51.7,-152.7,0.013,1,-0.386,1.714,2.485,0
272,53.9,-154.5,-0.107,1,-0.355,1.734,2.523,0
273,56.2,-155.6,-0.227,1,-0.377,1.763,2.547,0
274,58.4,-156.2,-0.347,1,-0.370,1.797,2.564,0
275,60.8,-156.6,-0.467,1,-0.383,1.830,2.581,0
276,63.2,-156.8,-0.587,1,-0.360,1.860,2.598,0
277,65.6,-157.1,-0.600,1,-0.361,1.889,2.617,0
278,67.8,-157.4,-0.600,1,-0.376,1.916,2.637,0
279,69.8,-158.0,-0.600,1,-0.414,1.941,2.660,0
280,71.6,-158.7,-0.600,1,-0.414,1.963,2.686,0
281,73.1,-159.8,-0.600,1,-0.357,1.984,2.715,0
282,74.7,-160.8,-0.600,1,-0.395,2.003,2.748,0
283,76.3,-161.9,-0.600,1,-0.363,2.021,2.784,0
284,78.5,-162.3,-0.600,1,-0.354,2.038,2.821,0
285,80.9,-162.3,-0.600,1,-0.416,2.055,2.856,0
286,84.2,-161.3,-0.600,1,-0.399,2.072,2.892,0
287,88.3,-159.5,-0.600,1,0.276,2.086,2.928,0
288,92.9,-157.2,-0.600,1,-0.256,2.099,2.967,0
289,97.2,-155.3,-0.600,1,-0.350,2.105,3.013,0
290,101.7,-153.2,-0.600,1,0.148,2.105,3.059,0
291,106.7,-150.5,-0.600,1,-0.261,2.097,3.104,0
292,111.4,-148.1,-0.600,1,-0.310,2.083,3.153,0
293,116.0,-145.8,-0.600,1,-0.269,2.062,3.202,0
294,121.0,-142.8,-0.600,1,-0.283,2.036,3.249,0
295,126.1,-139.8,-0.600,1,-0.287,2.010,3.296,0
296,131.3,-136.7,-0.600,1,-0.302,1.984,3.345,0
297,136.2,-133.9,-0.600,0,-0.292,1.957,3.395,0
298,140.6,-132.0,-0.600,0,-0.305,1.936,3.453,0
299,145.5,-129.2,-0.600,0,0.234,1.911,3.504,0
300,150.7,-126.2,-0.600,0,0.270,1.885,3.557,0
301,155.7,-123.5,-0.600,0,0.275,1.864,3.612,0
302,159.8,-122.1,-0.600,0,0.278,1.855,3.675,0
303,162.5,-122.3,-0.600,0,0.269,1.863,3.746,0
304,164.8,-123.1,-0.600,0,0.270,1.882,3.823,0
305,167.4,-123.6,-0.600,0,0.273,1.903,3.901,0
306,170.9,-123.0,-0.600,0,0.281,1.927,3.979,0
307,175.3,-121.4,-0.600,0,0.298,1.955,4.057,0
308,-179.6,-119.2,-0.600,0,0.294,1.989,4.138,0
309,-174.5,-116.7,-0.600,0,0.360,2.025,4.219,0
310,-170.4,-115.1,-0.600,0,0.350,2.063,4.297,0
