step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,14.8,-14.7,0.054,0,0.818,4.658,4.547,0
2,14.6,-13.9,0.059,0,0.830,4.645,4.500,0
3,13.8,-13.7,0.045,0,0.797,4.608,4.438,0
4,12.5,-14.2,-0.042,1,0.629,4.553,4.354,0
5,10.7,-15.3,-0.055,1,0.654,4.470,4.248,0
6,8.9,-16.5,-0.047,1,0.678,4.366,4.129,0
7,7.4,-17.6,-0.066,1,0.635,4.256,4.002,0
8,7.8,-16.9,-0.073,1,0.633,4.150,3.882,0
9,7.8,-16.9,-0.135,1,0.670,4.034,3.748,0
10,7.0,-17.9,-0.073,1,0.790,3.919,3.614,0
11,6.5,-18.6,-0.119,1,0.820,3.801,3.476,0
12,6.1,-19.3,-0.185,1,0.798,3.675,3.333,0
13,6.0,-19.8,-0.174,1,0.837,3.548,3.189,0
14,6.1,-20.2,-0.145,1,0.604,3.418,3.041,0
15,6.5,-20.5,-0.146,1,0.465,3.290,2.891,0
16,7.1,-20.6,-0.154,1,0.449,3.173,2.749,0
17,8.2,-20.3,-0.199,1,0.422,3.074,2.621,0
18,9.3,-19.8,-0.202,1,0.267,2.991,2.503,0
19,10.5,-19.2,-0.133,1,0.341,2.918,2.393,0
20,11.9,-18.2,-0.253,1,0.295,2.859,2.295,0
21,13.2,-16.9,-0.373,1,0.298,2.805,2.206,0
22,14.8,-15.3,-0.493,1,0.264,2.754,2.123,0
23,16.6,-13.2,-0.373,0,0.320,2.705,2.047,0
24,18.5,-10.9,-0.253,0,0.244,2.660,1.978,0
25,20.5,-8.3,-0.133,0,0.227,2.616,1.914,0
26,22.5,-5.6,-0.013,0,0.247,2.578,1.859,0
27,24.4,-2.8,0.107,0,0.241,2.546,1.813,0
28,26.3,0.0,0.227,0,0.304,2.516,1.772,0
29,28.2,2.5,0.347,0,0.299,2.489,1.738,0
30,30.0,3.7,0.467,0,0.305,2.460,1.708,0
31,31.8,5.3,0.587,0,0.321,2.432,1.675,0
32,33.4,6.6,0.600,0,0.309,2.404,1.642,0
33,34.8,7.8,0.600,0,0.300,2.377,1.609,0
34,36.0,8.8,0.600,0,0.307,2.351,1.577,0
35,37.3,9.9,0.600,0,0.304,2.327,1.547,0
36,38.3,10.8,0.600,0,0.296,2.304,1.517,0
37,39.4,11.2,0.535,0,0.297,2.283,1.488,0
38,40.4,12.0,0.479,0,0.292,2.263,1.460,0
39,41.3,12.9,0.599,0,0.286,2.245,1.434,0
40,42.2,13.7,0.597,0,0.215,2.229,1.409,0
41,43.0,14.5,0.477,0,-0.386,2.214,1.386,0
42,43.9,15.3,0.357,0,-0.392,2.205,1.369,0
43,45.0,16.6,0.237,0,-0.574,2.205,1.365,0
44,46.4,18.2,0.117,0,-0.569,2.219,1.379,0
45,48.2,19.8,-0.003,0,-0.493,2.242,1.405,0
46,50.3,20.6,-0.123,0,-0.422,2.268,1.429,0
47,52.5,21.6,-0.243,0,-0.445,2.290,1.454,0
48,54.7,22.6,-0.363,0,-0.438,2.311,1.479,0
49,57.0,23.6,-0.483,0,-0.598,2.328,1.503,0
50,59.0,24.4,-0.600,0,-0.645,2.341,1.525,0
51,60.9,25.0,-0.480,0,-0.610,2.350,1.544,0
52,62.8,25.7,-0.360,0,-0.605,2.357,1.564,0
53,64.7,26.4,-0.240,0,-0.614,2.362,1.585,0
54,66.7,27.2,-0.120,0,0.278,2.366,1.607,0
55,68.8,29.0,-0.099,0,0.227,2.368,1.600,0
56,70.6,31.2,0.021,0,0.279,2.365,1.549,0
57,72.0,31.7,0.141,0,0.297,2.357,1.526,0
58,73.0,31.3,0.156,0,-0.413,2.344,1.513,0
59,73.7,30.6,0.036,0,0.337,2.328,1.493,0
60,74.7,30.1,-0.084,0,0.342,2.314,1.479,0
61,75.9,31.3,-0.204,0,0.328,2.302,1.453,0
62,77.2,34.1,-0.324,0,0.313,2.291,1.407,0
63,78.9,37.6,-0.444,0,0.300,2.282,1.368,0
64,81.3,41.9,-0.324,0,0.357,2.277,1.344,0
65,83.9,46.6,-0.204,0,0.329,2.278,1.334,0
66,86.5,51.2,-0.084,0,0.308,2.283,1.338,0
67,88.6,55.2,0.036,0,0.302,2.293,1.355,0
68,90.6,56.6,0.156,0,0.271,2.306,1.348,0
69,92.6,57.5,0.036,0,0.297,2.319,1.335,0
70,94.5,58.3,-0.084,0,0.289,2.331,1.323,0
71,96.5,59.3,-0.204,0,0.293,2.343,1.311,0
72,98.7,60.5,-0.324,0,0.291,2.356,1.299,0
73,101.2,62.0,-0.444,0,0.288,2.368,1.286,0
74,103.8,63.7,-0.564,0,0.302,2.381,1.274,0
75,106.6,65.7,-0.600,0,0.285,2.395,1.263,0
76,109.6,70.3,-0.600,0,0.281,2.410,1.243,0
77,112.5,76.1,-0.600,0,-0.322,2.430,1.221,0
78,115.3,81.9,-0.600,0,-0.295,2.453,1.200,0
79,117.9,83.8,-0.600,0,0.302,2.473,1.197,0
80,119.9,84.6,-0.600,0,0.299,2.486,1.197,0
81,121.3,84.5,-0.600,0,0.282,2.493,1.198,0
82,122.8,84.8,-0.600,0,0.287,2.502,1.198,0
83,125.4,86.5,-0.600,0,0.295,2.515,1.197,0
84,128.7,89.3,-0.600,0,0.280,2.529,1.196,0
85,132.3,93.0,-0.600,0,0.277,2.542,1.203,0
86,136.0,96.3,-0.600,0,0.287,2.553,1.205,0
87,139.6,99.6,-0.600,0,0.287,2.561,1.209,0
88,143.2,106.3,-0.600,0,0.282,2.566,1.240,0
89,146.7,113.0,-0.600,0,0.303,2.569,1.272,0
90,150.1,119.5,-0.600,0,0.312,2.568,1.305,0
91,153.5,125.8,-0.600,0,0.341,2.565,1.340,0
92,156.8,132.0,-0.600,0,0.333,2.564,1.375,0
93,160.2,138.2,-0.600,0,0.294,2.566,1.412,0
94,163.6,144.2,-0.600,0,0.308,2.570,1.449,0
95,166.8,149.9,-0.600,0,0.294,2.574,1.483,0
96,169.6,155.4,-0.600,0,0.295,2.587,1.515,0
97,171.6,160.6,-0.600,0,0.278,2.616,1.545,0
98,173.6,165.7,-0.600,0,0.298,2.645,1.571,0
99,175.4,170.5,-0.600,0,0.321,2.674,1.592,0
100,177.8,175.3,-0.600,0,0.343,2.703,1.611,0
101,-179.0,-179.9,-0.600,1,0.319,2.738,1.628,0
102,-175.9,-175.2,-0.600,0,0.302,2.781,1.646,0
103,-172.8,-170.6,-0.600,0,0.296,2.830,1.669,0
104,-169.9,-166.1,-0.600,0,0.283,2.884,1.696,0
105,-167.1,-161.8,-0.600,0,0.279,2.942,1.729,0
106,-164.4,-157.6,-0.600,0,0.275,3.004,1.768,0
107,-161.9,-153.7,-0.600,0,0.283,3.070,1.814,0
108,-159.5,-149.9,-0.600,0,0.284,3.138,1.866,0
109,-157.0,-146.2,-0.600,0,0.244,3.205,1.924,0
110,-154.5,-142.7,-0.600,0,0.317,3.270,1.987,0
111,-152.0,-139.3,-0.600,0,0.287,3.332,2.054,0
112,-149.5,-136.2,-0.600,0,0.282,3.395,2.124,0
113,-147.0,-133.1,-0.600,0,0.289,3.455,2.197,0
114,-144.3,-130.0,-0.600,0,0.283,3.513,2.272,0
115,-141.8,-127.2,-0.600,0,0.281,3.570,2.348,0
116,-139.3,-124.4,-0.600,0,0.289,3.626,2.425,0
117,-136.8,-121.8,-0.600,0,0.289,3.681,2.502,0
118,-134.3,-119.2,-0.600,0,0.301,3.734,2.581,0
119,-131.8,-116.7,-0.600,0,0.264,3.786,2.659,0
120,-129.3,-114.2,-0.600,0,0.309,3.839,2.739,0
121,-126.8,-111.7,-0.600,0,0.317,3.889,2.817,0
122,-124.3,-109.3,-0.600,0,0.305,3.938,2.895,0
123,-121.8,-106.9,-0.600,0,0.301,3.987,2.974,0
124,-119.2,-105.1,-0.600,0,0.308,4.034,2.993,0
125,-116.7,-103.4,-0.600,0,0.336,4.080,3.001,0
