step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop
1,16.8,-9.9,0.120,0,0.692,4.678,4.578,0
2,17.7,-9.3,0.228,0,0.777,4.661,4.539,0
3,18.6,-8.8,0.145,0,0.846,4.628,4.488,0
4,19.5,-8.5,0.114,0,0.858,4.572,4.416,0
5,20.5,-8.3,0.069,0,0.846,4.492,4.321,0
6,21.4,-8.3,-0.020,0,0.757,4.389,4.204,0
7,22.1,-8.7,-0.035,0,0.568,4.269,4.074,0
8,22.6,-9.1,-0.012,0,0.486,4.154,3.953,0
9,24.3,-8.3,0.108,0,0.743,4.027,3.828,0
10,25.6,-7.9,0.157,0,0.805,3.912,3.718,0
11,26.6,-7.6,0.088,0,0.824,3.797,3.611,0
12,27.1,-7.9,0.101,0,0.885,3.680,3.500,0
13,27.4,-8.6,0.072,0,0.848,3.551,3.374,0
14,27.7,-9.5,0.074,0,0.552,3.415,3.240,0
15,28.5,-10.0,0.072,0,0.649,3.280,3.104,0
16,29.5,-10.4,0.125,0,0.607,3.154,2.977,0
17,30.8,-10.4,0.162,0,0.534,3.037,2.858,0
18,32.1,-10.6,0.216,0,0.459,2.927,2.743,0
19,33.4,-10.6,0.243,0,0.256,2.825,2.635,0
20,34.7,-10.7,0.263,0,0.238,2.732,2.534,0
21,36.2,-10.7,0.143,0,0.379,2.645,2.439,0
22,37.6,-10.6,0.023,0,0.364,2.571,2.355,0
23,39.2,-10.5,-0.097,0,0.350,2.502,2.270,0
24,41.1,-10.2,0.023,0,0.227,2.439,2.183,0
25,43.2,-9.7,0.143,0,0.206,2.384,2.097,0
26,45.5,-9.2,0.263,0,0.202,2.343,2.028,0
27,47.7,-9.4,0.383,0,0.225,2.312,2.007,0
28,49.9,-9.7,0.503,0,0.269,2.288,1.987,0
29,52.0,-8.8,0.383,0,-0.186,2.268,1.925,0
30,54.2,-7.9,0.263,0,-0.173,2.251,1.866,0
31,56.3,-6.7,0.383,0,-0.359,2.239,1.816,0
32,58.4,-5.1,0.503,0,-0.339,2.231,1.788,0
33,60.3,-3.1,0.383,0,0.286,2.226,1.786,0
34,62.1,-0.9,0.263,0,0.340,2.221,1.803,0
35,63.9,1.1,0.143,0,0.331,2.211,1.823,0
36,65.9,2.9,0.263,0,0.301,2.197,1.834,0
37,67.9,4.2,0.383,0,0.305,2.178,1.834,0
38,69.7,5.1,0.503,0,0.291,2.161,1.825,0
39,71.5,5.9,0.383,0,0.234,2.148,1.815,0
40,73.3,6.7,0.375,0,0.084,2.140,1.805,0
41,75.0,7.6,0.495,0,-0.258,2.137,1.799,0
42,76.9,8.8,0.600,0,-0.201,2.142,1.804,0
43,78.9,10.5,0.480,0,0.026,2.153,1.822,0
44,80.9,12.4,0.600,0,0.351,2.169,1.851,0
45,82.8,14.1,0.600,0,0.303,2.186,1.873,0
46,84.3,15.1,0.600,0,0.322,2.205,1.880,0
47,85.4,15.6,0.493,0,0.318,2.225,1.872,0
48,86.3,15.7,0.600,0,0.309,2.249,1.860,0
49,87.0,15.8,0.600,0,0.208,2.278,1.847,0
50,87.7,16.0,0.600,0,0.263,2.310,1.833,0
51,88.3,16.2,0.600,0,0.310,2.345,1.823,0
52,88.9,16.5,0.600,0,0.311,2.384,1.814,0
53,89.2,16.6,0.600,0,0.340,2.426,1.803,0
54,89.5,16.7,0.600,0,0.309,2.470,1.791,0
55,89.7,16.8,0.600,0,0.321,2.518,1.777,0
56,89.9,17.0,0.600,0,0.312,2.567,1.765,0
57,90.0,17.2,0.600,0,0.309,2.620,1.756,0
58,90.0,17.5,0.600,0,0.302,2.674,1.749,0
59,89.9,17.6,0.600,0,-0.280,2.730,1.745,0
60,89.8,17.7,0.600,0,-0.320,2.788,1.744,0
61,89.8,18.1,0.480,0,0.245,2.848,1.748,0
62,90.1,18.9,0.360,0,0.216,2.909,1.768,0
63,90.4,19.7,0.240,0,0.228,2.971,1.787,0
64,90.4,20.2,0.120,0,0.269,3.034,1.803,0
65,90.5,20.7,0.000,0,0.317,3.099,1.818,0
66,90.5,21.2,0.120,0,-0.366,3.165,1.832,0
67,90.6,21.7,0.240,0,-0.325,3.232,1.845,0
