step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
124,-6.8,32.4,0.453,1,0.457,2.872,2.244,0,0.457,391.6,0,0,0,122.1,98.3,249.9,419.4,1.009
125,-7.5,32.5,0.573,1,0.296,2.913,2.210,0,0.296,385.1,0,0,0,0.1,17.2,155.1,475.1,1.020
126,-9.5,31.3,0.600,1,0.348,2.945,2.175,0,0.348,382.5,0,0,0,55.6,65.7,176.2,458.2,1.006
127,-12.4,29.3,0.600,1,0.356,2.972,2.142,0,0.356,384.1,0,0,0,43.3,105.7,131.8,431.3,1.013
128,-15.6,27.0,0.600,1,0.404,2.995,2.105,0,0.404,388.7,0,0,0,71.4,98.8,186.5,448.9,1.000
129,-17.9,25.5,0.600,1,0.298,3.007,2.078,0,0.298,391.6,0,0,0,1.6,14.5,163.0,479.4,1.003
130,-20.8,23.5,0.600,1,0.293,3.016,2.046,0,0.293,392.6,0,0,0,-5.0,24.6,133.3,471.3,1.006
131,-23.3,21.9,0.600,0,0.297,3.022,2.019,0,0.297,390.2,0,0,0,-0.7,30.9,133.5,464.7,1.005
132,-25.2,20.7,0.600,0,0.305,3.030,1.996,0,0.305,0.0,0,0,0,-2.5,17.5,142.7,478.1,1.005
133,-26.9,19.7,0.600,0,0.000,3.035,1.976,0,0.306,478.9,1,0,0,1.2,6.2,161.7,480.1,1.008
134,-28.6,18.8,0.600,0,0.000,3.037,1.958,0,0.313,478.9,1,0,1,2.1,1.9,157.9,477.2,0.998
135,-29.5,18.5,0.600,0,0.000,3.045,1.949,0,0.308,479.1,1,0,1,9.3,2.2,173.2,478.4,1.001
136,-29.2,19.1,0.600,0,0.000,3.059,1.952,0,0.309,479.0,1,0,1,22.4,6.5,184.5,477.2,0.994
137,-28.5,20.0,0.523,0,0.000,3.074,1.958,0,0.305,478.5,1,0,1,67.0,38.1,224.7,480.3,1.002
138,-27.8,21.0,0.535,0,0.000,3.087,1.965,0,0.324,477.6,1,0,1,44.2,20.2,215.4,482.9,1.000
139,-27.0,22.0,0.452,0,0.100,3.098,1.972,0,0.333,0.0,0,0,1,70.8,37.6,253.4,476.0,1.004
140,-26.2,23.1,0.572,0,0.200,3.107,1.978,0,0.303,0.0,0,0,1,31.2,28.7,199.1,478.0,0.999
141,-25.6,23.9,0.600,0,0.300,3.109,1.981,0,0.356,0.0,0,0,1,22.8,33.8,167.6,472.9,1.006
142,-26.2,23.7,0.600,0,0.331,3.100,1.976,0,0.331,0.0,0,0,0,10.6,25.6,166.5,472.5,1.003
143,-28.3,23.0,0.600,0,0.328,3.080,1.964,0,0.328,0.0,0,0,0,7.3,17.3,156.4,472.5,1.002
144,-31.7,21.9,0.600,0,0.331,3.054,1.947,0,0.331,0.0,0,0,0,12.1,13.2,167.8,472.6,1.001
145,-35.0,20.8,0.600,0,0.321,3.029,1.931,0,0.321,0.0,0,0,0,3.1,5.1,163.5,475.4,1.000
146,-38.3,19.8,0.600,0,0.321,3.004,1.916,0,0.321,0.0,0,0,0,9.7,5.0,173.2,473.8,0.998
147,-41.4,18.9,0.600,0,0.324,2.981,1.900,0,0.324,0.0,0,0,0,19.4,9.0,185.4,471.6,0.994
148,-44.5,18.2,0.600,0,0.315,2.959,1.886,0,0.315,0.0,0,0,0,36.5,9.1,201.0,474.9,0.996
149,-47.3,17.6,0.600,0,0.000,2.938,1.873,0,0.288,478.1,1,0,0,-3.6,-0.6,2.8,-2.1,-0.005
150,-50.3,17.0,0.600,0,0.000,2.918,1.858,0,0.305,477.2,1,0,1,-0.4,0.1,1.9,-1.1,0.000
151,-52.9,16.7,0.600,0,0.000,2.902,1.848,0,0.310,477.5,1,0,1,1.4,0.4,3.5,-0.3,0.002
152,-54.5,17.4,0.600,0,0.000,2.894,1.852,0,0.304,477.5,1,0,1,1.6,0.2,4.1,0.1,-0.003
153,-55.1,18.3,0.600,0,0.000,2.892,1.859,0,0.305,477.9,1,0,1,3.5,0.6,9.2,1.7,0.008
154,-55.6,19.5,0.600,0,0.000,2.890,1.867,0,0.295,478.5,1,0,1,0.9,0.2,8.0,0.4,-0.002
155,-56.2,20.7,0.600,0,0.000,2.888,1.873,0,0.304,478.3,1,0,1,0.7,-0.0,5.5,-0.5,-0.001
156,-56.8,21.9,0.600,0,0.100,2.886,1.877,0,0.316,0.0,0,0,1,0.0,0.9,3.9,3.6,0.009
157,-57.5,23.0,0.600,0,0.200,2.883,1.878,0,0.301,0.0,0,0,1,-1.8,0.2,6.9,1.8,0.002
158,-58.8,23.7,0.600,0,0.300,2.878,1.873,0,0.309,0.0,0,0,1,-1.9,0.1,1.0,2.2,0.001
159,-60.9,23.8,0.480,0,0.367,2.869,1.859,0,0.367,0.0,0,0,0,3.4,0.6,0.7,-4.3,-0.002
160,-63.6,23.6,0.360,0,0.373,2.858,1.836,0,0.373,0.0,0,0,0,4.9,0.5,2.9,-2.4,-0.002
161,-66.6,23.2,0.240,0,0.336,2.819,1.807,0,0.336,0.0,0,0,0,4.0,0.3,2.7,-2.7,0.001
162,-69.7,22.9,0.120,0,0.314,2.727,1.774,0,0.314,0.0,0,0,0,5.0,-0.3,1.9,-0.7,0.003
163,-72.5,23.1,0.000,0,0.307,2.638,1.741,0,0.307,0.0,0,0,0,4.2,0.5,1.6,-1.4,-0.001
164,-75.1,23.6,-0.120,0,0.286,2.552,1.707,0,0.286,0.0,0,0,0,6.2,-0.6,2.9,-4.9,-0.005
165,-77.7,24.5,-0.240,0,0.289,2.471,1.672,0,0.289,0.0,0,0,0,5.8,0.3,3.3,-4.1,0.002
166,-80.3,25.5,-0.360,0,0.294,2.395,1.634,0,0.294,0.0,0,0,0,4.6,0.6,3.0,-2.9,-0.000
167,-82.9,25.2,-0.480,0,0.299,2.325,1.609,0,0.299,0.0,0,0,0,5.1,0.7,1.9,-2.1,0.003
168,-85.6,24.8,-0.600,0,0.300,2.263,1.586,0,0.300,0.0,0,0,0,5.0,0.3,1.2,-2.9,0.002
169,-88.3,24.8,-0.600,0,0.300,2.210,1.563,0,0.300,0.0,0,0,0,-1.4,0.5,-2.0,-5.5,-0.004
170,-90.5,25.3,-0.600,0,0.292,2.168,1.540,0,0.292,0.0,0,0,0,0.7,1.2,2.3,-0.4,0.002
171,-92.9,26.1,-0.600,0,0.301,2.137,1.515,0,0.301,0.0,0,0,0,-3.8,0.3,-2.5,0.7,0.008
172,-95.3,26.9,-0.600,0,0.316,2.119,1.491,0,0.316,0.0,0,0,0,-0.0,1.0,-0.0,-0.3,0.003
173,-97.6,28.0,-0.600,0,0.314,2.108,1.466,0,0.314,0.0,0,0,0,-0.3,1.6,-0.7,0.6,-0.001
174,-99.9,29.2,-0.600,0,0.315,2.102,1.440,0,0.315,0.0,0,0,0,3.5,1.5,1.1,-1.4,0.005
175,-102.0,34.2,-0.600,0,0.332,2.101,1.402,0,0.332,0.0,0,0,0,2.5,1.2,1.6,0.3,0.005
176,-103.9,39.5,-0.600,0,0.324,2.106,1.373,0,0.324,0.0,0,0,0,1.2,0.7,1.2,0.6,0.002
177,-106.0,46.2,-0.600,0,0.314,2.119,1.349,0,0.314,0.0,0,0,0,0.3,0.4,1.0,-0.2,0.005
178,-107.3,51.2,-0.600,0,0.316,2.132,1.339,0,0.316,0.0,0,0,0,1.4,0.7,-0.7,-0.6,0.005
179,-108.8,57.3,-0.600,0,0.329,2.151,1.337,0,0.329,0.0,0,0,0,-2.4,-0.0,-3.1,-4.6,-0.006
180,-109.2,64.2,-0.600,0,0.309,2.174,1.346,0,0.309,0.0,0,0,0,-1.6,0.3,-0.6,-3.3,-0.005
181,-110.0,70.6,-0.600,0,0.309,2.201,1.365,0,0.309,0.0,0,0,0,0.0,0.6,0.7,-4.3,-0.007
182,-110.0,77.5,-0.600,0,0.300,2.231,1.393,0,0.300,0.0,0,0,0,2.2,0.3,5.5,-1.3,-0.005
183,-110.4,83.9,-0.600,0,0.304,2.266,1.430,0,0.304,0.0,0,0,0,1.5,-0.1,2.5,-2.9,-0.005
184,-110.9,90.0,-0.600,0,0.282,2.304,1.474,0,0.282,0.0,0,0,0,514.7,97.6,629.8,427.2,0.996
185,-111.1,97.0,-0.600,0,0.292,2.353,1.537,0,0.292,0.0,0,0,0,9.2,0.7,13.9,-1.5,0.017
186,-111.5,101.2,-0.600,0,0.269,2.389,1.586,0,0.269,0.0,0,0,0,480.8,68.0,586.4,462.3,0.998
187,-111.9,106.2,-0.600,0,0.233,2.436,1.651,0,0.233,0.0,0,0,0,446.4,64.6,568.0,461.4,1.002
188,-111.9,111.1,-0.600,0,0.200,2.485,1.721,0,0.200,0.0,0,0,0,431.0,51.2,566.3,468.9,1.003
189,-112.0,115.5,-0.600,1,0.300,2.536,1.795,0,0.314,0.0,0,0,1,-0.1,-0.2,-3.8,-2.9,-0.005
190,-112.2,119.6,-0.600,1,0.310,2.588,1.872,0,0.310,0.0,0,0,0,2.4,0.7,-1.3,-2.1,-0.005
191,-112.2,123.5,-0.600,1,0.279,2.644,1.953,0,0.279,0.0,0,0,0,0.3,0.9,-5.7,-1.3,-0.006
192,-112.0,127.6,-0.600,1,0.296,2.703,2.040,0,0.296,0.0,0,0,0,1.1,1.1,-2.0,0.1,0.002
193,-111.8,131.6,-0.600,1,0.300,2.764,2.129,0,0.300,0.0,0,0,0,5.3,1.8,3.9,0.3,0.004
194,-112.2,134.3,-0.600,1,0.302,2.825,2.217,0,0.302,0.0,0,0,0,8.8,2.2,6.9,-0.3,0.012
195,-112.4,137.1,-0.600,1,0.396,2.887,2.306,0,0.396,0.0,0,0,0,547.2,119.1,631.0,425.4,1.007
196,-112.3,140.1,-0.600,1,0.349,2.952,2.401,0,0.349,0.0,0,0,0,536.8,83.0,621.2,451.8,1.002
197,-111.8,143.5,-0.600,1,0.295,3.020,2.501,0,0.295,0.0,0,0,0,522.2,68.3,614.5,468.1,1.002
198,-111.2,146.9,-0.600,1,0.395,3.091,2.604,0,0.407,0.0,0,0,1,6.5,-0.7,4.0,4.1,0.007
199,-110.5,150.2,-0.600,1,0.298,3.162,2.709,0,0.298,0.0,0,0,0,-4.1,-0.1,-2.3,-4.0,-0.001
200,-109.7,153.5,-0.600,1,0.289,3.236,2.820,0,0.289,0.0,0,0,0,0.8,0.5,0.0,-3.7,-0.004
201,-108.4,156.7,-0.600,1,0.276,3.278,2.931,0,0.276,0.0,0,0,0,3.4,0.2,2.1,-1.5,-0.002
202,-106.8,159.7,-0.600,1,-0.266,3.288,3.040,0,-0.266,0.0,0,0,0,6.8,1.7,-1.5,-2.2,0.003
203,-105.5,162.2,-0.600,1,-0.283,3.295,3.146,0,-0.283,0.0,0,0,0,5.4,1.9,5.4,-0.1,0.006
204,-104.2,164.3,-0.600,1,-0.324,3.300,3.244,0,-0.324,0.0,0,0,0,8.8,1.8,6.1,-0.9,0.002
205,-103.5,165.7,-0.600,1,-0.312,3.300,3.328,0,-0.312,0.0,0,0,0,7.6,2.2,9.4,-0.8,-0.001
206,-103.6,165.8,-0.600,1,-0.269,3.298,3.400,0,-0.269,0.0,0,0,0,9.9,2.3,5.1,-1.2,0.002
207,-103.7,165.8,-0.600,1,0.100,3.294,3.465,0,0.265,0.0,0,0,1,2.1,0.1,5.5,0.7,0.003
208,-104.0,165.7,-0.600,1,-0.276,3.290,3.532,0,-0.276,0.0,0,0,0,8.9,2.4,5.0,-2.4,0.003
