step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,6.6,-17.0,-0.120,1,0.100,4.198,4.395,0,0.961,325.9,0,0,1,348.0,139.0,438.4,339.5,1.007
2,6.3,-16.7,-0.187,1,0.200,4.127,4.333,0,0.953,326.1,0,0,1,321.7,138.7,414.8,339.7,1.003
3,5.6,-17.0,-0.181,1,0.300,4.047,4.265,0,0.894,327.4,0,0,1,317.7,133.4,425.9,345.7,1.000
4,4.6,-17.8,-0.123,1,0.400,3.959,4.188,0,0.808,330.7,0,0,1,300.3,131.5,406.5,350.0,1.002
5,3.1,-19.4,-0.110,1,0.500,3.843,4.088,0,0.756,336.9,0,0,1,299.1,126.5,406.7,359.6,1.005
6,1.8,-21.0,-0.091,1,0.600,3.753,4.010,0,0.767,340.5,0,0,1,281.8,124.1,406.0,360.7,0.998
7,0.2,-23.1,-0.044,1,0.700,3.636,3.908,0,0.705,345.0,0,0,1,263.2,118.8,398.9,367.4,0.999
8,-1.2,-25.4,0.002,1,0.504,3.510,3.799,0,0.504,347.5,0,0,0,244.8,105.6,389.1,391.0,1.002
9,-2.7,-28.1,-0.118,1,0.604,3.357,3.663,0,0.809,355.0,0,0,1,409.8,126.1,488.9,365.7,0.995
10,-3.4,-30.2,-0.238,1,0.644,3.235,3.554,0,0.644,362.2,0,0,0,420.5,108.8,531.9,402.3,1.002
11,-3.9,-31.8,-0.358,1,0.593,3.139,3.465,0,0.593,369.0,0,0,0,424.1,108.2,537.7,407.2,1.001
12,-3.8,-33.4,-0.471,1,0.619,3.019,3.354,0,0.619,376.5,0,0,0,402.7,112.0,519.6,391.9,0.998
13,-3.4,-34.7,-0.530,1,0.549,2.900,3.245,0,0.549,383.1,0,0,0,424.8,105.8,550.2,407.5,1.000
14,-2.7,-35.7,-0.410,1,0.649,2.779,3.136,0,0.711,392.6,0,0,1,375.2,118.3,487.2,378.7,0.994
15,-1.8,-36.7,-0.387,1,0.604,2.658,3.030,0,0.604,400.1,0,0,0,367.7,112.4,499.7,387.7,0.996
16,-0.8,-37.7,-0.354,1,0.556,2.533,2.922,0,0.556,415.8,0,0,0,352.6,105.4,501.1,403.3,0.998
17,0.6,-38.4,-0.271,1,0.603,2.409,2.816,0,0.603,426.4,0,0,0,323.4,111.5,463.0,393.0,0.999
18,2.0,-39.2,-0.206,1,0.532,2.287,2.714,0,0.532,434.4,0,0,0,302.4,106.3,458.1,404.4,1.002
19,3.6,-40.0,-0.086,1,0.171,2.163,2.611,0,0.171,441.1,0,0,0,243.3,79.8,364.9,450.3,0.999
20,5.2,-40.9,0.034,1,0.174,2.043,2.513,0,0.174,456.1,0,0,0,245.9,78.1,362.2,453.4,0.999
21,7.1,-41.8,0.044,1,0.174,1.928,2.425,0,0.174,468.4,0,0,0,245.0,79.3,362.0,457.6,1.001
22,8.4,-42.9,0.039,1,0.000,1.850,2.352,0,0.192,477.3,1,0,0,247.8,80.9,360.7,457.8,0.999
23,8.8,-44.3,0.054,1,0.000,1.827,2.284,0,0.147,480.0,1,0,1,238.6,78.0,354.5,462.8,1.000
24,8.9,-45.4,0.047,1,0.000,1.821,2.246,0,0.079,480.0,1,0,0,234.2,69.2,365.4,464.3,1.001
25,9.0,-46.8,0.050,1,0.000,1.819,2.208,0,0.059,480.0,1,0,0,224.4,71.4,379.1,469.1,1.002
26,9.0,-48.5,0.112,1,0.000,1.818,2.168,0,0.073,480.0,1,0,0,201.8,72.2,365.1,464.4,0.995
27,9.0,-49.7,0.155,1,0.000,1.818,2.143,0,0.098,480.0,1,0,0,175.3,71.3,345.1,468.7,0.997
28,8.7,-51.3,0.157,1,0.000,1.755,2.115,0,0.121,480.0,1,0,1,170.3,70.5,350.8,465.1,0.998
29,8.0,-52.9,0.212,1,-0.001,1.681,2.089,0,-0.001,480.0,0,0,0,161.7,39.2,372.7,477.5,1.001
30,7.1,-54.6,0.206,1,0.000,1.610,2.067,0,0.046,480.0,1,0,0,151.9,44.2,360.6,473.3,0.998
31,5.8,-56.3,0.086,1,0.000,1.543,2.047,0,0.020,480.0,1,0,0,192.7,43.4,400.6,474.5,1.005
32,4.1,-58.0,0.068,1,0.000,1.481,2.030,0,0.017,480.0,1,0,0,183.6,40.4,405.3,477.5,1.003
33,2.0,-59.8,0.002,1,-0.018,1.426,2.015,0,-0.018,480.0,0,0,0,208.9,37.6,447.2,477.1,1.003
34,-0.4,-61.6,-0.050,1,-0.062,1.379,2.003,0,-0.062,480.0,0,0,0,233.8,37.1,453.1,475.3,1.000
