step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,-15.7,9.4,-0.120,0,0.100,4.492,4.363,0,0.986,326.6,0,0,1,297.3,138.3,395.9,338.8,0.996
2,-15.3,9.0,-0.160,0,0.200,4.435,4.320,0,0.885,327.3,0,0,1,296.3,125.4,408.8,350.4,0.995
3,-15.0,8.6,-0.122,0,0.300,4.358,4.260,0,0.837,326.6,0,0,1,273.1,123.5,392.2,361.3,0.991
4,-14.9,8.2,-0.134,0,0.400,4.270,4.189,0,0.758,327.6,0,0,1,284.6,115.3,411.7,378.4,0.998
5,-15.0,7.8,-0.121,0,0.500,4.171,4.108,0,0.664,326.3,0,0,1,270.3,111.4,401.8,387.6,0.998
6,-15.3,7.5,-0.081,0,0.600,4.062,4.015,0,0.622,326.4,0,0,1,261.8,111.1,394.9,392.0,1.000
7,-15.8,7.2,-0.035,0,0.636,3.921,3.892,0,0.636,328.1,0,0,0,255.0,111.8,377.6,389.4,1.000
8,-16.8,6.6,0.006,0,0.641,3.817,3.801,0,0.641,333.2,0,0,0,237.6,110.6,365.8,389.8,0.998
9,-17.9,6.2,-0.114,0,0.741,3.690,3.688,0,0.769,340.6,0,0,1,340.8,139.0,409.8,340.5,0.998
10,-19.2,5.9,-0.121,0,0.777,3.564,3.573,0,0.777,351.2,0,0,0,296.7,135.5,365.0,348.2,0.994
11,-20.6,6.0,-0.054,0,0.793,3.433,3.451,0,0.793,361.5,0,0,0,273.4,131.6,357.2,347.6,0.994
12,-22.2,6.1,0.029,0,0.777,3.300,3.325,0,0.777,370.7,0,0,0,246.6,127.7,341.6,356.3,0.997
13,-23.9,6.4,0.149,0,0.731,3.173,3.196,0,0.731,365.8,0,0,0,127.5,117.8,226.3,374.3,1.002
14,-25.9,6.5,0.269,0,0.693,3.050,3.065,0,0.693,372.1,0,0,0,160.4,116.7,277.2,385.3,0.996
15,-28.0,6.6,0.290,0,0.697,2.929,2.936,0,0.697,378.9,0,0,0,171.2,116.7,288.8,379.6,1.000
16,-30.3,6.6,0.220,0,0.626,2.810,2.810,0,0.626,385.6,0,0,0,191.4,112.0,309.1,389.2,0.995
17,-32.8,6.4,0.218,0,0.525,2.694,2.684,0,0.525,390.9,0,0,0,190.1,105.2,315.3,398.5,0.992
18,-35.3,6.2,0.284,0,0.539,2.584,2.564,0,0.539,397.6,0,0,0,160.3,103.5,288.6,408.4,0.991
19,-37.8,6.0,0.404,0,-0.555,2.480,2.450,0,-0.555,402.9,0,0,0,-1.2,1.2,14.8,-13.3,-0.009
20,-40.6,5.6,0.524,0,-0.496,2.381,2.338,0,-0.496,411.5,0,0,0,-1.4,1.7,0.8,-10.2,-0.020
21,-43.3,5.3,0.600,0,-0.516,2.289,2.233,0,-0.516,421.6,0,0,0,0.8,1.5,-1.7,-11.0,-0.028
22,-45.8,5.1,0.600,0,-0.400,2.209,2.143,0,-0.400,433.7,0,0,0,2.7,2.0,1.9,-7.5,-0.016
23,-47.7,5.1,0.600,0,-0.400,2.144,2.072,0,-0.400,447.9,0,0,0,1.5,1.1,-1.8,-13.7,-0.021
24,-49.0,5.3,0.600,0,-0.408,2.093,2.020,0,-0.408,459.1,0,0,0,-1.8,34.6,167.5,493.2,1.021
25,-49.8,5.8,0.600,0,-0.437,2.051,1.982,0,-0.437,472.9,0,0,0,12.6,13.4,192.6,474.5,1.023
26,-50.4,6.3,0.600,0,-0.422,2.011,1.948,0,-0.422,479.7,0,0,0,49.0,5.9,275.7,477.8,0.993
27,-51.0,6.8,0.600,0,-0.392,1.971,1.913,0,-0.392,480.0,0,0,0,32.8,5.2,256.2,474.8,0.988
28,-51.4,7.6,0.589,0,-0.308,1.931,1.877,0,-0.308,480.0,0,0,0,49.6,0.6,286.9,479.2,0.999
29,-52.0,8.0,0.600,0,-0.339,1.888,1.897,0,-0.339,480.0,0,0,0,4.2,-0.0,3.5,0.6,0.007
30,-53.6,7.7,0.600,0,-0.301,1.843,1.913,0,-0.301,480.0,0,0,0,0.5,1.2,-0.4,0.2,0.000
31,-56.6,6.2,0.600,0,-0.267,1.794,1.931,0,-0.267,480.0,0,0,0,5.4,1.6,-3.1,-1.1,-0.005
32,-59.8,4.3,0.600,0,0.000,1.761,1.943,0,0.283,480.0,1,0,1,1.6,0.9,1.8,1.1,-0.004
33,-64.3,0.8,0.600,0,0.000,1.723,1.902,0,0.272,480.0,1,0,1,4.3,0.3,1.6,-0.3,-0.004
34,-68.9,-2.8,0.600,0,0.000,1.686,1.860,0,0.266,480.0,1,0,1,2.0,0.3,0.1,0.7,-0.003
35,-73.0,-5.9,0.600,0,0.000,1.650,1.816,0,0.275,480.0,1,0,1,1.3,0.5,1.1,0.8,-0.007
36,-77.0,-8.8,0.600,0,0.000,1.617,1.775,0,0.265,480.0,1,0,1,2.0,-0.8,-1.5,1.6,-0.002
37,-81.1,-11.9,0.600,0,-0.300,1.587,1.738,0,-0.300,480.0,0,0,0,18.8,13.5,179.6,474.1,0.995
38,-85.3,-15.3,0.600,0,-0.295,1.560,1.709,0,-0.295,479.8,0,0,0,-0.2,0.7,-1.4,4.1,-0.006
39,-89.7,-19.1,0.480,0,0.000,1.538,1.691,0,0.281,479.7,1,0,1,-2.6,-0.5,-2.1,-7.1,-0.007
40,-94.7,-23.6,0.360,0,0.100,1.517,1.686,0,0.265,0.0,0,0,1,-2.1,0.7,-3.0,-5.7,-0.005
41,-100.1,-28.5,0.480,0,0.200,1.497,1.687,0,0.424,0.0,0,0,1,-1.5,1.4,-0.0,4.0,0.004
42,-104.8,-32.4,0.360,0,0.300,1.482,1.689,0,0.301,0.0,0,0,1,-5.6,0.6,-7.4,4.2,-0.000
43,-109.9,-36.3,0.240,0,0.304,1.471,1.689,0,0.304,0.0,0,0,0,-4.0,0.6,-4.7,1.6,-0.001
44,-113.8,-39.2,0.360,0,0.388,1.469,1.691,0,0.388,0.0,0,0,0,-4.8,90.3,116.5,384.9,0.967
45,-119.7,-43.6,0.480,0,0.488,1.473,1.695,0,0.546,0.0,0,0,1,24.0,126.7,126.9,417.9,0.985
46,-125.2,-48.0,0.600,0,0.480,1.482,1.697,0,0.480,0.0,0,0,0,20.7,126.6,126.4,452.6,0.994
47,-132.6,-54.3,0.600,0,0.415,1.502,1.698,0,0.415,0.0,0,0,0,10.8,84.9,129.4,453.9,0.994
48,-140.7,-61.5,0.600,0,0.385,1.530,1.700,0,0.385,0.0,0,0,0,11.6,61.2,123.1,457.3,1.003
49,-148.5,-68.6,0.600,0,0.281,1.563,1.709,0,0.281,0.0,0,0,0,1.4,-0.9,-3.2,-0.0,-0.007
50,-156.7,-76.3,0.600,0,0.322,1.603,1.726,0,0.322,0.0,0,0,0,1.5,-0.3,-4.3,1.5,-0.007
51,-161.8,-81.2,0.600,0,0.309,1.630,1.744,0,0.309,0.0,0,0,0,-0.5,-0.1,-4.4,0.1,-0.005
52,-167.6,-86.8,0.600,0,0.308,1.661,1.768,0,0.308,0.0,0,0,0,-2.9,0.4,-4.7,-0.9,-0.003
53,-173.1,-92.1,0.600,0,0.326,1.692,1.795,0,0.326,0.0,0,0,0,-2.2,-1.2,-3.0,0.8,-0.001
54,-178.4,-97.4,0.600,0,0.317,1.722,1.825,0,0.317,0.0,0,0,0,-1.2,-1.5,-4.8,2.5,-0.002
55,176.5,-102.7,0.600,0,0.318,1.752,1.857,0,0.318,0.0,0,0,0,-0.1,-0.6,-2.0,0.9,-0.003
56,171.6,-107.8,0.600,0,0.308,1.782,1.888,0,0.308,0.0,0,0,0,-1.4,-0.7,-2.1,1.1,-0.006
57,166.8,-112.9,0.600,0,0.329,1.809,1.918,0,0.329,0.0,0,0,0,-1.6,-1.1,-2.3,0.8,-0.000
58,162.3,-117.8,0.600,0,0.308,1.835,1.947,0,0.308,0.0,0,0,0,-2.2,-1.3,-2.9,-0.3,-0.006
59,157.8,-122.7,0.600,0,0.287,1.860,1.975,0,0.287,0.0,0,0,0,0.9,-0.9,1.0,-0.2,-0.011
60,153.5,-127.4,0.600,0,0.318,1.883,2.002,0,0.318,0.0,0,0,0,0.9,-0.2,-3.9,1.2,-0.003
61,149.4,-132.0,0.480,0,0.306,1.903,2.026,0,0.306,0.0,0,0,0,-0.1,0.3,1.8,-3.4,-0.008
62,145.3,-136.6,0.360,0,0.327,1.921,2.049,0,0.327,0.0,0,0,0,-1.3,-0.3,-0.5,-4.4,-0.007
63,141.4,-140.9,0.240,0,0.295,1.938,2.073,0,0.295,0.0,0,0,0,-1.4,-0.4,-2.6,-3.0,-0.004
64,137.8,-145.1,0.120,1,0.286,1.952,2.100,0,0.286,0.0,0,0,0,-2.0,0.3,-2.1,-3.4,-0.008
65,134.4,-148.8,0.000,1,0.291,1.964,2.128,0,0.291,0.0,0,0,0,-2.2,-0.0,-0.0,-0.6,-0.004
66,131.3,-152.1,-0.120,1,0.281,1.969,2.152,0,0.281,0.0,0,0,0,-2.2,0.1,-1.8,-3.1,-0.010
67,128.4,-155.1,-0.240,1,0.268,1.976,2.179,0,0.268,0.0,0,0,0,-0.7,-0.6,-0.3,-1.4,-0.010
