step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,17.6,-12.1,-0.078,0,0.100,4.644,4.540,0,0.991,324.9,0,0,1,290.3,132.3,393.2,359.2,1.000
2,17.4,-11.3,-0.084,0,0.200,4.631,4.494,0,0.963,324.6,0,0,1,298.6,132.6,399.3,355.9,1.002
3,17.4,-10.4,-0.109,0,0.300,4.605,4.436,0,0.940,323.9,0,0,1,299.8,130.9,407.0,355.7,0.998
4,17.5,-9.4,-0.117,0,0.400,4.562,4.364,0,0.857,323.5,0,0,1,300.4,127.5,420.9,359.6,1.004
5,17.7,-8.2,-0.090,0,0.500,4.488,4.263,0,0.716,324.5,0,0,1,284.1,122.7,409.5,369.0,0.999
6,18.1,-7.2,-0.020,0,0.600,4.419,4.179,0,0.692,328.7,0,0,1,252.6,118.0,384.5,372.4,0.999
7,18.8,-5.9,-0.009,0,0.549,4.309,4.046,0,0.549,333.0,0,0,0,247.8,112.7,386.8,390.0,1.004
8,19.2,-5.3,0.067,0,0.453,4.224,3.942,0,0.453,335.0,0,0,0,223.7,106.2,364.7,405.7,1.004
9,19.6,-4.7,-0.053,0,0.553,4.122,3.817,0,0.822,336.6,0,0,1,275.8,133.3,386.1,349.0,1.000
10,19.9,-4.4,0.067,0,0.653,4.020,3.691,0,0.869,341.1,0,0,1,225.5,143.1,322.8,338.5,1.001
11,20.4,-4.0,0.149,0,0.753,3.900,3.543,0,0.962,343.4,0,0,1,226.9,147.2,315.4,334.2,0.991
12,20.7,-3.9,0.139,0,0.853,3.788,3.407,0,0.983,344.8,0,0,1,223.0,142.3,327.3,341.2,0.998
13,20.9,-3.9,0.085,0,0.953,3.689,3.288,0,0.991,347.8,0,0,1,243.7,136.8,348.4,350.1,0.996
14,21.3,-3.9,0.118,0,0.995,3.564,3.135,0,0.995,355.6,0,0,0,236.7,138.2,345.2,348.2,1.004
15,21.6,-4.1,0.102,0,0.931,3.432,2.973,0,0.931,362.3,0,0,0,230.5,131.4,353.2,351.6,1.004
16,22.1,-4.4,0.079,0,0.906,3.298,2.804,0,0.906,378.0,0,0,0,247.0,133.6,364.2,351.0,1.002
17,22.7,-4.6,0.077,0,0.909,3.171,2.638,0,0.909,392.5,0,0,0,244.7,131.4,365.4,349.3,1.004
18,23.6,-4.6,0.065,0,0.774,3.051,2.475,0,0.774,405.7,0,0,0,246.2,126.9,364.1,363.1,1.007
19,24.6,-4.5,0.185,0,0.459,2.940,2.318,0,0.459,421.7,0,0,0,107.4,93.9,258.2,422.0,1.001
20,26.1,-3.7,0.305,0,0.424,2.842,2.173,0,0.424,450.6,0,0,0,150.8,94.8,295.5,427.1,1.000
21,27.4,-2.7,0.185,0,0.000,2.757,2.043,0,0.492,471.0,1,0,0,189.0,102.2,334.0,415.6,1.003
22,28.7,-1.4,0.114,0,0.000,2.690,1.939,0,0.491,479.6,1,0,1,205.8,102.9,350.7,417.5,1.000
23,30.0,0.4,0.102,0,0.000,2.642,1.863,0,0.458,480.0,1,0,1,211.9,102.5,360.3,415.7,1.000
24,31.3,2.6,0.144,0,0.000,2.615,1.816,0,0.439,480.0,1,0,1,196.1,98.8,339.1,418.0,0.994
25,32.5,5.0,0.225,0,0.000,2.600,1.793,0,0.416,480.0,1,0,1,171.0,97.8,315.9,425.3,0.997
26,33.7,7.5,0.213,0,0.000,2.591,1.780,0,0.397,480.0,1,0,1,160.1,94.9,313.5,431.5,0.995
