step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,-15.0,11.9,0.051,0,0.100,4.535,4.467,0,1.081,322.7,0,0,1,260.3,148.8,341.4,335.3,0.994
2,-14.4,11.3,-0.066,0,0.200,4.476,4.402,0,1.084,326.1,0,0,1,297.0,143.2,374.9,349.1,0.997
3,-13.9,10.7,-0.079,0,0.300,4.412,4.333,0,1.030,326.2,0,0,1,287.4,140.3,366.0,348.1,0.999
4,-13.8,10.0,-0.062,0,0.400,4.341,4.255,0,0.951,327.0,0,0,1,284.4,132.0,361.6,359.1,0.993
5,-14.5,8.7,-0.013,0,0.500,4.258,4.165,0,0.949,329.8,0,0,1,267.5,132.8,354.7,353.8,0.994
6,-16.4,6.4,0.074,0,0.600,4.162,4.062,0,0.920,332.4,0,0,1,244.3,131.2,332.6,354.1,0.992
7,-19.3,3.4,0.101,0,0.700,4.059,3.950,0,0.896,333.9,0,0,1,233.9,129.5,323.1,356.3,0.995
8,-23.0,-0.2,0.148,0,0.800,3.945,3.825,0,0.813,336.5,0,0,1,202.5,124.4,294.4,366.0,1.000
9,-27.3,-4.3,0.028,0,0.795,3.821,3.688,0,0.795,336.3,0,0,0,523.4,129.9,581.8,361.4,0.993
10,-31.9,-8.5,-0.092,0,0.791,3.689,3.540,0,0.791,339.3,0,0,0,455.0,135.3,527.2,360.4,0.989
11,-36.7,-12.9,-0.212,0,0.863,3.534,3.362,0,0.863,346.6,0,0,0,393.9,138.3,461.4,351.6,0.990
12,-39.8,-15.5,-0.332,0,0.833,3.425,3.235,0,0.833,359.1,0,0,0,417.2,137.2,491.7,366.8,1.002
13,-43.0,-18.2,-0.452,0,0.806,3.294,3.079,0,0.806,372.9,0,0,0,410.4,127.4,504.1,369.8,1.002
14,-45.3,-20.1,-0.467,0,0.906,3.166,2.924,0,0.945,386.4,0,0,1,419.2,134.8,495.7,360.0,0.997
15,-47.1,-21.4,-0.452,0,0.728,3.041,2.771,0,0.728,403.3,0,0,0,398.3,123.3,496.6,379.3,1.000
16,-48.9,-22.5,-0.429,0,0.683,2.894,2.588,0,0.683,0.0,0,0,0,388.2,118.8,497.5,384.8,0.991
17,-50.5,-23.8,-0.404,0,0.615,2.792,2.461,0,0.615,0.0,0,0,0,364.2,111.1,494.5,391.3,1.003
18,-51.6,-24.6,-0.429,0,0.523,2.678,2.322,0,0.523,0.0,0,0,0,379.6,104.8,517.6,409.6,1.000
19,-52.2,-24.9,-0.309,0,-0.255,2.605,2.240,0,-0.255,0.0,0,0,0,-1.3,-0.3,5.7,1.3,-0.006
20,-52.6,-24.9,-0.189,0,0.100,2.566,2.183,0,0.292,0.0,0,0,1,1.8,-0.5,4.9,3.5,-0.005
21,-52.6,-24.6,-0.069,0,0.200,2.543,2.148,0,0.291,0.0,0,0,1,2.6,0.0,5.0,-0.4,-0.008
22,-52.6,-24.4,0.051,0,0.278,2.524,2.120,0,0.278,0.0,0,0,0,-0.9,1.0,3.0,1.4,0.002
23,-52.9,-24.3,0.171,0,-0.292,2.502,2.085,0,-0.292,0.0,0,0,0,1.5,-1.5,5.0,0.1,-0.007
24,-54.5,-24.7,0.291,0,0.100,2.428,1.967,0,0.270,0.0,0,0,1,1.6,-1.3,4.5,3.6,0.003
25,-55.6,-25.3,0.411,0,-0.169,2.377,1.891,0,-0.169,0.0,0,0,0,3.8,-0.8,5.1,1.0,-0.001
26,-56.8,-26.1,0.531,0,-0.262,2.325,1.819,0,-0.262,0.0,0,0,0,4.9,-1.1,5.1,1.8,0.002
27,-56.8,-26.2,0.600,0,-0.290,2.325,1.819,0,-0.290,0.0,0,0,0,6.9,-0.7,7.7,1.6,0.002
28,-57.7,-26.7,0.600,0,0.100,2.303,1.782,0,0.340,0.0,0,0,1,1.8,-0.0,8.3,4.3,0.007
29,-58.3,-27.2,0.600,0,0.200,2.292,1.764,0,0.404,0.0,0,0,1,-1.8,-1.6,1.1,2.2,-0.002
30,-59.9,-28.4,0.600,0,0.300,2.257,1.702,0,0.363,0.0,0,0,1,-4.2,-1.2,-3.1,-1.2,-0.009
31,-62.0,-30.3,0.600,0,0.371,2.221,1.630,0,0.371,0.0,0,0,0,-1.9,-0.3,1.2,1.2,-0.002
32,-65.0,-32.8,0.600,0,0.351,2.187,1.560,0,0.351,0.0,0,0,0,-1.7,-0.5,0.6,0.8,-0.004
33,-68.8,-36.8,0.600,0,0.346,2.159,1.476,0,0.346,0.0,0,0,0,-4.3,-2.1,-0.2,-2.0,-0.010
34,-72.9,-41.6,0.600,0,0.331,2.144,1.401,0,0.331,0.0,0,0,0,-3.1,-1.5,1.2,-2.0,-0.006
35,-77.2,-47.0,0.600,0,0.331,2.143,1.340,0,0.331,0.0,0,0,0,-5.2,-0.8,0.1,0.5,-0.002
36,-81.4,-52.4,0.600,0,0.318,2.155,1.298,0,0.318,0.0,0,0,0,-3.9,-1.0,-1.7,-1.4,-0.003
37,-85.6,-58.6,0.600,0,0.326,2.180,1.268,0,0.326,0.0,0,0,0,-2.7,-0.2,-0.2,1.6,-0.001
38,-89.7,-64.6,0.600,0,0.360,2.210,1.254,0,0.360,0.0,0,0,0,-4.5,-0.1,-2.0,4.8,-0.000
39,-94.0,-70.7,0.600,0,0.306,2.243,1.252,0,0.306,0.0,0,0,0,-1.5,0.1,2.4,2.4,-0.002
40,-98.4,-77.0,0.600,0,0.313,2.278,1.263,0,0.313,0.0,0,0,0,-2.9,-0.1,-0.0,0.6,-0.007
41,-102.6,-82.5,0.600,0,0.316,2.316,1.280,0,0.316,0.0,0,0,0,-3.3,0.4,0.5,-0.7,-0.007
42,-106.7,-88.2,0.600,0,0.310,2.356,1.312,0,0.310,0.0,0,0,0,-2.3,0.1,-0.8,1.0,-0.003
43,-110.8,-93.1,0.600,0,0.309,2.398,1.345,0,0.309,0.0,0,0,0,-3.1,-0.0,-0.3,1.8,-0.006
44,-114.8,-97.9,0.600,0,0.310,2.441,1.384,0,0.310,0.0,0,0,0,-2.8,0.4,0.9,-0.7,-0.008
45,-118.8,-102.1,0.600,0,0.321,2.486,1.419,0,0.321,0.0,0,0,0,-3.0,-0.1,-1.3,2.5,-0.005
46,-122.9,-106.7,0.600,0,0.317,2.533,1.467,0,0.317,0.0,0,0,0,-2.5,-0.1,1.9,0.7,-0.005
47,-127.0,-110.2,0.600,0,0.311,2.580,1.487,0,0.311,0.0,0,0,0,-2.6,0.1,-0.2,-0.6,-0.005
48,-131.2,-113.4,0.600,0,0.314,2.625,1.499,0,0.314,0.0,0,0,0,-3.4,0.3,-0.4,-0.1,-0.006
49,-135.3,-116.5,0.600,0,0.320,2.667,1.511,0,0.320,0.0,0,0,0,0.8,0.7,-0.2,-0.4,-0.008
50,-139.4,-119.7,0.600,0,0.328,2.708,1.525,0,0.328,0.0,0,0,0,-3.9,1.9,-1.1,-4.4,-0.007
51,-143.7,-123.1,0.600,0,0.319,2.746,1.541,0,0.319,0.0,0,0,0,-1.9,1.0,1.8,-0.4,0.001
52,-147.9,-126.4,0.600,0,0.328,2.783,1.559,0,0.328,0.0,0,0,0,1.7,0.3,3.7,1.3,-0.001
53,-152.1,-129.7,0.600,0,0.309,2.817,1.579,0,0.309,0.0,0,0,0,1.2,-0.0,3.5,1.1,-0.001
54,-156.2,-132.9,0.600,0,0.314,2.849,1.599,0,0.314,0.0,0,0,0,-0.3,0.2,4.2,0.6,0.003
55,-160.2,-136.0,0.600,0,0.318,2.877,1.621,0,0.318,0.0,0,0,0,0.3,-0.1,4.2,3.1,0.003
56,-164.2,-139.0,0.600,0,0.335,2.902,1.643,0,0.335,0.0,0,0,0,-1.4,0.4,3.0,2.8,0.002
57,-168.2,-142.1,0.600,0,0.391,2.925,1.666,0,0.391,0.0,0,0,0,-1.2,0.1,2.5,2.8,0.005
58,-172.2,-146.1,0.600,0,0.386,2.947,1.688,0,0.386,0.0,0,0,0,-0.6,-0.1,2.4,3.4,0.006
59,-176.3,-152.1,0.600,0,0.347,2.973,1.702,0,0.347,0.0,0,0,0,0.5,-0.3,-0.1,-1.5,-0.010
60,179.8,-157.8,0.600,0,0.325,3.000,1.714,0,0.325,0.0,0,0,0,-2.4,-0.5,-3.7,-8.0,-0.020
61,175.9,-163.3,0.600,0,0.327,3.025,1.721,0,0.327,0.0,0,0,0,-1.6,-0.1,-3.3,-3.3,-0.010
62,172.2,-168.4,0.600,0,0.324,3.046,1.723,0,0.324,0.0,0,0,0,-1.3,0.4,-2.7,-1.2,-0.005
63,168.1,-174.1,0.600,1,0.313,3.068,1.721,0,0.313,0.0,0,0,0,-1.4,0.0,-1.3,-3.0,-0.003
64,165.2,-178.1,0.600,1,0.312,3.082,1.715,0,0.312,0.0,0,0,0,-0.2,0.1,-0.8,1.2,-0.004
65,161.7,177.3,0.600,1,0.308,3.095,1.704,0,0.308,0.0,0,0,0,-0.8,-0.3,-1.6,0.5,-0.000
66,158.4,173.0,0.600,1,0.332,3.105,1.687,0,0.332,0.0,0,0,0,-1.6,1.1,-1.3,-0.6,0.001
67,155.1,168.8,0.600,1,0.315,3.111,1.666,0,0.315,0.0,0,0,0,-3.1,0.8,0.5,-1.6,-0.004
68,151.3,164.0,0.600,1,0.328,3.113,1.638,0,0.328,0.0,0,0,0,-0.9,1.1,-2.5,-0.6,-0.005
69,149.1,161.1,0.600,1,0.298,3.107,1.614,0,0.298,0.0,0,0,0,2.8,-0.0,0.8,3.4,-0.001
70,146.1,157.1,0.600,1,0.292,3.094,1.586,0,0.292,0.0,0,0,0,2.9,-0.3,-1.0,3.3,-0.001
71,143.2,153.1,0.600,1,0.295,3.080,1.562,0,0.295,0.0,0,0,0,-3.5,-0.2,1.8,3.0,-0.001
72,140.3,149.1,0.600,1,0.297,3.062,1.541,0,0.297,0.0,0,0,0,-2.4,-0.1,0.3,3.6,-0.001
73,138.0,144.9,0.600,1,0.342,3.064,1.522,0,0.342,0.0,0,0,0,-0.2,0.2,-1.5,5.2,0.003
74,136.2,140.8,0.600,1,0.350,3.085,1.508,0,0.350,0.0,0,0,0,0.9,0.9,-1.3,2.9,0.001
75,134.1,135.8,0.600,1,0.338,3.112,1.498,0,0.338,0.0,0,0,0,0.3,1.1,0.5,4.0,-0.002
76,132.5,132.2,0.600,0,0.336,3.131,1.495,0,0.336,0.0,0,0,0,-1.3,0.6,-0.2,4.3,0.002
77,131.2,128.4,0.600,0,0.330,3.150,1.492,0,0.330,0.0,0,0,0,-0.5,0.7,1.6,4.9,0.000
78,129.5,124.1,0.600,0,0.331,3.169,1.493,0,0.331,0.0,0,0,0,0.6,1.1,0.3,3.7,-0.003
79,127.9,120.0,0.600,0,0.282,3.189,1.500,0,0.282,0.0,0,0,0,3.9,-1.5,2.5,2.2,-0.004
80,126.3,115.9,0.600,0,0.319,3.209,1.511,0,0.319,0.0,0,0,0,2.3,-0.5,0.4,2.4,-0.002
81,124.7,111.9,0.600,0,0.317,3.226,1.525,0,0.317,0.0,0,0,0,2.5,1.2,-1.5,3.6,0.000
82,123.1,107.8,0.600,0,0.314,3.207,1.543,0,0.314,0.0,0,0,0,4.5,0.1,2.2,4.7,0.002
83,121.6,103.8,0.600,0,0.312,3.151,1.559,0,0.312,0.0,0,0,0,4.2,1.1,-0.8,3.1,-0.002
84,120.4,99.9,0.600,0,0.299,3.097,1.574,0,0.299,0.0,0,0,0,3.0,1.0,-2.0,2.2,0.001
85,119.9,96.4,0.600,0,0.304,3.043,1.589,0,0.304,0.0,0,0,0,0.9,1.1,-4.4,3.6,-0.001
86,119.7,92.7,0.600,0,0.297,2.981,1.618,0,0.297,0.0,0,0,0,2.0,0.9,-3.0,5.5,-0.005
87,119.6,89.6,0.600,0,0.332,2.936,1.652,0,0.332,0.0,0,0,0,0.2,1.9,-3.6,5.5,-0.001
88,119.6,87.1,0.600,0,0.309,2.905,1.687,0,0.309,0.0,0,0,0,-0.3,1.4,-1.6,4.2,-0.004
89,119.8,84.4,0.600,0,0.354,2.872,1.735,0,0.354,0.0,0,0,0,3.3,-0.4,2.4,1.1,-0.003
90,120.8,82.6,0.600,0,0.454,2.837,1.792,0,0.609,0.0,0,0,1,4.3,2.0,6.5,3.2,0.005
91,121.1,80.7,0.600,0,0.554,2.803,1.852,0,0.863,0.0,0,0,1,17.7,161.6,61.4,317.6,1.004
92,120.8,78.3,0.480,0,0.654,2.766,1.925,0,0.819,0.0,0,0,1,3.1,3.1,0.4,3.1,0.011
93,120.8,77.0,0.600,0,0.689,2.739,1.978,0,0.689,0.0,0,0,0,6.0,0.3,8.5,6.8,0.004
94,122.6,77.3,0.600,0,0.620,2.691,2.037,0,0.620,0.0,0,0,0,7.6,-0.1,7.7,4.9,0.005
95,123.9,77.5,0.600,0,0.605,2.655,2.103,0,0.605,0.0,0,0,0,4.3,0.4,6.1,5.5,0.006
96,123.3,76.5,0.600,0,0.493,2.664,2.173,0,0.493,0.0,0,0,0,36.9,72.1,136.5,441.0,0.993
97,122.0,75.1,0.600,0,0.593,2.689,2.244,0,0.787,0.0,0,0,1,-3.5,4.6,-6.9,10.5,0.030
98,121.0,73.7,0.563,0,0.387,2.709,2.312,0,0.387,0.0,0,0,0,7.0,-1.8,5.3,-0.0,-0.005
99,119.6,71.9,0.443,0,0.300,2.737,2.386,0,0.300,0.0,0,0,0,0.6,-0.4,-0.0,-2.9,0.002
100,119.2,71.2,0.323,0,0.312,2.754,2.440,0,0.312,0.0,0,0,0,0.1,-0.2,1.7,0.7,0.001
101,118.2,69.7,0.203,0,0.320,2.771,2.505,0,0.320,0.0,0,0,0,0.2,0.3,1.3,0.3,0.001
102,117.5,68.6,0.083,0,0.329,2.785,2.571,0,0.329,0.0,0,0,0,0.1,1.0,1.1,-2.3,0.000
103,116.8,67.4,-0.037,0,0.315,2.802,2.648,0,0.315,0.0,0,0,0,0.5,0.5,0.3,-1.7,-0.001
104,116.4,66.5,-0.157,0,0.316,2.814,2.702,0,0.316,0.0,0,0,0,0.2,-0.2,3.0,-1.0,0.001
105,116.1,65.7,-0.277,0,0.344,2.827,2.767,0,0.344,0.0,0,0,0,541.5,87.6,641.6,455.8,1.007
106,116.4,65.5,-0.397,0,0.298,2.837,2.834,0,0.298,0.0,0,0,0,0.0,-1.2,5.1,0.5,-0.003
107,116.6,65.3,-0.517,0,0.351,2.849,2.900,0,0.351,0.0,0,0,0,-1.6,-0.2,4.4,1.0,0.007
108,117.1,65.2,-0.600,0,0.339,2.861,2.967,0,0.339,0.0,0,0,0,456.3,35.3,574.3,463.9,1.003
109,117.8,65.5,-0.600,0,0.329,2.874,3.032,0,0.329,0.0,0,0,0,1.1,-0.7,4.6,1.7,0.000
110,118.8,66.0,-0.600,0,0.330,2.889,3.096,0,0.330,0.0,0,0,0,3.7,-0.6,3.7,-0.5,0.001
111,119.9,66.6,-0.600,0,0.325,2.905,3.160,0,0.325,0.0,0,0,0,2.9,-0.5,2.4,-0.4,-0.001
112,121.1,67.3,-0.600,0,0.341,2.921,3.225,0,0.341,0.0,0,0,0,4.6,-0.2,4.7,-1.1,0.001
113,122.9,68.3,-0.600,0,0.341,2.854,3.301,0,0.341,0.0,0,0,0,6.0,-0.2,6.3,-1.4,-0.001
114,124.4,69.2,-0.600,0,0.317,2.806,3.355,0,0.317,0.0,0,0,0,6.2,-0.3,4.9,-2.4,-0.004
115,126.0,70.3,-0.600,0,0.338,2.749,3.420,0,0.338,0.0,0,0,0,5.4,0.4,5.3,-1.4,-0.001
116,127.5,71.5,-0.600,0,0.324,2.693,3.487,0,0.324,0.0,0,0,0,6.3,0.2,3.3,-3.4,-0.004
117,128.6,72.5,-0.600,0,0.316,2.636,3.555,0,0.316,0.0,0,0,0,5.6,-0.9,4.9,-2.8,-0.005
118,130.0,73.9,-0.600,0,0.312,2.574,3.634,0,0.312,0.0,0,0,0,4.8,-0.8,3.7,-3.3,-0.005
119,130.9,75.0,-0.600,0,0.299,2.533,3.691,0,0.299,0.0,0,0,0,3.7,-0.1,-0.5,-1.5,-0.006
120,131.9,76.3,-0.600,0,0.322,2.485,3.761,0,0.322,0.0,0,0,0,2.9,-0.8,-0.1,2.0,0.002
121,132.8,77.8,-0.600,0,0.306,2.440,3.831,0,0.306,0.0,0,0,0,3.5,-0.2,2.6,1.1,0.004
