step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,-15.7,14.6,-0.120,0,0.100,4.578,4.532,0,1.091,324.4,0,0,1,353.9,143.4,434.2,339.4,0.995
2,-15.3,14.0,-0.201,0,0.200,4.536,4.477,0,1.065,323.6,0,0,1,343.3,143.2,432.0,337.5,1.001
3,-14.7,13.3,-0.186,0,0.300,4.472,4.394,0,1.048,324.3,0,0,1,336.3,140.8,432.5,338.4,1.001
4,-14.3,12.8,-0.151,0,0.400,4.422,4.330,0,1.094,327.1,0,0,1,335.5,144.8,422.0,336.1,1.004
5,-14.1,12.3,-0.125,0,0.500,4.351,4.241,0,1.068,330.0,0,0,1,320.5,136.9,415.3,345.9,0.996
6,-14.0,11.9,-0.085,0,0.600,4.262,4.132,0,0.987,331.3,0,0,1,297.6,133.0,396.1,357.2,1.000
7,-14.0,11.7,-0.084,0,0.700,4.156,4.006,0,0.800,331.8,0,0,1,289.0,124.2,400.4,377.0,1.004
8,-14.4,11.4,-0.107,0,0.779,4.037,3.866,0,0.779,332.5,0,0,0,286.1,120.3,412.1,374.5,1.003
9,-15.1,11.1,-0.227,0,0.879,3.910,3.717,0,0.978,333.8,0,0,1,393.5,144.8,502.3,349.0,1.000
10,-15.5,11.4,-0.189,0,0.979,3.775,3.561,0,1.015,337.7,0,0,1,339.4,145.8,449.4,342.9,1.001
11,-16.4,11.4,-0.167,0,1.000,3.636,3.399,0,1.044,348.8,0,0,0,329.6,149.1,427.9,335.8,1.002
12,-17.2,11.9,-0.127,0,1.000,3.483,3.224,0,1.045,361.9,0,0,0,327.0,148.1,413.0,334.2,1.003
13,-18.3,12.1,-0.131,0,0.971,3.332,3.050,0,0.971,369.5,0,0,0,321.6,134.7,432.6,351.1,0.999
14,-19.0,12.8,-0.102,0,0.859,3.178,2.872,0,0.859,383.5,0,0,0,307.5,128.9,417.9,360.7,0.995
15,-19.9,13.7,-0.049,0,0.907,3.024,2.695,0,0.907,395.1,0,0,0,290.9,131.5,400.4,356.4,0.997
16,-20.8,14.6,-0.121,0,0.913,2.876,2.523,0,0.913,406.1,0,0,0,309.1,133.8,420.8,352.3,0.999
17,-21.8,15.8,-0.155,0,0.900,2.728,2.354,0,0.900,417.1,0,0,0,322.5,130.2,437.0,359.3,1.005
18,-22.5,17.8,-0.135,0,0.759,2.583,2.191,0,0.759,430.8,0,0,0,304.8,121.3,431.5,368.3,1.005
19,-23.6,20.1,-0.121,0,0.242,2.440,2.035,0,0.242,451.5,0,0,0,285.1,59.4,445.7,469.9,1.000
20,-24.6,23.3,-0.001,0,0.000,2.308,1.896,0,0.292,472.0,1,0,0,223.4,69.8,402.5,463.2,1.001
21,-25.8,26.9,0.005,1,0.100,2.190,1.778,0,0.220,0.0,0,0,1,240.0,76.0,406.4,461.2,1.005
22,-27.1,30.8,0.071,1,0.200,2.094,1.688,0,0.203,0.0,0,0,1,222.1,75.8,388.5,462.8,1.008
23,-28.6,34.6,0.118,1,0.208,2.022,1.628,0,0.208,0.0,0,0,0,190.5,78.7,372.7,461.9,1.006
24,-30.5,38.3,0.175,1,0.210,1.969,1.594,0,0.210,0.0,0,0,0,173.9,78.4,362.1,460.3,1.005
25,-32.5,42.0,0.293,1,0.252,1.925,1.577,0,0.252,0.0,0,0,0,113.2,76.4,315.1,461.0,1.009
26,-34.7,45.6,0.352,1,0.229,1.887,1.568,0,0.229,0.0,0,0,0,100.0,71.2,295.0,468.1,1.008
27,-37.0,49.4,0.374,1,0.257,1.852,1.564,0,0.257,0.0,0,0,0,98.0,72.1,285.5,470.0,1.004
28,-39.7,53.0,0.329,1,0.193,1.822,1.565,0,0.193,0.0,0,0,0,119.3,75.8,309.9,472.9,1.006
29,-42.4,56.7,0.449,1,-0.393,1.797,1.569,0,-0.393,0.0,0,0,0,3.5,1.5,-4.2,-0.2,-0.003
30,-45.1,60.2,0.569,1,-0.501,1.779,1.579,0,-0.501,0.0,0,0,0,3.3,0.2,-1.3,-2.1,-0.011
31,-47.8,63.5,0.449,1,-0.561,1.768,1.595,0,-0.561,0.0,0,0,0,13.0,1.0,4.7,-7.8,-0.010
32,-50.1,66.3,0.329,1,-0.463,1.770,1.618,0,-0.463,0.0,0,0,0,2.0,0.4,-1.1,-6.5,-0.009
33,-51.8,68.7,0.209,1,-0.512,1.784,1.648,0,-0.512,0.0,0,0,0,1.8,-0.7,-3.4,-4.5,-0.010
34,-53.1,70.9,0.089,1,-0.517,1.804,1.678,0,-0.517,0.0,0,0,0,5.0,-0.2,-0.2,-0.7,-0.001
35,-53.9,73.6,-0.031,1,-0.542,1.824,1.706,0,-0.542,0.0,0,0,0,3.3,1.0,-0.4,-0.9,0.003
36,-54.3,76.5,-0.151,1,-0.520,1.843,1.731,0,-0.520,0.0,0,0,0,5.0,1.2,1.2,-0.8,-0.001
37,-54.6,79.4,-0.166,1,-0.504,1.862,1.753,0,-0.504,0.0,0,0,0,2.7,1.3,0.9,-0.9,-0.002
38,-54.9,82.5,-0.265,1,-0.490,1.880,1.772,0,-0.490,0.0,0,0,0,1.8,1.5,3.4,-0.1,0.001
39,-55.4,85.3,-0.385,1,0.100,1.897,1.789,0,0.301,0.0,0,0,1,0.9,1.2,-2.3,-5.2,-0.005
40,-56.0,88.1,-0.505,1,0.200,1.913,1.804,0,0.283,0.0,0,0,1,3.4,0.2,-1.5,-3.9,-0.005
41,-57.1,90.9,-0.600,1,-0.019,1.924,1.817,0,-0.019,0.0,0,0,0,6.1,-0.4,-5.7,-4.3,-0.003
42,-58.6,93.8,-0.600,1,0.100,1.930,1.831,0,0.270,0.0,0,0,1,1.9,0.5,-1.4,-0.9,-0.001
43,-60.2,96.9,-0.600,1,0.200,1.935,1.845,0,0.287,0.0,0,0,1,-1.5,-0.7,1.9,-1.2,-0.009
44,-61.7,100.4,-0.600,1,0.283,1.939,1.860,0,0.283,0.0,0,0,0,1.2,0.9,-1.5,-3.6,0.001
45,-62.8,104.4,-0.600,1,-0.351,1.943,1.877,0,-0.351,0.0,0,0,0,7.8,-0.9,3.4,-1.2,-0.003
46,-63.7,109.1,-0.600,1,-0.345,1.946,1.898,0,-0.345,0.0,0,0,0,8.3,-1.7,3.7,1.2,0.005
47,-64.4,113.6,-0.600,1,0.100,1.953,1.919,0,0.288,0.0,0,0,1,575.3,89.2,643.5,439.0,1.000
48,-65.4,117.1,-0.600,1,0.200,1.966,1.935,0,0.278,0.0,0,0,1,551.4,74.0,637.8,473.4,1.002
49,-66.7,120.3,-0.600,1,-0.306,1.980,1.953,0,-0.306,0.0,0,0,0,11.1,0.3,1.9,-3.8,-0.001
50,-67.8,124.2,-0.600,1,-0.283,1.991,1.975,0,-0.283,0.0,0,0,0,8.9,0.1,-0.6,-1.7,0.003
51,-68.7,128.2,-0.600,1,-0.359,2.004,1.997,0,-0.359,0.0,0,0,0,10.1,-1.1,3.9,-0.4,0.003
52,-69.7,131.5,-0.600,1,-0.368,2.021,2.012,0,-0.368,0.0,0,0,0,7.9,-1.3,5.2,-3.9,0.003
53,-70.8,134.0,-0.600,1,-0.382,2.038,2.017,0,-0.382,0.0,0,0,0,11.2,-1.7,5.6,0.1,0.003
54,-72.0,136.2,-0.600,1,-0.392,2.052,2.019,0,-0.392,0.0,0,0,0,7.8,-1.0,5.6,-0.3,-0.005
55,-72.9,138.7,-0.600,1,0.100,2.060,2.020,0,0.132,0.0,0,0,1,4.8,-1.4,6.3,-3.5,-0.009
56,-72.5,142.5,-0.600,1,0.200,2.062,2.022,0,0.274,0.0,0,0,1,4.9,-0.9,5.2,-5.0,-0.008
57,-72.2,146.7,-0.600,1,0.277,2.056,2.030,0,0.277,0.0,0,0,0,3.9,-0.8,1.7,-3.4,-0.008
58,-72.9,150.2,-0.600,1,0.282,2.044,2.045,0,0.282,0.0,0,0,0,1.9,-1.0,2.1,-2.7,-0.005
59,-74.5,153.2,-0.600,1,0.274,2.029,2.066,0,0.274,0.0,0,0,0,-1.9,-0.6,1.7,-1.7,-0.005
60,-75.8,156.6,-0.600,1,0.260,2.017,2.091,0,0.260,0.0,0,0,0,-2.5,-0.4,1.6,-2.6,-0.004
61,-76.1,161.0,-0.600,1,0.267,2.007,2.113,0,0.267,0.0,0,0,0,-1.8,-0.6,2.5,-2.5,-0.002
62,-75.6,166.2,-0.600,1,0.265,1.999,2.137,0,0.265,0.0,0,0,0,1.9,0.6,1.1,-2.3,-0.005
63,-74.8,171.8,-0.600,1,0.254,1.992,2.162,0,0.254,0.0,0,0,0,0.9,0.2,1.4,-1.8,-0.005
64,-74.0,177.5,-0.600,1,0.275,1.988,2.186,0,0.275,0.0,0,0,0,0.5,-0.5,0.6,-1.8,-0.001
65,-73.0,-176.0,-0.600,1,0.281,1.986,2.214,0,0.281,0.0,0,0,0,0.8,-0.9,1.8,-0.7,-0.003
66,-72.3,-171.3,-0.600,1,-0.370,1.986,2.233,0,-0.370,0.0,0,0,0,10.5,0.2,4.4,-2.8,-0.001
67,-71.4,-165.9,-0.600,1,-0.287,1.988,2.253,0,-0.287,0.0,0,0,0,13.4,-0.6,9.0,-1.1,-0.002
68,-70.8,-160.8,-0.600,1,0.100,1.995,2.264,0,0.298,0.0,0,0,1,568.2,72.1,638.9,430.9,1.000
69,-70.9,-156.8,-0.600,1,0.200,2.008,2.262,0,0.289,0.0,0,0,1,-1.2,-0.4,1.4,-1.7,-0.004
70,-71.6,-152.7,-0.600,1,0.237,2.026,2.258,0,0.237,0.0,0,0,0,-0.0,-0.7,1.6,-1.6,-0.005
71,-71.8,-149.4,-0.600,1,0.269,2.040,2.255,0,0.269,0.0,0,0,0,0.3,-1.0,3.4,-1.5,0.003
