step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,17.4,-5.2,-0.120,0,0.100,4.539,4.597,0,0.877,325.1,0,0,1,308.2,138.0,417.8,336.6,1.000
2,16.6,-4.6,-0.131,0,0.200,4.493,4.567,0,0.893,323.0,0,0,1,302.6,135.0,412.0,342.1,0.997
3,16.0,-3.6,-0.117,0,0.300,4.413,4.510,0,0.862,323.6,0,0,1,299.0,134.2,410.9,340.7,0.998
4,15.7,-2.7,-0.087,0,0.400,4.346,4.458,0,0.854,324.8,0,0,1,283.3,129.5,400.2,351.7,0.995
5,15.6,-1.6,-0.057,0,0.500,4.252,4.384,0,0.865,328.5,0,0,1,272.7,130.1,389.3,349.9,0.996
6,15.7,-0.5,-0.045,0,0.600,4.144,4.295,0,0.811,333.0,0,0,1,268.7,124.8,388.9,362.0,0.994
7,16.2,0.4,-0.047,0,0.700,4.102,4.193,0,0.772,336.0,0,0,1,265.7,118.5,391.3,370.1,0.996
8,16.6,1.0,-0.042,0,0.725,4.057,4.084,0,0.725,337.0,0,0,0,265.2,118.2,390.7,371.8,0.995
9,18.6,3.2,-0.149,0,0.825,3.998,3.949,0,0.857,335.2,0,0,1,313.4,140.7,414.6,343.1,0.996
10,19.8,4.5,-0.082,0,0.925,3.958,3.852,0,1.011,337.7,0,0,1,277.3,138.1,372.8,348.6,1.001
11,20.3,4.9,0.027,0,0.992,3.899,3.721,0,0.992,342.6,0,0,0,240.8,134.7,342.6,351.6,0.996
12,21.2,5.6,0.066,0,0.960,3.827,3.575,0,0.960,346.1,0,0,0,239.1,131.9,336.4,353.0,1.000
13,21.9,5.9,0.083,0,0.930,3.746,3.419,0,0.930,350.7,0,0,0,235.9,132.7,334.9,347.6,1.000
14,22.8,6.2,0.092,0,0.927,3.648,3.233,0,0.927,355.8,0,0,0,235.0,130.7,335.5,344.9,1.003
15,23.7,6.3,0.077,0,0.811,3.526,3.099,0,0.811,359.4,0,0,0,234.7,124.1,341.8,361.5,0.998
16,25.1,6.4,0.100,0,0.778,3.369,2.939,0,0.778,365.1,0,0,0,222.2,122.3,342.8,363.3,0.998
17,26.8,6.5,0.125,0,0.700,3.228,2.785,0,0.700,370.5,0,0,0,216.4,112.7,337.7,377.1,0.998
18,28.6,6.7,0.184,0,0.722,3.100,2.637,0,0.722,382.9,0,0,0,195.0,114.7,315.6,378.5,0.997
19,30.7,6.7,0.304,0,0.393,2.972,2.472,0,0.393,397.7,0,0,0,80.2,96.5,247.0,428.5,1.000
20,32.4,6.8,0.424,0,0.367,2.891,2.355,0,0.367,418.8,0,0,0,64.4,88.4,234.7,441.1,0.997
21,34.5,7.0,0.518,0,0.344,2.809,2.220,0,0.344,438.7,0,0,0,56.2,80.3,228.4,454.8,0.998
22,36.7,7.1,0.463,0,0.294,2.747,2.083,0,0.294,456.3,0,0,0,74.6,71.0,257.7,466.2,1.007
23,38.4,7.4,0.398,0,0.292,2.710,1.982,0,0.292,469.1,0,0,0,110.4,72.6,278.0,458.0,1.002
24,39.7,7.8,0.382,0,0.000,2.682,1.905,0,0.272,478.7,1,0,0,112.8,71.0,279.3,459.0,1.003
25,41.5,8.5,0.360,0,0.000,2.651,1.817,0,0.276,480.0,1,0,1,112.3,72.6,285.6,461.0,1.003
26,43.2,9.4,0.396,0,0.000,2.627,1.743,0,0.275,480.0,1,0,1,101.9,68.6,282.6,464.1,1.003
27,45.2,11.0,0.407,0,0.000,2.612,1.675,0,0.279,480.0,1,0,1,96.7,65.0,271.7,462.9,1.001
28,47.0,12.5,0.409,0,0.000,2.602,1.624,0,0.289,480.0,1,0,1,95.7,68.1,272.4,459.9,1.004
29,48.5,12.4,0.529,0,0.000,2.594,1.624,0,0.244,480.0,1,0,1,2.0,-1.8,4.6,-0.8,-0.003
30,50.3,12.3,0.600,0,0.000,2.582,1.622,0,0.241,480.0,1,0,1,1.9,-0.4,3.5,-4.4,-0.009
31,52.0,12.1,0.600,0,0.000,2.568,1.621,0,0.256,480.0,1,0,1,4.2,-0.8,3.9,-2.6,-0.005
32,53.6,11.7,0.600,0,0.000,2.552,1.620,0,0.261,480.0,1,0,1,3.0,-0.1,5.3,-1.5,-0.009
33,55.3,11.4,0.600,0,0.000,2.535,1.618,0,0.274,480.0,1,0,1,2.5,0.1,2.4,-1.7,-0.005
