step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,-15.2,17.5,-0.120,1,0.100,4.667,4.669,0,1.025,321.2,0,0,1,402.0,148.2,464.3,335.8,1.005
2,-15.9,17.2,-0.240,1,0.200,4.657,4.638,0,1.042,321.2,0,0,1,399.6,151.2,470.9,327.5,1.003
3,-16.2,17.1,-0.327,1,0.300,4.641,4.594,0,1.030,321.6,0,0,1,386.8,146.1,466.3,334.9,0.998
4,-16.2,17.4,-0.295,1,0.400,4.610,4.530,0,0.993,321.0,0,0,1,376.3,144.7,461.9,338.4,1.002
5,-15.8,18.1,-0.309,1,0.500,4.565,4.454,0,0.949,321.2,0,0,1,371.1,138.4,477.8,349.7,1.003
6,-15.1,19.4,-0.339,1,0.600,4.506,4.365,0,0.770,324.4,0,0,1,391.0,136.6,496.0,365.9,1.001
7,-14.1,21.1,-0.318,1,0.700,4.418,4.246,0,0.801,328.8,0,0,1,372.3,130.8,480.7,364.0,1.003
8,-14.2,21.7,-0.298,1,0.800,4.349,4.160,0,0.826,332.3,0,0,1,375.1,133.2,475.6,365.6,1.002
9,-14.1,22.6,-0.178,1,0.779,4.253,4.044,0,0.779,338.2,0,0,0,303.0,139.7,400.9,340.9,0.998
10,-12.5,25.3,-0.201,1,0.879,4.146,3.910,0,0.976,322.4,0,0,1,320.3,139.7,422.2,344.5,0.999
11,-10.6,28.1,-0.167,1,0.979,4.060,3.808,0,0.983,325.3,0,0,1,314.8,136.4,413.8,345.6,1.001
12,-10.1,29.9,-0.154,1,0.945,3.947,3.685,0,0.945,333.8,0,0,0,316.4,134.7,412.8,353.4,1.004
13,-9.8,31.8,-0.145,1,0.917,3.816,3.549,0,0.917,340.1,0,0,0,314.0,134.3,404.7,353.2,0.998
14,-9.8,33.7,-0.139,1,0.924,3.680,3.409,0,0.924,344.9,0,0,0,305.9,132.7,408.1,356.0,1.000
15,-9.8,35.6,-0.155,1,0.838,3.544,3.270,0,0.838,349.3,0,0,0,308.3,125.6,420.1,360.9,1.002
16,-9.8,37.7,-0.149,1,0.745,3.408,3.134,0,0.745,352.8,0,0,0,293.3,117.7,432.7,373.5,1.002
17,-10.1,39.6,-0.198,1,0.616,3.278,3.005,0,0.616,356.7,0,0,0,321.4,107.8,460.4,395.4,1.004
18,-10.4,41.6,-0.193,1,0.583,3.158,2.885,0,0.583,361.2,0,0,0,315.2,108.3,452.4,394.2,1.002
19,-10.7,43.9,-0.263,1,0.683,3.031,2.756,0,0.864,365.3,0,0,1,328.7,132.0,457.0,362.8,1.002
20,-11.0,45.5,-0.185,1,0.783,2.946,2.670,0,0.881,372.7,0,0,1,306.3,132.6,430.4,359.9,1.000
21,-11.4,47.6,-0.239,1,0.811,2.841,2.567,0,0.811,380.0,0,0,0,330.2,126.5,458.5,369.4,1.002
22,-12.0,50.2,-0.272,1,0.686,2.728,2.462,0,0.686,386.3,0,0,0,340.6,118.4,472.2,383.1,1.006
23,-12.4,53.4,-0.318,1,0.548,2.611,2.361,0,0.548,396.7,0,0,0,348.0,105.8,506.6,410.4,1.010
24,-12.8,56.8,-0.339,1,0.509,2.503,2.273,0,0.509,410.7,0,0,0,357.2,104.5,506.0,416.9,1.005
25,-13.4,60.3,-0.337,1,0.497,2.410,2.201,0,0.497,425.1,0,0,0,351.8,103.5,507.0,413.2,1.007
