step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,-16.8,16.2,-0.120,0,0.100,4.641,4.639,0,1.017,319.7,0,0,1,344.4,140.6,439.7,343.6,0.998
2,-17.3,17.0,-0.240,0,0.200,4.634,4.630,0,1.014,321.5,0,0,1,347.9,139.1,444.8,347.7,0.998
3,-18.0,18.0,-0.308,1,0.300,4.617,4.607,0,1.003,325.3,0,0,1,367.1,132.3,473.2,356.9,1.001
4,-18.9,19.1,-0.286,1,0.400,4.580,4.561,0,0.989,327.8,0,0,1,358.7,132.9,459.5,357.9,1.004
5,-19.5,20.0,-0.270,1,0.500,4.543,4.516,0,0.962,327.3,0,0,1,352.7,128.0,459.6,362.2,0.998
6,-20.2,21.1,-0.226,1,0.600,4.487,4.448,0,0.951,328.7,0,0,1,338.3,128.8,441.6,363.3,1.002
7,-21.0,22.2,-0.248,1,0.700,4.417,4.364,0,0.933,330.6,0,0,1,342.5,124.4,454.2,367.9,0.999
8,-22.3,22.7,-0.238,1,0.800,4.338,4.271,0,0.866,330.6,0,0,1,333.5,123.6,455.2,367.7,1.003
9,-23.2,23.7,-0.220,1,0.900,4.251,4.166,0,1.177,329.9,0,0,1,367.9,154.5,449.8,336.8,1.006
10,-24.4,24.6,-0.252,1,1.000,4.150,4.045,0,1.106,0.0,0,0,1,361.8,140.3,453.6,346.2,1.007
11,-25.5,25.6,-0.286,1,0.900,4.035,3.909,0,0.900,0.0,0,0,0,348.8,124.0,469.6,367.0,1.004
12,-26.6,26.8,-0.243,1,0.993,3.910,3.761,0,0.993,0.0,0,0,0,350.2,133.1,450.1,352.9,1.007
13,-27.0,29.1,-0.153,1,0.991,3.766,3.586,0,0.991,0.0,0,0,0,326.6,133.6,421.0,353.3,1.006
14,-27.9,30.5,-0.135,1,0.999,3.660,3.460,0,0.999,0.0,0,0,0,324.7,134.0,420.7,353.9,1.005
