step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,15.6,-13.4,0.094,0,0.100,4.468,4.529,0,1.000,324.1,0,0,1,254.9,152.5,332.9,318.2,0.996
2,15.1,-13.0,0.133,0,0.200,4.409,4.484,0,0.985,324.0,0,0,1,237.3,143.0,324.6,338.8,0.993
3,14.5,-12.6,0.155,0,0.300,4.333,4.425,0,0.959,323.6,0,0,1,228.9,139.6,323.8,337.5,0.992
4,14.3,-12.1,0.154,0,0.400,4.245,4.355,0,0.904,325.3,0,0,1,217.3,130.2,320.6,352.6,0.990
5,14.3,-11.5,0.172,0,0.500,4.141,4.270,0,0.821,326.1,0,0,1,206.8,122.4,319.0,367.9,0.991
6,14.6,-10.9,0.135,0,0.600,4.025,4.173,0,0.626,329.6,0,0,1,213.1,114.1,339.3,385.4,0.997
7,15.2,-10.4,0.130,0,0.566,3.873,4.045,0,0.566,337.9,0,0,0,207.7,107.0,337.2,402.1,0.997
8,15.4,-10.5,0.169,0,0.548,3.759,3.947,0,0.548,344.0,0,0,0,201.5,107.2,337.3,389.8,0.994
9,15.8,-10.7,0.049,0,0.621,3.625,3.831,0,0.621,349.1,0,0,0,320.0,115.4,428.9,386.8,0.999
10,16.7,-10.5,-0.071,0,0.650,3.495,3.723,0,0.650,350.3,0,0,0,320.8,120.7,443.6,372.9,1.004
11,18.0,-10.0,-0.191,0,0.595,3.362,3.611,0,0.595,355.1,0,0,0,313.9,112.5,454.9,387.4,1.006
12,18.6,-10.3,-0.263,0,0.652,3.226,3.493,0,0.652,362.3,0,0,0,332.6,116.6,460.3,384.1,1.004
13,19.5,-10.4,-0.143,0,0.583,3.085,3.370,0,0.583,370.5,0,0,0,289.8,112.0,422.6,389.1,1.005
14,20.5,-10.5,-0.023,0,0.524,2.944,3.248,0,0.524,383.6,0,0,0,232.3,106.8,370.1,398.4,1.007
15,21.6,-10.5,0.089,0,0.500,2.805,3.126,0,0.500,397.7,0,0,0,214.8,105.4,363.4,396.6,1.004
16,22.6,-10.9,0.130,0,0.462,2.672,3.009,0,0.462,378.2,0,0,0,200.6,100.7,353.5,406.4,1.006
17,23.5,-11.3,0.111,0,0.429,2.542,2.896,0,0.429,380.3,0,0,0,212.0,98.9,361.1,414.6,1.003
18,24.7,-11.7,0.161,0,0.399,2.418,2.786,0,0.399,0.0,0,0,0,195.7,97.0,348.8,419.1,1.005
19,26.1,-12.2,0.138,0,0.431,2.301,2.680,0,0.431,386.5,0,0,0,190.7,104.3,336.2,409.4,0.997
20,27.8,-12.8,0.136,0,0.367,2.194,2.577,0,0.367,392.4,0,0,0,178.8,92.2,348.5,420.8,0.997
