step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,16.1,-10.2,-0.108,0,0.100,4.689,4.607,0,1.086,319.8,0,0,1,317.1,148.5,391.9,332.4,0.998
2,17.1,-9.6,-0.048,0,0.200,4.677,4.573,0,1.076,322.3,0,0,1,288.3,145.1,369.0,339.1,0.998
3,18.0,-9.1,0.008,0,0.300,4.654,4.530,0,1.039,323.5,0,0,1,274.6,145.2,348.5,337.3,1.003
4,18.8,-8.8,0.108,0,0.400,4.618,4.476,0,0.993,324.8,0,0,1,238.0,144.0,322.8,340.0,0.999
5,19.4,-8.8,0.131,0,0.500,4.571,4.412,0,0.946,324.1,0,0,1,226.4,141.9,321.2,342.7,0.997
6,19.3,-9.4,0.174,0,0.600,4.508,4.336,0,0.928,324.9,0,0,1,215.7,140.0,306.2,349.1,0.999
7,18.7,-10.8,0.154,0,0.700,4.428,4.246,0,0.801,326.5,0,0,1,212.4,127.0,324.0,363.2,1.001
8,17.4,-12.8,0.211,0,0.800,4.334,4.146,0,0.892,330.3,0,0,1,200.0,132.9,300.6,356.5,1.001
9,16.2,-14.9,0.091,0,0.900,4.229,4.042,0,0.948,333.7,0,0,1,292.2,141.1,378.6,342.8,0.996
10,15.3,-16.5,-0.029,1,0.962,4.112,3.933,0,0.962,336.0,0,0,0,287.3,137.1,383.9,350.5,0.996
11,13.8,-19.0,-0.149,1,0.991,3.964,3.798,0,0.991,339.7,0,0,0,315.6,140.5,408.1,349.9,1.003
12,13.1,-20.4,-0.127,1,0.967,3.848,3.696,0,0.967,345.4,0,0,0,273.9,127.0,400.1,364.9,1.000
13,12.5,-22.1,-0.086,1,0.955,3.696,3.560,0,0.955,354.6,0,0,0,285.3,130.8,395.1,360.2,0.997
14,12.3,-23.7,-0.063,1,0.936,3.515,3.399,0,0.936,351.9,0,0,0,280.7,131.0,389.3,355.9,0.998
15,12.8,-24.3,-0.055,1,0.908,3.385,3.281,0,0.908,358.7,0,0,0,272.7,126.9,387.6,361.7,0.999
16,13.5,-25.1,0.026,1,0.838,3.232,3.143,0,0.838,363.2,0,0,0,241.4,120.9,358.8,375.7,1.003
17,14.5,-25.7,0.106,1,0.811,3.082,3.007,0,0.811,369.7,0,0,0,213.9,119.5,334.4,380.1,1.000
18,15.6,-26.3,0.131,1,0.743,2.938,2.875,0,0.743,380.5,0,0,0,202.5,115.1,340.4,391.1,1.001
19,16.8,-27.0,0.011,1,0.322,2.799,2.746,0,0.322,388.5,0,0,0,436.4,73.8,585.8,450.9,0.998
20,18.1,-27.5,-0.109,1,0.340,2.669,2.623,0,0.340,395.4,0,0,0,425.2,69.8,575.0,451.6,0.995
21,19.8,-27.9,-0.229,1,0.354,2.546,2.505,0,0.354,405.1,0,0,0,373.2,75.2,528.4,441.2,0.994
22,21.9,-27.8,-0.225,1,0.356,2.446,2.401,0,0.356,417.2,0,0,0,303.5,86.1,461.1,423.6,0.998
23,24.3,-27.4,-0.187,1,0.311,2.368,2.309,0,0.311,442.8,0,0,0,294.2,85.1,456.0,435.3,0.998
24,26.8,-26.9,-0.067,1,0.301,2.304,2.222,0,0.301,0.0,0,0,0,222.6,86.9,396.5,431.0,0.999
25,29.6,-26.2,-0.004,0,0.251,2.252,2.139,0,0.251,0.0,0,0,0,230.9,82.4,394.6,448.9,1.003
26,32.3,-25.6,0.116,0,0.216,2.209,2.067,0,0.216,0.0,0,0,0,195.1,78.7,358.4,448.9,0.999
27,35.5,-25.4,0.148,0,0.161,2.171,2.023,0,0.161,0.0,0,0,0,186.4,73.4,359.3,461.2,1.000
28,38.1,-24.5,0.179,0,0.121,2.150,1.957,0,0.121,0.0,0,0,0,167.0,63.7,352.4,467.8,1.001
29,40.2,-23.5,0.059,0,0.221,2.138,1.909,0,0.295,0.0,0,0,1,454.8,10.8,642.2,477.5,1.000
30,42.6,-22.2,-0.061,0,-0.274,2.131,1.858,0,-0.274,0.0,0,0,0,0.9,-0.8,-1.1,-7.8,-0.012
31,45.1,-20.8,0.059,0,0.100,2.126,1.811,0,0.364,0.0,0,0,1,3.9,-1.6,-6.2,4.5,0.009
32,47.6,-19.1,0.179,0,0.200,2.127,1.775,0,0.363,0.0,0,0,1,1.3,0.3,-7.6,3.0,-0.000
33,49.9,-17.4,0.299,0,0.300,2.132,1.748,0,0.339,0.0,0,0,1,-1.6,-0.2,-4.4,1.8,-0.002
34,52.4,-15.6,0.419,0,0.000,2.130,1.721,0,0.348,480.0,1,0,0,0.5,-0.3,-7.6,0.1,-0.002
35,55.4,-13.6,0.539,0,0.000,2.117,1.693,0,0.339,480.0,1,0,1,-0.7,0.1,-6.2,1.0,-0.003
36,57.8,-11.8,0.600,0,0.000,2.107,1.685,0,0.301,479.9,1,0,1,-0.4,0.3,-8.7,-2.3,-0.006
37,59.5,-10.4,0.600,0,0.000,2.099,1.690,0,0.318,480.0,1,0,1,1.6,-1.0,-0.9,-3.2,0.005
38,61.5,-8.6,0.600,0,0.000,2.088,1.696,0,0.322,479.5,1,0,1,1.5,-0.2,-6.5,-1.3,-0.004
39,63.5,-6.8,0.600,0,0.000,2.078,1.703,0,0.214,480.0,1,0,1,3.0,0.1,4.6,-1.3,-0.013
40,65.5,-5.1,0.600,0,0.000,2.071,1.710,0,0.286,479.7,1,0,1,1.8,0.3,3.8,-4.6,-0.009
41,67.9,-3.0,0.600,0,0.000,2.067,1.720,0,0.298,479.4,1,0,1,-0.2,-0.4,-0.5,-2.2,-0.011
42,69.6,-1.6,0.600,0,0.000,2.066,1.728,0,0.305,479.7,1,0,1,-0.7,0.5,0.1,-2.9,-0.009
43,71.6,0.1,0.480,0,0.000,2.069,1.737,0,0.310,479.3,1,0,1,3.3,1.9,-4.8,-0.9,0.008
44,73.6,1.8,0.600,0,0.000,2.074,1.747,0,0.320,479.8,1,0,1,0.8,0.5,2.8,-2.5,-0.012
45,75.7,3.5,0.600,0,0.000,2.083,1.757,0,0.328,479.3,1,0,1,-3.2,0.5,-2.5,-3.2,-0.012
46,78.0,5.5,0.600,0,0.000,2.098,1.768,0,0.316,479.5,1,0,1,-2.0,-0.5,-1.2,-3.3,-0.010
47,79.7,6.9,0.600,0,0.000,2.110,1.776,0,0.309,479.8,1,0,1,-3.6,-0.7,-2.6,-3.0,-0.006
48,81.6,8.6,0.600,0,0.000,2.129,1.786,0,0.310,479.4,1,0,1,-1.4,-1.2,-0.6,-2.0,-0.008
49,83.5,10.2,0.600,0,0.000,2.150,1.796,0,0.289,479.2,1,0,1,2.4,-3.1,-0.6,3.9,0.005
50,85.4,11.9,0.600,0,0.000,2.174,1.805,0,0.285,479.3,1,0,1,5.8,-1.8,2.1,3.7,-0.003
51,87.2,13.5,0.600,0,0.000,2.201,1.815,0,0.288,479.7,1,0,1,5.2,-0.8,2.0,3.9,-0.001
52,88.9,15.1,0.600,0,0.000,2.231,1.824,0,0.278,479.2,1,0,1,1.8,-0.8,1.5,-2.1,-0.009
53,90.6,16.8,0.600,0,0.000,2.263,1.833,0,0.285,478.9,1,0,1,2.4,-0.5,1.7,3.5,-0.002
54,92.2,18.3,0.600,0,0.000,2.298,1.842,0,0.284,478.9,1,0,1,0.6,-0.8,0.6,-1.2,-0.005
55,93.7,19.9,0.600,0,0.000,2.335,1.850,0,0.293,478.6,1,0,1,1.6,-1.0,1.9,2.7,-0.002
56,95.2,21.4,0.600,0,0.100,2.374,1.858,0,0.285,0.0,0,0,1,0.9,-0.9,-0.4,3.1,-0.002
57,96.6,22.9,0.600,0,0.200,2.416,1.866,0,0.288,0.0,0,0,1,0.8,-0.7,1.3,1.4,-0.003
58,97.7,24.1,0.600,0,0.282,2.460,1.870,0,0.282,0.0,0,0,0,-1.1,-1.4,0.0,0.9,-0.006
59,98.1,24.7,0.600,0,0.362,2.508,1.869,0,0.362,0.0,0,0,0,-1.2,-0.5,1.5,0.1,-0.009
60,98.5,25.2,0.600,0,0.343,2.559,1.865,0,0.343,0.0,0,0,0,-2.9,-1.3,1.5,-1.6,-0.004
61,98.5,25.3,0.600,0,0.347,2.614,1.858,0,0.347,0.0,0,0,0,-3.4,-0.4,2.8,-3.6,-0.008
62,98.3,25.2,0.600,0,0.330,2.680,1.847,0,0.330,0.0,0,0,0,-4.9,-1.6,2.5,0.7,-0.005
63,98.1,25.1,0.600,0,0.318,2.730,1.841,0,0.318,0.0,0,0,0,-3.8,-1.7,1.0,1.4,-0.002
64,97.8,25.2,0.600,0,0.343,2.790,1.837,0,0.343,0.0,0,0,0,-3.5,-0.6,0.8,-1.6,-0.005
65,97.5,25.2,0.600,0,0.325,2.853,1.835,0,0.325,0.0,0,0,0,-0.2,-1.7,4.4,1.6,0.000
66,97.2,25.2,0.600,0,0.310,2.917,1.834,0,0.310,0.0,0,0,0,-3.8,-1.3,-2.6,-1.0,-0.010
67,96.8,25.2,0.600,0,0.304,2.982,1.836,0,0.304,0.0,0,0,0,-1.7,-0.7,-1.0,0.9,-0.005
68,96.3,25.2,0.600,0,0.316,3.048,1.841,0,0.316,0.0,0,0,0,-2.0,-0.3,-0.1,2.2,-0.002
69,95.8,25.2,0.600,0,0.308,3.126,1.849,0,0.308,0.0,0,0,0,0.3,-0.0,3.3,-0.5,-0.004
70,95.3,25.1,0.600,0,0.306,3.183,1.855,0,0.306,0.0,0,0,0,3.0,-0.5,0.9,-3.4,-0.006
71,94.6,24.9,0.600,0,0.299,3.252,1.865,0,0.299,0.0,0,0,0,-2.4,-0.1,1.1,-0.4,-0.003
