step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,6.9,-19.4,-0.120,1,0.100,4.388,4.518,0,0.855,327.4,0,0,1,324.6,131.1,428.2,358.0,0.997
2,6.4,-18.9,-0.182,1,0.200,4.341,4.464,0,0.954,327.7,0,0,1,337.3,135.1,433.7,351.9,0.995
3,6.0,-18.6,-0.154,1,0.300,4.290,4.407,0,0.896,326.7,0,0,1,323.2,129.3,427.9,356.1,0.996
4,5.2,-18.6,-0.194,1,0.400,4.227,4.327,0,0.920,328.4,0,0,1,333.8,129.7,438.3,356.0,0.996
5,4.2,-19.1,-0.143,1,0.500,4.149,4.233,0,0.891,333.3,0,0,1,315.5,129.1,417.4,355.7,1.000
6,3.0,-20.1,-0.150,1,0.600,4.060,4.127,0,0.872,337.1,0,0,1,315.2,126.8,423.1,357.1,1.001
7,1.6,-21.4,-0.147,1,0.700,3.958,4.010,0,0.851,339.9,0,0,1,309.8,123.5,429.2,365.1,0.993
8,0.8,-22.5,-0.178,1,0.800,3.852,3.892,0,0.803,339.2,0,0,1,311.8,121.6,438.1,369.0,1.001
9,0.1,-23.6,-0.270,1,0.900,3.737,3.765,0,0.956,340.0,0,0,1,339.0,135.6,455.2,354.1,0.995
10,-1.4,-26.0,-0.334,1,0.921,3.619,3.638,0,0.921,343.2,0,0,0,360.1,135.6,470.1,354.0,0.995
11,-3.0,-28.7,-0.324,1,0.891,3.485,3.498,0,0.891,347.1,0,0,0,352.9,130.9,472.8,358.5,1.000
12,-3.8,-31.1,-0.338,1,0.838,3.343,3.356,0,0.838,352.8,0,0,0,356.7,126.3,477.8,366.0,0.998
13,-4.1,-33.3,-0.367,1,0.627,3.203,3.221,0,0.627,359.2,0,0,0,368.2,112.0,503.9,398.7,0.997
14,-3.8,-35.2,-0.342,1,0.571,3.064,3.095,0,0.571,366.8,0,0,0,353.9,110.7,495.5,398.9,0.998
15,-3.1,-36.6,-0.326,1,0.417,2.936,2.984,0,0.417,377.3,0,0,0,349.6,99.4,499.5,420.5,1.002
16,-2.4,-38.0,-0.365,1,0.441,2.820,2.883,0,0.441,383.4,0,0,0,361.5,98.6,510.4,418.6,0.999
17,-1.3,-38.9,-0.342,1,0.363,2.714,2.790,0,0.363,396.8,0,0,0,348.2,93.7,509.0,431.6,0.998
18,-0.2,-39.8,-0.332,1,0.436,2.612,2.700,0,0.436,406.4,0,0,0,344.7,100.2,497.6,422.3,1.004
19,0.8,-40.8,-0.212,1,0.516,2.514,2.614,0,0.516,412.4,0,0,0,284.0,103.1,395.3,403.4,0.990
20,1.6,-42.0,-0.092,1,0.510,2.414,2.527,0,0.510,419.8,0,0,0,262.2,104.7,379.6,405.8,0.993
21,2.6,-43.2,-0.038,1,0.453,2.310,2.438,0,0.453,428.3,0,0,0,263.9,100.3,394.6,417.3,0.997
22,3.6,-44.7,-0.057,1,0.405,2.202,2.348,0,0.405,438.3,0,0,0,264.2,96.0,404.1,424.6,0.996
23,4.3,-46.3,0.008,1,0.334,2.098,2.261,0,0.334,447.2,0,0,0,235.8,91.8,383.9,435.6,0.996
24,5.0,-48.1,0.008,1,0.282,1.999,2.180,0,0.282,458.1,0,0,0,231.7,85.5,387.7,446.1,0.993
25,5.7,-49.9,0.030,1,0.000,1.906,2.105,0,0.245,470.1,1,0,0,214.9,83.1,373.4,451.3,0.998
26,6.2,-51.7,0.038,1,0.000,1.857,2.035,0,0.237,479.0,1,0,1,212.1,81.0,374.8,453.9,1.000
27,6.4,-53.6,0.066,1,0.000,1.841,1.974,0,0.221,480.0,1,0,1,202.6,80.4,366.3,455.4,0.997
28,6.5,-55.3,0.082,1,0.000,1.837,1.920,0,0.216,480.0,1,0,1,194.6,77.5,359.5,459.7,0.999
29,6.5,-57.1,0.177,1,-0.194,1.835,1.870,0,-0.194,480.0,0,0,0,180.0,32.6,361.2,484.3,1.002
30,6.5,-59.1,0.183,1,-0.115,1.835,1.825,0,-0.115,480.0,0,0,0,164.5,32.0,380.2,484.7,0.997
31,6.0,-61.1,0.211,1,-0.090,1.813,1.787,0,-0.090,480.0,0,0,0,149.6,35.1,369.4,483.9,0.998
32,4.9,-63.0,0.305,1,-0.321,1.771,1.754,0,-0.321,480.0,0,0,0,116.0,18.8,343.3,485.9,1.004
