step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,-15.9,19.0,-0.038,1,0.100,4.658,4.656,0,1.036,324.0,0,0,1,291.1,152.2,360.6,317.7,1.004
2,-16.7,20.1,0.074,1,0.200,4.644,4.639,0,0.998,326.2,0,0,1,258.4,156.2,320.7,314.5,0.996
3,-17.1,21.4,-0.046,1,0.300,4.619,4.609,0,0.972,326.7,0,0,1,297.5,143.6,383.7,329.5,0.995
4,-17.3,23.1,-0.067,1,0.400,4.580,4.566,0,0.936,327.0,0,0,1,280.2,138.7,380.3,341.5,0.997
5,-17.0,25.6,-0.083,1,0.500,4.518,4.497,0,0.885,319.5,0,0,1,287.5,134.4,391.9,347.0,1.003
6,-16.5,27.7,-0.014,1,0.600,4.461,4.435,0,0.871,322.7,0,0,1,271.7,136.1,372.5,347.4,1.000
7,-16.0,30.2,-0.000,1,0.700,4.380,4.348,0,0.795,325.9,0,0,1,254.8,124.6,369.0,359.6,1.004
8,-16.5,31.6,-0.005,1,0.699,4.291,4.257,0,0.699,326.9,0,0,0,254.9,119.8,373.2,370.4,1.004
9,-17.2,32.8,-0.125,1,0.366,4.193,4.162,0,0.366,328.6,0,0,0,405.6,89.6,517.0,441.0,0.995
10,-17.8,34.2,-0.245,1,0.381,4.089,4.053,0,0.381,332.5,0,0,0,381.2,94.3,493.0,428.6,0.996
11,-17.3,36.6,-0.178,1,0.350,3.986,3.938,0,0.350,334.1,0,0,0,312.2,97.3,418.4,424.7,0.997
12,-17.2,38.5,-0.181,1,0.450,3.886,3.826,0,0.500,337.1,0,0,1,320.4,106.9,418.3,400.5,0.997
13,-17.3,40.1,-0.133,1,0.520,3.797,3.724,0,0.520,340.5,0,0,0,299.6,108.5,402.0,399.8,0.994
14,-17.7,41.6,-0.017,1,0.512,3.707,3.620,0,0.512,342.9,0,0,0,255.1,111.0,362.2,390.6,0.997
15,-18.2,43.2,0.098,1,0.506,3.612,3.514,0,0.506,348.7,0,0,0,224.2,113.3,339.8,386.7,0.998
16,-18.8,44.8,0.155,1,0.489,3.516,3.409,0,0.489,352.3,0,0,0,205.0,106.9,326.9,394.5,0.995
17,-19.6,46.4,0.119,1,0.546,3.420,3.305,0,0.546,360.9,0,0,0,212.5,110.8,329.7,385.1,0.994
18,-20.4,48.1,0.196,1,0.498,3.326,3.204,0,0.498,368.3,0,0,0,180.3,105.7,310.4,394.3,0.997
19,-21.3,49.8,0.076,1,0.598,3.230,3.103,0,0.832,376.9,0,0,1,373.1,131.5,461.9,356.2,1.000
20,-22.5,51.6,-0.044,1,0.698,3.136,3.005,0,0.750,0.0,0,0,1,448.4,121.0,547.3,383.1,1.003
21,-24.0,53.7,-0.164,1,0.727,3.025,2.892,0,0.727,0.0,0,0,0,411.0,119.1,521.3,375.0,0.992
22,-25.3,55.4,-0.284,1,0.642,2.938,2.809,0,0.642,0.0,0,0,0,406.6,110.9,517.8,383.4,0.989
23,-26.7,58.0,-0.404,1,0.584,2.833,2.711,0,0.584,0.0,0,0,0,404.1,108.0,528.8,391.8,0.996
24,-28.0,60.9,-0.430,1,0.506,2.734,2.621,0,0.506,0.0,0,0,0,387.1,103.3,518.8,408.6,0.994
25,-29.2,64.0,-0.355,1,0.458,2.641,2.540,0,0.458,0.0,0,0,0,361.3,102.5,493.6,403.0,0.995
26,-30.4,67.2,-0.389,1,0.402,2.557,2.473,0,0.402,0.0,0,0,0,374.0,96.0,510.6,415.7,0.997
27,-31.8,69.5,-0.336,1,0.337,2.484,2.435,0,0.337,0.0,0,0,0,352.2,94.2,493.9,424.2,0.996
28,-33.2,71.4,-0.266,1,0.300,2.424,2.412,0,0.300,0.0,0,0,0,325.5,92.8,468.0,426.2,0.995
29,-34.4,74.2,-0.386,1,0.324,2.373,2.381,0,0.324,0.0,0,0,0,514.7,89.5,637.8,465.5,0.997
30,-35.9,76.9,-0.506,1,0.331,2.331,2.360,0,0.331,0.0,0,0,0,536.1,107.1,638.6,467.0,1.003
31,-37.3,79.8,-0.600,1,0.311,2.295,2.345,0,0.311,0.0,0,0,0,530.4,100.3,639.3,432.8,1.007
32,-38.6,82.8,-0.600,1,0.301,2.263,2.329,0,0.301,0.0,0,0,0,532.8,100.1,643.0,459.4,1.003
33,-39.8,86.0,-0.600,1,0.301,2.236,2.311,0,0.301,0.0,0,0,0,540.2,95.9,647.7,451.8,1.006
34,-40.9,89.2,-0.600,1,0.312,2.215,2.296,0,0.312,0.0,0,0,0,543.2,98.4,645.7,424.8,0.999
35,-42.0,92.6,-0.600,1,0.304,2.195,2.286,0,0.304,0.0,0,0,0,528.1,93.8,638.1,428.1,0.997
36,-43.0,96.1,-0.600,1,0.343,2.171,2.279,0,0.343,0.0,0,0,0,4.2,-0.7,2.5,-0.9,-0.003
37,-44.1,99.6,-0.600,1,0.316,2.144,2.277,0,0.316,0.0,0,0,0,-1.7,-0.6,3.1,-0.8,0.001
38,-45.1,103.2,-0.600,1,0.305,2.111,2.279,0,0.305,0.0,0,0,0,-3.6,0.2,1.4,-0.1,0.002
