step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,-16.1,12.5,-0.120,0,0.100,4.686,4.539,0,1.085,323.6,0,0,1,372.4,150.3,461.2,330.8,1.004
2,-15.7,11.8,-0.240,0,0.200,4.655,4.488,0,1.090,324.6,0,0,1,386.7,144.6,477.5,337.1,0.996
3,-15.1,11.2,-0.360,0,0.300,4.600,4.428,0,0.860,323.4,0,0,1,380.9,130.3,495.2,364.0,1.004
4,-14.6,10.8,-0.294,0,0.400,4.533,4.354,0,0.909,323.6,0,0,1,360.7,131.8,472.8,361.8,1.001
5,-13.8,10.6,-0.293,0,0.500,4.439,4.250,0,0.819,325.4,0,0,1,351.2,125.4,476.2,371.6,1.002
6,-13.3,10.6,-0.265,0,0.600,4.361,4.165,0,0.839,326.9,0,0,1,344.2,125.9,462.7,368.8,1.000
7,-12.7,10.8,-0.252,0,0.700,4.257,4.051,0,0.803,330.0,0,0,1,336.7,121.9,460.2,371.8,1.004
8,-12.1,11.3,-0.256,0,0.755,4.141,3.924,0,0.755,334.8,0,0,0,343.9,119.5,466.4,375.0,1.007
9,-11.9,11.6,-0.136,0,0.855,4.015,3.788,0,0.929,339.7,0,0,1,227.2,143.0,327.3,346.1,0.995
10,-11.7,12.1,-0.016,1,0.892,3.885,3.646,0,0.892,346.2,0,0,0,246.8,138.2,366.1,348.2,0.998
11,-11.8,12.6,0.030,1,0.876,3.747,3.496,0,0.876,353.0,0,0,0,255.3,137.4,367.7,343.2,0.999
12,-12.2,13.2,0.104,1,0.878,3.602,3.338,0,0.878,357.6,0,0,0,230.9,139.0,333.9,341.3,0.997
13,-12.9,13.8,0.043,1,0.887,3.456,3.181,0,0.887,364.0,0,0,0,259.8,134.3,365.2,347.3,0.994
14,-13.9,14.6,-0.030,1,0.917,3.287,3.001,0,0.917,369.2,0,0,0,280.7,133.8,392.1,351.6,0.994
