step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,13.0,-11.7,-0.120,0,0.100,4.320,4.399,0,1.020,326.3,0,0,1,310.3,139.0,404.1,338.9,0.998
2,12.6,-11.3,-0.149,0,0.200,4.246,4.332,0,1.004,329.6,0,0,1,315.1,141.4,406.3,332.8,0.996
3,12.6,-10.6,-0.170,0,0.300,4.165,4.257,0,0.985,333.7,0,0,1,324.3,137.6,417.1,341.7,0.997
4,13.3,-9.4,-0.127,0,0.400,4.073,4.172,0,0.935,334.8,0,0,1,303.5,137.9,403.3,346.5,1.001
5,14.6,-8.0,-0.148,0,0.500,3.971,4.077,0,0.944,335.6,0,0,1,315.6,132.3,414.4,351.2,0.997
6,16.2,-6.3,-0.175,0,0.600,3.859,3.972,0,0.874,336.4,0,0,1,322.7,128.6,429.1,361.7,1.001
7,18.1,-4.7,-0.162,0,0.700,3.739,3.857,0,0.752,339.2,0,0,1,316.2,124.0,436.5,370.3,1.003
8,18.9,-4.2,-0.146,0,0.800,3.615,3.739,0,0.846,341.3,0,0,1,308.0,127.2,426.9,369.4,0.999
9,19.6,-3.7,-0.026,0,0.900,3.485,3.612,0,0.935,348.2,0,0,1,244.0,136.2,350.2,346.2,0.995
10,20.9,-2.9,0.060,0,0.979,3.349,3.482,0,0.979,346.3,0,0,0,235.2,137.0,340.9,344.7,0.992
11,23.8,-0.4,-0.054,0,0.952,3.205,3.348,0,0.952,363.2,0,0,0,276.3,135.1,389.4,347.2,0.987
12,25.8,1.0,-0.071,0,0.883,3.056,3.201,0,0.883,359.6,0,0,0,290.6,131.0,402.9,354.4,0.997
13,27.2,1.8,-0.103,0,0.864,2.904,3.049,0,0.864,364.9,0,0,0,294.6,131.0,411.6,354.5,0.991
14,28.6,2.3,-0.057,0,0.879,2.749,2.893,0,0.879,369.3,0,0,0,280.3,130.5,392.2,352.4,0.992
15,29.9,2.7,-0.058,0,0.833,2.593,2.735,0,0.833,374.8,0,0,0,279.7,126.4,399.7,356.6,0.994
16,31.2,3.0,-0.032,0,0.798,2.439,2.577,0,0.798,383.2,0,0,0,267.8,124.3,388.1,363.4,0.993
17,32.3,3.1,-0.030,0,0.730,2.314,2.433,0,0.730,398.6,0,0,0,268.4,118.2,395.7,375.0,0.999
18,33.9,3.6,-0.055,0,0.616,2.237,2.340,0,0.616,411.4,0,0,0,280.6,114.3,408.4,389.7,1.002
19,35.0,4.0,0.065,0,0.314,2.186,2.279,0,0.314,424.0,0,0,0,5.3,1.3,8.0,-4.7,-0.004
20,36.2,4.3,0.050,0,0.208,2.132,2.213,0,0.208,434.7,0,0,0,238.3,85.4,377.6,431.0,1.006
21,37.9,3.6,0.002,0,0.116,2.021,2.106,0,0.116,451.2,0,0,0,246.0,75.2,415.8,455.2,1.008
22,39.8,2.5,-0.118,0,0.138,1.913,2.009,0,0.138,469.3,0,0,0,289.1,81.6,443.6,450.0,1.006
