step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip,pred_x1,pred_y1,pred_x2,pred_y2,pred_vis
1,16.1,-16.4,-0.120,1,0.100,4.693,4.691,0,0.906,320.9,0,0,1,367.1,138.8,458.8,348.5,1.000
2,15.8,-17.1,-0.240,1,0.200,4.672,4.685,0,0.882,321.6,0,0,1,346.3,134.2,445.3,359.0,1.001
3,15.2,-17.9,-0.310,1,0.300,4.617,4.669,0,0.750,322.1,0,0,1,365.5,123.0,468.5,376.7,1.006
4,14.9,-18.4,-0.211,1,0.400,4.571,4.650,0,0.693,322.0,0,0,1,335.4,124.0,437.0,380.2,1.003
5,14.9,-18.6,-0.174,1,0.500,4.506,4.616,0,0.663,321.8,0,0,1,325.6,120.1,425.9,381.3,1.000
6,16.1,-17.9,-0.227,1,0.600,4.426,4.567,0,0.648,324.1,0,0,1,348.1,114.4,451.0,387.4,1.001
7,18.6,-16.0,-0.178,0,0.578,4.315,4.488,0,0.578,327.5,0,0,0,315.4,111.4,425.6,391.1,1.005
8,21.1,-14.2,-0.064,0,0.582,4.227,4.420,0,0.582,333.0,0,0,0,275.7,110.8,389.5,395.5,1.002
9,24.0,-12.0,0.056,0,0.682,4.116,4.330,0,0.925,338.4,0,0,1,229.6,132.2,337.3,373.5,0.992
10,26.6,-10.3,0.119,0,0.782,4.002,4.232,0,0.940,324.8,0,0,1,218.0,141.0,322.9,348.9,1.002
11,28.8,-9.2,0.111,0,0.882,3.884,4.125,0,0.906,326.5,0,0,1,217.8,137.7,343.7,345.3,0.991
12,31.7,-7.5,0.045,0,0.947,3.767,4.021,0,0.947,326.8,0,0,0,250.6,140.6,354.9,339.2,0.993
13,34.9,-5.7,0.067,0,0.887,3.643,3.904,0,0.887,334.6,0,0,0,243.7,139.8,345.4,346.5,0.993
14,36.5,-5.6,-0.027,0,0.952,3.516,3.777,0,0.952,338.2,0,0,0,281.5,140.8,377.0,341.3,0.991
15,38.2,-5.7,-0.104,0,0.970,3.384,3.644,0,0.970,344.5,0,0,0,302.6,138.0,405.9,345.2,0.991
16,39.7,-6.2,-0.164,0,0.950,3.249,3.505,0,0.950,349.1,0,0,0,316.0,134.2,425.8,348.7,0.994
17,41.9,-6.6,-0.143,0,0.980,3.093,3.342,0,0.980,352.5,0,0,0,304.3,137.0,412.8,349.0,0.996
18,43.5,-7.1,-0.122,0,0.981,2.982,3.225,0,0.981,355.0,0,0,0,297.6,132.0,407.2,352.8,0.994
19,45.5,-7.6,-0.242,0,0.316,2.853,3.086,0,0.316,362.6,0,0,0,0.4,0.7,1.9,-5.2,-0.007
20,47.7,-8.3,-0.122,0,0.346,2.726,2.946,0,0.346,370.2,0,0,0,3.1,1.0,2.0,-4.1,-0.002
21,50.2,-8.9,-0.002,0,0.344,2.606,2.812,0,0.344,373.1,0,0,0,1.0,0.4,-1.1,-5.2,-0.014
22,52.7,-9.4,0.118,0,-0.385,2.501,2.694,0,-0.385,386.6,0,0,0,-4.8,1.6,3.2,-4.3,-0.008
23,54.8,-10.3,0.238,0,-0.315,2.413,2.596,0,-0.315,398.1,0,0,0,-4.8,0.9,2.1,-3.9,-0.003
24,57.0,-11.5,0.358,0,-0.242,2.334,2.509,0,-0.242,408.9,0,0,0,-3.7,1.3,2.3,-5.0,-0.009
25,58.3,-12.4,0.478,0,-0.373,2.290,2.467,0,-0.373,420.2,0,0,0,2.7,77.7,86.9,471.4,1.026
26,59.4,-13.6,0.598,0,-0.316,2.250,2.437,0,-0.316,428.7,0,0,0,9.2,17.9,130.7,483.4,1.011
27,60.2,-14.8,0.600,0,-0.313,2.221,2.426,0,-0.313,436.6,0,0,0,2.3,-0.2,0.4,-1.3,-0.008
28,60.9,-15.9,0.600,0,-0.380,2.198,2.422,0,-0.380,443.2,0,0,0,4.7,0.7,-0.1,-1.6,-0.006
29,61.7,-16.9,0.480,0,-0.360,2.177,2.420,0,-0.360,448.1,0,0,0,1.5,0.8,-1.1,-2.1,-0.008
30,62.5,-18.0,0.360,0,-0.344,2.157,2.419,0,-0.344,450.9,0,0,0,5.0,0.5,2.6,-1.5,-0.005
31,63.9,-18.4,0.240,0,0.100,2.138,2.418,0,0.321,451.8,0,0,1,0.6,0.0,7.5,-2.0,0.003
32,65.9,-18.8,0.120,0,0.200,2.116,2.415,0,0.335,451.8,0,0,1,-0.3,0.9,4.1,-2.0,0.002
33,67.5,-19.2,0.000,0,0.293,2.097,2.405,0,0.293,451.8,0,0,0,1.1,0.9,2.6,-0.5,0.006
34,69.1,-20.6,-0.120,0,0.291,2.072,2.381,0,0.291,454.3,0,0,0,2.0,1.6,3.9,-1.3,0.004
