step,bear_target,bear_other,w_cmd,on_target
1,-8.2,18.3,0.120,1
2,-8.0,18.2,0.151,1
3,-7.8,18.0,0.040,1
4,-7.6,17.9,0.073,1
5,-7.3,17.9,0.082,1
6,-7.0,17.8,0.062,1
7,-6.9,17.6,0.039,1
8,-6.7,17.5,0.100,1
9,-6.4,17.4,-0.020,1
10,-6.2,17.5,-0.103,1
11,-5.9,17.8,-0.088,1
12,-5.5,18.2,-0.111,1
13,-4.9,18.6,-0.060,1
14,-4.3,19.0,-0.065,1
15,-3.9,19.2,-0.069,1
16,-3.4,19.3,-0.095,1
17,-2.8,19.4,-0.030,1
18,-2.3,19.4,0.090,1
19,-1.8,19.3,0.016,1
20,-1.5,18.8,0.047,1
21,-1.2,18.4,-0.073,1
22,-0.9,18.0,-0.193,1
23,-0.4,17.7,-0.311,1
24,0.4,17.7,-0.246,1
25,1.3,17.8,-0.307,1
26,2.2,17.9,-0.187,1
27,3.1,18.0,-0.153,1
28,4.1,18.1,-0.058,1
29,4.9,18.0,-0.148,1
30,5.5,17.8,-0.028,1
31,6.1,17.5,0.067,1
32,6.7,17.2,-0.020,1
33,7.1,16.7,-0.006,1
34,7.5,16.1,-0.012,1
35,7.9,15.5,-0.049,1
36,8.3,14.8,-0.048,1
37,8.8,14.2,-0.056,1
38,9.3,13.5,-0.066,1
39,9.8,12.8,-0.100,1
40,10.3,12.0,-0.149,1
41,10.8,11.2,-0.168,1
42,11.4,10.5,-0.118,0
43,12.1,9.8,-0.145,0
44,12.6,9.0,-0.148,0
45,13.2,8.1,-0.129,0
46,13.8,7.3,-0.199,0
47,14.3,6.3,-0.248,0
48,14.9,5.4,-0.271,0
49,15.7,4.6,-0.151,0
50,16.3,3.8,-0.063,0
51,17.0,2.9,-0.059,0
52,17.5,1.8,-0.091,0
53,18.0,0.8,-0.074,0
54,18.5,-0.3,-0.127,0
55,19.0,-1.4,-0.120,0
56,19.5,-2.5,-0.089,0
57,20.1,-3.5,-0.062,0
58,20.6,-4.6,-0.182,0
59,21.1,-5.8,-0.062,0
60,21.7,-7.0,-0.054,0
61,22.2,-8.0,-0.082,0
62,22.7,-9.1,-0.011,0
63,23.1,-10.3,-0.107,0
64,23.6,-11.4,-0.073,0
65,24.2,-12.4,-0.109,0
66,24.7,-13.6,-0.018,0
67,25.2,-14.7,-0.033,0
68,25.7,-15.8,-0.081,0
69,26.2,-17.0,-0.201,0
70,26.7,-18.1,-0.321,0
71,27.2,-19.2,-0.413,0
72,27.9,-20.1,-0.293,0
73,28.8,-20.9,-0.237,0
74,29.5,-21.7,-0.222,0
75,30.2,-22.6,-0.190,0
76,30.8,-23.7,-0.070,0
77,31.4,-24.6,-0.068,0
78,32.0,-25.6,-0.046,0
79,32.5,-26.7,-0.166,0
80,33.0,-27.8,-0.286,0
81,33.6,-28.8,-0.396,0
82,34.4,-29.6,-0.302,0
83,35.3,-30.2,-0.219,0
84,36.0,-31.1,-0.187,0
85,36.6,-32.0,-0.241,0
86,37.2,-33.0,-0.216,0
87,37.9,-33.9,-0.153,0
88,38.5,-34.8,-0.208,0
89,39.1,-35.7,-0.328,0
90,39.8,-36.6,-0.448,0
91,40.5,-37.4,-0.568,0
92,41.5,-37.9,-0.600,0
93,42.4,-38.5,-0.600,0
94,43.6,-38.9,-0.600,0
95,44.3,-39.2,-0.600,0
96,45.0,-39.6,-0.600,0
97,45.6,-40.1,-0.600,0
98,46.1,-40.6,-0.600,0
99,46.6,-41.2,-0.600,0
100,47.1,-41.8,-0.600,0
101,47.9,-42.1,-0.600,0
102,48.4,-42.6,-0.600,0
103,48.9,-43.2,-0.600,0
104,49.6,-43.7,-0.600,0
105,50.3,-44.1,-0.600,0
106,51.0,-44.6,-0.600,0
107,51.6,-45.0,-0.600,0
108,52.4,-45.4,-0.600,0
109,53.7,-45.7,-0.600,0
110,55.1,-46.1,-0.600,0
111,56.3,-46.6,-0.600,0
112,57.5,-47.2,-0.600,0
113,58.8,-47.6,-0.600,0
114,60.1,-48.0,-0.600,0
115,61.8,-47.9,-0.600,0
116,63.7,-47.6,-0.600,0
117,65.4,-47.3,-0.600,0
118,67.0,-47.2,-0.600,0
119,68.4,-47.3,-0.600,0
120,69.9,-47.2,-0.600,0
121,71.1,-47.5,-0.600,0
122,72.5,-47.5,-0.600,0
123,74.4,-46.9,-0.600,0
124,76.0,-46.8,-0.600,0
125,77.8,-46.4,-0.600,0
126,79.8,-45.8,-0.600,0
127,81.9,-45.1,-0.600,0
128,83.7,-44.7,-0.600,0
129,85.7,-44.1,-0.600,0
130,87.6,-43.5,-0.600,0
131,89.5,-43.0,-0.600,0
132,91.5,-42.5,-0.600,0
133,93.7,-41.7,-0.600,0
134,95.6,-41.1,-0.600,0
135,97.7,-40.4,-0.600,0
136,99.7,-39.8,-0.600,0
137,101.7,-39.1,-0.600,0
138,103.7,-38.5,-0.600,0
139,106.0,-37.5,-0.600,0
140,108.7,-36.3,-0.600,0
141,111.4,-35.0,-0.600,0
142,113.9,-33.8,-0.600,0
143,116.4,-32.7,-0.600,0
144,118.8,-31.7,-0.600,0
145,120.7,-31.2,-0.600,0
146,122.8,-30.6,-0.600,0
147,124.7,-30.0,-0.600,0
148,126.6,-29.6,-0.600,0
149,128.5,-29.1,-0.600,0
150,130.4,-28.6,-0.600,0
151,132.3,-28.1,-0.600,0
152,134.2,-27.7,-0.600,0
153,135.9,-27.4,-0.600,0
154,137.7,-27.1,-0.600,0
155,139.6,-26.6,-0.600,0
156,141.6,-25.4,-0.600,0
157,143.7,-24.2,-0.600,0
158,145.8,-23.0,-0.600,0
159,147.8,-21.9,-0.600,0
160,149.9,-20.8,-0.600,0
161,151.9,-19.7,-0.600,0
162,153.9,-18.8,-0.600,0
163,155.8,-17.8,-0.600,0
164,158.0,-16.8,-0.600,0
165,160.0,-15.8,-0.600,0
166,161.9,-14.9,-0.600,0
167,164.1,-13.9,-0.600,0
168,166.5,-12.7,-0.591,0
169,168.6,-11.8,-0.471,0
170,171.0,-10.6,-0.460,0
171,173.3,-9.6,-0.437,0
172,175.5,-9.1,-0.438,0
173,177.6,-9.2,-0.318,0
174,179.6,-9.4,-0.310,0
175,-178.6,-9.7,-0.280,0
176,-176.8,-10.0,-0.252,0
177,-175.0,-10.4,-0.201,0
178,-173.3,-10.6,-0.183,0
179,-171.6,-11.0,-0.299,0
180,-170.0,-11.3,-0.365,0
181,-168.3,-11.4,-0.485,0
182,-166.3,-11.1,-0.600,0
183,-164.1,-10.7,-0.480,0
184,-161.7,-10.2,-0.369,0
185,-159.3,-9.7,-0.400,0
186,-157.1,-9.6,-0.382,0
187,-155.0,-9.7,-0.366,0
188,-152.9,-9.8,-0.338,0
189,-150.9,-10.1,-0.458,0
190,-148.9,-10.4,-0.578,0
191,-146.9,-10.9,-0.600,0
192,-144.6,-11.1,-0.480,0
193,-142.3,-11.3,-0.360,0
194,-140.0,-11.6,-0.249,0
195,-138.0,-12.2,-0.175,0
196,-136.2,-13.1,-0.138,0
197,-134.6,-14.1,-0.144,0
198,-133.0,-15.3,-0.195,0
199,-131.6,-16.6,-0.315,0
200,-130.0,-17.7,-0.435,0
201,-128.4,-18.9,-0.555,0
