step,bear_target,bear_other,w_cmd,on_target
1,-14.9,15.3,-0.120,1
2,-14.4,14.5,0.000,1
3,-13.9,13.9,-0.070,1
4,-13.5,13.4,-0.050,0
5,-13.2,13.1,-0.090,0
6,-13.1,13.2,-0.082,1
7,-13.0,13.3,-0.116,1
8,-12.8,13.5,-0.108,1
9,-12.6,13.7,-0.228,1
10,-12.4,13.9,-0.348,1
11,-12.2,14.1,-0.320,1
12,-11.6,14.7,-0.291,1
13,-10.9,15.4,-0.310,1
14,-10.2,16.1,-0.272,1
15,-9.7,17.5,-0.287,1
16,-9.3,18.8,-0.252,1
17,-8.8,20.0,-0.255,1
18,-8.2,21.2,-0.304,1
19,-7.6,22.1,-0.204,1
20,-7.1,23.0,-0.278,1
21,-6.5,23.9,-0.252,1
22,-6.0,24.8,-0.327,1
23,-5.5,25.7,-0.413,1
24,-5.0,26.6,-0.442,1
25,-4.3,27.7,-0.443,1
26,-3.5,29.2,-0.473,1
27,-2.4,30.9,-0.404,1
28,-1.4,32.9,-0.405,1
29,-0.5,34.8,-0.285,1
30,0.1,36.6,-0.165,1
31,0.6,38.4,-0.285,1
32,0.7,40.1,-0.405,1
33,0.7,41.9,-0.525,1
34,0.9,44.0,-0.600,1
35,1.3,46.5,-0.600,1
36,1.7,49.2,-0.600,1
37,2.1,51.9,-0.600,1
38,2.3,54.7,-0.600,1
39,2.4,57.5,-0.480,1
40,2.3,60.2,-0.360,1
41,2.1,62.8,-0.240,1
42,1.6,65.3,-0.120,1
43,0.7,67.5,-0.051,1
44,-0.4,69.5,-0.128,1
45,-1.6,71.6,-0.102,1
46,-2.8,73.7,-0.126,1
47,-4.0,75.8,-0.202,1
48,-5.2,78.0,-0.199,1
49,-6.4,80.3,-0.253,1
50,-7.5,82.6,-0.195,1
51,-8.7,85.0,-0.130,1
52,-10.0,87.3,-0.153,1
53,-11.3,89.5,-0.152,1
54,-12.7,91.8,-0.181,1
55,-14.0,94.0,-0.205,1
56,-15.3,96.3,-0.251,1
57,-16.7,98.6,-0.264,1
58,-18.0,101.0,-0.319,1
59,-19.2,103.4,-0.439,1
60,-20.4,105.9,-0.559,1
