step,bear_target,bear_other,w_cmd,on_target
1,17.1,-15.1,0.120,0
2,17.1,-15.1,0.106,0
3,16.9,-15.3,0.209,0
4,16.9,-15.5,0.147,0
5,17.6,-16.4,0.172,0
6,18.2,-17.3,0.093,0
7,19.2,-18.0,0.143,0
8,20.1,-18.5,0.257,0
9,20.9,-19.2,0.137,0
10,21.4,-20.1,0.182,0
11,21.9,-20.9,0.205,0
12,22.4,-21.7,0.167,0
13,22.9,-22.3,0.157,0
14,23.3,-23.0,0.158,0
15,23.5,-23.6,0.182,1
16,23.7,-24.2,0.239,1
17,24.0,-24.8,0.196,1
18,24.2,-25.6,0.145,1
19,24.4,-26.3,0.265,1
20,24.7,-27.0,0.330,1
21,25.0,-27.7,0.210,1
22,25.2,-28.6,0.149,1
23,25.4,-29.4,0.129,1
24,25.9,-30.0,0.056,1
25,26.5,-30.6,0.027,1
26,27.1,-31.1,0.047,1
27,27.9,-31.6,0.057,1
28,28.8,-32.0,0.067,1
29,29.9,-32.6,0.187,1
30,30.8,-33.1,0.240,1
31,31.8,-33.7,0.224,1
32,32.8,-34.4,0.158,1
33,33.7,-35.2,0.121,1
34,34.8,-36.0,0.015,1
35,35.9,-36.7,-0.014,1
36,37.2,-37.2,-0.016,0
37,38.6,-37.8,-0.071,0
38,40.0,-38.4,-0.138,0
39,41.8,-39.0,-0.258,0
40,43.0,-39.5,-0.378,0
41,44.5,-40.0,-0.498,0
42,46.3,-40.2,-0.600,0
43,47.1,-40.4,-0.600,0
44,47.7,-40.4,-0.600,0
45,48.3,-40.5,-0.600,0
46,49.2,-40.5,-0.540,0
47,49.7,-40.8,-0.546,0
48,50.2,-41.1,-0.541,0
49,50.6,-41.5,-0.421,0
50,50.8,-42.2,-0.301,0
51,51.4,-42.5,-0.181,0
52,51.7,-43.0,-0.061,0
53,52.0,-43.6,0.059,0
54,52.1,-44.5,0.179,0
55,52.0,-45.5,0.299,0
56,51.8,-46.7,0.419,0
57,51.3,-48.3,0.539,0
58,50.9,-49.5,0.600,0
59,50.2,-51.2,0.600,1
60,49.4,-52.9,0.600,1
61,48.8,-54.6,0.600,1
62,48.1,-56.3,0.600,1
63,47.5,-58.0,0.600,1
64,46.6,-60.0,0.600,1
65,45.7,-61.9,0.600,1
66,45.0,-63.7,0.600,1
67,44.3,-65.4,0.600,1
68,43.7,-67.1,0.600,1
69,43.1,-68.8,0.600,1
70,42.5,-70.4,0.600,1
71,42.2,-72.0,0.600,1
72,41.8,-73.3,0.600,1
73,41.5,-74.6,0.600,1
74,41.1,-76.3,0.600,1
75,40.6,-77.5,0.600,1
76,39.3,-78.9,0.600,1
77,37.9,-80.3,0.600,1
78,36.6,-81.5,0.600,1
79,35.2,-82.8,0.600,1
80,33.9,-84.1,0.600,1
81,32.5,-85.5,0.600,1
82,31.3,-86.8,0.600,1
83,30.1,-88.1,0.600,1
84,29.0,-89.4,0.600,1
85,28.0,-90.6,0.600,1
86,27.1,-91.9,0.600,1
87,26.3,-93.1,0.600,1
88,25.5,-94.3,0.600,1
89,24.7,-95.5,0.480,1
90,23.9,-96.7,0.427,1
91,23.1,-97.9,0.307,1
92,22.5,-99.0,0.255,1
93,21.8,-100.1,0.161,1
94,21.2,-101.0,0.083,1
95,20.7,-101.0,0.073,1
96,20.2,-101.0,0.011,1
97,19.6,-101.0,-0.008,1
98,19.1,-101.0,0.023,1
99,18.6,-101.0,0.143,1
100,18.1,-101.0,0.031,1
101,17.7,-101.0,0.134,1
102,17.2,-101.0,0.020,1
103,16.7,-101.0,0.014,1
104,16.3,-101.0,-0.020,1
105,15.8,-101.0,0.037,1
106,15.4,-101.0,-0.044,1
107,15.0,-101.0,0.053,1
108,14.6,-101.0,0.014,1
109,14.2,-101.0,0.128,1
110,13.9,-101.0,0.095,1
111,13.5,-101.0,0.053,1
112,13.1,-101.0,0.013,1
113,12.8,-101.0,-0.027,1
114,12.4,-101.0,-0.052,1
115,12.1,-101.0,-0.066,1
116,11.8,-100.9,-0.092,1
117,11.5,-100.9,-0.022,1
118,11.2,-100.9,-0.025,1
119,10.9,-100.9,-0.001,1
120,10.6,-100.9,0.010,1
121,10.3,-100.9,-0.028,1
122,10.0,-100.9,0.011,1
123,9.8,-100.9,-0.032,1
124,9.5,-100.8,-0.077,1
125,9.3,-100.8,-0.090,1
126,9.0,-100.8,-0.038,1
127,8.8,-100.8,-0.014,1
128,8.5,-100.8,0.042,1
129,8.3,-100.8,-0.078,1
130,8.0,-100.9,-0.198,1
131,7.8,-101.4,-0.275,1
132,7.6,-102.0,-0.279,1
133,7.4,-102.9,-0.216,1
134,7.2,-103.9,-0.205,1
135,7.1,-105.2,-0.150,1
136,6.8,-106.8,-0.030,1
137,6.6,-108.5,-0.060,1
138,6.4,-110.4,-0.036,1
139,6.2,-112.3,-0.068,1
140,6.0,-114.4,-0.088,1
141,5.8,-116.5,-0.101,1
142,5.6,-118.5,-0.121,1
143,5.4,-120.5,-0.087,1
144,5.2,-122.5,-0.080,1
145,5.2,-124.4,-0.112,1
146,5.2,-126.3,-0.130,1
147,5.2,-128.1,-0.164,1
148,5.3,-129.9,-0.086,1
149,5.2,-131.8,0.034,1
150,5.2,-133.6,0.138,1
151,5.2,-135.4,0.110,1
152,5.2,-137.2,0.042,1
153,5.2,-139.3,-0.035,1
154,5.2,-140.8,-0.030,1
155,5.1,-142.5,-0.119,1
156,5.2,-144.2,-0.094,1
157,5.2,-145.9,-0.057,1
158,5.2,-147.6,-0.041,1
159,5.2,-149.3,-0.161,1
160,5.2,-151.0,-0.053,1
161,5.2,-152.6,-0.098,1
162,5.2,-154.2,-0.126,1
163,5.2,-155.8,-0.070,1
164,5.2,-157.4,-0.057,1
165,5.2,-159.0,0.003,1
166,5.2,-160.6,0.003,1
167,5.2,-162.2,0.033,1
168,5.3,-163.7,-0.018,1
169,5.2,-165.3,0.102,1
170,5.2,-166.8,0.083,1
171,5.3,-168.4,0.006,1
172,5.7,-169.9,-0.055,1
173,6.6,-171.4,-0.056,1
174,7.6,-172.9,-0.085,1
175,8.5,-174.4,-0.092,1
176,9.4,-175.8,-0.103,1
177,10.3,-177.3,-0.141,1
178,11.1,-178.8,-0.161,1
179,12.0,179.8,-0.041,1
180,12.8,178.4,-0.146,1
181,13.5,177.0,-0.119,1
182,14.2,175.5,-0.037,1
183,14.9,174.1,0.020,1
184,15.5,172.7,-0.013,1
185,16.2,171.3,-0.078,1
186,16.9,169.9,-0.047,1
187,17.6,168.5,-0.034,1
188,18.4,167.1,-0.042,1
189,19.1,165.7,0.078,1
190,19.9,164.4,0.157,1
191,20.7,163.0,0.116,1
192,21.5,161.6,0.185,1
193,22.3,160.2,0.161,1
194,23.1,158.8,0.281,1
195,24.0,157.5,0.262,1
196,24.8,156.1,0.266,1
197,25.7,154.8,0.250,1
