step,bear_target,bear_other,w_cmd,on_target
1,15.3,-15.5,-0.010,1
2,14.5,-14.8,0.055,1
3,13.7,-14.2,0.124,1
4,13.0,-13.6,0.155,1
5,12.5,-13.4,0.156,1
6,12.4,-13.5,0.112,1
7,12.2,-13.7,0.086,1
8,12.1,-13.7,0.033,1
9,12.1,-13.8,-0.087,1
10,12.0,-13.8,-0.017,1
11,12.0,-13.8,0.007,1
12,12.0,-13.8,-0.011,1
13,12.1,-13.8,0.029,1
14,12.2,-13.7,0.069,1
15,12.5,-14.0,0.030,1
16,12.8,-14.3,0.027,1
17,12.9,-14.5,-0.028,1
18,13.0,-14.6,-0.037,1
19,13.0,-14.6,0.001,1
20,13.0,-14.5,-0.068,1
21,13.4,-14.7,0.039,1
22,13.6,-15.0,-0.020,1
23,13.8,-15.2,0.008,1
24,13.8,-15.2,0.056,1
25,13.8,-15.2,-0.064,1
26,14.1,-15.4,-0.067,1
27,14.4,-15.6,-0.097,1
28,14.6,-15.7,-0.088,1
29,14.6,-15.6,-0.172,1
30,15.0,-15.7,-0.185,1
31,15.5,-15.8,-0.147,1
32,15.7,-15.6,-0.192,0
33,16.2,-15.6,-0.219,0
34,16.6,-15.5,-0.243,0
35,17.0,-15.3,-0.238,0
36,17.7,-15.2,-0.251,0
37,18.3,-14.9,-0.209,0
38,19.3,-14.7,-0.159,0
39,20.2,-14.5,-0.039,0
40,20.9,-14.5,0.081,0
41,21.2,-14.4,0.109,0
42,21.7,-14.8,0.129,0
43,22.1,-15.3,0.114,0
44,22.3,-16.0,0.211,0
45,22.2,-16.3,0.187,0
46,22.3,-17.0,0.241,0
47,22.3,-17.6,0.334,0
48,22.1,-18.8,0.306,0
49,21.5,-20.2,0.426,0
50,20.8,-21.8,0.386,1
51,20.1,-23.3,0.318,1
52,19.1,-24.9,0.363,1
53,17.8,-26.7,0.299,1
54,16.2,-28.6,0.179,1
55,14.6,-30.5,0.059,1
56,13.1,-32.2,-0.061,1
57,11.6,-33.8,0.059,1
58,10.4,-35.3,0.113,1
59,9.0,-36.9,0.043,1
60,7.5,-38.5,0.046,1
61,6.3,-40.1,0.010,1
62,4.9,-41.6,-0.062,1
63,3.0,-43.1,-0.182,1
64,1.5,-44.6,-0.201,1
65,0.5,-45.9,-0.228,1
66,-0.9,-47.2,-0.273,1
67,-1.8,-48.5,-0.316,1
68,-2.8,-49.8,-0.290,1
69,-3.6,-50.9,-0.204,1
70,-4.4,-52.1,-0.144,1
71,-5.4,-53.4,-0.158,1
72,-6.0,-54.7,-0.123,1
73,-7.0,-56.0,-0.243,1
74,-7.6,-57.4,-0.351,1
75,-8.5,-58.7,-0.298,1
76,-9.2,-59.7,-0.307,1
77,-9.5,-60.8,-0.378,1
78,-9.8,-61.8,-0.409,1
79,-10.2,-62.9,-0.366,1
80,-10.4,-63.5,-0.363,1
81,-10.4,-64.3,-0.378,1
82,-10.8,-65.1,-0.370,1
83,-10.8,-65.8,-0.396,1
84,-10.8,-66.6,-0.491,1
85,-11.1,-67.3,-0.484,1
