step,bear_target,bear_other,w_cmd,on_target
1,16.1,-16.1,0.120,0
2,16.1,-16.1,0.107,0
3,16.0,-16.2,0.038,1
4,15.9,-16.7,-0.009,1
5,15.5,-17.5,-0.043,1
6,15.0,-18.1,-0.054,1
7,14.5,-18.8,-0.032,1
8,14.1,-19.4,-0.048,1
9,13.7,-20.0,-0.100,1
10,13.4,-20.6,-0.138,1
11,13.3,-21.1,-0.166,1
12,13.1,-21.6,-0.142,1
13,13.2,-21.9,-0.090,1
14,13.3,-22.2,-0.121,1
15,13.5,-22.5,-0.132,1
16,13.7,-22.9,-0.140,1
17,14.0,-23.2,-0.198,1
18,14.3,-23.4,-0.247,1
19,14.7,-23.6,-0.127,1
20,15.1,-23.9,-0.180,1
21,15.5,-24.1,-0.227,1
22,15.9,-24.4,-0.183,1
23,16.3,-24.6,-0.068,1
24,16.7,-24.9,-0.101,1
25,17.1,-25.3,-0.068,1
26,17.4,-25.7,-0.060,1
27,17.9,-26.2,-0.073,1
28,18.4,-26.7,-0.069,1
29,19.0,-27.1,-0.016,1
30,19.7,-27.6,-0.046,1
31,20.4,-28.1,0.001,1
32,21.2,-28.7,-0.081,1
33,22.0,-29.3,-0.019,1
34,22.9,-29.9,-0.046,1
35,23.8,-30.6,-0.054,1
36,24.8,-31.3,-0.107,1
37,25.9,-31.9,-0.055,1
38,27.1,-32.6,0.035,1
39,28.4,-33.3,0.155,1
40,29.5,-34.2,0.275,1
41,30.7,-35.2,0.395,1
42,31.7,-36.3,0.515,1
43,32.7,-37.6,0.552,1
44,33.6,-39.0,0.515,1
45,34.4,-40.6,0.476,1
46,35.3,-42.2,0.390,1
47,36.1,-43.9,0.325,1
48,37.0,-45.5,0.296,1
49,38.2,-46.9,0.416,1
50,39.4,-48.3,0.536,1
51,40.5,-49.7,0.600,1
52,41.4,-51.4,0.600,1
53,42.3,-53.3,0.600,1
54,43.1,-55.2,0.600,1
55,44.0,-57.0,0.600,1
56,44.9,-58.8,0.600,1
57,45.8,-60.6,0.600,1
58,46.8,-62.4,0.600,1
59,47.8,-64.1,0.600,1
60,48.8,-65.8,0.600,1
61,49.9,-67.4,0.600,1
62,51.0,-69.0,0.600,1
63,52.1,-70.5,0.600,1
64,53.4,-71.9,0.600,1
65,54.6,-73.2,0.600,1
66,55.9,-74.5,0.600,1
67,57.3,-75.8,0.600,1
68,58.6,-77.1,0.600,1
69,59.9,-78.3,0.600,1
70,61.2,-79.6,0.600,1
71,62.5,-80.9,0.600,1
72,63.8,-82.2,0.600,1
73,65.0,-83.5,0.600,1
74,66.3,-84.7,0.600,1
75,67.6,-85.9,0.600,1
76,68.9,-87.1,0.600,1
77,70.0,-88.5,0.600,1
78,71.3,-89.7,0.600,1
79,72.6,-90.9,0.600,1
80,73.9,-92.2,0.480,1
81,75.1,-93.4,0.360,1
82,76.4,-94.6,0.240,1
83,77.8,-95.8,0.120,1
84,79.1,-96.9,0.000,1
85,80.5,-98.0,-0.120,1
86,81.8,-99.2,-0.240,1
87,83.2,-100.3,-0.360,1
88,84.6,-101.4,-0.480,1
89,86.0,-102.5,-0.600,1
90,87.4,-103.6,-0.600,1
91,88.9,-104.6,-0.600,1
92,90.3,-105.6,-0.600,1
93,91.9,-106.5,-0.600,1
94,93.3,-107.5,-0.600,1
95,94.8,-108.5,-0.600,1
96,96.2,-109.4,-0.600,1
97,97.6,-110.4,-0.600,1
98,99.1,-111.4,-0.600,1
99,100.5,-112.4,-0.600,1
100,101.9,-113.3,-0.600,1
101,103.4,-114.2,-0.600,1
102,104.8,-115.1,-0.600,1
103,106.2,-116.0,-0.600,1
104,107.6,-116.9,-0.600,1
105,109.1,-117.7,-0.600,1
106,110.5,-118.5,-0.600,1
107,112.0,-119.3,-0.600,1
108,113.5,-120.1,-0.600,1
109,114.9,-120.9,-0.600,1
110,116.3,-121.6,-0.600,1
111,117.8,-122.3,-0.600,1
112,119.3,-122.9,-0.600,1
113,120.9,-123.5,-0.600,1
114,122.4,-124.1,-0.600,1
115,123.9,-124.7,-0.600,1
116,125.6,-125.1,-0.600,0
117,127.2,-125.6,-0.600,0
118,128.9,-125.3,-0.600,0
119,131.0,-124.6,-0.600,0
120,132.4,-124.1,-0.600,0
121,134.2,-123.5,-0.600,0
122,136.2,-122.8,-0.600,0
123,138.0,-122.1,-0.600,0
124,139.7,-121.6,-0.600,0
125,141.5,-121.1,-0.600,0
126,143.3,-120.6,-0.600,0
127,145.1,-120.0,-0.480,0
128,147.1,-119.3,-0.360,0
129,149.1,-118.6,-0.480,0
130,151.0,-117.9,-0.600,0
131,153.0,-117.9,-0.600,0
132,155.3,-117.9,-0.600,0
133,157.8,-117.7,-0.600,0
