step,bear_target,bear_other,w_cmd,on_target
1,-14.9,16.2,-0.120,1
2,-14.1,15.3,-0.240,1
3,-13.7,14.4,-0.131,1
4,-13.4,13.7,-0.184,1
5,-13.0,13.0,-0.081,0
6,-12.5,12.8,-0.189,1
7,-12.0,12.9,-0.113,1
8,-11.6,12.9,0.002,1
9,-11.3,12.9,-0.118,1
10,-11.1,12.9,-0.199,1
11,-10.9,12.9,-0.217,1
12,-10.9,13.0,-0.197,1
13,-10.9,13.0,-0.194,1
14,-11.1,13.0,-0.174,1
15,-11.3,13.0,-0.182,1
16,-11.5,13.4,-0.149,1
17,-11.6,14.0,-0.102,1
18,-11.7,14.7,-0.222,1
19,-11.9,15.6,-0.102,1
20,-12.0,16.5,-0.019,1
21,-12.1,17.6,-0.068,1
22,-12.1,18.9,-0.087,1
23,-12.1,19.9,-0.152,1
24,-11.9,21.1,-0.202,1
25,-11.7,22.4,-0.204,1
26,-11.3,23.6,-0.200,1
27,-10.9,24.9,-0.241,1
28,-10.4,26.1,-0.121,1
29,-9.8,27.4,-0.038,1
30,-9.2,28.6,-0.123,1
31,-8.6,29.8,-0.067,1
32,-8.6,31.0,-0.163,1
33,-8.6,32.3,-0.195,1
34,-8.6,33.6,-0.213,1
35,-8.5,34.8,-0.118,1
36,-8.5,36.1,-0.065,1
37,-8.5,37.3,0.038,1
38,-8.5,38.5,0.052,1
39,-8.5,39.8,0.067,1
40,-7.8,41.0,0.066,1
41,-6.4,42.3,0.020,1
42,-5.0,43.6,0.140,1
43,-3.7,44.9,0.117,1
44,-2.4,46.2,0.235,1
45,-1.3,47.4,0.355,1
46,-0.2,48.6,0.475,1
47,0.6,49.7,0.595,1
48,1.4,50.7,0.475,1
49,1.9,51.7,0.355,1
50,2.4,52.8,0.235,1
51,2.9,54.0,0.115,1
52,3.6,55.5,0.021,1
53,4.3,57.0,0.042,1
54,5.0,58.6,0.013,1
55,5.9,60.2,0.096,1
56,6.7,61.9,0.144,1
57,7.6,63.7,0.203,1
58,8.4,65.4,0.083,1
59,9.4,67.3,0.057,1
60,10.4,69.1,0.103,1
61,11.3,71.0,0.223,1
62,12.3,72.9,0.343,1
63,13.3,74.7,0.463,1
64,14.2,76.5,0.488,1
65,15.1,78.3,0.591,1
66,16.1,80.1,0.535,1
67,16.9,81.9,0.447,1
68,17.8,83.7,0.337,1
69,18.8,85.7,0.341,1
70,19.6,87.2,0.393,1
71,20.5,89.0,0.389,1
72,21.4,90.8,0.439,1
73,22.2,92.6,0.506,1
74,23.1,94.3,0.478,1
75,23.9,96.0,0.439,1
76,24.7,97.7,0.440,1
77,25.5,99.4,0.424,1
78,26.3,101.1,0.544,1
79,27.1,102.8,0.534,1
80,27.8,104.4,0.439,1
81,28.5,106.1,0.374,1
82,29.2,107.6,0.361,1
83,29.9,109.2,0.334,1
84,30.5,110.8,0.343,1
85,30.7,112.4,0.276,1
86,30.7,114.1,0.246,1
87,30.6,115.7,0.366,1
88,30.5,117.3,0.486,1
89,30.5,118.9,0.366,1
90,30.3,120.4,0.246,1
91,30.2,122.0,0.171,1
92,30.2,123.7,0.165,1
93,30.1,125.3,0.099,1
94,30.1,127.0,0.124,1
95,30.1,128.6,0.123,1
96,30.1,130.3,0.148,1
97,30.0,132.0,0.188,1
98,30.0,133.6,0.308,1
99,29.9,135.3,0.417,1
100,29.8,136.9,0.380,1
101,29.7,138.5,0.323,1
102,29.6,140.4,0.248,1
103,29.5,141.8,0.293,1
104,29.4,143.5,0.241,1
105,29.4,145.2,0.256,1
106,29.3,146.8,0.270,1
107,29.5,148.4,0.262,1
108,30.1,150.1,0.357,1
109,30.6,151.6,0.329,1
110,30.9,153.2,0.325,1
111,31.3,154.7,0.229,1
112,31.5,156.3,0.155,1
113,31.7,157.7,0.176,1
114,31.8,159.2,0.217,1
115,31.8,160.7,0.149,1
116,31.6,162.1,0.203,1
117,31.4,163.5,0.134,1
118,31.2,164.9,0.180,1
119,30.9,166.3,0.199,1
120,30.6,167.6,0.179,1
121,30.1,168.8,0.238,1
122,29.6,170.0,0.207,1
123,29.0,171.2,0.201,1
124,28.2,172.3,0.141,1
125,27.4,173.4,0.165,1
126,26.6,174.5,0.059,1
127,25.7,175.6,0.025,1
128,24.8,176.7,0.145,1
129,23.7,177.7,0.265,1
130,22.6,178.7,0.352,1
131,21.4,179.6,0.302,1
132,20.1,-179.6,0.235,1
133,18.7,-178.8,0.175,1
134,17.3,-178.0,0.263,1
135,15.9,-177.2,0.220,1
136,14.4,-176.4,0.257,1
137,13.0,-175.6,0.219,1
138,11.4,-174.9,0.217,1
139,9.9,-174.3,0.226,1
140,8.3,-173.6,0.146,1
141,6.6,-173.0,0.115,1
142,5.1,-172.4,0.089,1
143,3.5,-171.7,0.052,1
144,1.9,-171.1,0.031,1
145,0.3,-170.5,-0.013,1
146,-1.2,-169.9,-0.078,1
147,-2.8,-169.9,-0.146,1
148,-4.3,-169.9,-0.266,1
149,-5.8,-169.8,-0.220,1
150,-7.2,-169.7,-0.157,1
151,-8.6,-169.6,-0.152,1
152,-10.1,-169.5,-0.123,1
153,-11.6,-169.5,-0.070,1
154,-13.1,-169.5,-0.093,1
155,-14.6,-169.4,-0.123,1
156,-16.1,-169.4,-0.145,1
157,-17.6,-169.4,-0.207,1
158,-19.1,-169.3,-0.327,1
159,-20.5,-169.2,-0.447,1
160,-21.9,-169.2,-0.488,1
161,-23.2,-168.9,-0.470,1
162,-24.4,-168.6,-0.472,1
163,-25.5,-168.3,-0.440,1
164,-26.7,-168.0,-0.461,1
165,-28.0,-167.8,-0.481,1
166,-29.2,-167.5,-0.484,1
167,-30.4,-167.3,-0.492,1
168,-31.7,-167.1,-0.600,1
169,-32.9,-166.9,-0.600,1
170,-34.1,-166.7,-0.600,1
171,-35.3,-166.5,-0.600,1
