step,bear_target,bear_other,w_cmd,on_target
1,-17.7,16.1,-0.120,0
2,-18.3,15.8,-0.240,0
3,-19.0,15.3,-0.347,0
4,-19.5,15.0,-0.310,0
5,-20.0,14.8,-0.334,0
6,-20.5,14.6,-0.347,0
7,-20.9,14.5,-0.344,0
8,-21.3,14.5,-0.326,0
9,-21.6,14.6,-0.308,0
10,-21.9,14.7,-0.325,0
11,-22.2,14.9,-0.256,0
12,-22.4,15.2,-0.257,0
13,-22.7,15.5,-0.320,0
14,-23.0,15.8,-0.362,0
15,-23.2,16.2,-0.378,0
16,-23.5,16.5,-0.321,0
17,-23.7,16.9,-0.347,0
18,-24.0,17.3,-0.307,0
19,-24.2,17.6,-0.291,0
20,-24.5,18.0,-0.183,0
21,-24.9,18.3,-0.199,0
22,-25.2,18.6,-0.128,0
23,-25.6,18.9,-0.175,0
24,-25.9,19.3,-0.153,0
25,-26.3,19.6,-0.167,0
26,-26.7,20.1,-0.135,0
27,-27.1,20.6,-0.080,0
28,-27.5,21.1,-0.049,0
29,-27.9,21.7,-0.169,0
30,-28.3,22.4,-0.289,0
31,-28.7,23.1,-0.409,0
32,-28.9,23.9,-0.529,0
33,-29.2,24.8,-0.600,0
34,-29.3,25.9,-0.515,0
35,-29.4,27.1,-0.600,0
36,-29.4,28.3,-0.600,0
37,-29.4,29.7,-0.600,1
38,-29.3,31.0,-0.600,1
39,-29.1,32.6,-0.600,1
40,-29.0,34.0,-0.600,1
41,-28.7,35.6,-0.540,1
42,-28.5,37.0,-0.545,1
43,-28.1,38.5,-0.566,1
44,-27.7,39.9,-0.600,1
45,-27.2,41.3,-0.501,1
46,-26.5,42.7,-0.465,1
47,-25.7,44.2,-0.462,1
48,-24.8,45.6,-0.462,1
49,-23.8,47.1,-0.387,1
50,-22.7,48.5,-0.430,1
51,-21.4,49.9,-0.317,1
52,-20.1,51.3,-0.331,1
53,-18.7,52.7,-0.310,1
54,-17.3,54.1,-0.240,1
55,-15.9,55.5,-0.267,1
56,-14.5,56.8,-0.274,1
