step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,-17.0,15.7,-0.120,0,0.100,4.621,4.620,0,0.835,321.7,0,0,1
2,-17.5,16.7,-0.141,0,0.200,4.615,4.612,0,0.776,320.8,0,0,1
3,-18.2,17.7,-0.153,0,0.300,4.598,4.589,0,0.753,323.5,0,0,1
4,-19.1,18.8,-0.118,0,0.400,4.563,4.545,0,0.602,321.5,0,0,1
5,-19.9,19.8,-0.076,0,0.500,4.518,4.491,0,0.670,322.0,0,0,1
6,-20.6,20.6,-0.071,0,0.600,4.470,4.433,0,0.677,323.4,0,0,1
7,-21.9,21.3,-0.014,0,0.611,4.404,4.353,0,0.611,328.1,0,0,0
8,-23.2,21.7,0.000,0,0.650,4.339,4.271,0,0.650,326.4,0,0,0
9,-24.8,21.9,-0.120,0,0.711,4.267,4.181,0,0.711,331.6,0,0,0
10,-25.2,23.2,-0.240,0,0.793,4.193,4.083,0,0.793,335.1,0,0,0
11,-26.8,23.7,-0.360,0,0.827,4.088,3.952,0,0.827,0.0,0,0,0
12,-28.0,24.1,-0.480,0,0.791,3.998,3.840,0,0.791,0.0,0,0,0
13,-29.1,25.1,-0.453,0,0.820,3.887,3.700,0,0.820,0.0,0,0,0
14,-30.0,26.4,-0.333,0,0.867,3.775,3.561,0,0.867,0.0,0,0,0
15,-30.7,28.1,-0.213,0,0.902,3.663,3.421,0,0.902,0.0,0,0,0
16,-31.3,30.1,-0.093,0,0.870,3.548,3.280,0,0.870,0.0,0,0,0
17,-32.0,32.4,-0.023,1,0.880,3.432,3.140,0,0.880,0.0,0,0,0
18,-33.1,35.0,-0.021,1,0.792,3.298,2.981,0,0.792,0.0,0,0,0
19,-33.9,37.0,0.099,1,0.535,3.205,2.872,0,0.535,0.0,0,0,0
20,-35.2,40.0,0.219,1,0.496,3.081,2.727,0,0.496,0.0,0,0,0
21,-36.2,42.1,0.339,1,0.492,2.999,2.633,0,0.492,0.0,0,0,0
22,-37.3,44.7,0.221,1,0.268,2.913,2.534,0,0.268,0.0,0,0,0
23,-38.7,47.0,0.101,1,0.368,2.836,2.453,0,0.424,0.0,0,0,1
24,-40.1,49.2,-0.019,1,0.330,2.769,2.387,0,0.330,0.0,0,0,0
25,-41.6,51.5,-0.139,1,0.304,2.707,2.333,0,0.304,0.0,0,0,0
26,-42.9,54.0,-0.259,1,0.276,2.648,2.288,0,0.276,0.0,0,0,0
27,-44.6,57.0,-0.242,1,0.304,2.585,2.246,0,0.304,0.0,0,0,0
28,-45.7,59.3,-0.270,1,0.279,2.542,2.221,0,0.279,0.0,0,0,0
29,-46.9,62.2,-0.390,1,0.306,2.495,2.195,0,0.306,0.0,0,0,0
30,-48.1,65.3,-0.510,1,0.297,2.451,2.175,0,0.297,0.0,0,0,0
31,-49.3,68.5,-0.600,1,0.289,2.411,2.158,0,0.289,0.0,0,0,0
32,-50.5,71.9,-0.600,1,0.286,2.374,2.144,0,0.286,0.0,0,0,0
33,-51.8,75.9,-0.600,1,0.283,2.335,2.131,0,0.283,0.0,0,0,0
34,-52.8,78.9,-0.600,1,0.273,2.311,2.124,0,0.273,0.0,0,0,0
35,-53.8,82.6,-0.600,1,0.273,2.284,2.116,0,0.273,0.0,0,0,0
36,-54.8,86.5,-0.600,1,0.276,2.261,2.110,0,0.276,0.0,0,0,0
