step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
89,60.4,-6.1,0.600,0,0.000,4.363,2.176,0,0.310,478.1,1,0,1
90,59.3,-6.0,0.600,0,0.000,4.429,2.155,0,0.311,479.8,1,0,1
91,58.9,-4.8,0.600,0,0.000,4.514,2.148,0,0.319,479.3,1,0,1
92,58.9,-3.6,0.600,0,0.000,4.576,2.148,0,0.343,478.8,1,0,1
93,58.8,-2.3,0.600,0,0.000,4.650,2.149,0,0.330,474.1,1,0,1
94,58.7,-1.0,0.600,0,0.100,4.725,2.151,0,0.353,461.5,0,0,1
95,58.4,0.4,0.600,0,0.200,4.812,2.155,0,0.383,463.4,0,0,1
96,57.8,1.0,0.600,0,0.000,4.871,2.151,0,0.336,470.8,1,0,1
97,56.4,1.2,0.600,0,0.000,4.951,2.133,0,0.335,475.9,1,0,1
98,55.7,1.6,0.600,0,0.000,5.010,2.122,0,0.345,478.2,1,0,1
99,55.5,3.0,0.600,0,0.000,5.086,2.110,0,0.313,479.2,1,0,1
100,55.5,4.5,0.600,0,0.000,5.162,2.096,0,0.300,479.3,1,0,1
101,55.3,5.8,0.600,0,0.000,5.238,2.080,0,0.297,479.2,1,0,1
102,55.0,7.1,0.600,0,0.000,5.314,2.066,0,0.298,479.4,1,0,1
103,54.6,8.3,0.600,0,0.000,5.389,2.054,0,0.297,479.6,1,0,1
104,54.1,9.7,0.600,0,0.000,5.477,2.042,0,0.306,479.2,1,0,1
105,53.8,10.8,0.600,0,0.000,5.539,2.036,0,0.348,478.1,1,0,1
106,53.3,12.3,0.600,0,0.000,5.628,2.029,0,0.339,477.9,1,0,1
107,52.9,13.3,0.600,0,0.000,5.691,2.027,0,0.339,478.8,1,0,1
108,52.4,14.5,0.600,0,0.000,5.766,2.026,0,0.326,479.0,1,0,1
109,51.7,15.8,0.600,0,0.000,5.854,2.027,0,0.303,478.4,1,0,1
110,51.3,16.8,0.600,0,0.000,5.918,2.030,0,0.309,479.1,1,0,1
111,50.5,17.8,0.600,0,0.000,5.967,2.036,0,0.309,478.7,1,0,1
112,49.7,18.8,0.600,0,0.000,5.964,2.044,0,0.300,479.2,1,0,1
113,48.6,20.0,0.600,0,0.100,5.961,2.056,0,0.298,0.0,0,0,1
114,47.8,20.7,0.600,0,0.200,5.958,2.065,0,0.298,0.0,0,0,1
115,46.0,20.9,0.480,0,0.263,5.950,2.076,0,0.263,0.0,0,0,0
116,44.0,20.5,0.539,0,0.219,5.941,2.080,0,0.219,0.0,0,0,0
117,41.2,19.5,0.419,0,0.129,5.926,2.083,0,0.129,0.0,0,0,0
118,38.8,18.8,0.299,0,0.000,5.911,2.090,0,0.084,479.2,1,0,0
119,37.3,19.1,0.419,0,0.000,5.905,2.109,0,0.265,478.6,1,0,1
120,36.0,19.5,0.539,0,-0.041,5.899,2.131,0,-0.041,0.0,0,0,0
121,35.6,20.7,0.600,0,-0.265,5.897,2.159,0,-0.265,0.0,0,0,0
122,35.2,21.9,0.600,0,0.100,5.896,2.190,0,0.308,0.0,0,0,1
123,35.1,23.3,0.600,0,0.200,5.902,2.230,0,0.326,0.0,0,0,1
124,34.6,24.4,0.480,0,0.284,5.902,2.271,0,0.284,0.0,0,0,0
125,33.2,24.3,0.360,0,0.309,5.896,2.295,0,0.309,0.0,0,0,0
126,30.5,23.0,0.240,0,0.298,5.881,2.317,0,0.298,0.0,0,0,0
127,27.6,21.6,0.120,0,0.309,5.861,2.336,0,0.309,0.0,0,0,0
128,24.9,20.1,0.000,0,0.310,5.851,2.358,0,0.310,0.0,0,0,0
129,23.6,19.3,0.120,0,0.377,5.846,2.375,0,0.377,455.7,0,0,0
130,21.9,18.3,0.240,0,0.352,5.830,2.399,0,0.352,460.2,0,0,0
131,20.9,17.8,0.360,0,0.336,5.812,2.416,0,0.336,460.1,0,0,0
132,19.5,16.8,0.480,0,0.326,5.780,2.433,0,0.326,456.9,0,0,0
133,18.0,15.8,0.360,0,0.305,5.739,2.451,0,0.305,453.9,0,0,0
134,16.4,14.7,0.480,0,0.305,5.694,2.471,0,0.305,448.7,0,0,0
135,14.8,13.5,0.489,0,0.293,5.643,2.493,0,0.293,444.4,0,0,0
136,13.8,12.9,0.414,0,0.224,5.589,2.520,0,0.224,437.0,0,0,0
137,12.8,12.3,0.457,0,0.274,5.528,2.548,0,0.274,430.2,0,0,0
138,11.9,11.7,0.337,0,0.277,5.464,2.579,0,0.277,419.9,0,0,0
139,10.9,11.1,0.311,1,0.377,5.393,2.608,0,0.700,411.0,0,0,1
140,10.0,10.5,0.330,1,0.477,5.319,2.637,0,0.678,407.8,0,0,1
141,8.8,9.7,0.303,1,0.577,5.241,2.662,0,0.692,408.0,0,0,1
142,7.4,8.5,0.339,1,0.677,5.156,2.673,0,0.715,407.1,0,0,1
143,5.7,7.1,0.266,1,0.696,5.068,2.670,0,0.696,404.9,0,0,0
144,3.9,5.7,0.166,1,0.691,4.976,2.655,0,0.691,404.2,0,0,0
145,1.8,4.1,0.046,1,0.704,4.872,2.630,0,0.704,406.3,0,0,0
146,0.7,3.3,-0.015,1,0.711,4.801,2.609,0,0.711,410.2,0,0,0
147,-0.3,2.6,-0.019,1,0.711,4.717,2.580,0,0.711,413.8,0,0,0
148,-1.0,2.4,-0.059,1,0.743,4.636,2.550,0,0.743,414.7,0,0,0
149,-1.2,2.6,0.061,1,0.447,4.558,2.518,0,0.447,412.9,0,0,0
150,-1.4,2.8,0.181,1,0.432,4.480,2.482,0,0.432,414.6,0,0,0
151,-1.2,3.5,0.301,1,0.352,4.397,2.446,0,0.352,423.2,0,0,0
152,-0.8,4.3,0.400,1,0.320,4.351,2.433,0,0.320,431.5,0,0,0
153,-0.3,5.2,0.280,1,0.311,4.305,2.430,0,0.311,439.0,0,0,0
154,-0.1,5.8,0.400,1,0.256,4.278,2.433,0,0.256,443.4,0,0,0
155,0.4,6.6,0.281,1,0.269,4.248,2.439,0,0.269,443.8,0,0,0
156,0.9,7.5,0.161,1,0.349,4.223,2.450,0,0.349,444.6,0,0,0
157,1.4,8.4,0.160,1,0.308,4.199,2.461,0,0.308,445.0,0,0,0
158,2.0,9.3,0.221,1,0.321,4.171,2.470,0,0.321,444.0,0,0,0
159,2.5,10.2,0.341,1,0.421,4.143,2.478,0,0.763,439.0,0,0,1
160,3.2,11.2,0.308,1,0.521,4.109,2.489,0,0.587,432.8,0,0,1
161,3.6,11.9,0.345,1,0.621,4.079,2.492,0,0.679,423.5,0,0,1
162,3.8,12.4,0.353,1,0.543,4.033,2.486,0,0.543,423.9,0,0,0
163,3.8,12.9,0.346,1,0.490,3.967,2.470,0,0.490,430.4,0,0,0
164,3.9,13.3,0.466,1,0.404,3.921,2.461,0,0.404,438.0,0,0,0
165,4.0,13.8,0.586,1,0.397,3.871,2.457,0,0.397,441.0,0,0,0
166,4.2,14.3,0.600,1,0.334,3.824,2.458,0,0.334,441.2,0,0,0
167,3.1,14.5,0.600,1,0.343,3.785,2.463,0,0.343,441.2,0,0,0
168,2.0,14.8,0.600,1,0.324,3.750,2.474,0,0.324,440.8,0,0,0
169,0.8,14.9,0.600,1,0.369,3.716,2.488,0,0.369,439.3,0,0,0
170,-0.5,14.9,0.600,1,0.345,3.684,2.505,0,0.345,435.1,0,0,0
171,-1.9,14.7,0.600,1,0.341,3.652,2.525,0,0.341,426.4,0,0,0
172,-3.4,14.4,0.600,1,0.337,3.620,2.545,0,0.337,419.5,0,0,0
173,-4.9,13.9,0.600,1,0.301,3.589,2.569,0,0.301,421.0,0,0,0
174,-6.5,13.4,0.600,1,0.023,3.558,2.595,0,0.023,424.9,0,0,0
175,-8.1,12.8,0.600,1,0.100,3.529,2.623,0,0.100,423.5,0,0,0
176,-9.3,12.5,0.575,1,0.094,3.510,2.663,0,0.094,418.2,0,0,0
177,-10.2,12.4,0.600,1,-0.157,3.495,2.719,0,-0.157,410.2,0,0,0
178,-10.9,12.4,0.600,1,-0.335,3.486,2.771,0,-0.335,404.5,0,0,0
179,-11.0,12.8,0.480,1,0.100,3.487,2.824,0,0.349,401.1,0,0,1
180,-10.3,13.7,0.600,1,0.200,3.439,2.902,0,0.493,397.7,0,0,1
181,-9.4,15.0,0.600,1,0.300,3.380,2.982,0,0.456,395.1,0,0,1
182,-9.5,15.4,0.600,1,0.400,3.309,3.050,0,0.447,388.3,0,0,1
183,-10.9,14.9,0.599,1,0.352,3.225,3.104,0,0.352,381.7,0,0,0
184,-13.8,13.0,0.596,0,0.349,3.127,3.143,0,0.349,375.2,0,0,0
185,-17.2,10.7,0.600,0,0.342,3.028,3.178,0,0.342,379.1,0,0,0
186,-20.5,8.4,0.600,0,0.338,2.929,3.213,0,0.338,388.1,0,0,0
187,-23.7,6.0,0.577,0,0.310,2.826,3.248,0,0.310,357.9,0,0,0
188,-26.8,3.5,0.600,0,0.335,2.724,3.283,0,0.335,353.1,0,0,0
189,-29.7,1.0,0.600,0,0.435,2.622,3.319,0,0.506,353.0,0,0,1
190,-32.5,-1.6,0.600,0,0.535,2.520,3.354,0,0.631,353.9,0,0,1
191,-35.7,-4.8,0.600,0,0.564,2.416,3.384,0,0.564,354.3,0,0,0
192,-40.1,-9.2,0.600,0,0.558,2.310,3.402,0,0.558,355.2,0,0,0
193,-43.4,-12.4,0.600,0,0.387,2.253,3.409,0,0.387,359.1,0,0,0
194,-47.3,-16.3,0.600,0,0.376,2.203,3.415,0,0.376,364.3,0,0,0
195,-50.6,-19.8,0.600,0,0.338,2.162,3.426,0,0.338,365.7,0,0,0
196,-53.2,-22.9,0.600,0,0.367,2.116,3.439,0,0.367,368.2,0,0,0
197,-55.9,-26.1,0.600,0,0.321,2.086,3.453,0,0.321,0.0,0,0,0
198,-58.8,-29.9,0.600,0,0.310,2.045,3.465,0,0.310,0.0,0,0,0
199,-60.9,-32.6,0.600,0,0.355,2.022,3.472,0,0.355,0.0,0,0,0
200,-63.4,-35.8,0.600,0,0.328,2.000,3.478,0,0.328,0.0,0,0,0
201,-65.8,-39.3,0.600,0,0.327,1.972,3.480,0,0.327,0.0,0,0,0
202,-68.5,-42.9,0.600,0,0.301,1.954,3.484,0,0.301,0.0,0,0,0
203,-71.2,-46.4,0.600,0,0.303,1.938,3.491,0,0.303,0.0,0,0,0
204,-73.4,-49.8,0.600,0,0.312,1.922,3.502,0,0.312,0.0,0,0,0
205,-76.0,-53.3,0.600,0,0.305,1.911,3.515,0,0.305,0.0,0,0,0
206,-78.3,-56.8,0.600,0,0.299,1.902,3.532,0,0.299,0.0,0,0,0
207,-81.0,-60.3,0.600,0,0.302,1.897,3.551,0,0.302,0.0,0,0,0
208,-83.3,-63.8,0.600,0,0.311,1.895,3.573,0,0.311,0.0,0,0,0
209,-85.9,-67.2,0.600,0,0.299,1.894,3.599,0,0.299,0.0,0,0,0
210,-88.6,-70.7,0.600,0,0.284,1.896,3.627,0,0.284,0.0,0,0,0
211,-91.0,-74.3,0.600,0,0.307,1.902,3.658,0,0.307,0.0,0,0,0
212,-93.6,-77.6,0.600,0,0.296,1.907,3.693,0,0.296,0.0,0,0,0
213,-96.3,-81.1,0.600,0,0.301,1.914,3.730,0,0.301,0.0,0,0,0
214,-97.4,-84.5,0.600,0,0.288,1.940,3.770,0,0.288,0.0,0,0,0
215,-98.0,-87.8,0.600,0,0.291,1.964,3.813,0,0.291,0.0,0,0,0
216,-98.6,-91.1,0.600,0,0.289,1.982,3.859,0,0.289,0.0,0,0,0
217,-99.1,-94.8,0.600,0,0.292,1.995,3.915,0,0.292,0.0,0,0,0
218,-99.6,-98.0,0.600,0,0.293,1.999,3.966,0,0.293,0.0,0,0,0
219,-100.0,-100.6,0.600,1,0.330,1.999,4.011,0,0.330,0.0,0,0,0
220,-100.5,-103.6,0.600,1,0.369,1.992,4.067,0,0.369,0.0,0,0,0
221,-101.3,-106.8,0.600,1,0.317,1.977,4.093,0,0.317,0.0,0,0,0
222,-102.0,-109.1,0.600,1,0.325,1.965,4.102,0,0.325,0.0,0,0,0
223,-102.7,-111.7,0.600,1,0.309,1.954,4.113,0,0.309,0.0,0,0,0
224,-103.4,-114.6,0.600,1,0.311,1.944,4.128,0,0.311,0.0,0,0,0
225,-103.8,-116.6,0.600,1,0.305,1.939,4.139,0,0.305,0.0,0,0,0
226,-104.4,-119.1,0.600,1,0.301,1.935,4.154,0,0.301,0.0,0,0,0
227,-104.9,-121.5,0.600,1,0.298,1.933,4.169,0,0.298,0.0,0,0,0
228,-105.4,-124.0,0.600,1,0.295,1.932,4.186,0,0.295,0.0,0,0,0
229,-105.8,-126.4,0.600,1,0.355,1.934,4.203,0,0.355,0.0,0,0,0
230,-106.3,-129.2,0.600,1,0.355,1.937,4.224,0,0.355,0.0,0,0,0
231,-106.8,-131.2,0.600,1,0.360,1.942,4.241,0,0.360,0.0,0,0,0
232,-107.6,-133.9,0.600,1,0.353,1.947,4.259,0,0.353,0.0,0,0,0
233,-108.6,-136.9,0.600,1,0.333,1.955,4.283,0,0.333,0.0,0,0,0
234,-109.7,-139.7,0.600,1,0.331,1.965,4.308,0,0.331,0.0,0,0,0
235,-110.6,-142.4,0.600,1,0.342,1.976,4.334,0,0.342,0.0,0,0,0
236,-111.5,-145.2,0.600,1,0.342,1.986,4.355,0,0.342,0.0,0,0,0
237,-112.2,-147.8,0.600,1,0.344,1.996,4.376,0,0.344,0.0,0,0,0
238,-113.0,-150.5,0.600,1,0.340,2.008,4.398,0,0.340,0.0,0,0,0
239,-114.2,-153.5,0.600,1,0.440,2.021,4.422,0,0.963,0.0,0,0,1
240,-115.6,-156.7,0.600,1,0.540,2.037,4.450,0,0.770,0.0,0,0,1
241,-117.1,-159.9,0.600,1,0.435,2.055,4.481,0,0.435,0.0,0,0,0
242,-119.9,-164.3,0.600,1,0.382,2.082,4.530,0,0.382,0.0,0,0,0
243,-121.6,-167.1,0.600,1,0.351,2.101,4.564,0,0.351,0.0,0,0,0
244,-122.9,-170.0,0.600,1,0.369,2.122,4.599,0,0.369,0.0,0,0,0
245,-123.9,-172.5,0.600,1,0.296,2.141,4.633,0,0.296,0.0,0,0,0
246,-124.8,-175.0,0.600,1,0.320,2.160,4.666,0,0.320,0.0,0,0,0
247,-125.4,-177.2,0.600,1,0.293,2.178,4.696,0,0.293,0.0,0,0,0
248,-126.1,-179.3,0.600,1,0.297,2.197,4.727,0,0.297,0.0,0,0,0
249,-126.6,178.3,0.480,1,0.298,2.217,4.761,0,0.298,0.0,0,0,0
250,-125.3,177.9,0.360,1,0.283,2.223,4.762,0,0.283,0.0,0,0,0
251,-125.4,175.5,0.240,1,0.260,2.235,4.724,0,0.260,0.0,0,0,0
252,-124.7,173.8,0.120,1,0.277,2.242,4.679,0,0.277,0.0,0,0,0
253,-124.5,171.8,0.000,1,0.286,2.245,4.632,0,0.286,0.0,0,0,0
254,-124.5,169.7,-0.120,1,0.288,2.243,4.585,0,0.288,0.0,0,0,0
255,-124.4,167.8,-0.240,1,0.299,2.236,4.536,0,0.299,0.0,0,0,0
256,-124.3,166.2,-0.360,1,0.292,2.229,4.487,0,0.292,0.0,0,0,0
257,-124.0,164.8,-0.480,1,0.297,2.225,4.439,0,0.297,0.0,0,0,0
258,-123.1,164.1,-0.600,1,0.313,2.223,4.390,0,0.313,0.0,0,0,0
259,-122.3,163.6,-0.480,1,0.302,2.225,4.344,0,0.302,0.0,0,0,0
260,-121.0,163.4,-0.360,1,0.296,2.231,4.294,0,0.296,0.0,0,0,0
261,-119.8,163.6,-0.240,1,0.292,2.236,4.259,0,0.292,0.0,0,0,0
262,-118.7,163.6,-0.120,1,0.300,2.245,4.218,0,0.300,0.0,0,0,0
263,-117.5,163.6,0.000,1,0.292,2.255,4.176,0,0.292,0.0,0,0,0
264,-116.4,163.4,0.120,1,-0.303,2.269,4.129,0,-0.303,0.0,0,0,0
265,-115.6,163.3,0.240,1,-0.329,2.280,4.095,0,-0.329,0.0,0,0,0
266,-114.2,163.4,0.360,1,-0.410,2.292,4.044,0,-0.410,0.0,0,0,0
267,-112.2,163.6,0.480,1,-0.386,2.298,3.978,0,-0.386,0.0,0,0,0
268,-109.5,164.1,0.600,1,-0.423,2.302,3.894,0,-0.423,0.0,0,0,0
269,-106.5,164.7,0.480,1,0.100,2.308,3.803,0,0.270,0.0,0,0,1
270,-103.7,165.1,0.360,1,-0.279,2.318,3.711,0,-0.279,0.0,0,0,0
271,-100.8,165.7,0.240,1,-0.269,2.334,3.621,0,-0.269,0.0,0,0,0
272,-97.8,166.5,0.120,1,0.100,2.355,3.534,0,0.315,0.0,0,0,1
273,-94.0,168.3,0.000,1,0.200,2.381,3.450,0,0.306,0.0,0,0,1
274,-91.3,169.3,-0.120,1,0.300,2.412,3.376,0,0.313,0.0,0,0,1
275,-89.9,169.4,-0.240,1,0.321,2.445,3.314,0,0.321,0.0,0,0,0
276,-89.6,168.7,-0.360,1,0.307,2.486,3.254,0,0.307,0.0,0,0,0
277,-89.8,167.9,-0.480,1,0.301,2.517,3.216,0,0.301,0.0,0,0,0
278,-90.2,166.9,-0.600,1,0.298,2.556,3.173,0,0.298,0.0,0,0,0
279,-90.0,166.4,-0.480,1,0.297,2.596,3.127,0,0.297,0.0,0,0,0
280,-89.8,166.0,-0.360,1,0.298,2.645,3.074,0,0.298,0.0,0,0,0
281,-89.7,165.8,-0.240,1,0.295,2.681,3.039,0,0.295,0.0,0,0,0
282,-89.2,165.6,-0.120,1,0.289,2.732,2.984,0,0.289,0.0,0,0,0
283,-89.1,165.5,0.000,1,0.293,2.770,2.948,0,0.293,0.0,0,0,0
284,-89.0,165.3,0.120,1,0.299,2.817,2.907,0,0.299,0.0,0,0,0
285,-89.0,165.2,0.240,1,0.296,2.865,2.864,0,0.296,0.0,0,0,0
286,-89.2,164.9,0.360,1,0.293,2.913,2.826,0,0.293,0.0,0,0,0
287,-89.5,164.6,0.480,1,0.300,2.963,2.789,0,0.300,0.0,0,0,0
288,-90.1,164.2,0.600,1,0.297,3.014,2.755,0,0.297,0.0,0,0,0
289,-90.8,163.6,0.600,1,-0.361,3.066,2.721,0,-0.361,0.0,0,0,0
290,-91.6,163.1,0.600,1,0.100,3.119,2.688,0,0.238,0.0,0,0,1
291,-92.2,162.7,0.600,1,0.200,3.173,2.652,0,0.270,0.0,0,0,1
292,-92.3,162.7,0.600,1,0.300,3.228,2.608,0,0.302,0.0,0,0,1
293,-92.6,162.6,0.600,1,0.289,3.283,2.567,0,0.289,0.0,0,0,0
294,-93.6,162.1,0.600,1,0.289,3.341,2.535,0,0.289,0.0,0,0,0
295,-94.7,161.6,0.600,1,0.301,3.399,2.507,0,0.301,0.0,0,0,0
296,-95.9,161.1,0.600,1,0.297,3.459,2.482,0,0.297,0.0,0,0,0
297,-97.3,160.6,0.600,1,0.314,3.520,2.460,0,0.314,0.0,0,0,0
298,-98.7,160.1,0.600,1,0.303,3.582,2.440,0,0.303,0.0,0,0,0
299,-100.3,159.6,0.600,1,0.299,3.646,2.423,0,0.299,0.0,0,0,0
300,-101.8,159.2,0.600,1,0.294,3.710,2.407,0,0.294,0.0,0,0,0
301,-103.4,158.8,0.600,1,0.284,3.776,2.394,0,0.284,0.0,0,0,0
302,-104.9,158.5,0.600,1,0.298,3.843,2.382,0,0.298,0.0,0,0,0
303,-106.5,158.1,0.600,1,0.302,3.912,2.372,0,0.302,0.0,0,0,0
304,-108.1,157.9,0.600,1,0.295,3.981,2.365,0,0.295,0.0,0,0,0
305,-110.6,157.6,0.600,1,0.295,3.991,2.360,0,0.295,0.0,0,0,0
306,-113.5,157.3,0.600,1,0.298,4.004,2.356,0,0.298,0.0,0,0,0
307,-115.6,157.0,0.600,1,0.300,4.014,2.354,0,0.300,0.0,0,0,0
