step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,16.1,-16.1,-0.120,0,0.100,4.688,4.688,0,0.884,318.1,0,0,1
2,16.1,-16.3,-0.240,1,0.200,4.687,4.686,0,0.896,317.6,0,0,1
3,15.7,-17.3,-0.173,1,0.300,4.670,4.677,0,0.796,317.0,0,0,1
4,14.8,-18.4,-0.200,1,0.400,4.616,4.658,0,0.764,318.5,0,0,1
5,14.5,-18.9,-0.186,1,0.500,4.553,4.627,0,0.795,319.0,0,0,1
6,14.8,-19.0,-0.206,1,0.600,4.478,4.585,0,0.709,320.2,0,0,1
7,16.5,-17.8,-0.148,1,0.700,4.392,4.529,0,0.765,322.2,0,0,1
8,19.0,-15.9,-0.176,0,0.559,4.291,4.456,0,0.559,327.1,0,0,0
9,21.7,-14.0,-0.056,0,0.659,4.177,4.367,0,0.721,331.8,0,0,1
10,24.1,-12.4,-0.176,0,0.574,4.063,4.274,0,0.574,341.1,0,0,0
11,26.3,-11.2,-0.268,0,0.674,3.946,4.175,0,0.729,330.4,0,0,1
12,28.6,-10.0,-0.364,0,0.741,3.832,4.073,0,0.741,330.6,0,0,0
13,30.9,-8.9,-0.352,0,0.744,3.713,3.963,0,0.744,333.4,0,0,0
14,31.8,-9.3,-0.354,0,0.708,3.599,3.855,0,0.708,331.7,0,0,0
15,33.5,-9.1,-0.346,0,0.619,3.476,3.737,0,0.619,336.7,0,0,0
16,35.5,-8.8,-0.326,0,0.652,3.357,3.624,0,0.652,342.6,0,0,0
17,37.5,-8.4,-0.270,0,0.602,3.243,3.514,0,0.602,348.3,0,0,0
18,40.0,-8.0,-0.237,0,0.627,3.112,3.387,0,0.627,354.2,0,0,0
19,41.6,-7.9,-0.117,0,0.093,3.021,3.298,0,0.093,361.0,0,0,0
20,43.7,-7.7,0.003,0,0.193,2.914,3.193,0,0.274,367.6,0,0,1
21,45.8,-7.7,0.123,0,-0.388,2.812,3.092,0,-0.388,371.6,0,0,0
22,47.5,-8.0,0.243,0,-0.343,2.721,3.005,0,-0.343,379.6,0,0,0
23,48.6,-8.5,0.363,0,-0.361,2.643,2.937,0,-0.361,383.5,0,0,0
24,49.3,-9.3,0.483,0,-0.375,2.580,2.890,0,-0.375,385.0,0,0,0
25,49.4,-10.2,0.600,0,-0.376,2.530,2.862,0,-0.376,385.7,0,0,0
26,49.3,-11.3,0.600,0,-0.446,2.488,2.845,0,-0.446,386.3,0,0,0
27,49.2,-12.4,0.600,0,-0.462,2.450,2.831,0,-0.462,387.3,0,0,0
