step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,-16.8,14.4,-0.120,0,0.100,4.669,4.613,0,0.623,321.0,0,0,1
2,-16.1,13.5,-0.240,0,0.200,4.623,4.563,0,0.686,320.1,0,0,1
3,-15.7,12.6,-0.349,0,0.300,4.566,4.502,0,0.577,322.2,0,0,1
4,-15.5,11.6,-0.330,0,0.400,4.496,4.427,0,0.523,326.0,0,0,1
5,-15.4,10.7,-0.373,0,0.499,4.412,4.338,0,0.499,327.5,0,0,0
6,-15.4,9.8,-0.403,0,0.434,4.317,4.236,0,0.434,327.5,0,0,0
7,-15.6,9.0,-0.393,0,0.397,4.209,4.121,0,0.397,328.4,0,0,0
8,-15.7,8.4,-0.341,0,0.416,4.101,4.006,0,0.416,330.5,0,0,0
9,-15.9,7.8,-0.275,0,0.516,3.979,3.874,0,0.940,332.5,0,0,1
10,-16.4,7.3,-0.155,0,0.616,3.890,3.781,0,0.908,336.9,0,0,1
11,-15.9,7.8,-0.210,0,0.612,3.773,3.653,0,0.612,343.8,0,0,0
12,-16.0,7.9,-0.110,0,0.438,3.677,3.549,0,0.438,348.8,0,0,0
13,-16.2,8.1,-0.120,0,0.377,3.552,3.415,0,0.377,354.7,0,0,0
14,-16.4,8.3,-0.188,0,0.477,3.433,3.285,0,0.484,360.0,0,0,1
15,-16.6,8.4,-0.118,0,0.400,3.321,3.164,0,0.400,362.4,0,0,0
16,-16.8,8.6,-0.164,0,0.364,3.208,3.042,0,0.364,364.9,0,0,0
17,-17.0,8.7,-0.173,0,0.087,3.098,2.922,0,0.087,368.6,0,0,0
18,-17.1,9.0,-0.154,0,0.083,2.992,2.807,0,0.083,374.2,0,0,0
19,-17.2,9.2,-0.086,0,0.183,2.897,2.702,0,0.661,383.8,0,0,1
20,-17.4,9.2,0.034,0,0.283,2.813,2.609,0,0.453,394.8,0,0,1
21,-17.6,9.1,0.137,0,0.336,2.729,2.516,0,0.336,410.1,0,0,0
22,-17.9,8.9,0.215,0,0.279,2.647,2.441,0,0.279,424.6,0,0,0
23,-18.0,9.2,0.225,0,0.277,2.620,2.412,0,0.277,431.5,0,0,0
24,-18.0,9.5,0.265,0,0.280,2.594,2.385,0,0.280,436.6,0,0,0
25,-18.1,9.6,0.385,0,0.296,2.568,2.358,0,0.296,439.2,0,0,0
26,-18.4,9.7,0.505,0,0.354,2.542,2.332,0,0.354,441.1,0,0,0
27,-19.7,9.8,0.596,0,0.335,2.468,2.237,0,0.335,446.2,0,0,0
28,-21.4,9.7,0.587,0,0.364,2.378,2.124,0,0.364,456.9,0,0,0
29,-23.3,9.0,0.467,0,0.127,2.285,2.011,0,0.127,467.2,0,0,0
30,-25.9,7.7,0.347,0,0.000,2.194,1.895,0,0.172,477.4,1,0,0
31,-28.4,6.4,0.227,0,0.000,2.113,1.786,0,0.226,480.0,1,0,1
32,-30.6,5.1,0.107,0,0.000,2.050,1.707,0,0.219,480.0,1,0,1
33,-32.6,4.0,-0.008,0,0.000,2.006,1.641,0,0.237,480.0,1,0,1
34,-34.5,2.8,-0.013,0,0.000,1.973,1.582,0,0.185,480.0,1,0,1
35,-36.5,1.3,0.002,0,0.000,1.950,1.526,0,0.170,480.0,1,0,1
36,-38.7,-0.4,0.122,0,0.000,1.937,1.476,0,0.273,480.0,1,0,1
37,-40.9,-2.9,0.242,0,0.000,1.935,1.423,0,0.274,480.0,1,0,1
38,-43.0,-5.7,0.362,0,0.000,1.943,1.379,0,0.285,480.0,1,0,1
39,-45.2,-8.3,0.242,0,-0.403,1.959,1.349,0,-0.403,480.0,0,0,0
40,-47.4,-11.2,0.122,0,-0.402,1.974,1.328,0,-0.402,480.0,0,0,0
41,-49.6,-14.5,0.002,0,-0.422,1.995,1.318,0,-0.422,480.0,0,0,0
42,-50.8,-16.1,-0.118,0,0.000,2.021,1.332,0,0.335,480.0,1,0,1
43,-51.3,-17.5,-0.238,0,0.000,2.045,1.352,0,0.284,479.7,1,0,1
44,-52.3,-18.9,-0.358,0,0.000,2.067,1.372,0,0.296,480.0,1,0,1
45,-53.9,-20.8,-0.478,0,0.100,2.082,1.385,0,0.277,0.0,0,0,1
46,-55.8,-22.8,-0.598,0,-0.304,2.092,1.398,0,-0.304,0.0,0,0,0
47,-57.8,-24.9,-0.600,0,-0.205,2.100,1.409,0,-0.205,0.0,0,0,0
48,-59.3,-26.0,-0.600,0,0.100,2.111,1.425,0,0.315,0.0,0,0,1
49,-60.2,-25.1,-0.600,0,-0.399,2.124,1.438,0,-0.399,0.0,0,0,0
50,-61.6,-24.6,-0.600,0,-0.393,2.129,1.445,0,-0.393,0.0,0,0,0
51,-63.4,-24.3,-0.600,0,-0.363,2.126,1.445,0,-0.363,0.0,0,0,0
52,-64.7,-23.8,-0.600,0,0.100,2.122,1.455,0,0.306,0.0,0,0,1
53,-65.8,-23.1,-0.600,0,0.200,2.119,1.475,0,0.336,0.0,0,0,1
54,-67.1,-22.7,-0.600,0,0.300,2.108,1.487,0,0.313,0.0,0,0,1
55,-68.8,-24.4,-0.600,0,0.323,2.089,1.469,0,0.323,0.0,0,0,0
56,-70.0,-26.1,-0.600,0,0.319,2.066,1.440,0,0.319,0.0,0,0,0
57,-70.8,-27.4,-0.600,0,0.304,2.041,1.412,0,0.304,0.0,0,0,0
58,-71.5,-28.6,-0.600,0,0.294,2.018,1.388,0,0.294,0.0,0,0,0
59,-72.3,-29.3,-0.600,0,0.292,1.997,1.369,0,0.292,0.0,0,0,0
60,-73.2,-30.2,-0.600,0,0.280,1.978,1.356,0,0.280,0.0,0,0,0
61,-74.3,-31.4,-0.600,0,0.273,1.958,1.348,0,0.273,0.0,0,0,0
62,-75.1,-31.8,-0.600,0,0.284,1.944,1.344,0,0.284,0.0,0,0,0
63,-76.1,-32.5,-0.480,0,0.342,1.929,1.345,0,0.342,0.0,0,0,0
