step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,15.0,-17.6,0.048,1,0.100,4.667,4.668,0,0.759,322.0,0,0,1
2,16.0,-18.4,-0.013,1,0.200,4.654,4.659,0,0.725,322.9,0,0,1
3,16.5,-19.3,-0.029,1,0.300,4.633,4.643,0,0.692,322.1,0,0,1
4,16.7,-20.8,-0.027,1,0.400,4.595,4.613,0,0.639,321.3,0,0,1
5,16.6,-22.7,0.066,1,0.500,4.542,4.571,0,0.544,321.4,0,0,1
6,16.0,-25.3,0.129,1,0.488,4.461,4.506,0,0.488,320.3,0,0,0
7,15.4,-27.5,0.112,1,0.437,4.390,4.450,0,0.437,323.3,0,0,0
8,14.8,-29.9,0.040,1,0.378,4.298,4.378,0,0.378,326.9,0,0,0
9,14.7,-31.7,-0.080,1,0.478,4.208,4.312,0,0.885,327.1,0,0,1
10,15.4,-32.5,-0.200,1,0.578,4.114,4.246,0,0.907,331.6,0,0,1
11,15.9,-33.8,-0.320,1,0.678,4.000,4.164,0,0.870,337.0,0,0,1
12,16.0,-35.0,-0.321,1,0.776,3.905,4.096,0,0.776,338.0,0,0,0
13,16.2,-36.6,-0.346,1,0.639,3.778,4.004,0,0.639,337.6,0,0,0
14,16.7,-38.0,-0.361,1,0.599,3.641,3.905,0,0.599,338.2,0,0,0
15,17.7,-39.1,-0.326,1,0.576,3.508,3.810,0,0.576,345.1,0,0,0
16,18.7,-40.0,-0.295,1,0.544,3.386,3.725,0,0.544,356.9,0,0,0
17,20.2,-40.7,-0.257,1,0.489,3.265,3.640,0,0.489,368.2,0,0,0
18,21.8,-41.3,-0.223,1,0.432,3.148,3.558,0,0.432,377.4,0,0,0
19,23.9,-41.9,-0.103,1,0.330,3.019,3.468,0,0.330,385.4,0,0,0
20,25.4,-42.3,0.017,1,0.326,2.932,3.407,0,0.326,0.0,0,0,0
21,27.2,-43.0,0.137,1,0.310,2.833,3.338,0,0.310,0.0,0,0,0
22,28.8,-43.8,0.257,1,0.304,2.742,3.275,0,0.304,0.0,0,0,0
23,30.3,-44.7,0.377,1,0.297,2.654,3.214,0,0.297,0.0,0,0,0
24,32.2,-45.8,0.497,1,0.285,2.556,3.146,0,0.285,0.0,0,0,0
25,33.9,-46.9,0.478,1,0.290,2.480,3.089,0,0.290,0.0,0,0,0
26,35.6,-48.3,0.528,1,0.279,2.411,3.033,0,0.279,0.0,0,0,0
27,37.1,-49.5,0.600,1,0.279,2.359,2.988,0,0.279,0.0,0,0,0
28,39.0,-51.5,0.600,1,0.285,2.294,2.926,0,0.285,0.0,0,0,0
29,40.4,-53.1,0.600,1,0.385,2.252,2.883,0,0.388,0.0,0,0,1
30,42.2,-55.0,0.600,1,0.329,2.208,2.833,0,0.329,0.0,0,0,0
31,43.7,-57.4,0.600,1,0.321,2.166,2.783,0,0.321,0.0,0,0,0
32,45.2,-60.1,0.600,1,0.311,2.127,2.735,0,0.311,0.0,0,0,0
33,46.7,-62.9,0.600,1,0.299,2.091,2.689,0,0.299,0.0,0,0,0
34,48.2,-65.7,0.600,1,0.310,2.059,2.646,0,0.310,0.0,0,0,0
35,49.7,-68.7,0.600,1,0.305,2.029,2.606,0,0.305,0.0,0,0,0
36,51.1,-71.8,0.600,1,0.311,1.999,2.569,0,0.311,0.0,0,0,0
37,52.6,-75.1,0.600,1,0.307,1.967,2.536,0,0.307,0.0,0,0,0
38,54.1,-78.4,0.600,1,0.304,1.934,2.508,0,0.304,0.0,0,0,0
39,55.5,-81.8,0.600,1,0.343,1.897,2.484,0,0.343,0.0,0,0,0
40,55.7,-85.3,0.600,1,0.339,1.869,2.465,0,0.339,0.0,0,0,0
41,54.7,-89.0,0.600,1,0.348,1.851,2.450,0,0.348,0.0,0,0,0
42,53.7,-92.8,0.600,1,0.321,1.832,2.439,0,0.321,0.0,0,0,0
43,52.7,-96.6,0.600,1,0.315,1.811,2.432,0,0.315,0.0,0,0,0
44,51.5,-100.9,0.600,1,0.309,1.789,2.425,0,0.309,0.0,0,0,0
45,50.5,-104.6,0.600,1,0.307,1.770,2.418,0,0.307,0.0,0,0,0
46,49.4,-108.3,0.600,1,0.313,1.750,2.413,0,0.313,0.0,0,0,0
47,48.4,-111.4,0.600,1,0.315,1.734,2.412,0,0.315,0.0,0,0,0
48,47.1,-115.4,0.600,1,0.314,1.713,2.414,0,0.314,0.0,0,0,0
49,45.8,-119.2,0.600,1,0.266,1.692,2.419,0,0.266,0.0,0,0,0
50,44.9,-122.6,0.600,1,0.282,1.672,2.427,0,0.282,0.0,0,0,0
51,43.9,-126.1,0.600,1,0.273,1.652,2.437,0,0.273,0.0,0,0,0
52,42.8,-129.5,0.600,1,0.290,1.633,2.449,0,0.290,0.0,0,0,0
53,41.5,-133.5,0.600,1,0.289,1.609,2.468,0,0.289,0.0,0,0,0
54,40.4,-136.5,0.600,1,0.286,1.591,2.484,0,0.286,0.0,0,0,0
55,39.2,-140.0,0.600,1,0.288,1.569,2.506,0,0.288,0.0,0,0,0
56,37.9,-143.5,0.600,1,0.282,1.547,2.530,0,0.282,0.0,0,0,0
57,36.4,-147.5,0.600,1,0.285,1.521,2.561,0,0.285,0.0,0,0,0
58,35.3,-150.4,0.600,1,0.284,1.503,2.585,0,0.284,0.0,0,0,0
59,33.9,-153.7,0.600,1,-0.337,1.479,2.615,0,-0.337,0.0,0,0,0
60,32.5,-157.1,0.600,1,-0.320,1.456,2.648,0,-0.320,0.0,0,0,0
61,31.2,-160.1,0.600,1,0.100,1.436,2.678,0,0.299,0.0,0,0,1
62,30.1,-162.8,0.600,1,0.200,1.425,2.702,0,0.309,0.0,0,0,1
63,29.2,-165.1,0.600,1,0.300,1.415,2.723,0,0.300,0.0,0,0,1
64,28.2,-167.3,0.600,1,0.308,1.402,2.747,0,0.308,0.0,0,0,0
65,26.6,-170.6,0.600,1,0.312,1.379,2.785,0,0.312,0.0,0,0,0
66,24.7,-174.0,0.600,1,0.000,1.353,2.827,0,0.319,478.2,1,0,0
67,22.9,-177.4,0.600,1,0.000,1.327,2.870,0,0.326,479.4,1,0,1
68,21.4,179.8,0.600,1,0.000,1.308,2.905,0,0.319,479.3,1,0,1
69,20.7,178.0,0.600,1,-0.498,1.301,2.928,0,-0.498,479.1,0,0,0
70,20.1,176.4,0.600,1,-0.446,1.297,2.949,0,-0.446,479.6,0,0,0
71,19.9,175.3,0.600,1,-0.486,1.298,2.966,0,-0.486,479.1,0,0,0
72,20.1,174.9,0.600,1,-0.498,1.302,2.972,0,-0.498,479.0,0,0,0
73,19.5,174.5,0.600,1,-0.536,1.266,2.974,0,-0.536,479.3,0,0,0
74,18.9,174.3,0.480,1,-0.538,1.243,2.977,0,-0.538,479.8,0,0,0
75,17.3,173.5,0.360,1,-0.549,1.217,2.983,0,-0.549,479.3,0,0,0
76,15.0,171.8,0.240,1,-0.544,1.199,2.991,0,-0.544,478.8,0,0,0
77,12.6,169.3,0.120,1,-0.527,1.202,3.000,0,-0.527,478.7,0,0,0
78,8.9,166.3,0.000,1,-0.529,1.201,3.007,0,-0.529,478.6,0,0,0
79,4.7,163.0,0.120,1,-0.444,1.203,3.013,0,-0.444,478.9,0,0,0
80,0.0,159.8,0.060,1,-0.495,1.211,3.018,0,-0.495,478.6,0,0,0
81,-5.5,155.8,0.064,1,-0.475,1.232,3.024,0,-0.475,478.9,0,0,0
82,-9.1,153.2,0.031,1,-0.481,1.254,3.028,0,-0.481,478.8,0,0,0
83,-13.2,150.1,-0.089,1,-0.491,1.285,3.034,0,-0.491,478.2,0,0,0
84,-17.1,147.6,-0.209,1,-0.466,1.318,3.022,0,-0.466,478.2,0,0,0
85,-20.7,145.5,-0.329,1,-0.448,1.353,3.001,0,-0.448,478.3,0,0,0
86,-24.3,143.6,-0.449,1,-0.428,1.394,2.978,0,-0.428,0.0,0,0,0
87,-26.6,142.4,-0.569,1,-0.441,1.425,2.961,0,-0.441,0.0,0,0,0
88,-28.8,141.3,-0.600,1,-0.437,1.464,2.940,0,-0.437,0.0,0,0,0
89,-30.9,140.3,-0.575,1,-0.339,1.509,2.917,0,-0.339,0.0,0,0,0
90,-32.1,140.0,-0.600,1,-0.348,1.543,2.899,0,-0.348,0.0,0,0,0
91,-33.1,139.8,-0.600,1,-0.353,1.586,2.878,0,-0.353,0.0,0,0,0
92,-34.0,139.7,-0.600,1,0.100,1.629,2.856,0,0.286,0.0,0,0,1
93,-35.3,139.3,-0.600,1,0.200,1.665,2.842,0,0.298,0.0,0,0,1
94,-37.3,138.8,-0.591,1,0.260,1.690,2.839,0,0.260,0.0,0,0,0
95,-38.2,139.6,-0.561,1,-0.269,1.710,2.842,0,-0.269,0.0,0,0,0
96,-39.9,139.9,-0.600,1,0.100,1.722,2.854,0,0.311,0.0,0,0,1
97,-41.2,140.2,-0.600,1,0.200,1.740,2.864,0,0.311,0.0,0,0,1
98,-42.9,138.8,-0.513,1,0.300,1.765,2.880,0,0.302,0.0,0,0,1
99,-44.5,137.7,-0.600,1,0.310,1.780,2.892,0,0.310,0.0,0,0,0
100,-46.6,136.2,-0.600,1,0.301,1.796,2.902,0,0.301,0.0,0,0,0
101,-48.7,134.9,-0.600,1,0.294,1.813,2.908,0,0.294,0.0,0,0,0
102,-50.2,134.1,-0.600,1,0.290,1.832,2.908,0,0.290,0.0,0,0,0
103,-51.5,133.4,-0.600,1,0.303,1.854,2.900,0,0.303,0.0,0,0,0
104,-52.1,133.2,-0.600,1,0.321,1.880,2.883,0,0.321,0.0,0,0,0
105,-52.2,133.6,-0.600,1,0.304,1.906,2.862,0,0.304,0.0,0,0,0
106,-51.6,134.8,-0.600,1,0.296,1.936,2.833,0,0.296,0.0,0,0,0
107,-50.7,136.5,-0.600,1,0.305,1.960,2.807,0,0.305,0.0,0,0,0
108,-49.6,138.2,-0.600,1,0.303,1.978,2.785,0,0.303,0.0,0,0,0
109,-48.3,140.2,-0.600,1,-0.437,2.000,2.760,0,-0.437,0.0,0,0,0
