step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,12.4,-16.1,-0.003,1,0.100,4.584,4.680,0,0.832,322.3,0,0,1
2,11.7,-16.1,0.038,1,0.200,4.549,4.671,0,0.806,323.9,0,0,1
3,11.1,-15.8,0.031,1,0.300,4.504,4.638,0,0.741,324.2,0,0,1
4,10.4,-15.6,0.020,1,0.400,4.446,4.574,0,0.725,322.5,0,0,1
5,9.7,-15.5,-0.052,1,0.500,4.375,4.497,0,0.759,322.7,0,0,1
6,8.8,-15.7,-0.092,1,0.600,4.291,4.407,0,0.788,325.4,0,0,1
7,7.9,-16.1,-0.077,1,0.700,4.177,4.274,0,0.765,330.3,0,0,1
8,7.4,-16.3,-0.063,1,0.571,4.085,4.168,0,0.571,331.9,0,0,0
9,6.7,-17.0,0.028,1,0.671,3.966,4.034,0,0.903,333.9,0,0,1
10,6.8,-16.9,-0.002,1,0.771,3.833,3.885,0,0.922,335.5,0,0,1
11,6.7,-17.3,-0.102,1,0.871,3.732,3.772,0,0.904,340.9,0,0,1
12,6.5,-18.1,-0.150,1,0.893,3.601,3.628,0,0.893,343.5,0,0,0
13,6.5,-19.2,-0.163,1,0.886,3.461,3.476,0,0.886,351.0,0,0,0
14,6.6,-20.4,-0.154,1,0.863,3.318,3.324,0,0.863,356.9,0,0,0
15,7.4,-21.8,-0.186,1,0.808,3.153,3.152,0,0.808,368.7,0,0,0
16,8.2,-22.7,-0.125,1,0.793,3.039,3.035,0,0.793,371.0,0,0,0
17,9.3,-24.0,-0.143,1,0.765,2.905,2.904,0,0.765,378.8,0,0,0
18,10.4,-25.9,-0.049,1,0.777,2.749,2.759,0,0.777,384.7,0,0,0
19,11.2,-27.3,-0.169,1,0.380,2.640,2.657,0,0.380,390.2,0,0,0
20,12.2,-29.0,-0.275,1,0.372,2.509,2.535,0,0.372,398.3,0,0,0
21,13.6,-31.0,-0.199,1,0.349,2.361,2.399,0,0.349,410.9,0,0,0
22,14.8,-32.5,-0.210,1,0.323,2.250,2.296,0,0.323,420.1,0,0,0
23,15.7,-33.8,-0.131,1,0.293,2.169,2.222,0,0.293,438.6,0,0,0
24,16.6,-35.5,-0.125,1,0.274,2.079,2.139,0,0.274,456.5,0,0,0
25,17.6,-37.1,-0.073,1,0.000,1.993,2.061,0,0.311,473.4,1,0,0
26,18.4,-38.9,-0.035,1,0.000,1.910,1.987,0,0.336,480.0,1,0,1
27,18.9,-40.7,-0.073,1,0.000,1.865,1.921,0,0.342,480.0,1,0,1
28,19.0,-42.4,-0.024,1,0.000,1.860,1.864,0,0.326,479.6,1,0,1
29,19.0,-44.3,0.096,1,-0.311,1.859,1.814,0,-0.311,480.0,0,0,0
30,19.1,-46.3,0.216,1,-0.280,1.859,1.769,0,-0.280,480.0,0,0,0
31,19.0,-48.3,0.336,1,-0.177,1.862,1.731,0,-0.177,479.1,0,0,0
32,18.3,-50.3,0.456,1,-0.288,1.839,1.704,0,-0.288,478.6,0,0,0
33,17.1,-52.4,0.400,1,0.000,1.802,1.681,0,0.054,479.5,1,0,0
34,15.7,-54.4,0.422,1,0.000,1.773,1.663,0,0.130,479.4,1,0,1
35,14.1,-56.6,0.542,1,0.000,1.742,1.643,0,0.288,479.8,1,0,1
36,12.5,-59.2,0.530,1,-0.065,1.704,1.619,0,-0.065,478.8,0,0,0
37,10.6,-62.0,0.508,1,-0.362,1.670,1.597,0,-0.362,478.1,0,0,0
38,8.3,-65.0,0.569,1,-0.377,1.644,1.578,0,-0.377,478.5,0,0,0
39,6.4,-67.1,0.449,1,-0.309,1.641,1.569,0,-0.309,478.5,0,0,0
40,4.7,-68.6,0.329,1,-0.283,1.651,1.564,0,-0.283,478.1,0,0,0
41,3.0,-70.0,0.209,1,-0.095,1.671,1.560,0,-0.095,477.7,0,0,0
42,1.8,-71.1,0.089,1,-0.156,1.699,1.556,0,-0.156,477.8,0,0,0
43,0.7,-72.5,0.003,1,-0.172,1.724,1.550,0,-0.172,478.5,0,0,0
44,-0.5,-74.2,0.004,1,-0.219,1.746,1.545,0,-0.219,478.4,0,0,0
45,-1.7,-75.9,-0.013,1,-0.273,1.773,1.542,0,-0.273,478.3,0,0,0
46,-2.5,-77.1,-0.036,1,-0.320,1.794,1.541,0,-0.320,478.4,0,0,0
47,-3.2,-78.1,-0.092,1,-0.347,1.822,1.541,0,-0.347,478.4,0,0,0
48,-3.7,-78.9,-0.109,1,-0.323,1.850,1.543,0,-0.323,479.1,0,0,0
49,-4.1,-79.6,0.011,1,0.000,1.878,1.545,0,0.135,479.7,1,0,1
50,-4.4,-80.3,-0.010,1,0.000,1.907,1.549,0,0.130,479.8,1,0,1
51,-5.2,-81.4,-0.021,1,-0.120,1.931,1.552,0,-0.120,479.1,0,0,0
52,-6.7,-83.8,-0.016,1,0.000,1.943,1.554,0,0.147,478.4,1,0,1
53,-8.2,-86.3,-0.083,1,-0.038,1.955,1.558,0,-0.038,479.0,0,0,0
54,-10.2,-89.5,-0.071,1,0.000,1.964,1.563,0,0.009,479.0,1,0,0
55,-11.6,-91.8,-0.138,1,0.000,1.971,1.568,0,0.025,479.1,1,0,0
56,-13.6,-95.0,-0.142,1,-0.113,1.981,1.577,0,-0.113,478.8,0,0,0
57,-15.1,-97.5,-0.115,1,-0.088,1.991,1.586,0,-0.088,478.5,0,0,0
58,-16.2,-99.4,-0.119,1,-0.090,2.002,1.593,0,-0.090,478.8,0,0,0
59,-17.6,-101.7,-0.239,1,0.000,2.016,1.603,0,0.277,478.4,1,0,1
60,-19.3,-104.5,-0.359,1,0.000,2.033,1.615,0,0.314,479.3,1,0,1
61,-20.6,-106.6,-0.479,1,0.000,2.042,1.625,0,0.314,479.0,1,0,1
62,-21.9,-108.9,-0.530,1,0.100,2.052,1.637,0,0.312,0.0,0,0,1
63,-23.1,-111.1,-0.575,1,0.200,2.062,1.651,0,0.291,0.0,0,0,1
64,-24.1,-113.2,-0.561,1,0.259,2.069,1.666,0,0.259,0.0,0,0,0
65,-25.3,-115.5,-0.568,1,0.288,2.070,1.685,0,0.288,0.0,0,0,0
66,-27.1,-118.8,-0.563,1,0.252,2.067,1.711,0,0.252,0.0,0,0,0
67,-28.9,-121.4,-0.589,1,0.312,2.063,1.730,0,0.312,0.0,0,0,0
68,-31.2,-124.8,-0.600,1,0.297,2.055,1.753,0,0.297,0.0,0,0,0
69,-33.6,-128.2,-0.600,1,0.292,2.040,1.778,0,0.292,0.0,0,0,0
70,-35.9,-131.4,-0.600,1,0.312,2.021,1.805,0,0.312,0.0,0,0,0
71,-38.3,-134.5,-0.600,1,0.298,1.998,1.832,0,0.298,0.0,0,0,0
72,-40.1,-137.1,-0.600,1,0.301,1.971,1.861,0,0.301,0.0,0,0,0
73,-41.8,-139.4,-0.600,1,0.297,1.940,1.897,0,0.297,0.0,0,0,0
74,-43.1,-141.2,-0.600,1,0.299,1.915,1.929,0,0.299,0.0,0,0,0
75,-44.0,-142.4,-0.600,1,0.298,1.895,1.957,0,0.298,0.0,0,0,0
76,-45.0,-143.7,-0.600,1,-0.078,1.873,1.990,0,-0.078,0.0,0,0,0
77,-46.1,-145.0,-0.600,1,0.100,1.852,2.028,0,0.293,0.0,0,0,1
78,-46.9,-145.9,-0.600,1,0.200,1.844,2.048,0,0.288,0.0,0,0,1
79,-48.1,-147.3,-0.600,1,0.271,1.839,2.069,0,0.271,0.0,0,0,0
80,-49.2,-148.5,-0.600,1,0.242,1.836,2.092,0,0.242,0.0,0,0,0
81,-50.3,-149.6,-0.600,1,0.249,1.833,2.117,0,0.249,0.0,0,0,0
82,-51.1,-150.4,-0.600,1,0.263,1.831,2.144,0,0.263,0.0,0,0,0
83,-52.0,-151.3,-0.600,1,0.259,1.831,2.176,0,0.259,0.0,0,0,0
84,-52.6,-151.8,-0.600,1,0.273,1.833,2.199,0,0.273,0.0,0,0,0
85,-53.2,-152.3,-0.600,1,0.274,1.837,2.227,0,0.274,0.0,0,0,0
86,-53.7,-152.6,-0.600,1,0.271,1.843,2.251,0,0.271,0.0,0,0,0
87,-54.1,-153.0,-0.600,1,-0.303,1.851,2.270,0,-0.303,0.0,0,0,0
88,-54.5,-153.2,-0.600,1,-0.295,1.863,2.284,0,-0.295,0.0,0,0,0
89,-54.9,-153.6,-0.600,1,0.100,1.881,2.286,0,0.297,0.0,0,0,1
90,-55.6,-154.7,-0.600,1,0.200,1.916,2.268,0,0.298,0.0,0,0,1
91,-56.6,-156.2,-0.600,1,0.290,1.951,2.249,0,0.290,0.0,0,0,0
92,-57.6,-157.5,-0.600,1,0.290,1.977,2.242,0,0.290,0.0,0,0,0
93,-57.8,-158.1,-0.600,1,0.288,2.004,2.245,0,0.288,0.0,0,0,0
94,-57.4,-158.0,-0.600,1,0.288,2.028,2.259,0,0.288,0.0,0,0,0
95,-56.6,-157.5,-0.600,1,0.287,2.056,2.282,0,0.287,0.0,0,0,0
96,-55.9,-157.1,-0.600,1,0.280,2.076,2.302,0,0.280,0.0,0,0,0
97,-55.1,-156.6,-0.600,1,0.283,2.101,2.330,0,0.283,0.0,0,0,0
98,-54.2,-156.1,-0.600,1,0.324,2.127,2.360,0,0.324,0.0,0,0,0
99,-53.4,-155.6,-0.600,1,-0.302,2.153,2.394,0,-0.302,0.0,0,0,0
