step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,-8.7,15.4,-0.066,1,0.100,4.727,4.687,0,0.752,320.8,0,0,1
2,-7.9,14.5,-0.090,1,0.200,4.698,4.639,0,0.691,319.7,0,0,1
3,-6.8,14.0,-0.076,1,0.300,4.659,4.582,0,0.710,318.8,0,0,1
4,-5.3,14.1,-0.058,1,0.400,4.608,4.512,0,0.726,319.1,0,0,1
5,-3.6,14.4,0.062,1,0.500,4.548,4.433,0,0.909,320.1,0,0,1
6,-2.5,14.1,0.110,1,0.600,4.463,4.325,0,0.877,323.6,0,0,1
7,-2.4,13.4,0.015,1,0.659,4.394,4.239,0,0.659,326.9,0,0,0
8,-3.5,12.0,0.062,1,0.642,4.298,4.203,0,0.642,328.7,0,0,0
9,-5.3,9.9,-0.043,1,0.742,4.189,4.156,0,0.948,328.8,0,0,1
10,-6.5,8.5,0.041,1,0.842,4.082,4.113,0,0.908,328.6,0,0,1
11,-8.3,6.7,0.056,0,0.886,3.963,4.060,0,0.886,332.4,0,0,0
12,-11.5,3.6,-0.050,0,0.939,3.808,3.985,0,0.939,334.1,0,0,0
13,-13.8,1.4,0.070,0,0.978,3.684,3.917,0,0.978,336.8,0,0,0
14,-16.5,-0.8,0.190,0,0.803,3.530,3.828,0,0.803,343.7,0,0,0
15,-18.9,-2.6,0.106,0,0.806,3.377,3.740,0,0.806,353.8,0,0,0
16,-20.9,-3.4,0.112,0,0.877,3.198,3.569,0,0.877,369.5,0,0,0
17,-22.4,-3.8,0.111,0,0.800,3.077,3.438,0,0.800,383.8,0,0,0
18,-24.1,-3.9,0.095,0,0.792,2.930,3.284,0,0.792,358.1,0,0,0
19,-25.6,-3.6,-0.025,0,0.338,2.788,3.140,0,0.338,367.1,0,0,0
20,-27.1,-3.1,-0.145,0,0.317,2.648,3.006,0,0.317,376.3,0,0,0
21,-28.3,-1.8,-0.265,0,0.311,2.492,2.868,0,0.311,385.1,0,0,0
22,-28.9,-0.6,-0.385,0,0.323,2.392,2.791,0,0.323,395.6,0,0,0
23,-29.2,1.2,-0.505,0,0.423,2.287,2.724,0,0.617,405.4,0,0,1
24,-29.0,3.3,-0.385,0,0.342,2.189,2.669,0,0.342,410.4,0,0,0
25,-28.6,5.6,-0.265,0,0.326,2.089,2.609,0,0.326,411.8,0,0,0
26,-27.8,8.1,-0.145,0,0.309,1.993,2.550,0,0.309,414.2,0,0,0
27,-27.1,10.6,-0.025,0,0.302,1.900,2.493,0,0.302,430.4,0,0,0
28,-26.2,13.1,0.095,0,0.343,1.810,2.439,0,0.343,442.9,0,0,0
29,-25.2,15.6,0.215,0,0.281,1.722,2.386,0,0.281,454.3,0,0,0
30,-25.1,18.2,0.335,0,0.304,1.683,2.331,0,0.304,466.4,0,0,0
31,-25.4,20.7,0.455,0,0.000,1.655,2.277,0,0.248,476.3,1,0,0
32,-25.8,23.1,0.575,0,0.100,1.629,2.224,0,0.300,0.0,0,0,1
33,-26.2,25.4,0.600,0,0.200,1.611,2.179,0,0.300,0.0,0,0,1
34,-26.7,27.5,0.600,1,0.296,1.599,2.139,0,0.296,0.0,0,0,0
35,-27.4,29.5,0.480,1,0.232,1.584,2.095,0,0.232,0.0,0,0,0
36,-28.6,31.4,0.360,1,0.130,1.562,2.043,0,0.130,0.0,0,0,0
37,-29.3,33.8,0.240,1,0.108,1.536,1.980,0,0.108,0.0,0,0,0
38,-27.7,35.6,0.121,1,0.105,1.515,1.941,0,0.105,0.0,0,0,0
39,-25.6,37.9,0.241,1,-0.462,1.501,1.903,0,-0.462,0.0,0,0,0
40,-23.4,40.5,0.235,1,-0.451,1.498,1.873,0,-0.451,0.0,0,0,0
41,-21.1,43.1,0.355,1,0.100,1.510,1.853,0,0.295,0.0,0,0,1
42,-18.5,45.7,0.475,1,0.200,1.543,1.847,0,0.297,0.0,0,0,1
43,-16.2,48.3,0.595,1,0.000,1.583,1.842,0,0.295,479.9,1,0,0
44,-14.8,50.8,0.600,1,0.000,1.617,1.832,0,0.287,480.0,1,0,1
45,-13.7,53.3,0.600,1,0.000,1.660,1.829,0,0.295,480.0,1,0,1
46,-12.6,55.8,0.600,1,0.000,1.712,1.831,0,0.319,480.0,1,0,1
47,-11.4,58.4,0.600,1,0.000,1.765,1.838,0,0.316,480.0,1,0,1
48,-10.0,61.3,0.600,1,0.000,1.822,1.849,0,0.320,478.8,1,0,1
49,-8.9,63.3,0.480,1,0.000,1.860,1.860,0,0.225,478.2,1,0,1
50,-7.6,65.8,0.360,1,0.000,1.904,1.874,0,0.185,479.1,1,0,1
51,-6.2,68.2,0.240,1,0.000,1.945,1.891,0,0.177,479.2,1,0,1
52,-4.6,70.8,0.120,1,-0.077,1.984,1.909,0,-0.077,479.4,0,0,0
53,-2.9,73.3,0.110,1,-0.034,2.021,1.929,0,-0.034,479.7,0,0,0
54,-1.1,75.8,0.230,1,0.000,2.059,1.951,0,0.308,479.3,1,0,1
55,0.7,78.3,0.350,1,0.000,2.094,1.974,0,0.281,478.8,1,0,1
56,2.3,80.7,0.470,1,0.000,2.125,1.997,0,0.286,478.3,1,0,1
57,3.8,83.0,0.590,1,0.000,2.154,2.020,0,0.279,476.4,1,0,1
58,5.2,85.2,0.600,1,0.100,2.185,2.039,0,0.320,469.3,0,0,1
59,6.4,87.4,0.480,1,0.152,2.216,2.052,0,0.152,453.0,0,0,0
60,7.3,89.3,0.360,1,0.213,2.243,2.061,0,0.213,453.0,0,0,0
61,7.9,91.5,0.240,1,0.199,2.271,2.065,0,0.199,455.9,0,0,0
62,8.4,93.1,0.360,1,0.246,2.290,2.064,0,0.246,456.1,0,0,0
63,8.8,94.9,0.367,1,0.256,2.314,2.060,0,0.256,454.4,0,0,0
64,8.9,96.6,0.487,1,0.322,2.335,2.058,0,0.322,450.6,0,0,0
65,8.9,98.3,0.578,1,0.314,2.354,2.061,0,0.314,448.0,0,0,0
