step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,19.2,-13.0,-0.055,0,0.100,4.675,4.675,0,0.861,320.6,0,0,1
2,18.7,-12.7,-0.094,0,0.200,4.629,4.660,0,0.687,320.3,0,0,1
3,18.3,-11.7,-0.032,0,0.300,4.564,4.610,0,0.633,321.4,0,0,1
4,18.5,-10.4,-0.088,0,0.400,4.489,4.549,0,0.643,324.1,0,0,1
5,19.2,-8.8,-0.025,0,0.500,4.401,4.477,0,0.555,328.0,0,0,1
6,20.6,-6.5,-0.034,0,0.457,4.300,4.393,0,0.457,332.7,0,0,0
7,22.4,-4.1,-0.034,0,0.441,4.186,4.295,0,0.441,336.3,0,0,0
8,24.6,-1.6,0.086,0,0.541,4.067,4.192,0,0.765,325.0,0,0,1
9,25.9,-0.1,0.206,0,0.641,3.950,4.090,0,0.780,322.3,0,0,1
10,27.4,1.3,0.326,0,0.740,3.825,3.981,0,0.740,322.6,0,0,0
11,28.8,2.4,0.272,0,0.710,3.690,3.860,0,0.710,324.5,0,0,0
12,30.4,3.3,0.357,0,0.731,3.547,3.729,0,0.731,328.7,0,0,0
13,31.9,3.6,0.237,0,0.703,3.381,3.576,0,0.703,339.2,0,0,0
14,32.8,3.7,0.267,0,0.696,3.262,3.464,0,0.696,347.9,0,0,0
15,33.8,3.6,0.230,0,0.683,3.118,3.329,0,0.683,355.7,0,0,0
16,34.8,3.4,0.211,0,0.697,2.977,3.196,0,0.697,364.2,0,0,0
17,35.8,3.0,0.202,0,0.629,2.836,3.061,0,0.629,371.2,0,0,0
18,36.9,2.6,0.322,0,0.729,2.698,2.929,0,0.800,376.3,0,0,1
19,38.1,2.0,0.379,0,0.508,2.542,2.777,0,0.508,383.9,0,0,0
20,39.2,1.5,0.425,0,0.537,2.433,2.668,0,0.537,391.7,0,0,0
21,40.6,0.6,0.431,0,0.537,2.311,2.542,0,0.537,398.9,0,0,0
22,42.3,-0.5,0.364,0,0.334,2.202,2.423,0,0.334,411.9,0,0,0
23,44.2,-1.9,0.432,0,0.321,2.105,2.310,0,0.321,427.1,0,0,0
24,46.3,-3.5,0.369,0,0.305,2.027,2.209,0,0.305,445.4,0,0,0
25,48.7,-5.2,0.408,0,0.339,1.967,2.122,0,0.339,461.6,0,0,0
26,51.0,-7.3,0.402,0,0.000,1.917,2.043,0,0.292,475.4,1,0,0
27,53.5,-9.7,0.358,0,0.000,1.876,1.970,0,0.259,480.0,1,0,1
28,56.1,-12.1,0.238,0,-0.389,1.847,1.911,0,-0.389,480.0,0,0,0
29,59.3,-14.4,0.118,0,-0.365,1.831,1.865,0,-0.365,480.0,0,0,0
30,61.5,-15.9,-0.002,0,-0.357,1.826,1.844,0,-0.357,480.0,0,0,0
31,64.6,-17.4,-0.122,0,-0.348,1.830,1.834,0,-0.348,480.0,0,0,0
32,66.9,-18.2,-0.242,0,0.000,1.835,1.835,0,0.253,480.0,1,0,1
33,69.5,-19.1,-0.362,0,0.000,1.841,1.837,0,0.258,480.0,1,0,1
34,72.2,-20.4,-0.482,0,0.100,1.843,1.832,0,0.307,0.0,0,0,1
35,75.4,-22.5,-0.600,0,0.200,1.843,1.814,0,0.289,0.0,0,0,1
36,78.3,-24.7,-0.600,0,0.296,1.842,1.792,0,0.296,0.0,0,0,0
37,81.0,-26.6,-0.600,0,0.292,1.842,1.770,0,0.292,0.0,0,0,0
38,84.5,-29.0,-0.600,0,0.300,1.845,1.741,0,0.300,0.0,0,0,0
39,88.3,-31.3,-0.600,0,0.297,1.852,1.713,0,0.297,0.0,0,0,0
40,92.3,-33.7,-0.600,0,0.291,1.863,1.690,0,0.291,0.0,0,0,0
41,96.2,-36.1,-0.600,0,0.289,1.877,1.671,0,0.289,0.0,0,0,0
42,100.3,-38.4,-0.600,0,0.296,1.896,1.656,0,0.296,0.0,0,0,0
43,104.4,-40.5,-0.600,0,0.291,1.917,1.646,0,0.291,0.0,0,0,0
44,108.6,-42.6,-0.600,0,0.308,1.941,1.640,0,0.308,0.0,0,0,0
45,112.8,-44.7,-0.600,0,0.303,1.968,1.638,0,0.303,0.0,0,0,0
46,117.1,-46.5,-0.600,0,0.299,1.997,1.638,0,0.299,0.0,0,0,0
47,121.4,-48.4,-0.600,0,0.302,2.028,1.642,0,0.302,0.0,0,0,0
48,125.7,-50.1,-0.600,0,0.197,2.060,1.648,0,0.197,0.0,0,0,0
49,130.0,-51.7,-0.600,0,0.272,2.094,1.658,0,0.272,0.0,0,0,0
50,134.2,-53.2,-0.600,0,0.311,2.127,1.671,0,0.311,0.0,0,0,0
51,138.9,-55.0,-0.600,0,0.313,2.162,1.689,0,0.313,0.0,0,0,0
52,142.4,-56.1,-0.600,0,0.299,2.186,1.702,0,0.299,0.0,0,0,0
53,146.7,-57.3,-0.600,0,0.302,2.211,1.720,0,0.302,0.0,0,0,0
54,150.9,-58.4,-0.600,0,0.321,2.233,1.739,0,0.321,0.0,0,0,0
55,155.9,-59.6,-0.600,0,0.356,2.253,1.759,0,0.356,0.0,0,0,0
56,159.5,-60.4,-0.600,0,0.329,2.266,1.770,0,0.329,0.0,0,0,0
57,163.8,-61.5,-0.600,0,0.334,2.288,1.780,0,0.334,0.0,0,0,0
58,168.0,-62.5,-0.600,0,0.303,2.313,1.788,0,0.303,0.0,0,0,0
59,172.3,-63.5,-0.600,0,0.286,2.343,1.792,0,0.286,0.0,0,0,0
60,177.0,-64.7,-0.600,0,0.313,2.379,1.795,0,0.313,0.0,0,0,0
61,-179.6,-65.6,-0.600,0,0.300,2.406,1.796,0,0.300,0.0,0,0,0
62,-175.7,-66.6,-0.600,0,0.332,2.443,1.793,0,0.332,0.0,0,0,0
63,-171.7,-67.6,-0.600,0,0.308,2.483,1.787,0,0.308,0.0,0,0,0
64,-167.8,-68.6,-0.600,0,0.309,2.526,1.782,0,0.309,0.0,0,0,0
