step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
110,123.8,18.9,0.600,0,0.000,5.306,1.852,0,0.278,480.0,1,0,1
111,123.7,20.6,0.600,0,0.100,5.388,1.839,0,0.291,0.0,0,0,1
112,123.6,22.3,0.600,0,0.200,5.470,1.827,0,0.289,0.0,0,0,1
113,123.0,23.5,0.600,0,0.292,5.555,1.814,0,0.292,0.0,0,0,0
114,121.8,24.2,0.600,0,0.288,5.645,1.797,0,0.288,0.0,0,0,0
115,120.0,24.4,0.600,0,0.299,5.739,1.778,0,0.299,0.0,0,0,0
116,118.1,24.5,0.600,0,0.289,5.833,1.760,0,0.289,0.0,0,0,0
117,116.3,24.8,0.600,0,0.292,5.927,1.746,0,0.292,0.0,0,0,0
118,114.9,25.4,0.600,0,0.290,6.018,1.740,0,0.290,0.0,0,0,0
119,113.3,25.9,0.600,0,0.263,6.109,1.737,0,0.263,0.0,0,0,0
120,111.3,26.2,0.600,0,0.304,6.216,1.733,0,0.304,0.0,0,0,0
121,109.7,26.3,0.600,0,0.297,6.293,1.731,0,0.297,0.0,0,0,0
122,107.8,26.5,0.600,0,0.330,6.385,1.731,0,0.330,0.0,0,0,0
123,105.8,26.6,0.600,0,0.317,6.476,1.732,0,0.317,0.0,0,0,0
124,103.4,26.5,0.600,0,0.318,6.582,1.734,0,0.318,0.0,0,0,0
125,102.0,26.7,0.600,0,0.334,6.657,1.739,0,0.334,0.0,0,0,0
126,101.0,27.7,0.600,0,0.338,6.745,1.751,0,0.338,0.0,0,0,0
127,99.7,28.2,0.600,0,0.325,6.833,1.763,0,0.325,0.0,0,0,0
128,98.2,28.7,0.600,0,0.318,6.922,1.771,0,0.318,0.0,0,0,0
129,96.9,29.4,0.600,0,0.409,7.009,1.778,0,0.409,0.0,0,0,0
130,95.4,30.1,0.600,0,0.357,7.097,1.779,0,0.357,0.0,0,0,0
131,93.7,30.5,0.600,0,0.337,7.184,1.772,0,0.337,0.0,0,0,0
132,91.9,31.1,0.600,0,0.338,7.228,1.761,0,0.338,0.0,0,0,0
133,90.1,31.8,0.600,0,0.328,7.228,1.747,0,0.328,0.0,0,0,0
134,88.3,32.5,0.600,0,0.321,7.228,1.730,0,0.321,0.0,0,0,0
135,86.5,33.3,0.600,0,0.316,7.226,1.711,0,0.316,0.0,0,0,0
136,84.9,34.8,0.600,0,0.319,7.224,1.691,0,0.319,0.0,0,0,0
137,83.6,35.6,0.600,0,0.312,7.222,1.675,0,0.312,0.0,0,0,0
138,82.0,36.8,0.600,0,0.325,7.218,1.658,0,0.325,0.0,0,0,0
139,80.3,37.8,0.600,0,0.341,7.213,1.644,0,0.341,0.0,0,0,0
140,78.5,38.8,0.600,0,0.327,7.207,1.633,0,0.327,0.0,0,0,0
141,76.8,39.9,0.600,0,0.320,7.200,1.625,0,0.320,0.0,0,0,0
142,75.1,41.0,0.600,0,0.317,7.193,1.621,0,0.317,0.0,0,0,0
143,73.4,42.1,0.600,0,0.317,7.184,1.621,0,0.317,0.0,0,0,0
144,72.1,43.5,0.600,0,0.318,7.176,1.629,0,0.318,0.0,0,0,0
145,70.4,44.8,0.600,0,0.418,7.165,1.642,0,0.652,0.0,0,0,1
146,69.3,45.8,0.600,0,0.393,7.157,1.654,0,0.393,0.0,0,0,0
147,67.6,46.7,0.600,0,0.363,7.146,1.668,0,0.363,0.0,0,0,0
148,65.6,47.3,0.600,0,0.361,7.131,1.683,0,0.361,0.0,0,0,0
149,63.6,47.8,0.600,0,0.461,7.116,1.701,0,0.778,0.0,0,0,1
150,61.7,48.3,0.600,0,0.561,7.100,1.722,0,0.974,0.0,0,0,1
151,59.2,48.5,0.600,0,0.661,7.076,1.745,0,0.937,0.0,0,0,1
152,57.2,48.6,0.600,0,0.750,7.054,1.758,0,0.940,0.0,0,0,1
153,54.5,48.4,0.600,0,0.750,7.019,1.769,0,0.943,0.0,0,0,1
154,51.7,48.2,0.600,0,0.750,6.977,1.776,0,0.960,0.0,0,0,1
155,49.0,48.1,0.600,0,0.750,6.930,1.783,0,0.960,0.0,0,0,1
156,46.0,47.9,0.600,1,0.750,6.875,1.796,0,0.964,0.0,0,0,1
157,44.4,48.6,0.600,1,0.750,6.827,1.812,0,0.986,0.0,0,0,1
158,42.9,49.0,0.600,1,0.750,6.785,1.824,0,0.988,0.0,0,0,1
159,40.8,49.4,0.480,1,-0.236,6.722,1.842,0,-0.236,0.0,0,0,0
160,39.1,49.5,0.360,1,0.100,6.674,1.855,0,0.285,0.0,0,0,1
161,37.4,49.7,0.240,1,0.200,6.620,1.875,0,0.331,0.0,0,0,1
162,36.1,50.1,0.120,1,0.300,6.576,1.905,0,0.311,0.0,0,0,1
163,35.2,50.5,0.000,1,0.286,6.537,1.948,0,0.286,0.0,0,0,0
164,34.0,50.9,-0.120,1,0.229,6.482,1.995,0,0.229,0.0,0,0,0
165,33.0,51.5,-0.240,1,0.294,6.414,2.054,0,0.294,0.0,0,0,0
166,32.3,51.8,-0.360,1,0.321,6.362,2.097,0,0.321,0.0,0,0,0
167,31.6,52.3,-0.408,1,0.353,6.294,2.148,0,0.353,0.0,0,0,0
168,31.0,53.2,-0.494,1,-0.134,6.204,2.206,0,-0.134,0.0,0,0,0
169,30.7,53.8,-0.374,1,0.100,6.136,2.247,0,0.992,0.0,0,0,1
170,30.6,54.7,-0.254,1,0.200,6.059,2.302,0,1.046,0.0,0,0,1
171,30.6,55.3,-0.134,1,0.300,5.987,2.363,0,1.028,0.0,0,0,1
172,30.6,55.9,-0.014,1,0.400,5.909,2.422,0,1.031,0.0,0,0,1
173,30.5,56.5,0.106,1,0.500,5.822,2.476,0,1.015,0.0,0,0,1
174,30.6,57.4,0.163,1,0.600,5.727,2.525,0,1.002,0.0,0,0,1
175,30.6,58.2,0.095,1,0.700,5.622,2.570,0,0.996,0.0,0,0,1
176,30.6,59.4,0.073,1,0.800,5.490,2.616,0,0.998,0.0,0,0,1
177,30.6,60.2,0.012,1,0.900,5.388,2.646,0,0.986,0.0,0,0,1
178,30.5,61.3,-0.073,1,0.945,5.258,2.678,0,0.945,0.0,0,0,0
179,30.6,62.8,0.047,1,1.000,5.095,2.711,0,1.046,0.0,0,0,0
180,30.9,64.0,0.167,1,0.965,4.975,2.734,0,0.965,0.0,0,0,0
181,31.2,65.5,0.261,1,0.974,4.828,2.763,0,0.974,0.0,0,0,0
182,33.2,68.6,0.179,1,0.949,4.688,2.795,0,0.949,0.0,0,0,0
183,33.5,69.9,0.081,1,0.966,4.549,2.833,0,0.966,0.0,0,0,0
184,34.1,71.4,0.075,1,0.947,4.390,2.882,0,0.947,0.0,0,0,0
185,34.8,72.6,0.022,1,0.963,4.286,2.916,0,0.963,0.0,0,0,0
186,37.3,75.9,0.041,1,0.981,4.146,2.946,0,0.981,0.0,0,0,0
187,38.9,78.3,-0.001,1,0.989,4.006,2.986,0,0.989,0.0,0,0,0
188,39.1,79.1,-0.021,1,0.982,3.871,3.035,0,0.982,0.0,0,0,0
189,39.6,80.3,0.099,1,0.382,3.732,3.084,0,0.382,0.0,0,0,0
190,40.3,81.7,0.219,1,0.396,3.592,3.135,0,0.396,0.0,0,0,0
191,41.2,83.1,0.339,1,0.411,3.456,3.189,0,0.411,0.0,0,0,0
192,41.5,83.8,0.459,1,0.416,3.332,3.245,0,0.416,0.0,0,0,0
193,41.8,84.2,0.546,1,0.418,3.222,3.304,0,0.418,0.0,0,0,0
194,41.8,84.3,0.535,1,0.384,3.123,3.364,0,0.384,0.0,0,0,0
195,41.8,84.2,0.434,1,0.346,3.025,3.424,0,0.346,0.0,0,0,0
196,41.7,83.9,0.450,1,0.339,2.931,3.485,0,0.339,0.0,0,0,0
197,41.6,83.4,0.399,1,0.331,2.839,3.545,0,0.331,0.0,0,0,0
198,41.7,83.0,0.279,1,0.096,2.750,3.606,0,0.096,0.0,0,0,0
199,41.8,82.6,0.399,1,0.196,2.662,3.667,0,0.314,0.0,0,0,1
200,42.0,82.2,0.519,1,0.295,2.580,3.728,0,0.295,0.0,0,0,0
201,42.1,81.7,0.600,1,0.312,2.503,3.790,0,0.312,0.0,0,0,0
202,42.2,81.0,0.600,1,0.173,2.421,3.851,0,0.173,0.0,0,0,0
203,42.4,80.2,0.600,1,0.196,2.338,3.910,0,0.196,0.0,0,0,0
204,42.8,79.2,0.600,1,-0.284,2.251,3.981,0,-0.284,0.0,0,0,0
205,43.2,78.5,0.600,1,-0.299,2.193,4.032,0,-0.299,0.0,0,0,0
206,44.0,77.9,0.600,1,-0.311,2.134,4.094,0,-0.311,0.0,0,0,0
207,45.0,77.4,0.600,1,-0.258,2.090,4.160,0,-0.258,0.0,0,0,0
208,46.2,77.1,0.600,1,-0.325,2.054,4.229,0,-0.325,0.0,0,0,0
209,46.4,75.8,0.600,1,0.100,2.015,4.296,0,0.326,0.0,0,0,1
210,47.9,75.7,0.600,1,0.200,1.983,4.366,0,0.293,0.0,0,0,1
211,49.5,75.7,0.480,1,-0.262,1.952,4.435,0,-0.262,0.0,0,0,0
212,50.9,75.2,0.360,1,-0.087,1.913,4.501,0,-0.087,0.0,0,0,0
213,52.3,74.8,0.240,1,-0.230,1.879,4.568,0,-0.230,0.0,0,0,0
214,54.0,74.6,0.120,1,-0.182,1.846,4.634,0,-0.182,0.0,0,0,0
215,56.2,74.7,0.000,1,0.100,1.818,4.702,0,0.291,0.0,0,0,1
216,58.4,75.0,-0.120,1,0.196,1.791,4.770,0,0.196,0.0,0,0,0
217,60.6,75.0,-0.240,1,0.097,1.764,4.836,0,0.097,0.0,0,0,0
218,63.0,74.7,-0.360,1,-0.213,1.732,4.912,0,-0.213,0.0,0,0,0
219,65.2,74.6,-0.240,1,0.100,1.709,4.978,0,0.138,0.0,0,0,1
220,68.0,75.1,-0.120,1,0.190,1.691,5.045,0,0.190,0.0,0,0,0
221,70.9,75.8,-0.125,1,0.176,1.674,5.113,0,0.176,0.0,0,0,0
222,72.8,75.7,-0.005,1,0.153,1.659,5.168,0,0.153,0.0,0,0,0
223,75.0,75.3,0.115,1,-0.236,1.642,5.233,0,-0.236,0.0,0,0,0
224,77.2,74.6,0.235,0,-0.299,1.626,5.309,0,-0.299,0.0,0,0,0
225,79.1,74.4,0.355,0,-0.252,1.616,5.365,0,-0.252,0.0,0,0,0
226,81.6,74.5,0.475,0,0.100,1.607,5.433,0,0.333,0.0,0,0,1
227,83.5,74.2,0.568,0,0.200,1.599,5.503,0,0.323,0.0,0,0,1
228,84.9,73.1,0.506,0,0.227,1.591,5.570,0,0.227,0.0,0,0,0
229,86.3,71.9,0.600,0,0.307,1.583,5.636,0,0.307,0.0,0,0,0
230,88.3,71.3,0.600,0,0.309,1.577,5.702,0,0.309,0.0,0,0,0
231,89.7,69.8,0.600,0,0.309,1.571,5.765,0,0.309,0.0,0,0,0
232,90.2,67.3,0.600,0,0.309,1.568,5.827,0,0.309,0.0,0,0,0
233,90.0,64.1,0.600,0,0.299,1.565,5.852,0,0.299,0.0,0,0,0
234,89.5,60.6,0.600,0,0.308,1.564,5.841,0,0.308,0.0,0,0,0
235,89.2,57.2,0.600,0,0.323,1.565,5.829,0,0.323,0.0,0,0,0
236,89.1,53.9,0.600,0,0.308,1.566,5.814,0,0.308,0.0,0,0,0
237,89.4,51.0,0.600,0,0.305,1.569,5.797,0,0.305,0.0,0,0,0
238,89.7,48.2,0.600,0,0.310,1.573,5.781,0,0.310,0.0,0,0,0
239,90.2,45.0,0.600,0,0.266,1.579,5.760,0,0.266,0.0,0,0,0
240,90.6,42.7,0.600,0,0.295,1.584,5.743,0,0.295,0.0,0,0,0
241,91.2,40.2,0.600,0,0.302,1.591,5.722,0,0.302,0.0,0,0,0
242,91.9,37.7,0.600,0,0.303,1.599,5.701,0,0.303,0.0,0,0,0
243,92.7,35.3,0.600,0,0.299,1.608,5.679,0,0.299,0.0,0,0,0
244,93.5,32.9,0.600,0,0.299,1.617,5.655,0,0.299,0.0,0,0,0
245,94.3,30.6,0.600,0,0.296,1.627,5.631,0,0.296,0.0,0,0,0
246,95.3,28.4,0.600,0,0.301,1.638,5.606,0,0.301,0.0,0,0,0
247,96.2,26.2,0.600,0,0.306,1.649,5.581,0,0.306,0.0,0,0,0
248,97.2,24.0,0.600,0,0.303,1.661,5.555,0,0.303,0.0,0,0,0
249,98.3,22.0,0.600,0,0.324,1.672,5.529,0,0.324,305.5,0,0,0
250,99.3,19.9,0.600,0,0.424,1.684,5.502,0,0.970,305.4,0,0,1
251,100.3,17.8,0.600,0,0.524,1.696,5.473,0,0.876,304.6,0,0,1
252,101.2,15.3,0.600,0,0.624,1.710,5.437,0,0.866,303.3,0,0,1
253,102.0,12.5,0.583,0,0.724,1.726,5.391,0,0.869,303.5,0,0,1
254,102.7,9.3,0.463,0,0.824,1.743,5.336,0,0.929,303.4,0,0,1
255,103.7,5.5,0.343,0,0.924,1.767,5.260,0,0.999,303.3,0,0,1
256,104.7,2.8,0.223,0,0.996,1.787,5.196,0,0.996,303.3,0,0,0
257,106.1,-0.5,0.103,0,0.984,1.814,5.111,0,0.984,304.8,0,0,0
258,108.1,-3.4,-0.017,0,0.999,1.845,5.018,0,0.999,307.1,0,0,0
259,110.7,-5.7,0.103,0,0.924,1.880,4.923,0,0.924,309.2,0,0,0
260,113.9,-6.7,0.223,0,0.824,1.919,4.842,0,0.824,312.5,0,0,0
261,117.8,-7.3,0.343,0,0.661,1.967,4.746,0,0.661,314.2,0,0,0
262,120.9,-7.6,0.463,0,0.485,2.006,4.668,0,0.485,317.0,0,0,0
263,123.3,-7.7,0.583,0,0.468,2.034,4.608,0,0.468,318.3,0,0,0
264,126.1,-7.7,0.600,0,0.450,2.063,4.535,0,0.450,321.0,0,0,0
265,128.3,-7.7,0.600,0,0.402,2.081,4.474,0,0.402,321.5,0,0,0
266,129.8,-7.9,0.600,0,0.428,2.093,4.423,0,0.428,321.1,0,0,0
267,131.5,-8.1,0.600,0,0.528,2.102,4.359,0,0.663,322.1,0,0,1
268,132.8,-8.5,0.600,0,0.561,2.113,4.289,0,0.561,324.2,0,0,0
269,132.4,-9.3,0.600,0,0.661,2.145,4.208,0,0.803,327.8,0,0,1
270,131.9,-10.3,0.600,0,0.750,2.181,4.119,0,0.798,332.7,0,0,1
271,131.2,-11.6,0.531,0,0.800,2.220,4.025,0,0.800,336.3,0,0,0
272,130.3,-13.3,0.411,0,0.783,2.266,3.922,0,0.783,339.4,0,0,0
273,129.8,-14.9,0.291,0,0.623,2.318,3.801,0,0.623,342.1,0,0,0
274,130.8,-14.8,0.229,0,0.635,2.350,3.717,0,0.635,343.9,0,0,0
275,132.8,-13.3,0.258,0,0.735,2.390,3.624,0,0.796,354.5,0,0,1
276,132.7,-13.9,0.220,0,0.422,2.430,3.533,0,0.422,360.4,0,0,0
277,134.0,-13.0,0.340,0,0.382,2.470,3.443,0,0.382,364.2,0,0,0
278,134.3,-13.3,0.460,0,0.482,2.493,3.368,0,0.564,358.6,0,0,1
279,137.3,-11.8,0.580,0,0.422,2.524,3.279,0,0.422,366.7,0,0,0
280,139.0,-11.1,0.600,0,0.522,2.544,3.202,0,0.607,373.7,0,0,1
281,140.4,-10.6,0.600,0,0.422,2.560,3.127,0,0.422,380.1,0,0,0
282,141.5,-10.4,0.600,0,0.422,2.575,3.050,0,0.422,386.1,0,0,0
283,143.4,-9.2,0.600,0,0.366,2.582,2.983,0,0.366,388.8,0,0,0
284,144.3,-8.9,0.600,0,0.340,2.592,2.916,0,0.340,391.1,0,0,0
285,144.9,-8.8,0.600,0,0.316,2.601,2.852,0,0.316,393.1,0,0,0
286,145.5,-8.7,0.600,0,0.304,2.609,2.792,0,0.304,393.2,0,0,0
287,145.9,-8.6,0.600,0,0.295,2.615,2.737,0,0.295,400.6,0,0,0
288,146.2,-8.7,0.600,0,0.290,2.624,2.674,0,0.290,410.9,0,0,0
289,146.4,-8.8,0.600,0,0.277,2.632,2.621,0,0.277,417.8,0,0,0
290,146.5,-8.9,0.600,0,0.275,2.641,2.571,0,0.275,424.3,0,0,0
291,146.5,-9.0,0.600,0,0.279,2.649,2.532,0,0.279,429.7,0,0,0
292,146.6,-9.1,0.600,0,0.300,2.660,2.485,0,0.300,436.2,0,0,0
293,146.5,-9.4,0.600,0,-0.444,2.671,2.439,0,-0.444,442.8,0,0,0
294,146.4,-9.6,0.600,0,-0.324,2.685,2.393,0,-0.324,449.5,0,0,0
295,146.5,-9.5,0.600,0,0.100,2.691,2.358,0,0.407,454.1,0,0,1
296,147.2,-8.4,0.600,0,0.200,2.686,2.339,0,0.315,454.3,0,0,1
297,147.9,-7.3,0.600,0,0.300,2.683,2.318,0,0.303,448.8,0,0,1
298,148.0,-7.0,0.600,0,0.311,2.687,2.296,0,0.311,443.6,0,0,0
299,147.7,-7.2,0.600,0,0.260,2.703,2.262,0,0.260,450.2,0,0,0
300,147.3,-7.6,0.600,0,0.290,2.723,2.225,0,0.290,462.1,0,0,0
301,147.0,-7.7,0.600,0,0.000,2.742,2.192,0,0.304,472.9,1,0,0
302,147.0,-7.6,0.600,0,0.000,2.760,2.162,0,0.314,477.3,1,0,1
303,146.7,-7.5,0.600,0,0.000,2.774,2.142,0,0.333,478.7,1,0,1
304,147.2,-6.6,0.600,0,0.000,2.779,2.133,0,0.329,480.0,1,0,1
305,147.8,-5.4,0.600,0,0.000,2.784,2.129,0,0.322,479.9,1,0,1
306,148.5,-4.0,0.600,0,0.000,2.790,2.127,0,0.318,479.7,1,0,1
307,149.1,-3.0,0.600,0,0.000,2.795,2.127,0,0.755,479.5,1,0,1
308,149.8,-1.6,0.600,0,0.000,2.803,2.129,0,0.374,478.9,1,0,1
309,150.2,-0.7,0.600,0,0.000,2.810,2.131,0,0.270,476.1,1,0,1
310,150.8,0.4,0.600,0,0.100,2.819,2.136,0,0.288,460.9,0,0,1
311,151.3,1.5,0.600,0,0.200,2.829,2.142,0,0.443,465.6,0,0,1
