step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,-14.0,16.2,-0.120,1,0.100,4.608,4.678,0,0.856,322.6,0,0,1
2,-13.2,16.2,-0.240,1,0.200,4.567,4.678,0,0.878,322.6,0,0,1
3,-12.3,16.1,-0.360,1,0.300,4.519,4.664,0,0.775,322.6,0,0,1
4,-11.5,15.9,-0.480,1,0.400,4.457,4.628,0,0.666,323.9,0,0,1
5,-10.6,16.0,-0.465,1,0.500,4.377,4.576,0,0.675,324.7,0,0,1
6,-9.6,16.2,-0.420,1,0.575,4.281,4.504,0,0.575,325.5,0,0,0
7,-8.7,16.5,-0.300,1,0.675,4.171,4.412,0,0.756,327.6,0,0,1
8,-7.6,17.1,-0.309,1,0.570,4.048,4.310,0,0.570,330.6,0,0,0
9,-6.9,17.6,-0.216,1,0.670,3.915,4.199,0,0.981,333.1,0,0,1
10,-5.4,18.9,-0.192,1,0.770,3.792,4.097,0,0.988,335.1,0,0,1
11,-3.6,20.8,-0.198,1,0.870,3.660,3.988,0,1.013,340.8,0,0,1
12,-2.4,22.2,-0.139,1,0.970,3.523,3.877,0,0.984,347.0,0,0,1
13,-1.4,23.4,-0.135,1,0.962,3.371,3.751,0,0.962,350.9,0,0,0
14,-0.5,24.7,-0.201,1,0.961,3.210,3.617,0,0.961,353.5,0,0,0
15,0.4,26.1,-0.200,1,0.910,3.044,3.482,0,0.910,363.7,0,0,0
16,1.6,27.9,-0.197,1,0.830,2.876,3.351,0,0.830,378.0,0,0,0
17,2.8,29.8,-0.145,1,0.783,2.712,3.227,0,0.783,392.5,0,0,0
18,4.1,31.9,-0.191,1,0.735,2.555,3.115,0,0.735,407.2,0,0,0
19,5.6,34.1,-0.071,1,0.299,2.407,3.015,0,0.299,418.9,0,0,0
20,7.3,36.2,0.049,1,0.292,2.268,2.926,0,0.292,429.6,0,0,0
21,9.4,38.5,0.169,1,0.392,2.141,2.850,0,0.427,449.0,0,0,1
22,11.6,40.6,0.289,1,0.000,2.037,2.790,0,0.346,470.4,1,0,0
23,13.8,42.3,0.409,1,0.000,1.954,2.743,0,0.334,479.5,1,0,1
24,16.1,43.8,0.529,1,0.000,1.894,2.709,0,0.327,480.0,1,0,1
25,18.4,45.1,0.600,1,0.000,1.861,2.690,0,0.309,480.0,1,0,1
26,21.0,46.3,0.511,1,0.000,1.840,2.678,0,0.301,480.0,1,0,1
27,22.9,47.1,0.462,1,0.100,1.830,2.673,0,0.303,0.0,0,0,1
28,25.6,48.4,0.444,1,0.200,1.819,2.668,0,0.310,0.0,0,0,1
29,27.1,49.2,0.564,1,0.295,1.810,2.663,0,0.295,0.0,0,0,0
30,28.2,50.3,0.600,1,-0.169,1.794,2.653,0,-0.169,0.0,0,0,0
31,29.6,51.4,0.600,1,0.100,1.772,2.639,0,0.307,0.0,0,0,1
32,30.2,52.3,0.600,1,0.200,1.761,2.633,0,0.300,0.0,0,0,1
33,31.3,53.3,0.596,1,-0.158,1.752,2.628,0,-0.158,0.0,0,0,0
34,32.2,54.1,0.600,1,0.100,1.740,2.621,0,0.246,0.0,0,0,1
35,33.6,55.2,0.600,1,0.200,1.736,2.620,0,0.272,0.0,0,0,1
36,34.4,56.0,0.600,1,0.282,1.731,2.618,0,0.282,0.0,0,0,0
37,34.8,56.5,0.515,1,0.285,1.723,2.614,0,0.285,0.0,0,0,0
38,35.7,57.0,0.493,1,0.324,1.708,2.606,0,0.324,0.0,0,0,0
39,35.9,57.3,0.600,1,0.297,1.695,2.600,0,0.297,0.0,0,0,0
40,36.1,57.5,0.600,1,0.277,1.680,2.592,0,0.277,0.0,0,0,0
41,36.8,57.8,0.600,1,0.264,1.667,2.585,0,0.264,0.0,0,0,0
42,36.7,57.8,0.600,1,0.268,1.656,2.581,0,0.268,0.0,0,0,0
43,37.0,58.0,0.600,1,0.262,1.648,2.578,0,0.262,0.0,0,0,0
44,37.2,58.1,0.481,1,0.105,1.641,2.577,0,0.105,0.0,0,0,0
45,37.4,58.2,0.553,1,0.088,1.636,2.577,0,0.088,0.0,0,0,0
46,36.6,58.5,0.561,1,0.188,1.622,2.581,0,0.198,0.0,0,0,1
47,36.0,59.0,0.501,1,0.181,1.612,2.587,0,0.181,0.0,0,0,0
48,35.1,59.4,0.453,1,0.235,1.599,2.589,0,0.235,0.0,0,0,0
49,34.2,59.6,0.573,1,-0.362,1.583,2.589,0,-0.362,0.0,0,0,0
50,33.2,59.9,0.600,1,-0.371,1.565,2.587,0,-0.371,0.0,0,0,0
51,32.3,60.1,0.600,1,0.100,1.550,2.584,0,0.290,0.0,0,0,1
52,31.8,60.9,0.600,1,-0.152,1.544,2.587,0,-0.152,0.0,0,0,0
53,31.3,61.6,0.480,1,0.100,1.538,2.588,0,0.285,0.0,0,0,1
54,30.9,62.4,0.600,1,0.200,1.536,2.591,0,0.284,0.0,0,0,1
55,30.5,63.2,0.481,1,-0.150,1.531,2.590,0,-0.150,0.0,0,0,0
56,29.5,63.5,0.582,1,0.100,1.518,2.584,0,0.301,0.0,0,0,1
57,31.2,64.0,0.462,1,-0.024,1.491,2.581,0,-0.024,0.0,0,0,0
58,34.0,64.8,0.582,1,0.100,1.472,2.582,0,0.312,0.0,0,0,1
59,35.4,65.6,0.600,1,-0.344,1.471,2.586,0,-0.344,0.0,0,0,0
60,34.7,66.2,0.600,1,0.100,1.465,2.589,0,0.257,0.0,0,0,1
61,33.9,66.8,0.600,1,0.200,1.458,2.590,0,0.291,0.0,0,0,1
62,33.1,67.0,0.600,1,0.286,1.451,2.590,0,0.286,0.0,0,0,0
63,33.7,66.8,0.600,1,0.289,1.417,2.586,0,0.289,0.0,0,0,0
64,35.1,66.1,0.600,1,0.286,1.357,2.580,0,0.286,0.0,0,0,0
65,36.1,65.5,0.600,1,0.282,1.310,2.576,0,0.282,0.0,0,0,0
66,37.5,64.8,0.600,1,0.270,1.252,2.573,0,0.270,0.0,0,0,0
67,39.1,64.2,0.600,1,0.272,1.192,2.570,0,0.272,0.0,0,0,0
68,37.6,63.7,0.600,1,0.296,1.172,2.568,0,0.296,0.0,0,0,0
69,36.1,63.2,0.600,1,0.312,1.150,2.565,0,0.312,0.0,0,0,0
70,34.5,62.5,0.600,1,0.305,1.128,2.560,0,0.305,0.0,0,0,0
71,32.9,61.9,0.600,1,0.296,1.104,2.555,0,0.296,0.0,0,0,0
72,31.4,61.4,0.600,1,0.276,1.079,2.549,0,0.276,0.0,0,0,0
73,29.9,60.9,0.600,1,0.279,1.055,2.542,0,0.279,0.0,0,0,0
74,28.4,60.5,0.600,1,0.280,1.031,2.536,0,0.280,0.0,0,0,0
75,27.0,60.1,0.593,1,-0.309,1.007,2.529,0,-0.309,0.0,0,0,0
76,25.3,59.7,0.477,1,-0.107,0.980,2.521,0,-0.107,0.0,0,1,0
77,27.8,59.8,0.459,1,0.100,1.014,2.522,0,0.284,0.0,0,0,1
78,30.0,60.6,0.417,1,0.200,1.060,2.530,0,0.288,0.0,0,0,1
79,32.1,61.4,0.537,1,0.300,1.120,2.543,0,0.304,0.0,0,0,1
80,33.1,61.7,0.600,1,0.285,1.177,2.553,0,0.285,0.0,0,0,0
81,32.8,61.6,0.600,1,0.290,1.208,2.556,0,0.290,0.0,0,0,0
82,31.5,61.1,0.600,1,0.292,1.206,2.552,0,0.292,0.0,0,0,0
83,30.4,60.6,0.600,1,0.296,1.199,2.545,0,0.296,0.0,0,0,0
84,29.2,60.1,0.600,1,0.291,1.205,2.530,0,0.291,0.0,0,0,0
85,28.2,59.7,0.600,1,0.284,1.196,2.516,0,0.284,0.0,0,0,0
86,27.3,59.3,0.600,1,0.290,1.207,2.495,0,0.290,0.0,0,0,0
87,26.3,58.9,0.600,1,0.291,1.205,2.470,0,0.291,0.0,0,0,0
88,25.2,58.5,0.600,1,0.291,1.203,2.441,0,0.291,0.0,0,0,0
