step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
45,11.7,-33.4,-0.534,1,0.209,3.980,1.847,0,0.209,336.1,0,0,0
46,14.1,-33.9,-0.573,1,0.254,3.963,1.851,0,0.254,339.1,0,0,0
47,16.4,-34.4,-0.513,1,0.210,3.948,1.857,0,0.210,342.9,0,0,0
48,18.9,-34.8,-0.479,1,0.207,3.933,1.861,0,0.207,345.7,0,0,0
49,21.1,-35.4,-0.359,1,0.307,3.921,1.861,0,0.310,348.4,0,0,1
50,23.4,-36.1,-0.239,1,0.293,3.912,1.860,0,0.293,0.0,0,0,0
51,25.7,-36.8,-0.119,1,0.277,3.901,1.852,0,0.277,0.0,0,0,0
52,28.1,-37.6,0.001,1,0.270,3.888,1.838,0,0.270,0.0,0,0,0
53,30.3,-38.6,0.121,1,0.087,3.877,1.821,0,0.087,0.0,0,0,0
54,32.3,-39.8,0.241,1,0.135,3.868,1.802,0,0.135,0.0,0,0,0
55,33.9,-41.3,0.361,1,0.235,3.866,1.785,0,0.246,0.0,0,0,1
56,35.2,-43.0,0.464,1,0.222,3.869,1.772,0,0.222,0.0,0,0,0
57,36.3,-45.0,0.389,1,0.177,3.868,1.758,0,0.177,0.0,0,0,0
58,37.4,-47.1,0.509,1,0.198,3.869,1.747,0,0.198,0.0,0,0,0
59,38.4,-49.3,0.600,1,0.282,3.871,1.740,0,0.282,0.0,0,0,0
60,39.3,-51.6,0.600,1,0.297,3.874,1.735,0,0.297,0.0,0,0,0
61,39.9,-54.3,0.600,1,0.291,3.875,1.731,0,0.291,0.0,0,0,0
62,40.4,-57.4,0.480,1,-0.370,3.873,1.727,0,-0.370,0.0,0,0,0
63,41.0,-60.5,0.360,1,-0.421,3.871,1.726,0,-0.421,0.0,0,0,0
64,41.5,-63.2,0.240,1,-0.444,3.878,1.734,0,-0.444,0.0,0,0,0
65,42.1,-65.0,0.120,1,-0.412,3.898,1.752,0,-0.412,0.0,0,0,0
66,42.9,-66.0,0.000,1,-0.414,3.932,1.778,0,-0.414,0.0,0,0,0
67,43.8,-66.5,-0.120,1,-0.457,3.972,1.808,0,-0.457,0.0,0,0,0
68,44.8,-66.7,-0.240,1,-0.398,4.013,1.840,0,-0.398,0.0,0,0,0
69,45.9,-66.9,-0.360,1,0.100,4.055,1.873,0,0.317,0.0,0,0,1
70,47.1,-66.9,-0.480,1,0.200,4.096,1.907,0,0.311,0.0,0,0,1
71,48.1,-67.2,-0.600,1,0.289,4.134,1.939,0,0.289,0.0,0,0,0
72,49.0,-68.3,-0.600,1,0.296,4.162,1.966,0,0.296,0.0,0,0,0
73,50.1,-69.6,-0.600,1,0.292,4.180,1.989,0,0.292,0.0,0,0,0
74,51.7,-70.8,-0.600,1,0.288,4.192,2.010,0,0.288,0.0,0,0,0
75,53.6,-71.8,-0.600,1,0.282,4.202,2.031,0,0.282,0.0,0,0,0
76,55.6,-72.7,-0.600,1,0.282,4.213,2.054,0,0.282,0.0,0,0,0
77,57.8,-73.5,-0.600,1,0.279,4.224,2.079,0,0.279,0.0,0,0,0
78,60.1,-74.1,-0.600,1,0.278,4.237,2.105,0,0.278,0.0,0,0,0
79,62.5,-74.6,-0.600,1,0.324,4.252,2.133,0,0.324,0.0,0,0,0
80,64.8,-75.0,-0.600,1,0.328,4.268,2.163,0,0.328,0.0,0,0,0
81,67.3,-75.3,-0.600,1,0.317,4.285,2.194,0,0.317,0.0,0,0,0
82,70.0,-75.5,-0.600,1,0.322,4.304,2.226,0,0.322,0.0,0,0,0
83,72.7,-75.5,-0.600,1,0.318,4.325,2.259,0,0.318,0.0,0,0,0
84,75.5,-75.4,-0.600,0,0.310,4.348,2.294,0,0.310,0.0,0,0,0
85,78.2,-75.3,-0.600,0,0.307,4.372,2.329,0,0.307,0.0,0,0,0
86,81.0,-75.1,-0.600,0,0.303,4.400,2.366,0,0.303,0.0,0,0,0
87,83.6,-74.7,-0.600,0,0.289,4.412,2.403,0,0.289,0.0,0,0,0
88,85.9,-74.2,-0.600,0,0.299,4.410,2.441,0,0.299,0.0,0,0,0
89,88.2,-73.7,-0.600,0,0.261,4.408,2.480,0,0.261,0.0,0,0,0
90,90.5,-73.1,-0.600,0,0.280,4.408,2.520,0,0.280,0.0,0,0,0
91,92.9,-72.4,-0.600,0,0.269,4.409,2.560,0,0.269,0.0,0,0,0
92,95.2,-71.6,-0.600,0,0.278,4.411,2.601,0,0.278,0.0,0,0,0
93,97.6,-70.7,-0.600,0,0.272,4.414,2.642,0,0.272,0.0,0,0,0
94,99.9,-69.9,-0.600,0,0.282,4.418,2.683,0,0.282,0.0,0,0,0
95,102.3,-69.0,-0.600,0,0.284,4.424,2.724,0,0.284,0.0,0,0,0
96,104.6,-68.0,-0.600,0,0.278,4.430,2.766,0,0.278,0.0,0,0,0
97,107.0,-67.0,-0.600,0,0.281,4.438,2.807,0,0.281,0.0,0,0,0
98,109.4,-65.9,-0.600,0,0.274,4.446,2.848,0,0.274,0.0,0,0,0
99,111.7,-64.9,-0.600,0,0.296,4.456,2.890,0,0.296,0.0,0,0,0
100,114.0,-63.8,-0.600,0,0.304,4.466,2.931,0,0.304,0.0,0,0,0
101,116.3,-62.7,-0.600,0,0.305,4.478,2.972,0,0.305,0.0,0,0,0
102,118.7,-61.5,-0.600,0,0.295,4.491,3.012,0,0.295,0.0,0,0,0
103,121.4,-60.2,-0.600,0,0.301,4.513,3.051,0,0.301,0.0,0,0,0
104,124.7,-59.0,-0.600,0,0.293,4.545,3.091,0,0.293,0.0,0,0,0
105,128.0,-57.7,-0.600,0,0.291,4.572,3.130,0,0.291,0.0,0,0,0
106,131.2,-56.6,-0.600,0,0.284,4.594,3.168,0,0.284,0.0,0,0,0
107,134.4,-55.2,-0.600,0,0.294,4.610,3.207,0,0.294,0.0,0,0,0
108,137.8,-53.8,-0.600,0,0.286,4.621,3.246,0,0.286,0.0,0,0,0
109,141.1,-52.3,-0.600,0,0.299,4.627,3.284,0,0.299,0.0,0,0,0
110,144.4,-50.7,-0.600,0,0.298,4.627,3.321,0,0.298,0.0,0,0,0
111,147.5,-49.3,-0.600,0,0.330,4.622,3.359,0,0.330,0.0,0,0,0
112,150.5,-47.9,-0.600,0,0.339,4.611,3.396,0,0.339,0.0,0,0,0
113,153.5,-46.5,-0.600,0,0.327,4.597,3.431,0,0.327,0.0,0,0,0
114,156.6,-44.9,-0.600,0,0.321,4.584,3.465,0,0.321,0.0,0,0,0
115,159.7,-43.2,-0.600,0,0.328,4.573,3.499,0,0.328,0.0,0,0,0
116,162.8,-41.6,-0.600,0,0.328,4.563,3.532,0,0.328,0.0,0,0,0
117,165.8,-40.0,-0.600,0,0.348,4.554,3.565,0,0.348,0.0,0,0,0
118,168.9,-38.4,-0.600,0,0.360,4.547,3.597,0,0.360,0.0,0,0,0
119,171.9,-36.8,-0.600,0,0.298,4.543,3.627,0,0.298,0.0,0,0,0
120,174.7,-35.3,-0.600,0,0.392,4.540,3.658,0,0.392,0.0,0,0,0
121,177.4,-33.8,-0.600,0,0.315,4.539,3.687,0,0.315,0.0,0,0,0
122,-179.9,-32.4,-0.600,0,0.415,4.540,3.715,0,0.978,0.0,0,0,1
123,-177.2,-31.0,-0.600,0,0.515,4.540,3.744,0,0.971,0.0,0,0,1
124,-174.4,-29.5,-0.600,0,0.615,4.547,3.769,0,1.073,0.0,0,0,1
125,-171.6,-27.9,-0.600,0,0.715,4.562,3.785,0,1.009,0.0,0,0,1
126,-168.7,-26.2,-0.600,0,0.750,4.587,3.793,0,1.070,0.0,0,0,1
127,-165.9,-24.7,-0.600,0,0.750,4.623,3.791,0,1.079,0.0,0,0,1
128,-163.1,-23.1,-0.600,0,0.750,4.664,3.784,0,1.092,0.0,0,0,1
129,-160.4,-21.4,-0.600,0,0.750,4.706,3.774,0,0.894,350.6,0,0,1
130,-157.8,-19.8,-0.486,0,0.850,4.748,3.763,0,0.931,350.9,0,0,1
131,-155.1,-18.1,-0.450,0,0.936,4.789,3.751,0,0.936,351.7,0,0,0
132,-152.6,-16.4,-0.570,0,0.789,4.836,3.733,0,0.980,351.5,0,0,0
133,-150.2,-14.8,-0.600,0,0.750,4.888,3.706,0,0.905,349.4,0,0,1
134,-147.8,-13.1,-0.600,0,0.750,4.935,3.684,0,0.955,348.4,0,0,1
135,-145.5,-11.5,-0.600,0,0.750,4.976,3.666,0,0.953,345.1,0,0,1
136,-143.3,-9.9,-0.600,0,0.750,5.014,3.651,0,1.002,341.5,0,0,1
137,-141.2,-8.3,-0.535,0,0.842,5.050,3.635,0,1.003,338.7,0,0,1
138,-139.2,-6.7,-0.500,0,0.899,5.085,3.619,0,1.002,336.9,0,0,1
139,-137.2,-5.2,-0.535,0,0.841,5.123,3.597,0,0.975,336.4,0,0,0
140,-135.5,-3.8,-0.415,0,0.941,5.163,3.570,0,0.965,338.0,0,0,1
141,-133.7,-2.2,-0.339,0,0.873,5.203,3.542,0,0.873,340.9,0,0,0
142,-132.1,-0.8,-0.459,0,0.861,5.243,3.510,0,0.861,343.2,0,0,0
143,-130.8,0.5,-0.402,0,0.830,5.280,3.479,0,0.830,349.8,0,0,0
144,-129.4,1.7,-0.462,0,0.861,5.314,3.452,0,0.861,353.4,0,0,0
145,-128.2,2.9,-0.452,0,0.878,5.346,3.369,0,0.878,357.1,0,0,0
146,-127.0,4.1,-0.472,0,0.849,5.377,3.285,0,0.849,361.9,0,0,0
147,-125.7,5.4,-0.536,0,0.748,5.408,3.200,0,0.748,366.3,0,0,0
148,-124.4,6.9,-0.597,0,0.603,5.436,3.118,0,0.603,371.5,0,0,0
149,-122.9,8.5,-0.477,0,0.663,5.458,3.042,0,0.663,376.8,0,0,0
150,-121.2,10.1,-0.377,0,0.632,5.473,2.977,0,0.632,382.3,0,0,0
151,-119.7,11.7,-0.295,0,0.660,5.486,2.916,0,0.660,387.2,0,0,0
152,-118.3,13.1,-0.301,0,0.526,5.497,2.855,0,0.526,392.9,0,0,0
153,-117.2,14.4,-0.421,0,0.448,5.508,2.794,0,0.448,397.0,0,0,0
154,-116.0,15.6,-0.541,0,0.474,5.514,2.741,0,0.474,403.2,0,0,0
155,-114.8,16.7,-0.572,0,0.499,5.516,2.695,0,0.499,408.3,0,0,0
156,-113.6,17.9,-0.466,0,0.599,5.518,2.650,0,0.847,413.5,0,0,1
157,-112.4,19.1,-0.428,0,0.699,5.520,2.604,0,0.800,418.8,0,0,1
158,-111.3,20.4,-0.389,0,0.758,5.523,2.552,0,0.758,425.2,0,0,0
159,-110.3,21.8,-0.509,0,0.318,5.529,2.493,0,0.318,0.0,0,0,0
160,-109.4,23.2,-0.600,0,0.311,5.537,2.427,0,0.311,0.0,0,0,0
161,-108.5,23.4,-0.600,0,0.333,5.543,2.389,0,0.333,0.0,0,0,0
162,-107.4,23.3,-0.600,0,0.323,5.545,2.360,0,0.323,0.0,0,0,0
163,-106.0,23.1,-0.600,0,0.336,5.542,2.341,0,0.336,0.0,0,0,0
164,-104.5,22.8,-0.600,0,0.368,5.536,2.323,0,0.368,0.0,0,0,0
165,-102.8,22.6,-0.600,0,0.355,5.528,2.302,0,0.355,0.0,0,0,0
166,-101.1,22.4,-0.600,0,0.365,5.522,2.273,0,0.365,0.0,0,0,0
167,-99.3,22.4,-0.600,0,0.381,5.514,2.238,0,0.381,0.0,0,0,0
168,-97.6,22.3,-0.600,0,0.392,5.507,2.196,0,0.392,0.0,0,0,0
169,-95.7,22.2,-0.600,0,0.325,5.499,2.150,0,0.325,0.0,0,0,0
170,-93.9,22.2,-0.600,0,0.305,5.490,2.107,0,0.305,0.0,0,0,0
171,-91.9,22.2,-0.600,0,0.309,5.480,2.070,0,0.309,0.0,0,0,0
172,-90.0,22.0,-0.600,0,0.311,5.470,2.041,0,0.311,0.0,0,0,0
173,-88.1,21.8,-0.600,0,0.315,5.460,2.016,0,0.315,0.0,0,0,0
174,-86.1,21.6,-0.600,0,0.309,5.449,1.995,0,0.309,0.0,0,0,0
175,-84.1,21.5,-0.600,0,0.310,5.437,1.976,0,0.310,0.0,0,0,0
176,-82.0,21.4,-0.600,0,0.318,5.425,1.961,0,0.318,0.0,0,0,0
177,-79.9,21.3,-0.600,0,0.310,5.413,1.949,0,0.310,0.0,0,0,0
178,-77.8,21.2,-0.600,0,0.314,5.400,1.937,0,0.314,0.0,0,0,0
179,-75.7,21.1,-0.600,0,0.335,5.387,1.929,0,0.335,0.0,0,0,0
180,-73.5,21.2,-0.600,0,0.326,5.374,1.921,0,0.326,0.0,0,0,0
181,-71.2,21.3,-0.600,0,0.313,5.359,1.915,0,0.313,0.0,0,0,0
182,-69.0,21.4,-0.600,0,0.320,5.344,1.911,0,0.320,0.0,0,0,0
183,-66.8,21.5,-0.600,0,0.310,5.329,1.907,0,0.310,0.0,0,0,0
184,-64.5,21.5,-0.600,0,0.305,5.314,1.899,0,0.305,0.0,0,0,0
185,-62.2,21.6,-0.600,0,0.301,5.298,1.886,0,0.301,0.0,0,0,0
186,-60.0,21.5,-0.600,0,0.302,5.282,1.869,0,0.302,0.0,0,0,0
187,-57.6,21.5,-0.600,0,0.302,5.266,1.846,0,0.302,0.0,0,0,0
188,-55.2,21.5,-0.600,0,0.297,5.250,1.819,0,0.297,0.0,0,0,0
189,-52.7,21.5,-0.600,0,0.308,5.234,1.787,0,0.308,0.0,0,0,0
190,-50.3,21.5,-0.600,0,0.327,5.217,1.750,0,0.327,0.0,0,0,0
191,-47.7,21.5,-0.600,0,0.321,5.200,1.713,0,0.321,0.0,0,0,0
192,-45.1,21.5,-0.600,0,0.421,5.182,1.677,0,0.748,0.0,0,0,1
193,-42.5,21.5,-0.600,0,0.521,5.163,1.643,0,0.905,0.0,0,0,1
194,-39.9,21.5,-0.600,0,0.435,5.139,1.605,0,0.435,0.0,0,0,0
195,-37.1,21.9,-0.600,0,0.535,5.109,1.563,0,0.853,0.0,0,0,1
196,-34.2,22.2,-0.600,0,0.635,5.079,1.525,0,0.826,0.0,0,0,1
197,-31.4,22.6,-0.600,0,0.717,5.044,1.483,0,0.717,0.0,0,0,0
198,-28.5,23.1,-0.600,0,0.448,5.001,1.437,0,0.448,0.0,0,0,0
199,-25.6,23.7,-0.600,0,0.329,4.951,1.386,0,0.329,0.0,0,0,0
200,-22.6,24.2,-0.600,1,0.316,4.905,1.343,0,0.316,0.0,0,0,0
201,-19.7,24.3,-0.600,1,0.315,4.872,1.315,0,0.315,320.4,0,0,0
202,-17.0,23.9,-0.600,1,0.346,4.849,1.299,0,0.346,317.8,0,0,0
203,-14.4,23.3,-0.480,1,0.446,4.829,1.288,0,0.842,317.2,0,0,1
204,-11.7,22.8,-0.385,1,0.546,4.809,1.279,0,0.926,316.0,0,0,1
205,-9.0,22.4,-0.356,1,0.448,4.785,1.267,0,0.448,313.0,0,0,0
206,-6.2,22.3,-0.324,1,0.548,4.753,1.251,0,0.852,311.5,0,0,1
207,-3.5,22.0,-0.267,1,0.648,4.723,1.237,0,0.924,312.5,0,0,1
208,-0.9,21.8,-0.233,1,0.000,4.689,1.222,0,0.968,477.3,1,0,1
209,1.8,21.7,-0.353,1,0.000,4.650,1.202,0,0.329,477.2,1,0,1
210,4.4,23.3,-0.473,1,0.000,4.618,1.166,0,0.974,475.6,1,0,1
211,6.7,25.4,-0.593,1,0.100,4.604,1.133,0,0.793,319.1,0,0,1
212,8.7,26.8,-0.600,1,0.200,4.607,1.116,0,0.657,319.8,0,0,1
213,10.4,27.9,-0.600,1,0.300,4.618,1.104,0,0.562,321.3,0,0,1
214,12.2,28.6,-0.480,1,0.400,4.625,1.108,0,0.784,321.2,0,0,1
215,14.4,28.6,-0.360,1,0.500,4.627,1.147,0,0.536,320.3,0,0,1
216,16.8,29.6,-0.480,1,0.435,4.622,1.182,0,0.435,319.9,0,0,0
217,19.3,31.1,-0.600,1,0.433,4.609,1.212,0,0.433,322.5,0,0,0
218,22.1,32.7,-0.600,1,0.419,4.599,1.242,0,0.419,327.3,0,0,0
219,24.7,33.9,-0.480,1,0.296,4.593,1.270,0,0.296,0.0,0,0,0
220,27.5,34.9,-0.360,1,0.365,4.589,1.295,0,0.365,0.0,0,0,0
221,30.2,35.7,-0.240,1,0.377,4.589,1.319,0,0.377,0.0,0,0,0
222,32.7,35.9,-0.120,1,0.390,4.593,1.342,0,0.390,0.0,0,0,0
223,35.0,35.9,0.000,1,0.350,4.600,1.360,0,0.350,0.0,0,0,0
224,37.4,35.7,0.120,0,0.334,4.608,1.374,0,0.334,0.0,0,0,0
225,39.4,35.0,0.240,0,0.334,4.622,1.386,0,0.334,0.0,0,0,0
226,41.1,34.0,0.360,0,0.308,4.637,1.396,0,0.308,0.0,0,0,0
227,42.7,32.8,0.454,0,0.314,4.656,1.408,0,0.314,0.0,0,0,0
228,44.1,31.4,0.334,0,0.291,4.677,1.422,0,0.291,0.0,0,0,0
229,45.3,29.9,0.214,0,0.322,4.700,1.439,0,0.322,0.0,0,0,0
230,46.4,28.3,0.094,0,0.293,4.726,1.458,0,0.293,0.0,0,0,0
231,47.3,26.7,-0.026,0,0.317,4.752,1.477,0,0.317,0.0,0,0,0
232,48.4,25.2,-0.146,0,0.318,4.780,1.498,0,0.318,0.0,0,0,0
233,49.5,23.9,-0.266,0,0.325,4.809,1.518,0,0.325,0.0,0,0,0
234,50.5,22.4,-0.386,0,0.311,4.839,1.540,0,0.311,0.0,0,0,0
235,51.6,21.1,-0.506,0,0.304,4.871,1.562,0,0.304,0.0,0,0,0
236,52.9,20.1,-0.600,0,0.303,4.903,1.586,0,0.303,0.0,0,0,0
237,54.3,19.3,-0.600,0,0.356,4.938,1.610,0,0.356,0.0,0,0,0
238,55.7,18.6,-0.600,0,0.328,4.965,1.635,0,0.328,0.0,0,0,0
239,56.7,18.1,-0.480,0,-0.364,4.947,1.659,0,-0.364,0.0,0,0,0
240,57.9,17.8,-0.600,0,0.100,4.930,1.684,0,0.309,0.0,0,0,1
241,59.2,17.7,-0.600,0,0.200,4.915,1.713,0,0.343,0.0,0,0,1
242,60.1,17.3,-0.600,0,0.000,4.906,1.754,0,0.310,479.6,1,0,1
243,61.1,16.9,-0.600,0,0.000,4.898,1.795,0,0.316,479.9,1,0,1
244,61.9,16.6,-0.600,0,0.000,4.893,1.844,0,0.286,480.0,1,0,1
245,62.6,16.1,-0.600,0,0.000,4.891,1.899,0,0.274,479.3,1,0,1
246,63.0,15.4,-0.600,0,0.000,4.890,1.956,0,0.287,474.5,1,0,1
247,63.4,14.8,-0.600,0,0.100,4.888,2.014,0,0.285,467.9,0,0,1
248,63.9,14.3,-0.600,0,0.200,4.887,2.072,0,0.287,462.3,0,0,1
249,64.7,14.2,-0.600,0,0.279,4.883,2.126,0,0.279,462.6,0,0,0
250,66.0,14.6,-0.600,0,0.289,4.877,2.173,0,0.289,463.9,0,0,0
251,67.8,15.4,-0.600,0,0.311,4.868,2.215,0,0.311,463.3,0,0,0
252,70.0,16.7,-0.600,0,0.317,4.859,2.253,0,0.317,458.5,0,0,0
253,72.4,18.3,-0.600,0,0.301,4.850,2.289,0,0.301,452.6,0,0,0
254,75.0,20.4,-0.600,0,0.306,4.842,2.292,0,0.306,450.0,0,0,0
255,77.5,22.8,-0.600,0,0.317,4.835,2.264,0,0.317,0.0,0,0,0
256,80.0,25.3,-0.600,0,0.417,4.829,2.237,0,0.446,0.0,0,0,1
257,82.6,27.9,-0.600,0,0.376,4.824,2.210,0,0.376,0.0,0,0,0
258,85.4,30.7,-0.600,0,0.353,4.821,2.179,0,0.353,0.0,0,0,0
259,88.1,33.5,-0.480,0,0.300,4.819,2.148,0,0.300,0.0,0,0,0
260,90.8,36.3,-0.360,0,0.318,4.819,2.119,0,0.318,0.0,0,0,0
261,94.0,38.9,-0.480,0,0.316,4.783,2.093,0,0.316,0.0,0,0,0
262,96.9,41.3,-0.600,0,0.297,4.743,2.070,0,0.297,0.0,0,0,0
263,99.7,43.6,-0.480,0,0.282,4.700,2.048,0,0.282,0.0,0,0,0
264,102.6,46.1,-0.600,0,0.288,4.653,2.027,0,0.288,0.0,0,0,0
265,105.4,48.6,-0.480,0,0.366,4.603,2.008,0,0.366,0.0,0,0,0
266,108.0,51.0,-0.600,0,0.305,4.551,1.990,0,0.305,0.0,0,0,0
267,110.8,53.6,-0.557,0,0.177,4.498,1.971,0,0.177,0.0,0,0,0
268,113.6,56.9,-0.437,0,0.206,4.442,1.991,0,0.206,0.0,0,0,0
269,115.9,60.4,-0.557,0,0.306,4.383,2.050,0,0.331,0.0,0,0,1
270,117.9,63.6,-0.600,0,0.322,4.321,2.110,0,0.322,0.0,0,0,0
271,119.9,67.1,-0.600,0,0.293,4.259,2.165,0,0.293,0.0,0,0,0
272,122.4,71.3,-0.600,0,-0.280,4.201,2.217,0,-0.280,0.0,0,0,0
273,124.9,75.6,-0.600,0,0.100,4.143,2.267,0,0.325,0.0,0,0,1
274,127.1,79.5,-0.600,0,0.200,4.082,2.317,0,0.323,0.0,0,0,1
275,128.8,82.9,-0.600,0,0.300,4.018,2.364,0,0.329,0.0,0,0,1
276,130.7,86.6,-0.600,0,0.308,3.957,2.407,0,0.308,0.0,0,0,0
277,132.8,90.7,-0.600,0,0.308,3.900,2.447,0,0.308,0.0,0,0,0
278,135.4,95.1,-0.600,0,0.320,3.846,2.484,0,0.320,0.0,0,0,0
279,138.1,99.8,-0.600,0,0.319,3.796,2.518,0,0.319,0.0,0,0,0
280,141.0,104.4,-0.600,0,0.320,3.750,2.551,0,0.320,0.0,0,0,0
281,144.0,109.1,-0.600,0,0.320,3.708,2.580,0,0.320,0.0,0,0,0
282,147.2,113.8,-0.600,0,0.317,3.670,2.607,0,0.317,0.0,0,0,0
283,150.5,118.5,-0.600,0,0.309,3.638,2.631,0,0.309,0.0,0,0,0
284,154.0,123.3,-0.600,0,0.305,3.613,2.652,0,0.305,0.0,0,0,0
285,155.5,126.0,-0.600,0,0.304,3.586,2.669,0,0.304,0.0,0,0,0
286,156.9,128.4,-0.600,0,0.331,3.557,2.675,0,0.331,0.0,0,0,0
287,159.6,132.0,-0.600,0,0.340,3.534,2.677,0,0.340,0.0,0,0,0
288,162.4,135.9,-0.600,0,0.326,3.520,2.680,0,0.326,0.0,0,0,0
289,165.7,140.1,-0.600,0,0.330,3.511,2.682,0,0.330,0.0,0,0,0
290,168.8,144.1,-0.600,0,0.326,3.505,2.679,0,0.326,0.0,0,0,0
291,172.0,148.2,-0.600,0,0.319,3.499,2.673,0,0.319,0.0,0,0,0
292,175.3,152.3,-0.600,0,0.294,3.494,2.663,0,0.294,0.0,0,0,0
293,178.2,155.9,-0.600,0,0.301,3.485,2.645,0,0.301,0.0,0,0,0
294,180.0,158.2,-0.600,0,-0.262,3.472,2.621,0,-0.262,0.0,0,0,0
295,-177.5,161.3,-0.600,0,0.100,3.457,2.590,0,0.287,0.0,0,0,1
296,-175.1,164.2,-0.600,0,0.200,3.435,2.551,0,0.312,0.0,0,0,1
297,-173.2,166.4,-0.600,0,0.300,3.403,2.498,0,0.311,0.0,0,0,1
298,-171.7,168.1,-0.600,0,0.332,3.368,2.443,0,0.332,0.0,0,0,0
299,-169.5,170.7,-0.600,1,0.289,3.340,2.400,0,0.289,0.0,0,0,0
300,-166.8,174.0,-0.600,1,0.301,3.318,2.366,0,0.301,0.0,0,0,0
301,-164.0,177.4,-0.600,1,0.316,3.294,2.336,0,0.316,0.0,0,0,0
302,-161.9,-179.1,-0.600,1,0.297,3.305,2.309,0,0.297,0.0,0,0,0
