step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,-15.5,13.0,-0.070,0,0.100,4.691,4.595,0,0.942,319.0,0,0,1
2,-15.4,12.4,-0.110,0,0.200,4.682,4.560,0,0.891,319.7,0,0,1
3,-15.2,11.6,0.010,0,0.300,4.653,4.520,0,0.870,320.5,0,0,1
4,-15.1,10.6,-0.033,0,0.400,4.597,4.463,0,0.879,323.1,0,0,1
5,-14.8,10.2,-0.072,0,0.500,4.536,4.416,0,0.893,324.6,0,0,1
6,-15.2,8.9,-0.080,0,0.600,4.446,4.334,0,0.890,325.3,0,0,1
7,-14.9,8.7,-0.031,0,0.700,4.348,4.253,0,0.806,326.5,0,0,1
8,-13.6,9.6,-0.069,0,0.714,4.255,4.174,0,0.714,327.2,0,0,0
9,-11.4,11.7,-0.189,1,0.814,4.127,4.064,0,0.848,331.5,0,0,1
10,-9.7,13.5,-0.309,1,0.908,3.991,3.946,0,0.908,334.5,0,0,0
11,-8.1,15.4,-0.189,1,0.956,3.844,3.818,0,0.956,336.6,0,0,0
12,-6.6,17.6,-0.147,1,0.985,3.691,3.684,0,0.985,340.3,0,0,0
13,-5.4,19.8,-0.097,1,0.944,3.529,3.542,0,0.944,347.5,0,0,0
14,-5.9,20.5,-0.062,1,0.930,3.376,3.409,0,0.930,351.3,0,0,0
15,-5.4,22.8,-0.104,1,0.937,3.215,3.267,0,0.937,364.4,0,0,0
16,-5.5,24.8,-0.116,1,0.839,3.061,3.133,0,0.839,363.3,0,0,0
17,-5.6,27.0,-0.137,1,0.685,2.911,2.998,0,0.685,376.4,0,0,0
18,-6.1,29.1,-0.071,1,0.633,2.771,2.869,0,0.633,391.2,0,0,0
19,-6.7,31.1,0.049,1,0.224,2.639,2.750,0,0.224,405.1,0,0,0
20,-7.3,32.9,-0.026,1,0.206,2.514,2.638,0,0.206,416.5,0,0,0
21,-8.2,34.6,0.000,1,0.194,2.396,2.534,0,0.194,427.9,0,0,0
22,-9.0,36.1,0.051,1,0.219,2.292,2.442,0,0.219,437.5,0,0,0
23,-10.0,37.3,0.125,1,0.237,2.204,2.364,0,0.237,451.3,0,0,0
24,-11.1,38.4,0.245,1,0.330,2.120,2.290,0,0.330,463.1,0,0,0
25,-12.4,39.4,0.365,1,-0.281,2.036,2.216,0,-0.281,475.7,0,0,0
26,-13.9,40.4,0.485,1,0.000,1.947,2.138,0,0.296,480.0,1,0,1
27,-15.4,41.3,0.600,1,0.000,1.866,2.065,0,0.290,480.0,1,0,1
28,-15.6,41.9,0.600,1,0.000,1.859,2.003,0,0.293,480.0,1,0,1
