step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,18.1,-14.2,0.120,0,0.100,4.671,4.671,0,0.672,322.6,0,0,1
2,18.4,-14.6,0.240,0,0.200,4.669,4.669,0,0.637,322.8,0,0,1
3,19.5,-15.4,0.240,0,0.300,4.660,4.661,0,0.581,321.4,0,0,1
4,20.8,-16.0,0.187,0,0.400,4.636,4.641,0,0.555,321.8,0,0,1
5,22.4,-16.3,0.114,0,0.500,4.595,4.603,0,0.545,326.6,0,0,1
6,24.3,-16.4,0.108,0,0.513,4.536,4.549,0,0.513,320.3,0,0,0
7,26.6,-16.1,0.101,0,0.485,4.463,4.480,0,0.485,321.4,0,0,0
8,29.0,-15.9,0.086,0,0.503,4.378,4.399,0,0.503,324.2,0,0,0
9,30.1,-16.7,0.090,0,0.603,4.297,4.319,0,0.869,323.4,0,0,1
10,31.6,-17.2,0.142,0,0.703,4.204,4.231,0,0.849,328.6,0,0,1
11,33.7,-17.0,0.161,0,0.803,4.110,4.146,0,0.892,331.3,0,0,1
12,35.9,-16.7,0.228,0,0.761,4.000,4.042,0,0.761,336.5,0,0,0
13,37.6,-17.2,0.211,0,0.674,3.876,3.923,0,0.674,340.2,0,0,0
14,38.2,-19.1,0.176,0,0.675,3.731,3.785,0,0.675,341.8,0,0,0
15,39.0,-20.3,0.113,0,0.644,3.623,3.685,0,0.644,344.7,0,0,0
16,40.3,-21.8,0.087,0,0.532,3.481,3.555,0,0.532,348.6,0,0,0
17,41.2,-23.0,0.119,0,0.485,3.383,3.465,0,0.485,352.2,0,0,0
18,42.3,-24.4,0.072,0,0.474,3.271,3.364,0,0.474,0.0,0,0,0
19,43.5,-25.9,0.192,0,0.296,3.167,3.270,0,0.296,0.0,0,0,0
20,44.6,-27.5,0.312,0,0.300,3.066,3.181,0,0.300,0.0,0,0,0
21,45.8,-29.0,0.432,0,0.288,2.970,3.096,0,0.288,0.0,0,0,0
22,47.0,-30.6,0.552,0,0.270,2.883,3.022,0,0.270,0.0,0,0,0
23,48.0,-32.3,0.600,0,0.284,2.801,2.953,0,0.284,0.0,0,0,0
24,49.1,-34.1,0.600,0,0.279,2.722,2.887,0,0.279,0.0,0,0,0
25,50.1,-36.1,0.600,0,0.295,2.644,2.822,0,0.295,0.0,0,0,0
26,51.1,-38.3,0.492,0,0.278,2.569,2.759,0,0.278,0.0,0,0,0
27,52.2,-40.7,0.372,0,0.378,2.500,2.697,0,0.474,0.0,0,0,1
28,53.5,-43.1,0.252,0,0.379,2.437,2.638,0,0.379,0.0,0,0,0
29,53.9,-46.2,0.132,0,-0.387,2.393,2.568,0,-0.387,0.0,0,0,0
30,54.0,-48.7,0.012,0,0.100,2.365,2.521,0,0.187,0.0,0,0,1
31,55.2,-51.5,-0.108,0,-0.351,2.324,2.474,0,-0.351,0.0,0,0,0
32,56.7,-54.1,-0.228,0,-0.376,2.297,2.437,0,-0.376,0.0,0,0,0
33,58.0,-55.3,-0.348,0,-0.354,2.292,2.422,0,-0.354,0.0,0,0,0
34,59.6,-56.0,-0.468,0,-0.385,2.298,2.415,0,-0.385,0.0,0,0,0
35,61.2,-56.3,-0.588,0,-0.373,2.308,2.414,0,-0.373,0.0,0,0,0
36,62.9,-56.4,-0.600,0,-0.382,2.317,2.415,0,-0.382,0.0,0,0,0
37,64.5,-56.7,-0.595,0,0.100,2.320,2.417,0,0.109,0.0,0,0,1
38,65.8,-57.1,-0.600,0,-0.394,2.318,2.420,0,-0.394,0.0,0,0,0
39,67.3,-58.2,-0.600,0,0.100,2.305,2.418,0,0.278,0.0,0,0,1
40,68.4,-58.9,-0.600,0,0.200,2.298,2.418,0,0.277,0.0,0,0,1
41,69.5,-59.8,-0.600,0,0.287,2.288,2.413,0,0.287,0.0,0,0,0
42,71.0,-61.1,-0.600,0,0.287,2.276,2.397,0,0.287,0.0,0,0,0
43,73.4,-62.1,-0.600,0,0.279,2.260,2.374,0,0.279,0.0,0,0,0
44,76.8,-62.5,-0.600,0,0.282,2.244,2.349,0,0.282,0.0,0,0,0
45,80.8,-62.6,-0.600,0,0.278,2.231,2.325,0,0.278,0.0,0,0,0
46,85.3,-62.4,-0.600,0,0.274,2.221,2.302,0,0.274,0.0,0,0,0
47,90.0,-62.0,-0.600,0,0.272,2.215,2.280,0,0.272,0.0,0,0,0
48,95.6,-61.6,-0.600,0,0.269,2.213,2.258,0,0.269,0.0,0,0,0
49,100.3,-61.4,-0.600,0,0.303,2.217,2.241,0,0.303,0.0,0,0,0
50,104.1,-61.3,-0.600,0,0.320,2.224,2.229,0,0.320,0.0,0,0,0
51,108.7,-61.3,-0.600,0,0.291,2.236,2.217,0,0.291,0.0,0,0,0
52,113.3,-61.2,-0.600,0,0.297,2.253,2.206,0,0.297,0.0,0,0,0
53,117.9,-61.1,-0.600,0,0.297,2.274,2.198,0,0.297,0.0,0,0,0
54,122.3,-61.2,-0.600,0,0.297,2.300,2.192,0,0.297,0.0,0,0,0
55,126.6,-61.2,-0.600,0,0.293,2.330,2.190,0,0.293,0.0,0,0,0
56,130.9,-61.3,-0.600,0,0.291,2.363,2.190,0,0.291,0.0,0,0,0
57,134.9,-61.5,-0.600,0,0.285,2.400,2.192,0,0.285,0.0,0,0,0
58,139.0,-61.5,-0.600,0,0.287,2.440,2.198,0,0.287,0.0,0,0,0
59,142.9,-61.6,-0.600,0,0.319,2.483,2.206,0,0.319,0.0,0,0,0
60,147.3,-61.7,-0.600,0,0.301,2.536,2.219,0,0.301,0.0,0,0,0
61,150.4,-61.8,-0.600,0,0.288,2.577,2.229,0,0.288,0.0,0,0,0
62,154.1,-61.7,-0.600,0,0.293,2.628,2.244,0,0.293,0.0,0,0,0
63,157.7,-61.6,-0.600,0,0.289,2.681,2.262,0,0.289,0.0,0,0,0
64,161.9,-61.4,-0.600,0,0.286,2.745,2.284,0,0.286,0.0,0,0,0
65,164.8,-61.2,-0.600,0,0.278,2.792,2.302,0,0.278,0.0,0,0,0
66,168.4,-60.8,-0.600,0,0.273,2.850,2.325,0,0.273,0.0,0,0,0
67,171.7,-60.4,-0.600,0,0.280,2.909,2.350,0,0.280,0.0,0,0,0
68,175.0,-60.1,-0.600,0,0.286,2.968,2.377,0,0.286,0.0,0,0,0
69,178.1,-59.7,-0.600,0,0.291,3.028,2.406,0,0.291,0.0,0,0,0
70,-178.7,-59.1,-0.600,0,0.275,3.090,2.435,0,0.275,0.0,0,0,0
71,-175.6,-58.6,-0.600,0,0.279,3.152,2.466,0,0.279,0.0,0,0,0
72,-172.6,-58.0,-0.600,0,0.283,3.215,2.498,0,0.283,0.0,0,0,0
73,-169.6,-57.4,-0.600,0,0.273,3.277,2.531,0,0.273,0.0,0,0,0
74,-166.8,-56.7,-0.600,0,-0.188,3.341,2.565,0,-0.188,0.0,0,0,0
75,-163.9,-56.0,-0.600,0,-0.189,3.403,2.601,0,-0.189,0.0,0,0,0
76,-161.4,-55.4,-0.600,0,0.082,3.458,2.642,0,0.082,0.0,0,0,0
77,-159.6,-55.3,-0.600,0,0.085,3.501,2.691,0,0.085,0.0,0,0,0
78,-158.2,-55.5,-0.600,0,-0.038,3.545,2.740,0,-0.038,0.0,0,0,0
79,-156.2,-55.4,-0.600,0,0.100,3.599,2.797,0,0.305,0.0,0,0,1
80,-155.0,-55.5,-0.600,0,0.200,3.635,2.840,0,0.299,0.0,0,0,1
81,-153.7,-55.6,-0.600,0,0.300,3.680,2.892,0,0.317,0.0,0,0,1
82,-151.6,-55.1,-0.600,0,0.316,3.732,2.939,0,0.316,0.0,0,0,0
83,-148.9,-53.8,-0.600,0,0.327,3.793,2.982,0,0.327,0.0,0,0,0
84,-145.8,-52.2,-0.600,0,0.341,3.857,3.022,0,0.341,0.0,0,0,0
85,-142.6,-50.4,-0.600,0,0.327,3.923,3.060,0,0.327,0.0,0,0,0
86,-139.3,-48.6,-0.600,0,0.317,3.990,3.096,0,0.317,0.0,0,0,0
87,-136.3,-46.9,-0.600,0,-0.291,4.055,3.133,0,-0.291,0.0,0,0,0
88,-133.3,-45.1,-0.600,0,-0.337,4.119,3.171,0,-0.337,0.0,0,0,0
89,-130.1,-43.2,-0.600,0,0.100,4.185,3.222,0,0.372,0.0,0,0,1
90,-128.6,-42.6,-0.600,0,0.200,4.225,3.268,0,0.395,0.0,0,0,1
91,-127.4,-42.5,-0.600,0,0.300,4.268,3.328,0,0.359,0.0,0,0,1
92,-126.0,-42.2,-0.600,0,0.335,4.323,3.392,0,0.335,0.0,0,0,0
