step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,17.1,-13.6,-0.108,0,0.100,4.673,4.623,0,0.915,324.7,0,0,1
2,17.1,-13.0,-0.087,0,0.200,4.673,4.594,0,0.955,324.7,0,0,1
3,17.2,-12.4,-0.084,0,0.300,4.672,4.561,0,0.947,324.7,0,0,1
4,17.4,-11.5,-0.074,0,0.400,4.643,4.516,0,0.888,325.7,0,0,1
5,17.9,-10.2,-0.157,0,0.500,4.578,4.454,0,0.843,325.5,0,0,1
6,18.9,-8.5,-0.085,0,0.600,4.500,4.379,0,0.840,325.6,0,0,1
7,20.2,-6.8,-0.075,0,0.700,4.409,4.290,0,0.811,325.6,0,0,1
8,21.5,-5.2,-0.125,0,0.599,4.306,4.187,0,0.599,327.0,0,0,0
9,22.1,-4.4,-0.005,0,0.699,4.194,4.075,0,0.764,330.2,0,0,1
10,22.9,-3.7,0.115,0,0.799,4.066,3.946,0,0.838,332.1,0,0,1
11,23.5,-3.3,0.194,0,0.783,3.970,3.848,0,0.783,332.0,0,0,0
12,24.1,-3.2,0.136,0,0.787,3.846,3.721,0,0.787,333.9,0,0,0
13,24.5,-3.5,0.109,0,0.810,3.722,3.592,0,0.810,336.7,0,0,0
14,25.1,-3.9,0.100,0,0.803,3.596,3.460,0,0.803,342.0,0,0,0
15,25.9,-4.6,0.118,0,0.733,3.449,3.307,0,0.733,349.5,0,0,0
16,26.6,-5.3,0.103,0,0.758,3.325,3.178,0,0.758,358.8,0,0,0
17,27.3,-5.9,0.042,0,0.817,3.224,3.076,0,0.817,367.9,0,0,0
18,28.0,-6.9,-0.008,0,0.737,3.103,2.952,0,0.737,377.1,0,0,0
19,28.8,-7.9,0.051,0,0.387,2.981,2.826,0,0.387,388.0,0,0,0
20,29.8,-8.8,0.079,0,0.255,2.863,2.703,0,0.255,399.5,0,0,0
21,31.0,-9.6,0.101,0,0.247,2.751,2.586,0,0.247,409.5,0,0,0
22,32.2,-10.4,0.195,0,0.195,2.653,2.483,0,0.195,416.4,0,0,0
23,33.2,-11.2,0.216,0,0.222,2.571,2.399,0,0.222,421.5,0,0,0
24,34.2,-11.9,0.219,0,0.224,2.502,2.326,0,0.224,424.8,0,0,0
25,35.2,-12.7,0.218,0,0.226,2.438,2.255,0,0.226,428.4,0,0,0
26,36.2,-13.7,0.144,0,0.250,2.378,2.185,0,0.250,433.2,0,0,0
27,37.4,-14.6,0.135,0,0.269,2.321,2.114,0,0.269,440.5,0,0,0
28,38.7,-15.6,0.015,0,0.340,2.266,2.041,0,0.340,449.2,0,0,0
29,40.1,-16.4,-0.105,0,0.314,2.213,1.983,0,0.314,459.7,0,0,0
30,41.7,-16.9,-0.225,0,0.000,2.162,1.955,0,0.352,471.5,1,0,0
31,43.5,-17.3,-0.345,0,0.000,2.115,1.926,0,0.342,477.7,1,0,1
32,45.3,-17.5,-0.465,0,0.000,2.080,1.908,0,0.318,480.0,1,0,1
33,47.1,-17.3,-0.585,0,0.000,2.057,1.847,0,0.318,480.0,1,0,1
34,48.9,-17.0,-0.600,0,0.000,2.040,1.791,0,0.293,480.0,1,0,1
35,50.7,-16.4,-0.600,0,0.000,2.025,1.736,0,0.286,480.0,1,0,1
36,52.6,-15.6,-0.600,0,0.000,2.012,1.683,0,0.163,480.0,1,0,1
37,54.6,-14.5,-0.600,0,0.000,2.001,1.632,0,0.249,480.0,1,0,1
38,56.5,-13.2,-0.480,0,-0.406,1.991,1.584,0,-0.406,480.0,0,0,0
39,58.5,-11.7,-0.600,0,-0.427,1.983,1.541,0,-0.427,480.0,0,0,0
40,60.0,-10.0,-0.600,0,-0.478,1.981,1.511,0,-0.478,480.0,0,0,0
41,61.2,-8.2,-0.600,0,-0.447,1.985,1.498,0,-0.447,480.0,0,0,0
42,61.9,-6.6,-0.480,0,-0.486,1.989,1.493,0,-0.486,480.0,0,0,0
43,62.6,-5.0,-0.360,0,-0.475,1.993,1.493,0,-0.475,480.0,0,0,0
44,63.8,-2.9,-0.240,0,-0.573,1.995,1.498,0,-0.573,480.0,0,0,0
45,65.9,0.0,-0.120,0,-0.516,1.997,1.510,0,-0.516,479.7,0,0,0
46,68.5,3.5,0.000,0,-0.538,1.998,1.528,0,-0.538,479.2,0,0,0
47,71.8,7.6,0.083,0,-0.525,2.000,1.549,0,-0.525,479.1,0,0,0
48,75.3,11.8,-0.019,0,-0.506,2.001,1.572,0,-0.506,478.8,0,0,0
49,78.8,16.1,-0.139,0,-0.500,2.002,1.596,0,-0.500,479.2,0,0,0
50,82.9,21.0,-0.259,0,-0.437,2.002,1.626,0,-0.437,479.8,0,0,0
51,85.8,24.5,-0.379,0,0.100,2.001,1.647,0,0.273,0.0,0,0,1
52,89.5,28.7,-0.499,0,0.200,1.998,1.671,0,0.262,0.0,0,0,1
53,92.7,32.3,-0.600,0,0.279,1.995,1.688,0,0.279,0.0,0,0,0
54,95.3,35.2,-0.600,0,0.290,1.993,1.694,0,0.290,0.0,0,0,0
55,96.7,36.7,-0.600,0,0.296,1.993,1.690,0,0.296,0.0,0,0,0
56,98.3,38.3,-0.600,0,0.290,1.995,1.684,0,0.290,0.0,0,0,0
57,100.2,40.4,-0.600,0,0.298,1.998,1.683,0,0.298,0.0,0,0,0
58,103.1,43.4,-0.600,0,0.316,2.002,1.684,0,0.316,0.0,0,0,0
59,107.3,47.7,-0.600,0,0.294,2.008,1.685,0,0.294,0.0,0,0,0
60,113.4,53.9,-0.600,0,-0.309,2.020,1.688,0,-0.309,0.0,0,0,0
61,118.1,58.9,-0.600,0,-0.342,2.030,1.691,0,-0.342,0.0,0,0,0
62,123.4,64.4,-0.600,0,-0.326,2.042,1.701,0,-0.326,0.0,0,0,0
63,127.4,68.6,-0.600,0,-0.320,2.050,1.716,0,-0.320,0.0,0,0,0
64,130.4,71.7,-0.600,0,-0.312,2.049,1.737,0,-0.312,0.0,0,0,0
65,133.4,74.6,-0.600,0,0.100,2.044,1.759,0,0.259,0.0,0,0,1
66,137.1,78.2,-0.600,0,0.200,2.038,1.780,0,0.256,0.0,0,0,1
67,141.4,82.4,-0.600,0,0.255,2.038,1.799,0,0.255,0.0,0,0,0
68,145.1,86.1,-0.600,0,0.268,2.043,1.816,0,0.268,0.0,0,0,0
69,148.3,89.5,-0.600,0,0.302,2.055,1.833,0,0.302,0.0,0,0,0
70,151.9,93.4,-0.600,0,0.296,2.072,1.851,0,0.296,0.0,0,0,0
71,156.1,97.9,-0.600,0,0.279,2.091,1.871,0,0.279,0.0,0,0,0
72,161.1,103.3,-0.600,0,0.286,2.112,1.894,0,0.286,0.0,0,0,0
73,167.3,109.9,-0.600,0,-0.270,2.139,1.923,0,-0.270,0.0,0,0,0
74,171.7,114.7,-0.600,0,0.100,2.159,1.946,0,0.297,0.0,0,0,1
75,176.4,119.9,-0.600,0,0.200,2.178,1.972,0,0.291,0.0,0,0,1
76,-179.5,124.3,-0.600,0,0.288,2.192,1.999,0,0.288,0.0,0,0,0
77,-175.4,128.7,-0.600,0,0.314,2.208,2.029,0,0.314,0.0,0,0,0
78,-170.9,133.6,-0.600,0,0.293,2.229,2.064,0,0.293,0.0,0,0,0
79,-166.3,138.7,-0.600,0,0.340,2.251,2.104,0,0.340,0.0,0,0,0
80,-161.6,143.9,-0.600,0,0.319,2.274,2.148,0,0.319,0.0,0,0,0
81,-156.5,149.7,-0.600,0,0.336,2.299,2.202,0,0.336,0.0,0,0,0
82,-153.0,153.6,-0.600,1,0.358,2.316,2.244,0,0.358,0.0,0,0,0
83,-148.8,158.3,-0.600,1,0.324,2.336,2.296,0,0.324,0.0,0,0,0
84,-144.7,162.9,-0.600,1,0.318,2.354,2.351,0,0.318,0.0,0,0,0
85,-141.1,166.9,-0.600,1,0.338,2.367,2.404,0,0.338,0.0,0,0,0
86,-137.7,170.7,-0.600,1,-0.301,2.378,2.457,0,-0.301,0.0,0,0,0
87,-134.3,174.4,-0.600,1,0.100,2.388,2.512,0,0.329,0.0,0,0,1
88,-131.0,177.9,-0.600,1,0.200,2.391,2.560,0,0.406,0.0,0,0,1
89,-128.2,-179.2,-0.600,1,0.300,2.388,2.602,0,0.354,0.0,0,0,1
90,-125.5,-176.5,-0.600,1,0.342,2.385,2.644,0,0.342,0.0,0,0,0
91,-122.7,-173.5,-0.600,1,0.323,2.383,2.690,0,0.323,0.0,0,0,0
92,-119.6,-170.2,-0.600,1,-0.291,2.382,2.742,0,-0.291,0.0,0,0,0
93,-117.3,-166.4,-0.600,1,-0.301,2.395,2.804,0,-0.301,0.0,0,0,0
94,-115.9,-163.9,-0.600,1,0.100,2.403,2.843,0,0.353,0.0,0,0,1
95,-114.9,-161.8,-0.600,1,0.200,2.406,2.878,0,0.309,0.0,0,0,1
96,-114.4,-160.3,-0.600,1,0.300,2.409,2.914,0,0.311,0.0,0,0,1
97,-113.1,-158.2,-0.600,1,0.299,2.411,2.959,0,0.299,0.0,0,0,0
98,-109.8,-155.6,-0.600,1,0.297,2.401,3.010,0,0.297,0.0,0,0,0
99,-106.4,-152.8,-0.600,1,0.297,2.401,3.062,0,0.297,0.0,0,0,0
100,-103.0,-150.0,-0.600,1,0.295,2.410,3.112,0,0.295,0.0,0,0,0
101,-99.7,-147.3,-0.600,1,0.332,2.427,3.158,0,0.332,0.0,0,0,0
102,-96.5,-144.6,-0.600,1,0.335,2.444,3.202,0,0.335,0.0,0,0,0
103,-93.4,-142.0,-0.600,1,0.372,2.461,3.244,0,0.372,0.0,0,0,0
104,-90.3,-139.4,-0.600,1,0.472,2.479,3.283,0,0.933,0.0,0,0,1
105,-86.8,-136.5,-0.600,1,0.572,2.498,3.329,0,0.868,0.0,0,0,1
106,-84.4,-134.4,-0.600,1,0.672,2.511,3.362,0,0.956,0.0,0,0,1
107,-81.4,-131.8,-0.589,1,0.764,2.525,3.406,0,0.960,0.0,0,0,1
108,-78.8,-129.4,-0.469,1,0.864,2.535,3.455,0,0.924,0.0,0,0,1
