step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,-15.4,14.1,-0.120,0,0.100,4.651,4.540,0,0.577,324.9,0,0,1
2,-15.4,13.3,-0.240,0,0.200,4.650,4.494,0,0.648,325.7,0,0,1
3,-14.8,12.8,-0.360,0,0.300,4.605,4.437,0,0.685,325.6,0,0,1
4,-14.0,12.5,-0.260,0,0.400,4.540,4.366,0,0.730,325.0,0,0,1
5,-13.0,12.5,-0.243,0,0.500,4.462,4.282,0,0.740,324.5,0,0,1
6,-12.1,12.8,-0.300,1,0.600,4.372,4.184,0,0.639,325.2,0,0,1
7,-11.1,13.2,-0.361,1,0.486,4.270,4.073,0,0.486,328.2,0,0,0
8,-10.1,13.8,-0.272,1,0.500,4.156,3.950,0,0.500,331.1,0,0,0
9,-9.2,14.6,-0.165,1,0.600,4.044,3.828,0,0.946,333.3,0,0,1
10,-7.4,16.4,-0.142,1,0.700,3.937,3.710,0,0.954,337.7,0,0,1
11,-4.5,19.5,-0.053,1,0.800,3.824,3.577,0,0.974,345.8,0,0,1
12,-3.2,21.5,-0.071,1,0.900,3.710,3.455,0,0.965,356.1,0,0,1
13,-2.6,22.8,-0.042,1,0.926,3.602,3.339,0,0.926,367.5,0,0,0
14,-2.2,24.5,-0.029,1,0.888,3.458,3.191,0,0.888,343.5,0,0,0
15,-2.0,26.3,0.009,1,0.856,3.307,3.041,0,0.856,354.6,0,0,0
16,-1.9,28.3,-0.032,1,0.786,3.157,2.897,0,0.786,364.3,0,0,0
17,-1.9,30.5,-0.045,1,0.717,3.010,2.764,0,0.717,374.2,0,0,0
18,-1.8,33.0,-0.055,1,0.718,2.869,2.640,0,0.718,382.6,0,0,0
19,-1.7,35.5,-0.175,1,0.408,2.734,2.524,0,0.408,390.7,0,0,0
20,-1.7,38.1,-0.096,1,0.414,2.601,2.410,0,0.414,399.2,0,0,0
21,-1.8,40.8,-0.043,1,0.440,2.474,2.302,0,0.440,410.4,0,0,0
22,-2.1,43.5,-0.163,1,0.316,2.363,2.206,0,0.316,424.1,0,0,0
23,-2.7,45.9,-0.283,1,0.329,2.265,2.118,0,0.329,437.1,0,0,0
24,-3.3,48.7,-0.403,1,0.334,2.179,2.036,0,0.334,454.1,0,0,0
25,-4.1,51.3,-0.523,1,0.000,2.102,1.957,0,0.328,471.9,1,0,0
26,-5.0,53.7,-0.600,1,0.000,2.031,1.898,0,0.320,479.3,1,0,1
27,-5.8,55.0,-0.600,1,0.000,1.975,1.885,0,0.316,480.0,1,0,1
28,-6.8,55.9,-0.600,1,0.000,1.937,1.880,0,0.338,480.0,1,0,1
29,-8.1,56.5,-0.480,1,0.000,1.907,1.878,0,0.145,480.0,1,0,1
30,-9.6,56.9,-0.360,1,0.000,1.881,1.877,0,0.162,480.0,1,0,1
31,-11.2,57.7,-0.240,1,0.000,1.859,1.802,0,0.116,480.0,1,0,1
32,-13.0,58.2,-0.229,1,0.000,1.840,1.725,0,0.185,480.0,1,0,1
33,-14.8,58.8,-0.349,1,0.000,1.824,1.650,0,0.209,480.0,1,0,1
34,-16.7,59.8,-0.401,1,0.000,1.811,1.578,0,0.305,480.0,1,0,1
35,-18.6,61.2,-0.374,1,0.000,1.799,1.509,0,0.276,480.0,1,0,1
36,-20.5,63.0,-0.472,1,0.100,1.790,1.444,0,0.233,0.0,0,0,1
37,-22.4,65.3,-0.520,1,0.200,1.782,1.386,0,0.206,0.0,0,0,1
38,-24.1,68.5,-0.548,1,0.154,1.771,1.334,0,0.154,0.0,0,0,0
39,-25.5,72.8,-0.600,1,0.254,1.757,1.289,0,0.295,0.0,0,0,1
40,-27.0,78.5,-0.600,1,0.295,1.743,1.253,0,0.295,0.0,0,0,0
41,-28.0,83.1,-0.600,1,0.312,1.732,1.238,0,0.312,0.0,0,0,0
42,-29.0,89.3,-0.600,1,0.307,1.717,1.235,0,0.307,0.0,0,0,0
43,-29.9,95.8,-0.600,1,0.301,1.702,1.249,0,0.301,0.0,0,0,0
44,-30.8,102.2,-0.600,1,-0.181,1.690,1.277,0,-0.181,0.0,0,0,0
45,-31.6,108.4,-0.600,1,-0.281,1.681,1.311,0,-0.281,0.0,0,0,0
46,-32.6,114.7,-0.600,1,0.100,1.683,1.351,0,0.209,0.0,0,0,1
47,-33.6,118.1,-0.600,1,0.200,1.696,1.377,0,0.286,0.0,0,0,1
48,-35.1,121.9,-0.600,1,0.264,1.710,1.409,0,0.264,0.0,0,0,0
49,-36.3,127.3,-0.600,1,0.303,1.719,1.454,0,0.303,0.0,0,0,0
50,-36.9,131.5,-0.600,1,0.289,1.723,1.490,0,0.289,0.0,0,0,0
51,-37.6,136.7,-0.600,1,0.291,1.726,1.538,0,0.291,0.0,0,0,0
52,-38.1,142.0,-0.600,1,0.289,1.729,1.587,0,0.289,0.0,0,0,0
53,-38.5,147.2,-0.600,1,0.291,1.733,1.639,0,0.291,0.0,0,0,0
54,-38.8,152.2,-0.600,1,0.275,1.739,1.690,0,0.275,0.0,0,0,0
55,-39.1,157.2,-0.600,1,0.284,1.746,1.742,0,0.284,0.0,0,0,0
56,-39.4,162.8,-0.600,1,0.278,1.757,1.801,0,0.278,0.0,0,0,0
57,-39.6,166.7,-0.600,1,0.278,1.765,1.843,0,0.278,0.0,0,0,0
58,-39.7,172.1,-0.600,1,0.276,1.777,1.899,0,0.276,0.0,0,0,0
59,-39.9,175.8,-0.600,1,0.289,1.784,1.937,0,0.289,0.0,0,0,0
60,-40.1,-179.8,-0.600,1,-0.327,1.789,1.983,0,-0.327,0.0,0,0,0
61,-40.4,-174.8,-0.600,1,-0.377,1.791,2.033,0,-0.377,0.0,0,0,0
62,-40.8,-171.6,-0.600,1,-0.337,1.794,2.060,0,-0.337,0.0,0,0,0
63,-41.7,-168.4,-0.600,1,-0.357,1.805,2.080,0,-0.357,0.0,0,0,0
64,-43.3,-165.4,-0.600,1,-0.389,1.824,2.080,0,-0.389,0.0,0,0,0
65,-44.7,-163.6,-0.600,1,-0.337,1.837,2.073,0,-0.337,0.0,0,0,0
66,-46.7,-161.6,-0.600,1,-0.344,1.846,2.061,0,-0.344,0.0,0,0,0
67,-47.4,-158.5,-0.600,1,-0.308,1.852,2.042,0,-0.308,0.0,0,0,0
68,-46.7,-153.9,-0.600,1,-0.285,1.859,2.017,0,-0.285,0.0,0,0,0
69,-44.8,-148.0,-0.600,1,0.100,1.869,1.990,0,0.295,0.0,0,0,1
70,-42.3,-141.5,-0.600,1,0.200,1.882,1.966,0,0.282,0.0,0,0,1
71,-40.2,-135.2,-0.600,1,-0.279,1.896,1.949,0,-0.279,0.0,0,0,0
72,-39.3,-130.1,-0.600,1,-0.283,1.905,1.941,0,-0.283,0.0,0,0,0
73,-38.3,-124.1,-0.600,1,0.100,1.922,1.936,0,0.253,0.0,0,0,1
74,-36.7,-119.0,-0.600,1,-0.283,1.940,1.934,0,-0.283,0.0,0,0,0
75,-35.2,-113.4,-0.600,1,-0.284,1.965,1.943,0,-0.284,0.0,0,0,0
76,-33.5,-107.6,-0.600,1,-0.327,2.000,1.963,0,-0.327,0.0,0,0,0
77,-31.1,-101.3,-0.600,1,-0.366,2.044,1.991,0,-0.366,0.0,0,0,0
78,-28.5,-95.0,-0.600,1,-0.388,2.096,2.028,0,-0.388,0.0,0,0,0
79,-25.2,-87.6,-0.600,1,0.100,2.162,2.082,0,0.298,0.0,0,0,1
80,-22.9,-82.6,-0.600,1,0.200,2.213,2.127,0,0.308,0.0,0,0,1
81,-20.5,-77.2,-0.600,1,0.300,2.274,2.186,0,0.300,0.0,0,0,1
82,-19.4,-73.5,-0.544,1,0.000,2.326,2.247,0,0.354,479.0,1,0,0
83,-19.6,-71.5,-0.424,1,0.000,2.369,2.308,0,0.379,471.1,1,0,1
84,-19.9,-69.7,-0.451,1,0.100,2.416,2.370,0,0.351,464.4,0,0,1
85,-20.1,-67.9,-0.381,1,0.200,2.466,2.435,0,0.362,455.6,0,0,1
86,-20.8,-66.5,-0.357,1,0.300,2.521,2.511,0,0.338,448.5,0,0,1
