step,bear_target,bear_other,w_cmd,on_target,v_cmd,dist_target,dist_other,estop,v_policy,cam_y2,cam_stop,gt_close,accel_clip
1,-14.6,17.6,0.120,1,0.100,4.690,4.690,0,0.730,321.0,0,0,1
2,-15.0,17.9,0.240,1,0.200,4.689,4.689,0,0.812,320.8,0,0,1
3,-16.1,18.7,0.360,1,0.300,4.679,4.677,0,0.809,321.1,0,0,1
4,-17.7,18.9,0.432,1,0.400,4.658,4.653,0,0.631,324.6,0,0,1
5,-19.3,19.5,0.391,1,0.500,4.620,4.609,0,0.597,324.2,0,0,1
6,-19.8,20.5,0.314,1,0.447,4.581,4.566,0,0.447,323.4,0,0,0
7,-20.1,22.3,0.194,1,0.373,4.522,4.500,0,0.373,324.1,0,0,0
8,-19.7,24.6,0.219,1,0.330,4.452,4.424,0,0.330,327.2,0,0,0
9,-19.3,27.2,0.339,1,0.367,4.367,4.329,0,0.367,322.4,0,0,0
10,-19.2,28.8,0.459,1,0.467,4.304,4.259,0,0.989,325.1,0,0,1
11,-20.0,29.7,0.579,1,0.567,4.226,4.173,0,0.885,327.8,0,0,1
12,-21.2,30.3,0.600,1,0.667,4.136,4.073,0,0.712,334.5,0,0,1
13,-22.6,30.7,0.600,1,0.538,4.037,3.961,0,0.538,340.3,0,0,0
14,-24.7,30.6,0.600,1,0.510,3.931,3.838,0,0.510,0.0,0,0,0
15,-26.9,30.3,0.600,1,0.384,3.828,3.715,0,0.384,0.0,0,0,0
16,-29.7,30.0,0.600,1,0.355,3.717,3.580,0,0.355,0.0,0,0,0
17,-31.5,29.7,0.600,0,0.340,3.646,3.490,0,0.340,0.0,0,0,0
18,-33.8,29.5,0.600,0,0.318,3.565,3.386,0,0.318,0.0,0,0,0
19,-36.1,29.3,0.600,0,0.418,3.489,3.287,0,0.751,0.0,0,0,1
20,-38.4,29.2,0.600,0,0.518,3.416,3.189,0,0.659,0.0,0,0,1
21,-41.1,28.7,0.600,0,0.590,3.342,3.089,0,0.590,0.0,0,0,0
22,-44.6,27.9,0.600,0,0.572,3.262,2.981,0,0.572,0.0,0,0,0
23,-48.6,27.0,0.600,0,0.470,3.180,2.866,0,0.470,0.0,0,0,0
24,-52.7,26.1,0.600,0,0.426,3.102,2.752,0,0.426,0.0,0,0,0
25,-56.6,25.5,0.600,0,0.325,3.032,2.643,0,0.325,0.0,0,0,0
26,-60.4,25.1,0.590,0,0.307,2.968,2.543,0,0.307,0.0,0,0,0
27,-63.8,25.1,0.600,0,-0.347,2.913,2.455,0,-0.347,0.0,0,0,0
28,-67.0,25.4,0.594,0,0.100,2.863,2.378,0,0.256,0.0,0,0,1
29,-69.6,25.3,0.600,0,0.200,2.820,2.337,0,0.303,0.0,0,0,1
30,-72.2,25.1,0.600,0,0.300,2.775,2.308,0,0.303,0.0,0,0,1
31,-74.3,25.6,0.600,0,0.300,2.743,2.274,0,0.300,0.0,0,0,0
32,-77.5,25.8,0.600,0,0.314,2.706,2.232,0,0.314,0.0,0,0,0
